stdDay,Susceptible,22D_Infected,22D_Recovered,22D_Dead,22D_alpha,22D_beta,22D_gamma,23A_Infected,23A_Recovered,23A_Dead,23A_alpha,23A_beta,23A_gamma
2022-12-19,524311,3753.2700000000004,12014.119999999999,11.780000000000001,0.4704910772187735,0.17557223434498478,0.0,5.65,0.0,0.0,6.511357099531363,0.0,0.0
2022-12-20,522593,3918.9400000000005,12673.09,11.780000000000001,0.541288870935766,0.18155674748784112,0.0001888265704501728,22.83,0.0,0.0,1.9357557744424476,0.0,0.0
2022-12-21,520536,4194.050000000001,13384.6,12.520000000000001,0.43199695272730765,0.13400650922139667,0.00017644043347122667,43.4,0.0,0.0,0.8697277359763659,0.0,0.0
2022-12-22,518786,4471.2800000000025,13946.63,13.26,0.35941583549644485,0.1181675046071819,0.0,60.9,0.0,0.0,0.5497567176171815,0.0,0.0
2022-12-23,517239,4685.48,14474.99,13.26,0.37069545116149544,0.11087017765522414,0.0,76.37,0.0,0.0,0.47381337635528886,0.0,0.0
2022-12-24,515572,4966.16,14994.47,13.26,0.3108833571733764,0.1007297388726907,0.0,93.03999999999999,0.0,0.0,0.3457062582984324,0.0,0.0
2022-12-25,514095,5174.879999999997,15494.710000000001,13.26,0.1247854810387073,0.052128745014376865,0.0002782673221408036,107.81,0.0,0.0,0.12478548103870722,0.05212874501437714,0.00027826732214080325
2022-12-26,513479,5199.359999999999,15764.47,14.700000000000001,0.35588259251413545,0.15851181683899593,9.231905465288012e-05,108.32,5.62,0.03,0.35588259251413545,0.15851181683899557,9.231905465288037e-05
2022-12-27,511716,5220.959999999999,16588.63,15.18,0.4562892604796265,0.18893077135239528,0.00018387423002666197,108.77,22.79,0.04,0.4562892604796265,0.18893077135239494,0.00018387423002666175
2022-12-28,509454,5319.359999999997,17575.030000000002,16.14,0.3575628057888449,0.15791373398303565,0.0,110.82,43.339999999999996,0.06,0.3575628057888448,0.15791373398303557,0.0
