,22D_origin,22D_Predicted
2023-02-19,1792.0801,1797.3226
2023-02-20,861.84,868.7849
2023-02-21,2275.2,2280.057
2023-02-22,2377.44,2381.1877
2023-02-23,2010.9601,2019.1481
2023-02-24,1790.64,1795.3606
2023-02-25,1728.7201,1738.0005
2023-02-26,1698.48,1704.1694
2023-02-27,715.56,724.61884
2023-02-28,1904.1399,1908.5417
2023-03-01,2144.0,2150.0806
2023-03-02,1379.53,1389.5448
2023-03-03,1819.05,1824.1079
2023-03-04,2050.2,2060.5652
2023-03-05,1746.69,1751.8125
2023-03-06,870.33,878.6892
2023-03-07,2300.1099,2305.152
2023-03-08,2326.2397,2332.245
2023-03-09,1938.3099,1947.4397
2023-03-10,1828.4299,1832.0226
2023-03-11,1845.85,1854.7332
2023-03-12,1622.7401,1630.3878
2023-03-13,719.6,730.8875
2023-03-14,1852.48,1855.5441
2023-03-15,1877.6799,1885.794
2023-03-16,1554.56,1565.8369
2023-03-17,1394.96,1402.6437
2023-03-18,1452.64,1465.9698
2023-03-19,1374.24,1383.36
2023-03-20,675.36005,688.2056
2023-03-21,1947.6798,1954.023
2023-03-22,2153.2,2163.705
2023-03-23,1856.9601,1864.4604
2023-03-24,1705.2001,1713.6644
2023-03-25,1679.9999,1690.9524
2023-03-26,1496.3201,1506.9954
2023-03-27,515.97003,527.66705
2023-03-28,1400.4901,1413.1592
2023-03-29,1483.17,1492.553
2023-03-30,1202.3701,1209.4102
2023-03-31,1156.74,1163.7799
2023-04-01,1083.81,1099.8779
2023-04-02,1069.38,1090.5499
2023-04-03,540.15,549.20447
2023-04-04,1535.8201,1532.0867
2023-04-05,1620.45,1617.4182
2023-04-06,1398.15,1409.0905
2023-04-07,1194.57,1206.3448
2023-04-08,1119.6901,1130.1361
2023-04-09,1096.29,1090.7196
2023-04-10,332.02002,342.50555
2023-04-11,966.42,1013.5801
2023-04-12,1074.06,1104.2706
2023-04-13,884.5201,901.3127
2023-04-14,905.06006,910.8475
2023-04-15,889.46,904.403
2023-04-16,774.01996,809.26
2023-04-17,453.43997,469.2896
2023-04-18,1199.9,1193.2007
2023-04-19,1266.9801,1281.7513
2023-04-20,1082.64,1107.3446
2023-04-21,1010.88,1023.76746
2023-04-22,1007.24,1016.5473
2023-04-23,881.66003,872.42957
2023-04-24,303.62,316.0383
2023-04-25,833.72,844.9514
2023-04-26,912.38,924.3823
2023-04-27,792.49,806.73035
2023-04-28,742.52,794.12933
2023-04-29,795.14996,797.12085
2023-04-30,713.25995,781.0747
2023-05-01,371.07,401.05057
2023-05-02,910.1,1052.6993
2023-05-03,1144.75,1112.8578
2023-05-04,1119.1,1026.0469
