date,시도명,def_Acc,daily_Acc,DAC,DDAC
2022-03-25,서울,2393995,66915.0,-10855.0,12499.0
2022-03-26,서울,2457986,63991.0,-2924.0,7931.0
2022-03-27,서울,2517137,59151.0,-4840.0,-1916.0
2022-03-28,서울,2551327,34190.0,-24961.0,-20121.0
2022-03-29,서울,2617360,66033.0,31843.0,56804.0
2022-03-30,서울,3514,-2613846.0,-2679879.0,-2711722.0
2022-03-31,서울,2759294,2755780.0,5369626.0,8049505.0
2022-04-01,서울,2810973,51679.0,-2704101.0,-8073727.0
2022-04-02,서울,2859633,48660.0,-3019.0,2701082.0
2022-04-03,서울,2901742,42109.0,-6551.0,-3532.0
2022-04-04,서울,2922636,20894.0,-21215.0,-14664.0
2022-04-05,서울,2974084,51448.0,30554.0,51769.0
2022-04-06,서울,3026503,52419.0,971.0,-29583.0
2022-04-07,서울,3066376,39873.0,-12546.0,-13517.0
2022-04-08,서울,3102577,36201.0,-3672.0,8874.0
2022-04-09,서울,3134889,32312.0,-3889.0,-217.0
2022-04-10,서울,3163790,28901.0,-3411.0,478.0
2022-04-11,서울,3178037,14247.0,-14654.0,-11243.0
2022-04-12,서울,3217532,39495.0,25248.0,39902.0
2022-04-13,서울,3250603,33071.0,-6424.0,-31672.0
2022-04-14,서울,3275574,24971.0,-8100.0,-1676.0
2022-04-15,서울,3297020,21446.0,-3525.0,4575.0
2022-04-16,서울,3315132,18112.0,-3334.0,191.0
2022-04-17,서울,3329937,14805.0,-3307.0,27.0
2022-04-18,서울,3337282,7345.0,-7460.0,-4153.0
2022-04-19,서울,3359097,21815.0,14470.0,21930.0
2022-04-20,서울,3377399,18302.0,-3513.0,-17983.0
2022-04-21,서울,3392583,15184.0,-3118.0,395.0
2022-04-22,서울,3405751,13168.0,-2016.0,1102.0
2022-04-23,서울,3418098,12347.0,-821.0,1195.0
2022-04-24,서울,3428475,10377.0,-1970.0,-1149.0
2022-04-25,서울,3433238,4763.0,-5614.0,-3644.0
2022-04-26,서울,3446789,13551.0,8788.0,14402.0
2022-04-27,서울,3458306,11517.0,-2034.0,-10822.0
2022-04-28,서울,3467402,9096.0,-2421.0,-387.0
2022-04-29,서울,3475126,7724.0,-1372.0,1049.0
2022-04-30,서울,3481581,6455.0,-1269.0,103.0
2022-05-01,서울,3487043,5462.0,-993.0,276.0
2022-05-02,서울,3489696,2653.0,-2809.0,-1816.0
2022-05-03,서울,3498346,8650.0,5997.0,8806.0
2022-05-04,서울,3505780,7434.0,-1216.0,-7213.0
2022-05-05,서울,3512421,6641.0,-793.0,423.0
2022-05-06,서울,3516017,3596.0,-3045.0,-2252.0
2022-05-07,서울,3522657,6640.0,3044.0,6089.0
2022-05-08,서울,3528636,5979.0,-661.0,-3705.0
2022-05-09,서울,3531351,2715.0,-3264.0,-2603.0
2022-05-10,서울,3539483,8132.0,5417.0,8681.0
2022-05-11,서울,3545685,6202.0,-1930.0,-7347.0
2022-05-12,서울,3551375,5690.0,-512.0,1418.0
2022-05-13,서울,3556545,5170.0,-520.0,-8.0
2022-05-14,서울,3561307,4762.0,-408.0,112.0
2022-05-15,서울,3565332,4025.0,-737.0,-329.0
2022-05-16,서울,3567016,1684.0,-2341.0,-1604.0
2022-05-17,서울,3572888,5872.0,4188.0,6529.0
2022-05-18,서울,3577930,5042.0,-830.0,-5018.0
2022-05-19,서울,3582481,4551.0,-491.0,339.0
2022-05-20,서울,3586586,4105.0,-446.0,45.0
2022-05-21,서울,3590173,3587.0,-518.0,-72.0
2022-05-22,서울,3593076,2903.0,-684.0,-166.0
2022-05-23,서울,3594289,1213.0,-1690.0,-1006.0
2022-05-24,서울,3598555,4266.0,3053.0,4743.0
2022-05-25,서울,3602133,3578.0,-688.0,-3741.0
2022-05-26,서울,3604920,2787.0,-791.0,-103.0
2022-05-27,서울,3607946,3026.0,239.0,1030.0
2022-05-28,서울,3610221,2275.0,-751.0,-990.0
2022-05-29,서울,3612239,2018.0,-257.0,494.0
2022-05-30,서울,3613359,1120.0,-898.0,-641.0
2022-05-31,서울,3616699,3340.0,2220.0,3118.0
2022-06-01,서울,3619622,2923.0,-417.0,-2637.0
2022-06-02,서울,3621445,1823.0,-1100.0,-683.0
2022-06-03,서울,3623883,2438.0,615.0,1715.0
2022-06-04,서울,3626136,2253.0,-185.0,-800.0
2022-06-05,서울,3627855,1719.0,-534.0,-349.0
2022-06-06,서울,3628593,738.0,-981.0,-447.0
2022-06-07,서울,3629545,952.0,214.0,1195.0
2022-06-08,서울,3632164,2619.0,1667.0,1453.0
2022-06-09,서울,3634172,2008.0,-611.0,-2278.0
2022-06-10,서울,3635708,1536.0,-472.0,139.0
2022-06-11,서울,3637088,1380.0,-156.0,316.0
2022-06-12,서울,3638248,1160.0,-220.0,-64.0
2022-06-13,서울,3638911,663.0,-497.0,-277.0
2022-06-14,서울,3640674,1763.0,1100.0,1597.0
2022-06-15,서울,3642362,1688.0,-75.0,-1175.0
2022-06-16,서울,3643911,1549.0,-139.0,-64.0
2022-06-17,서울,3645189,1278.0,-271.0,-132.0
2022-06-18,서울,3646432,1243.0,-35.0,236.0
2022-06-19,서울,3647540,1108.0,-135.0,-100.0
2022-06-20,서울,3648259,719.0,-389.0,-254.0
2022-06-21,서울,3650291,2032.0,1313.0,1702.0
2022-06-22,서울,3652068,1777.0,-255.0,-1568.0
2022-06-23,서울,3653647,1579.0,-198.0,57.0
2022-06-24,서울,3655248,1601.0,22.0,220.0
2022-06-25,서울,3656800,1552.0,-49.0,-71.0
2022-06-26,서울,3658110,1310.0,-242.0,-193.0
2022-06-27,서울,3658710,600.0,-710.0,-468.0
2022-06-28,서울,3661177,2467.0,1867.0,2577.0
2022-06-29,서울,3663653,2476.0,9.0,-1858.0
2022-06-30,서울,3665933,2280.0,-196.0,-205.0
2022-07-01,서울,3668271,2338.0,58.0,254.0
2022-07-02,서울,3671044,2773.0,435.0,377.0
2022-07-03,서울,3673484,2440.0,-333.0,-768.0
2022-07-04,서울,3674645,1161.0,-1279.0,-946.0
2022-07-05,서울,3679421,4776.0,3615.0,4894.0
2022-07-06,서울,3684190,4769.0,-7.0,-3622.0
2022-07-07,서울,3688769,4579.0,-190.0,-183.0
2022-07-08,서울,3693368,4599.0,20.0,210.0
2022-07-09,서울,3698267,4899.0,300.0,280.0
2022-07-10,서울,3703511,5244.0,345.0,45.0
2022-07-11,서울,3706133,2622.0,-2622.0,-2967.0
2022-07-12,서울,3715539,9406.0,6784.0,9406.0
2022-07-13,서울,3724897,9358.0,-48.0,-6832.0
2022-07-14,서울,3734550,9653.0,295.0,343.0
2022-07-15,서울,3743496,8946.0,-707.0,-1002.0
2022-07-16,서울,3752951,9455.0,509.0,1216.0
2022-07-17,서울,3761516,8565.0,-890.0,-1399.0
2022-07-18,서울,3766412,4896.0,-3669.0,-2779.0
2022-07-19,서울,3784432,18020.0,13124.0,16793.0
2022-07-20,서울,3801622,17190.0,-830.0,-13954.0
2022-07-21,서울,3818284,16662.0,-528.0,302.0
2022-07-22,서울,3833658,15374.0,-1288.0,-760.0
2022-07-23,서울,3848480,14822.0,-552.0,736.0
2022-07-24,서울,3862289,13809.0,-1013.0,-461.0
2022-07-25,서울,3868256,5967.0,-7842.0,-6829.0
2022-07-26,서울,3891336,23080.0,17113.0,24955.0
2022-07-27,서울,3911407,20071.0,-3009.0,-20122.0
2022-07-28,서울,3929537,18130.0,-1941.0,1068.0
2022-07-29,서울,3947049,17512.0,-618.0,1323.0
2022-07-30,서울,3963626,16577.0,-935.0,-317.0
2022-07-31,서울,3977775,14149.0,-2428.0,-1493.0
2022-08-01,서울,3985115,7340.0,-6809.0,-4381.0
2022-08-02,서울,4009707,24592.0,17252.0,24061.0
2022-08-03,서울,4032709,23002.0,-1590.0,-18842.0
2022-08-04,서울,4052939,20230.0,-2772.0,-1182.0
2022-08-05,서울,4073752,20813.0,583.0,3355.0
2022-08-06,서울,4093893,20141.0,-672.0,-1255.0
2022-08-07,서울,4112259,18366.0,-1775.0,-1103.0
2022-08-08,서울,4120126,7867.0,-10499.0,-8724.0
2022-08-09,서울,4149586,29460.0,21593.0,32092.0
2022-08-10,서울,4175643,26057.0,-3403.0,-24996.0
2022-08-11,서울,4200150,24507.0,-1550.0,1853.0
2022-08-12,서울,4222976,22826.0,-1681.0,-131.0
2022-08-13,서울,4244827,21851.0,-975.0,706.0
2022-08-14,서울,4264423,19596.0,-2255.0,-1280.0
2022-08-15,서울,4272669,8246.0,-11350.0,-9095.0
2022-08-16,서울,4285729,13060.0,4814.0,16164.0
2022-08-17,서울,4318180,32451.0,19391.0,14577.0
2022-08-18,서울,4346524,28344.0,-4107.0,-23498.0
2022-08-19,서울,4367518,20994.0,-7350.0,-3243.0
2022-08-20,서울,4387478,19960.0,-1034.0,6316.0
2022-08-21,서울,4404221,16743.0,-3217.0,-2183.0
2022-08-22,서울,4411616,7395.0,-9348.0,-6131.0
2022-08-23,서울,4437282,25666.0,18271.0,27619.0
2022-08-24,서울,4457827,20545.0,-5121.0,-23392.0
2022-08-25,서울,4475520,17693.0,-2852.0,2269.0
2022-08-26,서울,4491244,15724.0,-1969.0,883.0
2022-08-27,서울,4505836,14592.0,-1132.0,837.0
2022-08-28,서울,4518888,13052.0,-1540.0,-408.0
2022-08-29,서울,4524644,5756.0,-7296.0,-5756.0
2022-08-30,서울,4545050,20406.0,14650.0,21946.0
2022-08-31,서울,4560954,15904.0,-4502.0,-19152.0
2022-09-01,서울,4574258,13304.0,-2600.0,1902.0
2022-09-02,서울,4589795,15537.0,2233.0,4833.0
2022-09-03,서울,4603647,13852.0,-1685.0,-3918.0
2022-09-04,서울,4615586,11939.0,-1913.0,-228.0
2022-09-05,서울,4620905,5319.0,-6620.0,-4707.0
2022-09-06,서울,4639649,18744.0,13425.0,20045.0
2022-09-07,서울,4654166,14517.0,-4227.0,-17652.0
2022-09-08,서울,4667217,13051.0,-1466.0,2761.0
2022-09-09,서울,4679529,12312.0,-739.0,727.0
2022-09-10,서울,4685610,6081.0,-6231.0,-5492.0
2022-09-11,서울,4690417,4807.0,-1274.0,4957.0
2022-09-12,서울,4696706,6289.0,1482.0,2756.0
2022-09-13,서울,4706258,9552.0,3263.0,1781.0
2022-09-14,서울,4723634,17376.0,7824.0,4561.0
2022-09-15,서울,4735448,11814.0,-5562.0,-13386.0
2022-09-16,서울,4744665,9217.0,-2597.0,2965.0
2022-09-17,서울,4752318,7653.0,-1564.0,1033.0
2022-09-18,서울,4758288,5970.0,-1683.0,-119.0
2022-09-19,서울,4761487,3199.0,-2771.0,-1088.0
2022-09-20,서울,4771203,9716.0,6517.0,9288.0
2022-09-21,서울,4778549,7346.0,-2370.0,-8887.0
2022-09-22,서울,4784699,6150.0,-1196.0,1174.0
2022-09-23,서울,4790319,5620.0,-530.0,666.0
2022-09-24,서울,4795958,5639.0,19.0,549.0
2022-09-25,서울,4800846,4888.0,-751.0,-770.0
2022-09-26,서울,4803181,2335.0,-2553.0,-1802.0
2022-09-27,서울,4811733,8552.0,6217.0,8770.0
2022-09-28,서울,4818845,7112.0,-1440.0,-7657.0
2022-09-29,서울,4825107,6262.0,-850.0,590.0
2022-09-30,서울,4830891,5784.0,-478.0,372.0
2022-10-01,서울,4836468,5577.0,-207.0,271.0
2022-10-02,서울,4841265,4797.0,-780.0,-573.0
2022-10-03,서울,4843290,2025.0,-2772.0,-1992.0
2022-10-04,서울,4846376,3086.0,1061.0,3833.0
2022-10-05,서울,4854042,7666.0,4580.0,3519.0
2022-10-06,서울,4859554,5512.0,-2154.0,-6734.0
2022-10-07,서울,4863862,4308.0,-1204.0,950.0
2022-10-08,서울,4867800,3938.0,-370.0,834.0
2022-10-09,서울,4871352,3552.0,-386.0,-16.0
2022-10-10,서울,4872846,1494.0,-2058.0,-1672.0
2022-10-11,서울,4875900,3054.0,1560.0,3618.0
2022-10-12,서울,4882697,6797.0,3743.0,2183.0
2022-10-13,서울,4887950,5253.0,-1544.0,-5287.0
2022-10-14,서울,4892777,4827.0,-426.0,1118.0
2022-10-15,서울,4897351,4574.0,-253.0,173.0
2022-10-16,서울,4901542,4191.0,-383.0,-130.0
2022-10-17,서울,4903463,1921.0,-2270.0,-1887.0
2022-10-18,서울,4910983,7520.0,5599.0,7869.0
2022-10-19,서울,4916878,5895.0,-1625.0,-7224.0
2022-10-20,서울,4922285,5407.0,-488.0,1137.0
2022-10-21,서울,4927337,5052.0,-355.0,133.0
2022-10-22,서울,4933342,6005.0,953.0,1308.0
2022-10-23,서울,4938518,5176.0,-829.0,-1782.0
2022-10-24,서울,4940956,2438.0,-2738.0,-1909.0
2022-10-25,서울,4951008,10052.0,7614.0,10352.0
2022-10-26,서울,4958897,7889.0,-2163.0,-9777.0
2022-10-27,서울,4965729,6832.0,-1057.0,1106.0
2022-10-28,서울,4973197,7468.0,636.0,1693.0
2022-10-29,서울,4980775,7578.0,110.0,-526.0
2022-10-30,서울,4987483,6708.0,-870.0,-980.0
2022-10-31,서울,4990582,3099.0,-3609.0,-2739.0
2022-11-01,서울,5003593,13011.0,9912.0,13521.0
2022-11-02,서울,5014526,10933.0,-2078.0,-11990.0
2022-11-03,서울,5024068,9542.0,-1391.0,687.0
2022-11-04,서울,5032737,8669.0,-873.0,518.0
2022-11-05,서울,5040836,8099.0,-570.0,303.0
2022-11-06,서울,5047999,7163.0,-936.0,-366.0
2022-11-07,서울,5051319,3320.0,-3843.0,-2907.0
2022-11-08,서울,5065477,14158.0,10838.0,14681.0
2022-11-09,서울,5077958,12481.0,-1677.0,-12515.0
2022-11-10,서울,5089031,11073.0,-1408.0,269.0
2022-11-11,서울,5099934,10903.0,-170.0,1238.0
2022-11-12,서울,5110750,10816.0,-87.0,83.0
2022-11-13,서울,5120013,9263.0,-1553.0,-1466.0
2022-11-14,서울,5123662,3649.0,-5614.0,-4061.0
2022-11-15,서울,5139201,15539.0,11890.0,17504.0
2022-11-16,서울,5151684,12483.0,-3056.0,-14946.0
2022-11-17,서울,5162530,10846.0,-1637.0,1419.0
2022-11-18,서울,5172272,9742.0,-1104.0,533.0
2022-11-19,서울,5182363,10091.0,349.0,1453.0
2022-11-20,서울,5191167,8804.0,-1287.0,-1636.0
2022-11-21,서울,5194993,3826.0,-4978.0,-3691.0
2022-11-22,서울,5210606,15613.0,11787.0,16765.0
2022-11-23,서울,5224105,13499.0,-2114.0,-13901.0
2022-11-24,서울,5224105,0.0,-13499.0,-11385.0
2022-11-25,서울,5246245,22140.0,22140.0,35639.0
2022-11-26,서울,5256380,10135.0,-12005.0,-34145.0
2022-11-27,서울,5265540,9160.0,-975.0,11030.0
2022-11-28,서울,5269334,3794.0,-5366.0,-4391.0
2022-11-29,서울,5284835,15501.0,11707.0,17073.0
2022-11-30,서울,5297125,12290.0,-3211.0,-14918.0
2022-12-01,서울,5308159,11034.0,-1256.0,1955.0
2022-12-02,서울,5318646,10487.0,-547.0,709.0
2022-12-03,서울,5328989,10343.0,-144.0,403.0
2022-12-04,서울,5337515,8526.0,-1817.0,-1673.0
2022-12-05,서울,5341436,3921.0,-4605.0,-2788.0
2022-12-06,서울,5357808,16372.0,12451.0,17056.0
2022-12-07,서울,5371555,13747.0,-2625.0,-15076.0
2022-12-08,서울,5383532,11977.0,-1770.0,855.0
2022-12-09,서울,5395385,11853.0,-124.0,1646.0
2022-12-10,서울,5407043,11658.0,-195.0,-71.0
2022-12-11,서울,5416646,9603.0,-2055.0,-1860.0
2022-12-12,서울,5420556,3910.0,-5693.0,-3638.0
2022-12-13,서울,5438252,17696.0,13786.0,19479.0
2022-12-14,서울,5453432,15180.0,-2516.0,-16302.0
2022-12-15,서울,5466262,12830.0,-2350.0,166.0
2022-12-16,서울,5478664,12402.0,-428.0,1922.0
2022-12-17,서울,5491015,12351.0,-51.0,377.0
2022-12-18,서울,5501664,10649.0,-1702.0,-1651.0
2022-12-19,서울,5505855,4191.0,-6458.0,-4756.0
2022-12-20,서울,5524078,18223.0,14032.0,20490.0
2022-12-21,서울,5539642,15564.0,-2659.0,-16691.0
2022-12-22,서울,5553588,13946.0,-1618.0,1041.0
2022-12-23,서울,5566002,12414.0,-1532.0,86.0
2022-12-24,서울,5578034,12032.0,-382.0,1150.0
2022-12-25,서울,5588542,10508.0,-1524.0,-1142.0
2022-12-26,서울,5592127,3585.0,-6923.0,-5399.0
2022-12-27,서울,5610852,18725.0,15140.0,22063.0
2022-12-28,서울,5626635,15783.0,-2942.0,-18082.0
2022-12-29,서울,5640031,13396.0,-2387.0,555.0
2022-12-30,서울,5651699,11668.0,-1728.0,659.0
2022-12-31,서울,5663251,11552.0,-116.0,1612.0
2023-01-01,서울,5673241,9990.0,-1562.0,-1446.0
2023-01-02,서울,5676545,3304.0,-6686.0,-5124.0
2023-01-03,서울,5693511,16966.0,13662.0,20348.0
2023-01-04,서울,5707426,13915.0,-3051.0,-16713.0
2023-01-05,서울,5718936,11510.0,-2405.0,646.0
2023-01-06,서울,5729347,10411.0,-1099.0,1306.0
2023-01-07,서울,5739244,9897.0,-514.0,585.0
2023-01-08,서울,5747068,7824.0,-2073.0,-1559.0
2023-01-09,서울,5749918,2850.0,-4974.0,-2901.0
2023-01-10,서울,5762058,12140.0,9290.0,14264.0
2023-01-11,서울,5771592,9534.0,-2606.0,-11896.0
2023-01-12,서울,5779540,7948.0,-1586.0,1020.0
2023-01-13,서울,5786743,7203.0,-745.0,841.0
2023-01-14,서울,5793350,6607.0,-596.0,149.0
2023-01-15,서울,5799099,5749.0,-858.0,-262.0
2023-01-16,서울,5801238,2139.0,-3610.0,-2752.0
2023-01-17,서울,5809788,8550.0,6411.0,10021.0
2023-01-18,서울,5816425,6637.0,-1913.0,-8324.0
2023-01-19,서울,5821926,5501.0,-1136.0,777.0
2023-01-20,서울,5826942,5016.0,-485.0,651.0
2023-01-21,서울,5832081,5139.0,123.0,608.0
2023-01-22,서울,5834396,2315.0,-2824.0,-2947.0
2023-01-23,서울,5835835,1439.0,-876.0,1948.0
2023-01-24,서울,5837962,2127.0,688.0,1564.0
2023-01-25,서울,5841149,3187.0,1060.0,372.0
2023-01-26,서울,5847964,6815.0,3628.0,2568.0
2023-01-27,서울,5853045,5081.0,-1734.0,-5362.0
2023-01-28,서울,5857087,4042.0,-1039.0,695.0
2023-01-29,서울,5860011,2924.0,-1118.0,-79.0
2023-01-30,서울,5860933,922.0,-2002.0,-884.0
2023-01-31,서울,5864629,3696.0,2774.0,4776.0
2023-02-01,서울,5867905,3276.0,-420.0,-3194.0
2023-02-02,서울,5870789,2884.0,-392.0,28.0
2023-02-03,서울,5873340,2551.0,-333.0,59.0
2023-02-04,서울,5875768,2428.0,-123.0,210.0
2023-02-05,서울,5878067,2299.0,-129.0,-6.0
2023-02-06,서울,5878882,815.0,-1484.0,-1355.0
2023-02-07,서울,5881928,3046.0,2231.0,3715.0
2023-02-08,서울,5884832,2904.0,-142.0,-2373.0
2023-02-09,서울,5887292,2460.0,-444.0,-302.0
2023-02-10,서울,5889662,2370.0,-90.0,354.0
2023-02-11,서울,5891910,2248.0,-122.0,-32.0
2023-02-12,서울,5894036,2126.0,-122.0,0.0
2023-02-13,서울,5894782,746.0,-1380.0,-1258.0
2023-02-14,서울,5897485,2703.0,1957.0,3337.0
2023-02-15,서울,5900055,2570.0,-133.0,-2090.0
2023-02-16,서울,5902337,2282.0,-288.0,-155.0
2023-02-17,서울,5904434,2097.0,-185.0,103.0
2023-02-18,서울,5906396,1962.0,-135.0,50.0
2023-02-19,서울,5908302,1906.0,-56.0,79.0
2023-02-20,서울,5909006,704.0,-1202.0,-1146.0
2023-02-21,서울,5911509,2503.0,1799.0,3001.0
2023-02-22,서울,5913863,2354.0,-149.0,-1948.0
2023-02-23,서울,5915979,2116.0,-238.0,-89.0
2023-02-24,서울,5917938,1959.0,-157.0,81.0
2023-02-25,서울,5919849,1911.0,-48.0,109.0
2023-02-26,서울,5921616,1767.0,-144.0,-96.0
2023-02-27,서울,5922239,623.0,-1144.0,-1000.0
2023-02-28,서울,5924565,2326.0,1703.0,2847.0
2023-03-01,서울,5926866,2301.0,-25.0,-1728.0
2023-03-02,서울,5928066,1200.0,-1101.0,-1076.0
2023-03-03,서울,5930362,2296.0,1096.0,2197.0
2023-03-04,서울,5932505,2143.0,-153.0,-1249.0
2023-03-05,서울,5934513,2008.0,-135.0,18.0
