,Infected,predicted_Infected
2021-08-12,876,887.9029680365297
2021-08-13,871,912.2066590126292
2021-08-14,907,903.6504961411247
2021-08-15,941,925.3134962805527
2021-08-16,960,949.8218749999999
2021-08-17,969,946.1300309597524
2021-08-18,955,898.9884816753926
2021-08-19,886,906.4954853273136
2021-08-20,841,850.1807372175982
2021-08-21,807,828.4944237918218
2021-08-22,795,777.5622641509434
2021-08-23,766,787.7349869451697
2021-08-24,759,801.3227931488802
2021-08-25,794,812.5314861460955
2021-08-26,850,824.8258823529413
2021-08-27,883,844.224235560589
2021-08-28,877,882.9999999999999
2021-08-29,877,917.0
2021-08-30,917,881.781897491821
2021-08-31,922,911.0325379609545
2021-09-01,916,936.0917030567684
2021-09-02,930,928.8043010752688
2021-09-03,943,937.8897136797457
2021-09-04,951,912.2607781282859
2021-09-05,920,936.5282608695653
2021-09-06,906,884.459161147903
2021-09-07,871,864.3926521239953
2021-09-08,831,823.8339350180505
2021-09-09,786,782.3664122137404
2021-09-10,740,753.0729729729729
2021-09-11,709,745.2186177715093
2021-09-12,714,655.3781512605042
2021-09-13,660,688.0363636363636
2021-09-14,636,630.9433962264151
2021-09-15,608,616.125
2021-09-16,589,593.5483870967741
2021-09-17,575,618.7060869565217
2021-09-18,604,600.703642384106
2021-09-19,631,596.3423137876388
2021-09-20,623,639.1027287319422
2021-09-21,631,603.2535657686212
2021-09-22,611,634.0981996726679
2021-09-23,614,694.5895765472313
2021-09-24,698,678.2148997134669
2021-09-25,771,771.330739299611
2021-09-26,852,847.0140845070423
2021-09-27,936,942.1153846153846
2021-09-28,1035,1010.1565217391303
2021-09-29,1117,1059.0913160250673
2021-09-30,1143,1162.930883639545
2021-10-01,1190,1151.6445378151261
2021-10-02,1199,1200.9174311926604
2021-10-03,1210,1231.6999999999998
2021-10-04,1243,1213.8938053097345
2021-10-05,1247,1265.9262229350443
2021-10-06,1270,1240.1267716535433
2021-10-07,1263,1186.5399841646872
2021-10-08,1180,1190.2169491525422
2021-10-09,1112,1079.1906474820144
2021-10-10,1017,1035.4611602753196
2021-10-11,947,935.3822597676874
2021-10-12,871,900.2479908151548
2021-10-13,828,842.5978260869566
2021-10-14,801,779.4157303370786
2021-10-15,754,765.9429708222812
2021-10-16,721,735.1761442441056
2021-10-17,703,697.4110953058322
2021-10-18,680,687.4926470588234
2021-10-19,665,651.3684210526317
2021-10-20,637,644.1208791208792
2021-10-21,617,612.2220421393841
2021-10-22,593,586.8263069139966
2021-10-23,564,575.1258865248227
2021-10-24,547,550.5959780621572
2021-10-25,534,558.2677902621724
2021-10-26,545,507.54495412844045
2021-10-27,518,608.1274131274131
2021-10-28,578,588.7993079584775
2021-10-29,657,615.8295281582954
2021-10-30,700,672.9557142857143
2021-10-31,717,711.7154811715482
2021-11-01,729,723.8847736625514
2021-11-02,736,758.7146739130436
2021-11-03,766,774.4334203655351
2021-11-04,806,786.9081885856081
2021-11-05,828,822.5483091787438
2021-11-06,845,851.5171597633138
2021-11-07,869,846.9447640966628
2021-11-08,871,852.0390355912743
2021-11-09,854,864.8805620608899
2021-11-10,848,789.5471698113208
2021-11-11,784,797.1632653061225
2021-11-12,737,765.9158751696066
2021-11-13,720,752.3541666666666
2021-11-14,735,712.1632653061225
2021-11-15,727,730.9559834938101
2021-11-16,723,716.944674965422
2021-11-17,713,730.0981767180925
2021-11-18,720,716.9611111111111
2021-11-19,724,742.8729281767957
2021-11-20,747,713.3386880856762
2021-11-21,736,766.2839673913043
2021-11-22,755,741.8490066225164
2021-11-23,761,799.6452036793694
2021-11-24,806,797.8225806451615
2021-11-25,845,837.476923076923
2021-11-26,878,847.8872437357629
2021-11-27,881,911.8842224744609
2021-11-28,915,918.5508196721311
2021-11-29,954,953.3647798742139
2021-11-30,994,982.7927565392355
2021-12-01,1024,991.087890625
2021-12-02,1021,1076.152791380999
2021-12-03,1073,1048.5945945945948
2021-12-04,1102,1144.0789473684208
2021-12-05,1175,1189.2221276595747
2021-12-06,1268,1248.205835962145
2021-12-07,1347,1314.1262063845586
2021-12-08,1396,1396.2098853868197
2021-12-09,1447,1453.8852798894266
2021-12-10,1507,1511.3324485733244
2021-12-11,1574,1536.6804320203307
2021-12-12,1605,1628.9183800623055
2021-12-13,1661,1655.2468392534622
2021-12-14,1713,1750.2072387624053
2021-12-15,1805,1796.514681440443
2021-12-16,1893,1863.1642894875858
2021-12-17,1954,2013.1289662231325
2021-12-18,2078,1987.8517805582294
2021-12-19,2114,2043.5960264900666
2021-12-20,2079,2122.1346801346804
2021-12-21,2087,2084.9770004791567
2021-12-22,2093,2122.896798853321
2021-12-23,2129,2081.202912165336
2021-12-24,2117,2088.7732640529052
2021-12-25,2077,2099.672604718344
2021-12-26,2060,2063.892718446602
2021-12-27,2047,2078.114313629702
2021-12-28,2065,2008.3399515738497
2021-12-29,2026,1936.9493276563717
2021-12-30,1985,1928.2431461026188
2021-12-31,1957,1878.6227351798943
2022-01-01,1868,1796.096157095807
2022-01-02,1801,1763.0779818099213
2022-01-03,1788,1774.5292839387175
2022-01-04,1735,1719.6333234059375
2022-01-05,1714,1696.1954428085637
2022-01-06,1656,1663.7707236371991
2022-01-07,1604,1651.4366917183888
2022-01-08,1609,1663.4397728500085
2022-01-09,1597,1674.0569457313763
2022-01-10,1560,1634.6802907472788
