,Alpha_origin,Alpha_Predicted
2021-06-13,1.8000001,2.2534978
2021-06-14,2.3999999,1.9920199
2021-06-15,1.9200001,1.8888284
2021-06-16,1.9200001,1.4853137
2021-06-17,0.84,1.0099238
2021-06-18,1.3199999,1.0155463
2021-06-19,1.56,1.3344938
2021-06-20,1.9200001,2.3664021
2021-06-21,2.1599998,1.742305
2021-06-22,0.35999998,0.6679353
2021-06-23,0.84,0.43364045
2021-06-24,0.35999998,0.5633219
2021-06-25,0.59999996,0.70764667
2021-06-26,1.56,0.85824513
2021-06-27,0.96000004,0.96109504
2021-06-28,0.59999996,0.88329583
2021-06-29,0.96000004,0.95522213
2021-06-30,1.3199999,1.0004491
2021-07-01,0.84,1.0106261
2021-07-02,1.0799999,1.0310678
2021-07-03,0.96000004,0.70745164
2021-07-04,0.35999998,0.47871578
2021-07-05,0.35999998,0.46771893
2021-07-06,0.48000002,0.6111677
2021-07-07,0.78,0.8216204
2021-07-08,0.90000004,1.0975268
2021-07-09,1.14,1.1521821
2021-07-10,0.84,1.0372568
2021-07-11,1.38,1.5330571
2021-07-12,2.22,2.0801277
2021-07-13,2.28,2.693549
2021-07-14,3.12,3.0111568
2021-07-15,3.06,2.7639403
2021-07-16,1.9200001,2.0694954
2021-07-17,1.74,1.7813066
2021-07-18,2.52,2.5196404
2021-07-19,0.99,1.148948
2021-07-20,0.90000004,0.9796272
2021-07-21,1.05,1.1250273
2021-07-22,1.14,1.4290111
2021-07-23,1.8000001,1.6733155
2021-07-24,1.56,1.7243447
2021-07-25,2.07,1.8119695
2021-07-26,1.8000001,1.8812124
2021-07-27,2.07,1.8943173
2021-07-28,1.65,1.8710531
2021-07-29,1.68,1.8526988
2021-07-30,1.86,1.9336421
2021-07-31,1.38,1.1921707
2021-08-01,0.69,0.58248454
2021-08-02,0.26,0.42894834
2021-08-03,0.37,0.34799767
2021-08-04,0.75,0.3462127
2021-08-05,1.2099999,0.4384513
2021-08-06,0.84,0.5846486
2021-08-07,0.68,0.69067585
2021-08-08,0.63,0.7823327
2021-08-09,0.86,0.9409051
2021-08-10,0.8,0.8535465
2021-08-11,0.65999997,0.69866604
2021-08-12,0.39,0.56138057
2021-08-13,0.57,0.5087518
2021-08-14,0.82,0.56472814
2021-08-15,0.57,0.70783865
