stdDay,incDec,alpha_variants,delta_variants
2021-04-12,3.0,0.78,0.06
2021-04-13,6.0,1.56,0.12
2021-04-14,1.0,0.26,0.02
2021-04-15,11.0,2.8600000000000003,0.22
2021-04-16,6.0,1.56,0.12
2021-04-17,6.0,1.56,0.12
2021-04-18,2.0,0.52,0.04
2021-04-19,3.0,0.78,0.06
2021-04-20,4.0,1.04,0.08
2021-04-21,4.0,1.04,0.08
2021-04-22,8.0,2.08,0.16
2021-04-23,6.0,1.56,0.12
2021-04-24,1.0,0.26,0.02
2021-04-25,9.0,2.34,0.18
2021-04-26,0.0,0.0,0.0
2021-04-27,2.0,0.62,0.08
2021-04-28,5.0,1.55,0.2
2021-04-29,2.0,0.62,0.08
2021-04-30,5.0,1.55,0.2
2021-05-01,2.0,0.62,0.08
2021-05-02,1.0,0.31,0.04
2021-05-03,24.0,7.4399999999999995,0.96
2021-05-04,9.0,2.79,0.36
2021-05-05,12.0,3.7199999999999998,0.48
2021-05-06,10.0,3.1,0.4
2021-05-07,12.0,3.7199999999999998,0.48
2021-05-08,12.0,3.7199999999999998,0.48
2021-05-09,24.0,7.4399999999999995,0.96
2021-05-10,9.0,2.61,0.27
2021-05-11,10.0,2.9,0.3
2021-05-12,17.0,4.93,0.51
2021-05-13,12.0,3.4799999999999995,0.36
2021-05-14,50.0,14.499999999999998,1.5
2021-05-15,26.0,7.539999999999999,0.78
2021-05-16,13.0,3.7699999999999996,0.39
2021-05-17,20.0,5.8,0.6
2021-05-18,12.0,3.4799999999999995,0.36
2021-05-19,10.0,2.9,0.3
2021-05-20,7.0,2.03,0.21
2021-05-21,17.0,4.93,0.51
2021-05-22,16.0,4.64,0.48
2021-05-23,10.0,2.9,0.3
2021-05-24,14.0,0.7000000000000001,0.42
2021-05-25,7.0,0.35000000000000003,0.21
2021-05-26,11.0,0.55,0.32999999999999996
2021-05-27,16.0,0.8,0.48
2021-05-28,7.0,0.35000000000000003,0.21
2021-05-29,5.0,0.25,0.15
2021-05-30,9.0,0.45,0.27
2021-05-31,6.0,0.30000000000000004,0.18
2021-06-01,5.0,0.25,0.15
2021-06-02,10.0,0.5,0.3
2021-06-03,3.0,0.15000000000000002,0.09
2021-06-04,12.0,0.6000000000000001,0.36
2021-06-05,14.0,0.7000000000000001,0.42
2021-06-06,9.0,0.45,0.27
2021-06-07,3.0,0.36,0.42000000000000004
2021-06-08,8.0,0.96,1.12
2021-06-09,6.0,0.72,0.8400000000000001
2021-06-10,4.0,0.48,0.56
2021-06-11,5.0,0.6,0.7000000000000001
2021-06-12,4.0,0.48,0.56
2021-06-13,3.0,0.36,0.42000000000000004
2021-06-14,4.0,0.48,0.56
2021-06-15,3.0,0.36,0.42000000000000004
2021-06-16,8.0,0.96,1.12
2021-06-17,6.0,0.72,0.8400000000000001
2021-06-18,4.0,0.48,0.56
2021-06-19,5.0,0.6,0.7000000000000001
2021-06-20,3.0,0.36,0.42000000000000004
2021-06-21,10.0,1.2,3.9000000000000004
2021-06-22,8.0,0.96,3.12
2021-06-23,2.0,0.24,0.78
2021-06-24,6.0,0.72,2.34
2021-06-25,18.0,2.16,7.0200000000000005
2021-06-26,3.0,0.36,1.17
2021-06-27,6.0,0.72,2.34
2021-06-28,2.0,0.24,0.78
2021-06-29,4.0,0.48,1.56
2021-06-30,7.0,0.84,2.73
2021-07-01,5.0,0.6,1.9500000000000002
2021-07-02,4.0,0.48,1.56
2021-07-03,7.0,0.84,2.73
2021-07-04,0.0,0.0,0.0
2021-07-05,6.0,0.36,3.54
2021-07-06,4.0,0.24,2.36
2021-07-07,10.0,0.6,5.8999999999999995
2021-07-08,9.0,0.54,5.31
2021-07-09,5.0,0.3,2.9499999999999997
2021-07-10,2.0,0.12,1.18
2021-07-11,6.0,0.36,3.54
2021-07-12,19.0,1.14,11.209999999999999
2021-07-13,13.0,0.78,7.67
2021-07-14,6.0,0.36,3.54
2021-07-15,26.0,1.56,15.34
2021-07-16,8.0,0.48,4.72
2021-07-17,8.0,0.48,4.72
2021-07-18,11.0,0.6599999999999999,6.489999999999999
2021-07-19,16.0,0.48,12.32
2021-07-20,9.0,0.27,6.93
2021-07-21,21.0,0.63,16.17
2021-07-22,18.0,0.54,13.86
2021-07-23,23.0,0.69,17.71
2021-07-24,20.0,0.6,15.4
2021-07-25,16.0,0.48,12.32
2021-07-26,28.0,0.84,21.560000000000002
2021-07-27,15.0,0.44999999999999996,11.55
2021-07-28,20.0,0.6,15.4
2021-07-29,20.0,0.6,15.4
2021-07-30,19.0,0.57,14.63
2021-07-31,13.0,0.39,10.01
2021-08-01,9.0,0.27,6.93
2021-08-02,6.0,0.06,5.699999999999999
2021-08-03,4.0,0.04,3.8
2021-08-04,15.0,0.15,14.25
2021-08-05,20.0,0.2,19.0
2021-08-06,24.0,0.24,22.799999999999997
2021-08-07,20.0,0.2,19.0
2021-08-08,20.0,0.2,19.0
2021-08-09,14.0,0.14,13.299999999999999
2021-08-10,26.0,0.26,24.7
2021-08-11,18.0,0.18,17.099999999999998
2021-08-12,27.0,0.27,25.65
2021-08-13,18.0,0.18,17.099999999999998
2021-08-14,28.0,0.28,26.599999999999998
2021-08-15,18.0,0.18,17.099999999999998
