stdDay,incDec,alpha_variants,delta_variants
2021-04-12,24.0,6.24,0.48
2021-04-13,25.0,6.5,0.5
2021-04-14,11.0,2.8600000000000003,0.22
2021-04-15,16.0,4.16,0.32
2021-04-16,15.0,3.9000000000000004,0.3
2021-04-17,16.0,4.16,0.32
2021-04-18,21.0,5.46,0.42
2021-04-19,16.0,4.16,0.32
2021-04-20,3.0,0.78,0.06
2021-04-21,8.0,2.08,0.16
2021-04-22,6.0,1.56,0.12
2021-04-23,9.0,2.34,0.18
2021-04-24,9.0,2.34,0.18
2021-04-25,7.0,1.82,0.14
2021-04-26,6.0,1.8599999999999999,0.24
2021-04-27,5.0,1.55,0.2
2021-04-28,13.0,4.03,0.52
2021-04-29,9.0,2.79,0.36
2021-04-30,21.0,6.51,0.84
2021-05-01,10.0,3.1,0.4
2021-05-02,12.0,3.7199999999999998,0.48
2021-05-03,12.0,3.7199999999999998,0.48
2021-05-04,12.0,3.7199999999999998,0.48
2021-05-05,6.0,1.8599999999999999,0.24
2021-05-06,5.0,1.55,0.2
2021-05-07,6.0,1.8599999999999999,0.24
2021-05-08,5.0,1.55,0.2
2021-05-09,8.0,2.48,0.32
2021-05-10,9.0,2.61,0.27
2021-05-11,12.0,3.4799999999999995,0.36
2021-05-12,22.0,6.38,0.6599999999999999
2021-05-13,10.0,2.9,0.3
2021-05-14,14.0,4.06,0.42
2021-05-15,11.0,3.19,0.32999999999999996
2021-05-16,14.0,4.06,0.42
2021-05-17,9.0,2.61,0.27
2021-05-18,7.0,2.03,0.21
2021-05-19,9.0,2.61,0.27
2021-05-20,7.0,2.03,0.21
2021-05-21,16.0,4.64,0.48
2021-05-22,12.0,3.4799999999999995,0.36
2021-05-23,14.0,4.06,0.42
2021-05-24,4.0,0.2,0.12
2021-05-25,5.0,0.25,0.15
2021-05-26,6.0,0.30000000000000004,0.18
2021-05-27,6.0,0.30000000000000004,0.18
2021-05-28,4.0,0.2,0.12
2021-05-29,6.0,0.30000000000000004,0.18
2021-05-30,7.0,0.35000000000000003,0.21
2021-05-31,9.0,0.45,0.27
2021-06-01,6.0,0.30000000000000004,0.18
2021-06-02,10.0,0.5,0.3
2021-06-03,12.0,0.6000000000000001,0.36
2021-06-04,3.0,0.15000000000000002,0.09
2021-06-05,14.0,0.7000000000000001,0.42
2021-06-06,0.0,0.0,0.0
2021-06-07,3.0,0.36,0.42000000000000004
2021-06-08,4.0,0.48,0.56
2021-06-09,6.0,0.72,0.8400000000000001
2021-06-10,2.0,0.24,0.28
2021-06-11,4.0,0.48,0.56
2021-06-12,2.0,0.24,0.28
2021-06-13,1.0,0.12,0.14
2021-06-14,2.0,0.24,0.28
2021-06-15,4.0,0.48,0.56
2021-06-16,2.0,0.24,0.28
2021-06-17,7.0,0.84,0.9800000000000001
2021-06-18,4.0,0.48,0.56
2021-06-19,5.0,0.6,0.7000000000000001
2021-06-20,3.0,0.36,0.42000000000000004
2021-06-21,3.0,0.36,1.17
2021-06-22,2.0,0.24,0.78
2021-06-23,2.0,0.24,0.78
2021-06-24,6.0,0.72,2.34
2021-06-25,2.0,0.24,0.78
2021-06-26,5.0,0.6,1.9500000000000002
2021-06-27,6.0,0.72,2.34
2021-06-28,2.0,0.24,0.78
2021-06-29,7.0,0.84,2.73
2021-06-30,10.0,1.2,3.9000000000000004
2021-07-01,7.0,0.84,2.73
2021-07-02,7.0,0.84,2.73
2021-07-03,4.0,0.48,1.56
2021-07-04,3.0,0.36,1.17
2021-07-05,6.0,0.36,3.54
2021-07-06,6.0,0.36,3.54
2021-07-07,8.0,0.48,4.72
2021-07-08,3.0,0.18,1.77
2021-07-09,8.0,0.48,4.72
2021-07-10,14.0,0.84,8.26
2021-07-11,2.0,0.12,1.18
2021-07-12,4.0,0.24,2.36
2021-07-13,18.0,1.08,10.62
2021-07-14,9.0,0.54,5.31
2021-07-15,24.0,1.44,14.16
2021-07-16,13.0,0.78,7.67
2021-07-17,8.0,0.48,4.72
2021-07-18,5.0,0.3,2.9499999999999997
2021-07-19,10.0,0.3,7.7
2021-07-20,15.0,0.44999999999999996,11.55
2021-07-21,19.0,0.57,14.63
2021-07-22,4.0,0.12,3.08
2021-07-23,10.0,0.3,7.7
2021-07-24,42.0,1.26,32.34
2021-07-25,7.0,0.21,5.390000000000001
2021-07-26,24.0,0.72,18.48
2021-07-27,32.0,0.96,24.64
2021-07-28,23.0,0.69,17.71
2021-07-29,31.0,0.9299999999999999,23.87
2021-07-30,23.0,0.69,17.71
2021-07-31,14.0,0.42,10.780000000000001
2021-08-01,14.0,0.42,10.780000000000001
2021-08-02,13.0,0.13,12.35
2021-08-03,16.0,0.16,15.2
2021-08-04,33.0,0.33,31.349999999999998
2021-08-05,19.0,0.19,18.05
2021-08-06,34.0,0.34,32.3
2021-08-07,20.0,0.2,19.0
2021-08-08,20.0,0.2,19.0
2021-08-09,21.0,0.21,19.95
2021-08-10,31.0,0.31,29.45
2021-08-11,31.0,0.31,29.45
2021-08-12,24.0,0.24,22.799999999999997
2021-08-13,27.0,0.27,25.65
2021-08-14,21.0,0.21,19.95
2021-08-15,12.0,0.12,11.399999999999999
