deathCnt,defCnt,gubun,gubunEn,incDec,isolClearCnt,isolIngCnt,localOccCnt,overFlowCnt,qurRate,stdDay
0,0,부산,Busan,0,0,0,0,0,0.0,2020-01-20
0,0,부산,Busan,0,0,0,0,0,0.0,2020-01-21
0,0,부산,Busan,0,0,0,0,0,0.0,2020-01-22
0,0,부산,Busan,0,0,0,0,0,0.0,2020-01-23
0,0,부산,Busan,0,0,0,0,0,0.0,2020-01-24
0,0,부산,Busan,0,0,0,0,0,0.0,2020-01-25
0,0,부산,Busan,0,0,0,0,0,0.0,2020-01-26
0,0,부산,Busan,0,0,0,0,0,0.0,2020-01-27
0,0,부산,Busan,0,0,0,0,0,0.0,2020-01-28
0,0,부산,Busan,0,0,0,0,0,0.0,2020-01-29
0,0,부산,Busan,0,0,0,0,0,0.0,2020-01-30
0,0,부산,Busan,0,0,0,0,0,0.0,2020-01-31
0,0,부산,Busan,0,0,0,0,0,0.0,2020-02-01
0,0,부산,Busan,0,0,0,0,0,0.0,2020-02-02
0,0,부산,Busan,0,0,0,0,0,0.0,2020-02-03
0,0,부산,Busan,0,0,0,0,0,0.0,2020-02-04
0,0,부산,Busan,0,0,0,0,0,0.0,2020-02-05
0,0,부산,Busan,0,0,0,0,0,0.0,2020-02-06
0,0,부산,Busan,0,0,0,0,0,0.0,2020-02-07
0,0,부산,Busan,0,0,0,0,0,0.0,2020-02-08
0,0,부산,Busan,0,0,0,0,0,0.0,2020-02-09
0,0,부산,Busan,0,0,0,0,0,0.0,2020-02-10
0,0,부산,Busan,0,0,0,0,0,0.0,2020-02-11
0,0,부산,Busan,0,0,0,0,0,0.0,2020-02-12
0,0,부산,Busan,0,0,0,0,0,0.0,2020-02-13
0,0,부산,Busan,0,0,0,0,0,0.0,2020-02-14
0,0,부산,Busan,0,0,0,0,0,0.0,2020-02-15
0,0,부산,Busan,0,0,0,0,0,0.0,2020-02-16
0,0,부산,Busan,0,0,0,0,0,0.0,2020-02-17
0,0,부산,Busan,0,0,0,0,0,0.0,2020-02-18
0,0,부산,Busan,0,0,0,0,0,0.0,2020-02-19
0,0,부산,Busan,0,0,0,0,0,0.0,2020-02-20
0,0,부산,Busan,0,0,0,0,0,0.0,2020-02-21
0,2,부산,Busan,2,0,2,2,0,0.0,2020-02-22
0,9,부산,Busan,7,0,9,7,0,0.0,2020-02-23
0,17,부산,Busan,8,0,17,8,0,0.0,2020-02-24
0,35,부산,Busan,18,0,35,18,0,0.0,2020-02-25
0,48,부산,Busan,13,0,48,13,0,0.0,2020-02-26
0,56,부산,Busan,8,0,56,8,0,0.0,2020-02-27
0,61,부산,Busan,5,0,61,5,0,0.0,2020-02-28
0,75,부산,Busan,14,0,75,14,0,0.0,2020-02-29
0,79,부산,Busan,4,0,79,4,0,0.0,2020-03-01
0,85,부산,Busan,6,0,85,6,0,2.49,2020-03-02
0,87,부산,Busan,2,0,87,2,0,2.55,2020-03-03
0,90,부산,Busan,3,0,90,3,0,2.64,2020-03-04
0,90,부산,Busan,0,0,90,0,0,2.64,2020-03-05
0,93,부산,Busan,3,0,93,3,0,2.73,2020-03-06
0,94,부산,Busan,1,0,94,1,0,2.76,2020-03-07
0,95,부산,Busan,1,0,95,1,0,2.78,2020-03-08
0,95,부산,Busan,0,0,95,0,0,2.78,2020-03-09
0,95,부산,Busan,0,1,94,0,0,2.78,2020-03-10
0,97,부산,Busan,2,1,96,1,1,2.84,2020-03-11
0,99,부산,Busan,2,2,97,2,0,2.9,2020-03-12
0,100,부산,Busan,1,21,79,1,0,2.93,2020-03-13
0,103,부산,Busan,3,44,59,3,0,3.02,2020-03-14
1,106,부산,Busan,3,44,61,3,0,3.11,2020-03-15
1,107,부산,Busan,1,47,59,1,0,3.14,2020-03-16
1,107,부산,Busan,0,54,52,0,0,3.14,2020-03-17
1,107,부산,Busan,0,58,48,0,0,3.14,2020-03-18
1,107,부산,Busan,0,63,43,0,0,3.14,2020-03-19
1,108,부산,Busan,1,65,42,1,0,3.17,2020-03-20
1,108,부산,Busan,0,69,38,0,0,3.17,2020-03-21
1,108,부산,Busan,0,69,38,0,0,3.17,2020-03-22
1,109,부산,Busan,1,71,37,1,0,3.19,2020-03-23
1,111,부산,Busan,2,71,39,2,0,3.25,2020-03-24
1,112,부산,Busan,1,73,38,0,1,3.28,2020-03-25
2,112,부산,Busan,0,75,35,0,0,3.28,2020-03-26
2,113,부산,Busan,1,80,31,0,1,3.31,2020-03-27
2,114,부산,Busan,1,81,31,0,1,3.34,2020-03-28
3,117,부산,Busan,3,85,29,0,3,3.43,2020-03-29
3,118,부산,Busan,1,87,28,0,1,3.46,2020-03-30
3,119,부산,Busan,1,87,29,0,1,3.49,2020-03-31
3,122,부산,Busan,3,87,32,0,3,3.58,2020-04-01
3,122,부산,Busan,0,87,32,0,0,3.58,2020-04-02
3,122,부산,Busan,0,88,31,0,0,3.58,2020-04-03
3,122,부산,Busan,0,89,30,0,0,3.58,2020-04-04
3,122,부산,Busan,0,89,30,0,0,3.58,2020-04-05
3,122,부산,Busan,0,89,30,0,0,3.58,2020-04-06
3,123,부산,Busan,1,90,30,0,1,3.61,2020-04-07
3,125,부산,Busan,2,93,29,0,2,3.66,2020-04-08
3,125,부산,Busan,0,96,26,0,0,3.66,2020-04-09
3,126,부산,Busan,1,97,26,0,1,3.69,2020-04-10
3,126,부산,Busan,0,99,24,0,0,3.69,2020-04-11
3,126,부산,Busan,0,101,22,0,0,3.69,2020-04-12
3,126,부산,Busan,0,101,22,0,0,3.69,2020-04-13
3,126,부산,Busan,0,101,22,0,0,3.69,2020-04-14
3,127,부산,Busan,1,105,19,0,1,3.72,2020-04-15
3,130,부산,Busan,3,110,17,0,3,3.81,2020-04-16
3,130,부산,Busan,0,110,17,0,0,3.81,2020-04-17
3,130,부산,Busan,0,111,16,0,0,3.81,2020-04-18
3,130,부산,Busan,0,113,14,0,0,3.81,2020-04-19
3,132,부산,Busan,2,113,16,2,0,3.87,2020-04-20
3,132,부산,Busan,0,113,16,0,0,3.87,2020-04-21
3,134,부산,Busan,2,114,17,1,1,3.93,2020-04-22
3,135,부산,Busan,1,115,17,0,1,3.96,2020-04-23
3,136,부산,Busan,1,115,18,0,1,3.99,2020-04-24
3,136,부산,Busan,0,115,18,0,0,3.99,2020-04-25
3,137,부산,Busan,1,115,19,0,1,4.02,2020-04-26
3,137,부산,Busan,0,116,18,0,0,4.02,2020-04-27
3,137,부산,Busan,0,116,18,0,0,4.02,2020-04-28
3,137,부산,Busan,0,116,18,0,0,4.02,2020-04-29
3,137,부산,Busan,0,116,18,0,0,4.02,2020-04-30
3,137,부산,Busan,0,116,18,0,0,4.02,2020-05-01
3,138,부산,Busan,1,117,18,0,1,4.04,2020-05-02
3,138,부산,Busan,0,117,18,0,0,4.04,2020-05-03
3,138,부산,Busan,0,117,18,0,0,4.04,2020-05-04
3,138,부산,Busan,0,117,18,0,0,4.04,2020-05-05
3,138,부산,Busan,0,119,16,0,0,4.04,2020-05-06
3,138,부산,Busan,0,120,15,0,0,4.04,2020-05-07
3,140,부산,Busan,2,123,14,0,2,4.1,2020-05-08
