deathCnt,defCnt,gubun,gubunEn,incDec,isolClearCnt,isolIngCnt,localOccCnt,overFlowCnt,qurRate,stdDay
0,0,版合,Gyeongsangbuk-do,0.0,0,0,0,0,0.0,2020-01-20
0,0,版合,Gyeongsangbuk-do,0.0,0,0,0,0,0.0,2020-01-21
0,0,版合,Gyeongsangbuk-do,0.0,0,0,0,0,0.0,2020-01-22
0,0,版合,Gyeongsangbuk-do,0.0,0,0,0,0,0.0,2020-01-23
0,0,版合,Gyeongsangbuk-do,0.0,0,0,0,0,0.0,2020-01-24
0,0,版合,Gyeongsangbuk-do,0.0,0,0,0,0,0.0,2020-01-25
0,0,版合,Gyeongsangbuk-do,0.0,0,0,0,0,0.0,2020-01-26
0,0,版合,Gyeongsangbuk-do,0.0,0,0,0,0,0.0,2020-01-27
0,0,版合,Gyeongsangbuk-do,0.0,0,0,0,0,0.0,2020-01-28
0,0,版合,Gyeongsangbuk-do,0.0,0,0,0,0,0.0,2020-01-29
0,0,版合,Gyeongsangbuk-do,0.0,0,0,0,0,0.0,2020-01-30
0,0,版合,Gyeongsangbuk-do,0.0,0,0,0,0,0.0,2020-01-31
0,0,版合,Gyeongsangbuk-do,0.0,0,0,0,0,0.0,2020-02-01
0,0,版合,Gyeongsangbuk-do,0.0,0,0,0,0,0.0,2020-02-02
0,0,版合,Gyeongsangbuk-do,0.0,0,0,0,0,0.0,2020-02-03
0,0,版合,Gyeongsangbuk-do,0.0,0,0,0,0,0.0,2020-02-04
0,0,版合,Gyeongsangbuk-do,0.0,0,0,0,0,0.0,2020-02-05
0,0,版合,Gyeongsangbuk-do,0.0,0,0,0,0,0.0,2020-02-06
0,0,版合,Gyeongsangbuk-do,0.0,0,0,0,0,0.0,2020-02-07
0,0,版合,Gyeongsangbuk-do,0.0,0,0,0,0,0.0,2020-02-08
0,0,版合,Gyeongsangbuk-do,0.0,0,0,0,0,0.0,2020-02-09
0,0,版合,Gyeongsangbuk-do,0.0,0,0,0,0,0.0,2020-02-10
0,0,版合,Gyeongsangbuk-do,0.0,0,0,0,0,0.0,2020-02-11
0,0,版合,Gyeongsangbuk-do,0.0,0,0,0,0,0.0,2020-02-12
0,0,版合,Gyeongsangbuk-do,0.0,0,0,0,0,0.0,2020-02-13
0,0,版合,Gyeongsangbuk-do,0.0,0,0,0,0,0.0,2020-02-14
0,0,版合,Gyeongsangbuk-do,0.0,0,0,0,0,0.0,2020-02-15
0,0,版合,Gyeongsangbuk-do,0.0,0,0,0,0,0.0,2020-02-16
0,0,版合,Gyeongsangbuk-do,0.0,0,0,0,0,0.0,2020-02-17
0,0,版合,Gyeongsangbuk-do,0.0,0,0,0,0,0.0,2020-02-18
0,5,版合,Gyeongsangbuk-do,5.0,0,5,5,0,0.0,2020-02-19
1,9,版合,Gyeongsangbuk-do,4.0,0,8,4,0,0.0,2020-02-20
1,26,版合,Gyeongsangbuk-do,17.0,0,25,17,0,0.0,2020-02-21
3,132,版合,Gyeongsangbuk-do,106.0,0,129,106,0,0.0,2020-02-22
3,171,版合,Gyeongsangbuk-do,39.0,0,168,39,0,0.0,2020-02-23
6,190,版合,Gyeongsangbuk-do,19.0,0,184,19,0,0.0,2020-02-24
6,234,版合,Gyeongsangbuk-do,44.0,0,228,44,0,0.0,2020-02-25
7,270,版合,Gyeongsangbuk-do,36.0,0,263,36,0,0.0,2020-02-26
7,323,版合,Gyeongsangbuk-do,53.0,0,316,53,0,0.0,2020-02-27
7,397,版合,Gyeongsangbuk-do,74.0,0,390,74,0,0.0,2020-02-28
7,472,版合,Gyeongsangbuk-do,75.0,0,465,75,0,0.0,2020-02-29
7,520,版合,Gyeongsangbuk-do,48.0,0,513,48,0,0.0,2020-03-01
7,628,版合,Gyeongsangbuk-do,108.0,0,621,108,0,23.59,2020-03-02
7,687,版合,Gyeongsangbuk-do,59.0,2,678,59,0,25.8,2020-03-03
7,782,版合,Gyeongsangbuk-do,95.0,2,773,95,0,29.37,2020-03-04
7,863,版合,Gyeongsangbuk-do,81.0,13,843,81,0,32.41,2020-03-05
11,985,版合,Gyeongsangbuk-do,122.0,13,961,122,0,37.0,2020-03-06
11,1050,版合,Gyeongsangbuk-do,65.0,14,1025,65,0,39.44,2020-03-07
13,1082,版合,Gyeongsangbuk-do,32.0,15,1054,32,0,40.64,2020-03-08
14,1107,版合,Gyeongsangbuk-do,25.0,37,1056,25,0,41.58,2020-03-09
