,22D_origin,22D_Predicted
2023-02-19,316.08,311.3864
2023-02-20,88.560005,85.452995
2023-02-21,319.68,309.3555
2023-02-22,378.71997,374.7545
2023-02-23,336.96,315.90466
2023-02-24,301.68,299.36646
2023-02-25,312.48,307.65674
2023-02-26,289.43997,290.9086
2023-02-27,99.159996,96.54438
2023-02-28,244.55,239.68852
2023-03-01,299.49,287.68057
2023-03-02,192.29,193.02524
2023-03-03,261.97,257.02255
2023-03-04,282.07,277.06732
2023-03-05,255.94,260.12234
2023-03-06,83.75,79.87839
2023-03-07,332.99,322.04156
2023-03-08,351.08,346.71313
2023-03-09,289.43997,287.8249
2023-03-10,286.09,273.1872
2023-03-11,242.54,247.45824
2023-03-12,287.43,281.49835
2023-03-13,76.16,74.28667
2023-03-14,248.63998,241.76189
2023-03-15,252.0,261.6921
2023-03-16,250.88,234.44962
2023-03-17,194.88,204.49918
2023-03-18,211.68,206.80135
2023-03-19,206.07999,205.6148
2023-03-20,110.880005,105.98731
2023-03-21,269.92,263.3386
2023-03-22,294.56,290.1294
2023-03-23,269.92,268.30325
2023-03-24,256.48,252.73378
2023-03-25,241.36,234.49422
2023-03-26,229.59999,227.44302
2023-03-27,53.039997,52.388542
2023-03-28,200.06999,209.45485
2023-03-29,238.68,235.26111
2023-03-30,201.23999,195.48267
2023-03-31,167.31,173.96509
2023-04-01,175.89,167.1149
2023-04-02,172.77,180.88162
2023-04-03,66.69,63.52703
2023-04-04,202.40999,197.19908
2023-04-05,219.56999,225.13457
2023-04-06,190.70999,194.92033
2023-04-07,173.55,175.2184
2023-04-08,159.51001,162.811
2023-04-09,147.42,155.82988
2023-04-10,36.4,38.415867
2023-04-11,108.68,117.452934
2023-04-12,127.920006,139.19418
2023-04-13,101.14,108.12416
2023-04-14,114.14,109.89144
2023-04-15,91.0,104.4019
2023-04-16,95.939995,106.46113
2023-04-17,33.8,34.024582
2023-04-18,115.44,117.963066
2023-04-19,139.62,143.11687
2023-04-20,112.06,118.70026
2023-04-21,119.6,121.538345
2023-04-22,107.12,112.12697
2023-04-23,107.12,96.42129
2023-04-24,22.609999,22.944254
2023-04-25,74.29,77.33575
2023-04-26,87.78,90.10085
2023-04-27,79.42,83.15231
2023-04-28,74.86,88.0213
2023-04-29,87.97,88.85956
2023-04-30,102.409996,89.23632
2023-05-01,26.980001,33.39248
2023-05-02,91.77,88.39666
2023-05-03,111.909996,104.33745
2023-05-04,125.21001,103.04403
