deathCnt,defCnt,gubun,gubunEn,incDec,isolClearCnt,isolIngCnt,localOccCnt,overFlowCnt,qurRate,stdDay
0,0,대구,Daegu,0,0,0,0,0,0.0,2020-01-20
0,0,대구,Daegu,0,0,0,0,0,0.0,2020-01-21
0,0,대구,Daegu,0,0,0,0,0,0.0,2020-01-22
0,0,대구,Daegu,0,0,0,0,0,0.0,2020-01-23
0,0,대구,Daegu,0,0,0,0,0,0.0,2020-01-24
0,0,대구,Daegu,0,0,0,0,0,0.0,2020-01-25
0,0,대구,Daegu,0,0,0,0,0,0.0,2020-01-26
0,0,대구,Daegu,0,0,0,0,0,0.0,2020-01-27
0,0,대구,Daegu,0,0,0,0,0,0.0,2020-01-28
0,0,대구,Daegu,0,0,0,0,0,0.0,2020-01-29
0,0,대구,Daegu,0,0,0,0,0,0.0,2020-01-30
0,0,대구,Daegu,0,0,0,0,0,0.0,2020-01-31
0,0,대구,Daegu,0,0,0,0,0,0.0,2020-02-01
0,0,대구,Daegu,0,0,0,0,0,0.0,2020-02-02
0,0,대구,Daegu,0,0,0,0,0,0.0,2020-02-03
0,0,대구,Daegu,0,0,0,0,0,0.0,2020-02-04
0,0,대구,Daegu,0,0,0,0,0,0.0,2020-02-05
0,0,대구,Daegu,0,0,0,0,0,0.0,2020-02-06
0,0,대구,Daegu,0,0,0,0,0,0.0,2020-02-07
0,0,대구,Daegu,0,0,0,0,0,0.0,2020-02-08
0,0,대구,Daegu,0,0,0,0,0,0.0,2020-02-09
0,0,대구,Daegu,0,0,0,0,0,0.0,2020-02-10
0,0,대구,Daegu,0,0,0,0,0,0.0,2020-02-11
0,0,대구,Daegu,0,0,0,0,0,0.0,2020-02-12
0,0,대구,Daegu,0,0,0,0,0,0.0,2020-02-13
0,0,대구,Daegu,0,0,0,0,0,0.0,2020-02-14
0,0,대구,Daegu,0,0,0,0,0,0.0,2020-02-15
0,0,대구,Daegu,0,0,0,0,0,0.0,2020-02-16
0,0,대구,Daegu,0,0,0,0,0,0.0,2020-02-17
0,1,대구,Daegu,1,0,1,1,0,0.0,2020-02-18
0,28,대구,Daegu,27,0,28,27,0,0.0,2020-02-19
0,40,대구,Daegu,12,0,40,12,0,0.0,2020-02-20
0,84,대구,Daegu,44,0,84,44,0,0.0,2020-02-21
0,151,대구,Daegu,67,0,151,67,0,0.0,2020-02-22
0,287,대구,Daegu,136,0,287,136,0,0.0,2020-02-23
1,439,대구,Daegu,152,0,438,152,0,0.0,2020-02-24
2,493,대구,Daegu,54,0,491,54,0,0.0,2020-02-25
3,677,대구,Daegu,184,0,674,184,0,0.0,2020-02-26
4,1017,대구,Daegu,340,0,1013,340,0,0.0,2020-02-27
5,1313,대구,Daegu,296,0,1308,296,0,0.0,2020-02-28
8,2055,대구,Daegu,742,0,2047,742,0,0.0,2020-02-29
9,2567,대구,Daegu,512,0,2558,512,0,0.0,2020-03-01
15,3084,대구,Daegu,517,0,3069,517,0,126.58,2020-03-02
20,3604,대구,Daegu,520,2,3582,520,0,147.92,2020-03-03
24,4002,대구,Daegu,398,8,3970,398,0,164.25,2020-03-04
27,4328,대구,Daegu,326,35,4266,326,0,177.63,2020-03-05
30,4695,대구,Daegu,367,52,4613,367,0,192.7,2020-03-06
31,5085,대구,Daegu,390,60,4994,390,0,208.7,2020-03-07
35,5382,대구,Daegu,297,69,5278,297,0,220.89,2020-03-08
