deathCnt,defCnt,gubun,gubunEn,incDec,isolClearCnt,isolIngCnt,localOccCnt,overFlowCnt,qurRate,stdDay
0,0,대전,Daejeon,0.0,0,0,0,0,0.0,2020-01-20
0,0,대전,Daejeon,0.0,0,0,0,0,0.0,2020-01-21
0,0,대전,Daejeon,0.0,0,0,0,0,0.0,2020-01-22
0,0,대전,Daejeon,0.0,0,0,0,0,0.0,2020-01-23
0,0,대전,Daejeon,0.0,0,0,0,0,0.0,2020-01-24
0,0,대전,Daejeon,0.0,0,0,0,0,0.0,2020-01-25
0,0,대전,Daejeon,0.0,0,0,0,0,0.0,2020-01-26
0,0,대전,Daejeon,0.0,0,0,0,0,0.0,2020-01-27
0,0,대전,Daejeon,0.0,0,0,0,0,0.0,2020-01-28
0,0,대전,Daejeon,0.0,0,0,0,0,0.0,2020-01-29
0,0,대전,Daejeon,0.0,0,0,0,0,0.0,2020-01-30
0,0,대전,Daejeon,0.0,0,0,0,0,0.0,2020-01-31
0,0,대전,Daejeon,0.0,0,0,0,0,0.0,2020-02-01
0,0,대전,Daejeon,0.0,0,0,0,0,0.0,2020-02-02
0,0,대전,Daejeon,0.0,0,0,0,0,0.0,2020-02-03
0,0,대전,Daejeon,0.0,0,0,0,0,0.0,2020-02-04
0,0,대전,Daejeon,0.0,0,0,0,0,0.0,2020-02-05
0,0,대전,Daejeon,0.0,0,0,0,0,0.0,2020-02-06
0,0,대전,Daejeon,0.0,0,0,0,0,0.0,2020-02-07
0,0,대전,Daejeon,0.0,0,0,0,0,0.0,2020-02-08
0,0,대전,Daejeon,0.0,0,0,0,0,0.0,2020-02-09
0,0,대전,Daejeon,0.0,0,0,0,0,0.0,2020-02-10
0,0,대전,Daejeon,0.0,0,0,0,0,0.0,2020-02-11
0,0,대전,Daejeon,0.0,0,0,0,0,0.0,2020-02-12
0,0,대전,Daejeon,0.0,0,0,0,0,0.0,2020-02-13
0,0,대전,Daejeon,0.0,0,0,0,0,0.0,2020-02-14
0,0,대전,Daejeon,0.0,0,0,0,0,0.0,2020-02-15
0,0,대전,Daejeon,0.0,0,0,0,0,0.0,2020-02-16
0,0,대전,Daejeon,0.0,0,0,0,0,0.0,2020-02-17
0,0,대전,Daejeon,0.0,0,0,0,0,0.0,2020-02-18
0,0,대전,Daejeon,0.0,0,0,0,0,0.0,2020-02-19
0,0,대전,Daejeon,0.0,0,0,0,0,0.0,2020-02-20
0,0,대전,Daejeon,0.0,0,0,0,0,0.0,2020-02-21
0,1,대전,Daejeon,1.0,0,1,1,0,0.0,2020-02-22
0,2,대전,Daejeon,1.0,0,2,1,0,0.0,2020-02-23
0,3,대전,Daejeon,1.0,0,3,1,0,0.0,2020-02-24
0,3,대전,Daejeon,0.0,0,3,0,0,0.0,2020-02-25
0,3,대전,Daejeon,0.0,0,3,0,0,0.0,2020-02-26
0,8,대전,Daejeon,5.0,0,8,5,0,0.0,2020-02-27
0,12,대전,Daejeon,4.0,0,12,4,0,0.0,2020-02-28
0,13,대전,Daejeon,1.0,0,13,1,0,0.0,2020-02-29
0,13,대전,Daejeon,0.0,0,13,0,0,0.0,2020-03-01
0,14,대전,Daejeon,1.0,0,14,1,0,0.95,2020-03-02
0,14,대전,Daejeon,0.0,0,14,0,0,0.95,2020-03-03
0,15,대전,Daejeon,1.0,0,15,1,0,1.02,2020-03-04
0,16,대전,Daejeon,1.0,0,16,1,0,1.09,2020-03-05
0,18,대전,Daejeon,2.0,0,18,2,0,1.22,2020-03-06
0,18,대전,Daejeon,0.0,0,18,0,0,1.22,2020-03-07
0,18,대전,Daejeon,0.0,0,18,0,0,1.22,2020-03-08
0,18,대전,Daejeon,0.0,1,17,0,0,1.22,2020-03-09
0,18,대전,Daejeon,0.0,1,17,0,0,1.22,2020-03-10
0,18,대전,Daejeon,0.0,1,17,0,0,1.22,2020-03-11
0,20,대전,Daejeon,2.0,1,19,2,0,1.36,2020-03-12
0,22,대전,Daejeon,2.0,1,21,2,0,1.49,2020-03-13
0,22,대전,Daejeon,0.0,1,21,0,0,1.49,2020-03-14
0,22,대전,Daejeon,0.0,2,20,0,0,1.49,2020-03-15
0,22,대전,Daejeon,0.0,5,17,0,0,1.49,2020-03-16
0,22,대전,Daejeon,0.0,5,17,0,0,1.49,2020-03-17
0,22,대전,Daejeon,0.0,5,17,0,0,1.49,2020-03-18
0,22,대전,Daejeon,0.0,5,17,0,0,1.49,2020-03-19
0,22,대전,Daejeon,0.0,5,17,0,0,1.49,2020-03-20
0,22,대전,Daejeon,0.0,6,16,0,0,1.49,2020-03-21
0,24,대전,Daejeon,2.0,6,18,2,0,1.63,2020-03-22
0,24,대전,Daejeon,0.0,6,18,0,0,1.63,2020-03-23
0,24,대전,Daejeon,0.0,6,18,0,0,1.63,2020-03-24
0,24,대전,Daejeon,0.0,6,18,0,0,1.63,2020-03-25
0,30,대전,Daejeon,6.0,6,24,4,2,2.04,2020-03-26
0,31,대전,Daejeon,1.0,9,22,0,1,2.1,2020-03-27
0,31,대전,Daejeon,0.0,9,22,0,0,2.1,2020-03-28
0,34,대전,Daejeon,3.0,13,21,2,1,2.31,2020-03-29
0,34,대전,Daejeon,0.0,16,18,0,0,2.31,2020-03-30
0,36,대전,Daejeon,2.0,17,19,0,2,2.44,2020-03-31
0,36,대전,Daejeon,0.0,17,19,0,0,2.44,2020-04-01
0,36,대전,Daejeon,0.0,17,19,0,0,2.44,2020-04-02
0,36,대전,Daejeon,0.0,17,19,0,0,2.44,2020-04-03
0,36,대전,Daejeon,0.0,17,19,0,0,2.44,2020-04-04
0,37,대전,Daejeon,1.0,17,20,0,1,2.51,2020-04-05
0,39,대전,Daejeon,2.0,18,21,0,2,2.65,2020-04-06
0,39,대전,Daejeon,0.0,19,20,0,0,2.65,2020-04-07
0,39,대전,Daejeon,0.0,19,20,0,0,2.65,2020-04-08
0,39,대전,Daejeon,0.0,19,20,0,0,2.65,2020-04-09
0,39,대전,Daejeon,0.0,21,18,0,0,2.65,2020-04-10
0,39,대전,Daejeon,0.0,22,17,0,0,2.65,2020-04-11
0,39,대전,Daejeon,0.0,23,16,0,0,2.65,2020-04-12
0,39,대전,Daejeon,0.0,23,16,0,0,2.65,2020-04-13
0,39,대전,Daejeon,0.0,24,15,0,0,2.65,2020-04-14
0,39,대전,Daejeon,0.0,24,15,0,0,2.65,2020-04-15
0,39,대전,Daejeon,0.0,25,14,0,0,2.65,2020-04-16
0,39,대전,Daejeon,0.0,25,14,0,0,2.65,2020-04-17
0,39,대전,Daejeon,0.0,25,14,0,0,2.65,2020-04-18
0,39,대전,Daejeon,0.0,25,14,0,0,2.65,2020-04-19
0,39,대전,Daejeon,0.0,25,14,0,0,2.65,2020-04-20
0,39,대전,Daejeon,0.0,25,14,0,0,2.65,2020-04-21
0,40,대전,Daejeon,1.0,26,14,0,1,2.71,2020-04-22
0,40,대전,Daejeon,0.0,28,12,0,0,2.71,2020-04-23
0,40,대전,Daejeon,0.0,29,11,0,0,2.71,2020-04-24
0,40,대전,Daejeon,0.0,31,9,0,0,2.71,2020-04-25
0,40,대전,Daejeon,0.0,33,7,0,0,2.71,2020-04-26
0,40,대전,Daejeon,0.0,33,7,0,0,2.71,2020-04-27
0,40,대전,Daejeon,0.0,34,6,0,0,2.71,2020-04-28
0,40,대전,Daejeon,0.0,34,6,0,0,2.71,2020-04-29
0,40,대전,Daejeon,0.0,34,6,0,0,2.71,2020-04-30
0,40,대전,Daejeon,0.0,34,6,0,0,2.71,2020-05-01
0,40,대전,Daejeon,0.0,35,5,0,0,2.71,2020-05-02
0,40,대전,Daejeon,0.0,35,5,0,0,2.71,2020-05-03
1,40,대전,Daejeon,0.0,35,4,0,0,2.71,2020-05-04
1,40,대전,Daejeon,0.0,35,4,0,0,2.71,2020-05-05
1,40,대전,Daejeon,0.0,37,2,0,0,2.71,2020-05-06
1,41,대전,Daejeon,1.0,38,2,0,1,2.78,2020-05-07
1,41,대전,Daejeon,0.0,38,2,0,0,2.78,2020-05-08
1,41,대전,Daejeon,0.0,38,2,0,0,2.78,2020-05-09
1,41,대전,Daejeon,0.0,38,2,0,0,2.78,2020-05-10
1,41,대전,Daejeon,0.0,38,2,0,0,2.78,2020-05-11
1,43,대전,Daejeon,2.0,38,4,0,2,2.92,2020-05-12
1,43,대전,Daejeon,0.0,38,4,0,0,2.92,2020-05-13
1,43,대전,Daejeon,0.0,39,3,0,0,2.92,2020-05-14
1,43,대전,Daejeon,0.0,39,3,0,0,2.92,2020-05-15
1,43,대전,Daejeon,0.0,39,3,0,0,2.92,2020-05-16
1,44,대전,Daejeon,1.0,39,4,1,0,2.98,2020-05-17
1,44,대전,Daejeon,0.0,39,4,0,0,2.98,2020-05-18
