deathCnt,defCnt,gubun,gubunEn,incDec,isolClearCnt,isolIngCnt,localOccCnt,overFlowCnt,qurRate,stdDay
0,0,강원,Gangwon-do,0.0,0,0,0,0,0.0,2020-01-20
0,0,강원,Gangwon-do,0.0,0,0,0,0,0.0,2020-01-21
0,0,강원,Gangwon-do,0.0,0,0,0,0,0.0,2020-01-22
0,0,강원,Gangwon-do,0.0,0,0,0,0,0.0,2020-01-23
0,0,강원,Gangwon-do,0.0,0,0,0,0,0.0,2020-01-24
0,0,강원,Gangwon-do,0.0,0,0,0,0,0.0,2020-01-25
0,0,강원,Gangwon-do,0.0,0,0,0,0,0.0,2020-01-26
0,0,강원,Gangwon-do,0.0,0,0,0,0,0.0,2020-01-27
0,0,강원,Gangwon-do,0.0,0,0,0,0,0.0,2020-01-28
0,0,강원,Gangwon-do,0.0,0,0,0,0,0.0,2020-01-29
0,0,강원,Gangwon-do,0.0,0,0,0,0,0.0,2020-01-30
0,0,강원,Gangwon-do,0.0,0,0,0,0,0.0,2020-01-31
0,0,강원,Gangwon-do,0.0,0,0,0,0,0.0,2020-02-01
0,0,강원,Gangwon-do,0.0,0,0,0,0,0.0,2020-02-02
0,0,강원,Gangwon-do,0.0,0,0,0,0,0.0,2020-02-03
0,0,강원,Gangwon-do,0.0,0,0,0,0,0.0,2020-02-04
0,0,강원,Gangwon-do,0.0,0,0,0,0,0.0,2020-02-05
0,0,강원,Gangwon-do,0.0,0,0,0,0,0.0,2020-02-06
0,0,강원,Gangwon-do,0.0,0,0,0,0,0.0,2020-02-07
0,0,강원,Gangwon-do,0.0,0,0,0,0,0.0,2020-02-08
0,0,강원,Gangwon-do,0.0,0,0,0,0,0.0,2020-02-09
0,0,강원,Gangwon-do,0.0,0,0,0,0,0.0,2020-02-10
0,0,강원,Gangwon-do,0.0,0,0,0,0,0.0,2020-02-11
0,0,강원,Gangwon-do,0.0,0,0,0,0,0.0,2020-02-12
0,0,강원,Gangwon-do,0.0,0,0,0,0,0.0,2020-02-13
0,0,강원,Gangwon-do,0.0,0,0,0,0,0.0,2020-02-14
0,0,강원,Gangwon-do,0.0,0,0,0,0,0.0,2020-02-15
0,0,강원,Gangwon-do,0.0,0,0,0,0,0.0,2020-02-16
0,0,강원,Gangwon-do,0.0,0,0,0,0,0.0,2020-02-17
0,0,강원,Gangwon-do,0.0,0,0,0,0,0.0,2020-02-18
0,0,강원,Gangwon-do,0.0,0,0,0,0,0.0,2020-02-19
0,0,강원,Gangwon-do,0.0,0,0,0,0,0.0,2020-02-20
0,0,강원,Gangwon-do,0.0,0,0,0,0,0.0,2020-02-21
0,0,강원,Gangwon-do,0.0,0,0,0,0,0.0,2020-02-22
0,6,강원,Gangwon-do,6.0,0,6,6,0,0.0,2020-02-23
0,6,강원,Gangwon-do,0.0,0,6,0,0,0.0,2020-02-24
0,6,강원,Gangwon-do,0.0,0,6,0,0,0.0,2020-02-25
0,6,강원,Gangwon-do,0.0,0,6,0,0,0.0,2020-02-26
0,6,강원,Gangwon-do,0.0,0,6,0,0,0.0,2020-02-27
0,6,강원,Gangwon-do,0.0,0,6,0,0,0.0,2020-02-28
0,7,강원,Gangwon-do,1.0,0,7,1,0,0.0,2020-02-29
0,7,강원,Gangwon-do,0.0,0,7,0,0,0.0,2020-03-01
0,19,강원,Gangwon-do,12.0,0,19,11,1,1.23,2020-03-02
0,20,강원,Gangwon-do,1.0,0,20,1,0,1.3,2020-03-03
0,21,강원,Gangwon-do,1.0,0,21,1,0,1.36,2020-03-04
0,23,강원,Gangwon-do,2.0,0,23,2,0,1.49,2020-03-05
0,25,강원,Gangwon-do,2.0,0,25,2,0,1.62,2020-03-06
1,26,강원,Gangwon-do,1.0,0,25,1,0,1.69,2020-03-07
1,27,강원,Gangwon-do,1.0,0,26,1,0,1.75,2020-03-08
1,28,강원,Gangwon-do,1.0,0,27,1,0,1.82,2020-03-09
1,28,강원,Gangwon-do,0.0,2,25,0,0,1.82,2020-03-10
1,29,강원,Gangwon-do,1.0,4,24,1,0,1.88,2020-03-11
1,29,강원,Gangwon-do,0.0,4,24,0,0,1.88,2020-03-12
1,29,강원,Gangwon-do,0.0,4,24,0,0,1.88,2020-03-13
1,29,강원,Gangwon-do,0.0,4,24,0,0,1.88,2020-03-14
1,29,강원,Gangwon-do,0.0,4,24,0,0,1.88,2020-03-15
1,29,강원,Gangwon-do,0.0,4,24,0,0,1.88,2020-03-16
1,29,강원,Gangwon-do,0.0,4,24,0,0,1.88,2020-03-17
1,30,강원,Gangwon-do,1.0,4,25,1,0,1.95,2020-03-18
1,30,강원,Gangwon-do,0.0,11,18,0,0,1.95,2020-03-19
1,30,강원,Gangwon-do,0.0,11,18,0,0,1.95,2020-03-20
1,30,강원,Gangwon-do,0.0,11,18,0,0,1.95,2020-03-21
1,30,강원,Gangwon-do,0.0,12,17,0,0,1.95,2020-03-22
1,30,강원,Gangwon-do,0.0,13,16,0,0,1.95,2020-03-23
1,30,강원,Gangwon-do,0.0,13,16,0,0,1.95,2020-03-24
1,31,강원,Gangwon-do,1.0,14,16,0,1,2.01,2020-03-25
1,31,강원,Gangwon-do,0.0,16,14,0,0,2.01,2020-03-26
1,31,강원,Gangwon-do,0.0,18,12,0,0,2.01,2020-03-27
1,32,강원,Gangwon-do,1.0,18,13,0,1,2.08,2020-03-28
1,34,강원,Gangwon-do,2.0,18,15,0,2,2.21,2020-03-29
1,36,강원,Gangwon-do,2.0,19,16,0,2,2.34,2020-03-30
1,36,강원,Gangwon-do,0.0,20,15,0,0,2.34,2020-03-31
1,38,강원,Gangwon-do,2.0,20,17,1,1,2.47,2020-04-01
1,39,강원,Gangwon-do,1.0,20,18,0,1,2.53,2020-04-02
1,41,강원,Gangwon-do,2.0,20,20,2,0,2.66,2020-04-03
