,Date,City,Susceptible,Infected,Dead,Recovered,alpha,beta,gamma
0,2021-10-09,版合,2613295,927,91,7861,0.0487086226392351,0.0916936353829557,0.0
1,2021-10-10,版合,2613250,887,91,7946,0.0339373699485461,0.0800450958286358,0.0
2,2021-10-11,版合,2613220,846,91,8017,0.0284659978469539,0.0886524822695035,0.0
3,2021-10-12,版合,2613196,795,91,8092,0.0517495109797885,0.110691823899371,0.0
4,2021-10-13,版合,2613155,748,91,8180,0.0603680645142245,0.0695187165775401,0.0
5,2021-10-14,版合,2613110,741,91,8232,0.0460430965835193,0.0809716599190283,0.0
6,2021-10-15,版合,2613076,715,91,8292,0.0729804887559197,0.0783216783216783,0.0
7,2021-10-16,版合,2613024,711,91,8348,0.039519053895762,0.1364275668073136,0.0
8,2021-10-17,版合,2612996,642,91,8445,0.0281358628931164,0.0934579439252336,0.0
9,2021-10-18,版合,2612978,600,91,8505,0.0702463549252997,0.0916666666666666,0.0033333333333333
10,2021-10-19,版合,2612936,585,93,8560,0.1286583957074164,0.094017094017094,0.0
11,2021-10-20,版合,2612861,605,93,8615,0.0580574383899203,0.0892561983471074,0.0016528925619834
12,2021-10-21,版合,2612826,585,94,8669,0.0771982873362758,0.1299145299145299,0.0017094017094017
13,2021-10-22,版合,2612781,553,95,8745,0.0635186721530949,0.0705244122965642,0.0
14,2021-10-23,版合,2612746,549,95,8784,0.0438735940566167,0.081967213114754,0.0
15,2021-10-24,版合,2612722,528,95,8829,0.0304126570610337,0.0568181818181818,0.0
16,2021-10-25,版合,2612706,514,95,8859,0.0390515108594375,0.046692607003891,0.0
17,2021-10-26,版合,2612686,510,95,8883,0.0826520068528979,0.0803921568627451,0.0
18,2021-10-27,版合,2612644,511,95,8924,0.0805275019161595,0.0880626223091976,0.0
19,2021-10-28,版合,2612603,507,95,8969,0.0831437132977721,0.0670611439842209,0.0
20,2021-10-29,版合,2612561,515,95,9003,0.0779556917522691,0.1009708737864077,0.0
21,2021-10-30,版合,2612521,503,95,9055,0.1117433684247048,0.0556660039761431,0.0
22,2021-10-31,版合,2612465,531,95,9083,0.0510364278013034,0.0338983050847457,0.0
23,2021-11-01,版合,2612438,540,95,9101,0.0390338194947912,0.0777777777777777,0.0
24,2021-11-02,版合,2612417,519,95,9143,0.0599533343362065,0.1445086705202312,0.0
25,2021-11-03,版合,2612386,475,95,9218,0.0824128923963723,0.0736842105263157,0.0
26,2021-11-04,版合,2612347,479,95,9253,0.1760250252987416,0.0939457202505219,0.0
27,2021-11-05,版合,2612263,518,95,9298,0.0678239208375722,0.0675675675675675,0.0
28,2021-11-06,版合,2612228,518,95,9333,0.1821581137238116,0.0463320463320463,0.0
29,2021-11-07,版合,2612134,588,95,9357,0.1024330204768224,0.0272108843537414,0.0
30,2021-11-08,版合,2612074,632,95,9373,0.0762430374086655,0.0316455696202531,0.0
31,2021-11-09,版合,2612026,660,95,9393,0.0547573694623532,0.0636363636363636,0.0
32,2021-11-10,版合,2611990,654,95,9435,0.0506554512498484,0.0611620795107033,0.0015290519877675
33,2021-11-11,版合,2611957,646,96,9475,0.0637157533793763,0.0650154798761609,0.0
34,2021-11-12,版合,2611916,645,96,9517,0.0544766798120257,0.0604651162790697,0.0015503875968992
35,2021-11-13,版合,2611881,640,97,9556,0.065883617496356,0.0859375,0.0015625
36,2021-11-14,版合,2611839,626,98,9611,0.0545280149986787,0.0431309904153354,0.0
37,2021-11-15,版合,2611805,633,98,9638,0.0142744557065821,0.0331753554502369,0.0
38,2021-11-16,版合,2611796,621,98,9659,0.042034317688645,0.0499194847020934,0.0
39,2021-11-17,版合,2611770,616,98,9690,0.0831220110022416,0.0616883116883116,0.0016233766233766
40,2021-11-18,版合,2611719,628,99,9728,0.0783378223234933,0.1321656050955414,0.001592356687898
41,2021-11-19,版合,2611670,593,100,9811,0.0592593055101085,0.0590219224283305,0.0
42,2021-11-20,版合,2611635,593,100,9846,0.0440217883319531,0.1585160202360876,0.0
43,2021-11-21,版合,2611609,525,100,9940,0.07458622962757,0.1142857142857142,0.0
44,2021-11-22,版合,2611570,504,100,10000,0.1016013492704716,0.0952380952380952,0.0
45,2021-11-23,版合,2611519,507,100,10048,0.1287282052499537,0.0710059171597633,0.0
46,2021-11-24,版合,2611454,536,100,10084,0.1835863606331551,0.0578358208955223,0.003731343283582
47,2021-11-25,版合,2611356,601,102,10115,0.1938112318382173,0.0665557404326123,0.0016638935108153
48,2021-11-26,版合,2611240,676,103,10155,0.1411209938663886,0.0488165680473372,0.0029585798816568
49,2021-11-27,版合,2611145,736,105,10188,0.1405367570715062,0.0557065217391304,0.0013586956521739
50,2021-11-28,版合,2611042,797,106,10229,0.0856837056155327,0.0401505646173149,0.0025094102885821
51,2021-11-29,版合,2610974,831,108,10261,0.0821801346722902,0.0096269554753309,0.0012033694344163
52,2021-11-30,版合,2610906,890,109,10269,0.1094591315699556,0.0280898876404494,0.0011235955056179
53,2021-12-01,版合,2610809,961,110,10294,0.1107819188616435,0.0530697190426638,0.0
54,2021-12-02,版合,2610703,1016,110,10345,0.0810632820138127,0.0482283464566929,0.0
55,2021-12-03,版合,2610621,1049,110,10394,0.0861756764023744,0.0324118207816968,0.0009532888465204
56,2021-12-04,版合,2610531,1104,111,10428,0.0900738597859475,0.0235507246376811,0.0
57,2021-12-05,版合,2610432,1177,111,10454,0.1544725209829819,0.0322854715378079,0.0008496176720475
58,2021-12-06,版合,2610251,1319,112,10492,0.0982480978276531,0.0363912054586808,0.0022744503411675
59,2021-12-07,版合,2610122,1397,115,10540,0.0942053547159277,0.0465282748747315,0.0
60,2021-12-08,版合,2609991,1463,115,10605,0.0982006151762635,0.0663021189336978,0.0006835269993164
61,2021-12-09,版合,2609848,1508,116,10702,0.1219259198379121,0.0769230769230769,0.0
62,2021-12-10,版合,2609665,1575,116,10818,0.0880390351142497,0.0577777777777777,0.0025396825396825
63,2021-12-11,版合,2609527,1618,120,10909,0.0912932208961579,0.0630407911001236,0.0006180469715698
64,2021-12-12,版合,2609380,1662,121,11011,0.0985554766000681,0.0391095066185318,0.0018050541516245
65,2021-12-13,版合,2609217,1757,124,11076,0.0949483963330554,0.0375640295959021,0.0011383039271485
66,2021-12-14,版合,2609051,1855,126,11142,0.1045664426150194,0.0517520215633423,0.0005390835579514
67,2021-12-15,版合,2608858,1951,127,11238,0.1071561573530699,0.053818554587391,0.000512557662737
68,2021-12-16,版合,2608650,2053,128,11343,0.0827453215453189,0.0384802727715538,0.0014612761811982
69,2021-12-17,版合,2608481,2140,131,11422,0.065294237720985,0.0420560747663551,0.0
70,2021-12-18,版合,2608342,2189,131,11512,0.062458294215699,0.044769301050708,0.0004568296025582
71,2021-12-19,版合,2608206,2226,132,11610,0.0528421304624969,0.0813117699910152,0.0
72,2021-12-20,版合,2608089,2162,132,11791,0.0497584894218214,0.0592044403330249,0.0004625346901017
73,2021-12-21,版合,2607982,2140,133,11919,0.0653067308381242,0.0602803738317757,0.0009345794392523
74,2021-12-22,版合,2607843,2148,135,12048,0.0631945399119065,0.0642458100558659,0.0023277467411545
75,2021-12-23,版合,2607708,2140,140,12186,0.067193120670626,0.0841121495327102,0.0014018691588785
76,2021-12-24,版合,2607565,2100,143,12366,0.0612938694036116,0.0647619047619047,0.0009523809523809
77,2021-12-25,版合,2607437,2090,145,12502,0.0625525111661053,0.0688995215311004,0.0014354066985645
78,2021-12-26,版合,2607307,2073,148,12646,0.0344451739939417,0.0781476121562952,0.0004823926676314
79,2021-12-27,版合,2607236,1981,149,12808,0.0436611467776448,0.0837960625946491,0.0
80,2021-12-28,版合,2607150,1901,149,12974,0.0550233097802715,0.1009994739610731,0.0005260389268805
81,2021-12-29,版合,2607046,1812,150,13166,0.0455164593610002,0.1136865342163355,0.0011037527593818
82,2021-12-30,版合,2606964,1686,152,13372,0.0626409306939227,0.0948991696322657,0.0053380782918149
83,2021-12-31,版合,2606859,1622,161,13532,0.0719367982742183,0.0826140567200986,0.00308261405672
84,2022-01-01,版合,2606743,1599,166,13666,0.0591347385093357,0.0825515947467167,0.0025015634771732
85,2022-01-02,版合,2606649,1557,170,13798,0.0316582146520483,0.0751445086705202,0.0
86,2022-01-03,版合,2606600,1489,170,13915,0.0418874678664795,0.0711887172599059,0.0006715916722632
87,2022-01-04,版合,2606538,1444,171,14021,0.0675774791363177,0.0948753462603878,0.0013850415512465
88,2022-01-05,版合,2606441,1402,173,14158,0.063863924271426,0.0934379457917261,0.0028530670470756
89,2022-01-06,版合,2606352,1356,177,14289,0.08087145306978,0.1047197640117994,0.0007374631268436
90,2022-01-07,版合,2606243,1322,178,14431,0.0646895412842296,0.0960665658093797,0.0007564296520423
91,2022-01-08,版合,2606158,1279,179,14558,0.0731599111507379,0.1008600469116497,0.0007818608287724
92,2022-01-09,版合,2606065,1242,180,14687,0.071291432209171,0.0555555555555555,0.001610305958132
93,2022-01-10,版合,2605977,1259,182,14756,0.0479530735807791,0.0675138999205718,0.0007942811755361
94,2022-01-11,版合,2605917,1233,183,14841,0.0628389003323857,0.0827250608272506,0.0016220600162206
95,2022-01-12,版合,2605840,1206,185,14943,0.0826041082922354,0.0671641791044776,0.0008291873963515
96,2022-01-13,版合,2605741,1223,186,15024,0.0765220774574835,0.0850367947669664,0.0008176614881439
97,2022-01-14,版合,2605648,1211,187,15128,0.0789451079637291,0.0957886044591247,0.0
98,2022-01-15,版合,2605553,1190,187,15244,0.0913352431544177,0.0781512605042016,0.0008403361344537
99,2022-01-16,版合,2605445,1204,188,15337,0.079410277820365,0.0406976744186046,0.0
100,2022-01-17,版合,2605350,1250,188,15386,0.1111129059819218,0.0488,0.0008
101,2022-01-18,版合,2605212,1326,189,15447,0.1290398454506404,0.0723981900452488,0.0007541478129713
102,2022-01-19,版合,2605042,1399,190,15543,0.1626063501832474,0.0636168691922802,0.0
103,2022-01-20,版合,2604816,1536,190,15632,0.1533589398684974,0.0709635416666666,0.0
104,2022-01-21,版合,2604582,1661,190,15741,0.1254654605123761,0.0499698976520168,0.0012040939193257
105,2022-01-22,版合,2604375,1783,192,15824,0.1214073852442898,0.0521592821088053,0.0
106,2022-01-23,版合,2604160,1905,192,15917,0.1236843412744333,0.0446194225721784,0.0015748031496062
107,2022-01-24,版合,2603926,2051,195,16002,0.1379664623007789,0.0268161872257435,0.0024378352023403
108,2022-01-25,版合,2603645,2272,200,16057,0.1972565448536002,0.0325704225352112,0.0013204225352112
109,2022-01-26,版合,2603200,2640,203,16131,0.1865773427459909,0.0375,0.0
110,2022-01-27,版合,2602711,3030,203,16230,0.1788855277028718,0.0303630363036303,0.0003300330033003
111,2022-01-28,版合,2602173,3475,204,16322,0.1710891793764164,0.0267625899280575,0.0005755395683453
112,2022-01-29,版合,2601583,3970,206,16415,0.1513141608838194,0.0259445843828715,0.0012594458438287
113,2022-01-30,版合,2600987,4458,211,16518,0.1327459752219612,0.0208613728129205,0.0004486316733961
114,2022-01-31,版合,2600400,4950,213,16611,0.1260975938433714,0.0272727272727272,0.0006060606060606
115,2022-02-01,版合,2599781,5431,216,16746,0.144299875832827,0.0311176578898913,0.0001841281531946
116,2022-02-02,版合,2599004,6038,217,16915,0.1562331039404073,0.0367671414375621,0.000662471016893
117,2022-02-03,版合,2598069,6747,221,17137,0.1711299959978947,0.0340892248406699,0.0005928560841855
118,2022-02-04,版合,2596925,7657,225,17367,0.1963532754275671,0.0269034870053545,0.0001305994514823
119,2022-02-05,版合,2595436,8939,226,17573,0.1977881617077687,0.0239400380355744,0.0001118693366148
120,2022-02-06,版合,2593686,10474,227,17787,0.0,0.0222455604353637,9.547450830628224e-05
121,2022-02-07,版合,2593686,10240,228,18020,0.3188942398542557,0.026953125,0.00048828125
122,2022-02-08,版合,2590456,13189,233,18296,0.1502747818048814,0.0333611342785654,0.00037910379862
123,2022-02-09,版合,2588498,14702,238,18736,0.1252654011613913,0.0331247449326622,0.0001360359134811
124,2022-02-10,版合,2586680,16031,240,19223,0.1217907963989046,0.0333728401222631,0.0001871374212463
125,2022-02-11,版合,2584754,17419,243,19758,0.1066368765582832,0.0337562431827315,0.0001148171536827
126,2022-02-12,版合,2582923,18660,245,20346,0.1118021702954789,0.0316720257234726,0.0002679528403001
127,2022-02-13,版合,2580868,20119,250,20937,0.0968080419738036,0.0291266961578607,4.970425965505244e-05
128,2022-02-14,版合,2578951,21449,251,21523,0.0836673621280034,0.0285794209520257,0.0002797333209007
129,2022-02-15,版合,2577186,22595,257,22136,0.1290113809599426,0.0343881389687984,0.0
130,2022-02-16,版合,2574321,24683,257,22913,0.1196737395659589,0.0377182676335939,0.0001620548555686
131,2022-02-17,版合,2571421,26648,261,23844,0.1257068878868726,0.0428925247673371,3.752626838787151e-05
132,2022-02-18,版合,2568136,28789,262,24987,0.1129604321058116,0.0515822015353086,0.0001389419569974
133,2022-02-19,版合,2564951,30485,266,26472,0.1123081781251917,0.0571756601607347,0.0002296211251435
134,2022-02-20,版合,2561602,32084,273,28215,0.1036918699542985,-0.0002493454681461,0.0002493454681461
135,2022-02-21,版合,2558352,35334,281,28207,0.0907060562998298,0.0912152600894322,0.0001981094696326
136,2022-02-22,版合,2555225,35231,288,31430,0.1455223898190751,0.0554625188044619,0.0001135363742158
