,Date,City,Susceptible,Infected,Dead,Recovered,alpha,beta,gamma
0,2021-10-09,강원,1532523,482,63,6209,0.0375089792740359,0.0954356846473029,0.0020746887966804
1,2021-10-10,강원,1532505,453,64,6255,0.0376934248377036,0.0883002207505518,0.0
2,2021-10-11,강원,1532488,430,64,6295,0.0654047475071089,0.0604651162790697,0.0
3,2021-10-12,강원,1532460,432,64,6321,0.0395269047563805,0.0462962962962962,0.0
4,2021-10-13,강원,1532443,429,64,6341,0.0515107459470153,0.0745920745920745,0.0
5,2021-10-14,강원,1532421,419,64,6373,0.0503435639463341,0.1241050119331742,0.0
6,2021-10-15,강원,1532400,388,64,6425,0.0491888322205986,0.0798969072164948,0.0051546391752577
7,2021-10-16,강원,1532381,374,66,6456,0.064459905003938,0.1336898395721925,0.0
8,2021-10-17,강원,1532357,348,66,6506,0.023092319975645,0.1063218390804597,0.0
9,2021-10-18,강원,1532349,319,66,6543,0.0220427841467668,0.0752351097178683,0.0
10,2021-10-19,강원,1532342,302,66,6567,0.08980859372937,0.1026490066225165,0.0
11,2021-10-20,강원,1532315,298,66,6598,0.104499486641117,0.0973154362416107,0.0
12,2021-10-21,강원,1532284,300,66,6627,0.0602738265230205,0.11,0.0
13,2021-10-22,강원,1532266,285,66,6660,0.0704965316704092,0.0982456140350877,0.0
14,2021-10-23,강원,1532246,277,66,6688,0.0471467615664225,0.0649819494584837,0.0
15,2021-10-24,강원,1532233,272,66,6706,0.0738674420619717,0.0625,0.0
16,2021-10-25,강원,1532213,275,66,6723,0.0913282113696155,0.1018181818181818,0.0
17,2021-10-26,강원,1532188,272,66,6751,0.0701761309547484,0.0625,0.0
18,2021-10-27,강원,1532169,274,66,6768,0.0806644593002507,0.0802919708029197,0.0
19,2021-10-28,강원,1532147,274,66,6790,0.0769989985762024,0.0766423357664233,0.0
20,2021-10-29,강원,1532126,274,66,6811,0.0916667309032186,0.0656934306569343,0.0036496350364963
21,2021-10-30,강원,1532101,280,67,6829,0.0825275949263695,0.0857142857142857,0.0
22,2021-10-31,강원,1532078,279,67,6853,0.0468139247671402,0.028673835125448,0.0
23,2021-11-01,강원,1532065,284,67,6861,0.1025933584162368,0.0246478873239436,0.0
24,2021-11-02,강원,1532036,306,67,6868,0.0952191677026241,0.088235294117647,0.0
25,2021-11-03,강원,1532007,308,67,6895,0.1272242563504614,0.1006493506493506,0.0
26,2021-11-04,강원,1531968,316,67,6926,0.0699524105140445,0.0569620253164556,0.0
27,2021-11-05,강원,1531946,320,67,6944,0.1318780859442826,0.0625,0.0
28,2021-11-06,강원,1531904,342,67,6964,0.123398083394168,0.0380116959064327,0.0
29,2021-11-07,강원,1531862,371,67,6977,0.0812539499477972,0.0512129380053908,0.0026954177897574
30,2021-11-08,강원,1531832,381,68,6996,0.0553859949198598,0.0656167979002624,0.0
31,2021-11-09,강원,1531811,377,68,7021,0.0613053084803504,0.0503978779840848,0.0
32,2021-11-10,강원,1531788,381,68,7040,0.0764876185692575,0.0577427821522309,0.0
33,2021-11-11,강원,1531759,388,68,7062,0.0776990785669272,0.0541237113402061,0.0
34,2021-11-12,강원,1531729,397,68,7083,0.0784704299842663,0.0629722921914357,0.0
35,2021-11-13,강원,1531698,403,68,7108,0.0773037002574418,0.0570719602977667,0.0
36,2021-11-14,강원,1531667,411,68,7131,0.0855812542598161,0.0316301703163017,0.0
37,2021-11-15,강원,1531632,433,68,7144,0.1183708124728542,0.0669745958429561,0.0
38,2021-11-16,강원,1531581,455,68,7173,0.1192776772340634,0.0637362637362637,0.0
39,2021-11-17,강원,1531527,480,68,7202,0.1298202899241519,0.08125,0.0
40,2021-11-18,강원,1531465,503,68,7241,0.1438713158262506,0.0437375745526839,0.0
41,2021-11-19,강원,1531393,553,68,7263,0.1072400487896747,0.0741410488245931,0.0018083182640144
42,2021-11-20,강원,1531334,570,69,7304,0.1322614448372602,0.0736842105263157,0.0
43,2021-11-21,강원,1531259,603,69,7346,0.0916882119016606,0.0480928689883913,0.0016583747927031
44,2021-11-22,강원,1531204,628,70,7375,0.1056496388995383,0.0318471337579617,0.001592356687898
45,2021-11-23,강원,1531138,673,71,7395,0.0970958655528028,0.0341753343239227,0.0
46,2021-11-24,강원,1531073,715,71,7418,0.1223303147257132,0.0405594405594405,0.0
47,2021-11-25,강원,1530986,773,71,7447,0.0689353423117364,0.038809831824062,0.0
48,2021-11-26,강원,1530933,796,71,7477,0.1174709487678757,0.0376884422110552,0.0012562814070351
49,2021-11-27,강원,1530840,858,72,7507,0.0738312532102216,0.0361305361305361,0.0
50,2021-11-28,강원,1530777,890,72,7538,0.0632707339277131,0.0393258426966292,0.0
51,2021-11-29,강원,1530721,911,72,7573,0.0927217562228811,0.0548847420417124,0.0010976948408342
52,2021-11-30,강원,1530637,944,73,7623,0.1118566678116055,0.0561440677966101,0.0010593220338983
53,2021-12-01,강원,1530532,995,74,7676,0.1455505253620421,0.0613065326633165,0.0010050251256281
54,2021-12-02,강원,1530388,1077,75,7737,0.0905881226583501,0.0668523676880222,0.0
55,2021-12-03,강원,1530291,1102,75,7809,0.1040557330103476,0.0535390199637023,0.0
56,2021-12-04,강원,1530177,1157,75,7868,0.1008555357249673,0.0639585133967156,0.0008643042350907
57,2021-12-05,강원,1530061,1198,76,7942,0.0940522607662486,0.0442404006677796,0.001669449081803
58,2021-12-06,강원,1529949,1255,78,7995,0.0873821242574085,0.0525896414342629,0.0
59,2021-12-07,강원,1529840,1298,78,8061,0.1108490851375174,0.049306625577812,0.0007704160246533
60,2021-12-08,강원,1529697,1376,79,8125,0.101650081587825,0.0625,0.0007267441860465
61,2021-12-09,강원,1529558,1428,80,8211,0.1071189262808325,0.0364145658263305,0.0007002801120448
62,2021-12-10,강원,1529406,1527,81,8263,0.1120479395880803,0.060248853962017,0.0006548788474132
63,2021-12-11,강원,1529236,1604,82,8355,0.0771867960908147,0.0380299251870324,0.0012468827930174
64,2021-12-12,강원,1529113,1664,84,8416,0.067150129793069,0.0336538461538461,0.0
65,2021-12-13,강원,1529002,1719,84,8472,0.0773048570095476,0.0477021524141943,0.0011634671320535
66,2021-12-14,강원,1528870,1767,86,8554,0.0911653186795908,0.0582908885116015,0.0011318619128466
67,2021-12-15,강원,1528710,1822,88,8657,0.0817909055295619,0.0784851811196487,0.0005488474204171
68,2021-12-16,강원,1528562,1826,89,8800,0.073898861307345,0.0525739320920043,0.0005476451259583
69,2021-12-17,강원,1528428,1863,90,8896,0.0681129178615257,0.060654857756307,0.0005367686527106
70,2021-12-18,강원,1528302,1875,91,9009,0.0537163291897369,0.0608,0.0010666666666666
71,2021-12-19,강원,1528202,1859,93,9123,0.070436858642868,0.0597095212479827,0.0005379236148466
72,2021-12-20,강원,1528072,1877,94,9234,0.0627905881993756,0.0575386254661694,0.0005327650506126
73,2021-12-21,강원,1527955,1885,95,9342,0.069476545109482,0.0753315649867374,0.0005305039787798
74,2021-12-22,강원,1527825,1872,96,9484,0.0645830527476003,0.0737179487179487,0.000534188034188
75,2021-12-23,강원,1527705,1853,97,9622,0.0706879216990976,0.0820291419320021,0.0
76,2021-12-24,강원,1527575,1831,97,9774,0.0808990139962343,0.0928454396504642,0.0
77,2021-12-25,강원,1527428,1808,97,9944,0.0596405148833572,0.0674778761061946,0.0005530973451327
78,2021-12-26,강원,1527321,1792,98,10066,0.0674884878957524,0.0613839285714285,0.0005580357142857
79,2021-12-27,강원,1527201,1801,99,10176,0.0442113685805646,0.0732926152137701,0.0
80,2021-12-28,강원,1527122,1748,99,10308,0.0501673164948372,0.091533180778032,0.0
