stdDay,Susceptible,Alpha_Infected,Alpha_Recovered,Alpha_Dead,Alpha_alpha,Alpha_beta,Alpha_gamma,Delta_Infected,Delta_Recovered,Delta_Dead,Delta_alpha,Delta_beta,Delta_gamma
2021-04-12,2618474,44.22,157.3,1.51,0.05888000668383122,0.02374491180461291,0.0,0.3,0.0,0.0,0.6676086911689787,0.0,0.0
2021-04-13,2618464,45.77000000000001,158.35,1.51,0.07964075540103058,0.027528949093292964,0.0,0.5,0.0,0.0,0.560793442262334,0.0,0.0
2021-04-14,2618450,48.150000000000006,159.61,1.51,0.10274196768926279,0.026168224299065228,0.0043613707165109025,0.78,0.0,0.0,0.48787236136469464,0.0,0.0
2021-04-15,2618431,51.620000000000005,160.87,1.72,0.12105617914996372,0.12204571871367653,0.0,1.1600000000000001,0.0,0.0,0.4143846132441066,0.0,0.0
2021-04-16,2618407,51.56,167.17,1.72,0.1464477793608397,0.069239720713732,0.0,1.6400000000000001,0.0,0.0,0.3541673313248074,0.0,0.0
2021-04-17,2618378,55.53,170.74,1.72,0.1312903691348274,0.06050783360345732,0.0,2.2199999999999998,0.0,0.0,0.2526179555806295,0.0,0.0
2021-04-18,2618350,59.45000000000002,174.1,1.72,0.08321639497058693,0.07064760302775468,0.0,2.7800000000000002,0.0,0.0,0.136890278943038,0.0,0.0
2021-04-19,2618331,60.19,178.3,1.72,0.09084588469231393,0.08722379132746304,0.0,3.16,0.0,0.0,0.13310647029285239,0.0,0.0
2021-04-20,2618310,60.39999999999998,183.55,1.72,0.06897581400833323,0.03129139072847661,0.0,3.58,0.0,0.0,0.08951738646547756,0.0,0.0
2021-04-21,2618294,62.66999999999999,185.44,1.72,0.09556185811521901,0.03685974150311158,0.0,3.9,0.0,0.0,0.11812350390691861,0.0,0.0
2021-04-22,2618271,66.34,187.75,1.72,0.08635102020490326,0.02215857702743441,0.0,4.36,0.0,0.0,0.10106786662655756,0.0,0.0
2021-04-23,2618249,70.58999999999997,189.22,1.72,0.11804040880773452,0.07734806629834268,0.0,4.8,0.0,0.0,0.13353321246374963,0.0,0.0
2021-04-24,2618217,73.45000000000002,194.68,1.72,0.08508414871714982,0.03430905377808007,0.002859087814840026,5.44,0.0,0.0,0.08836864710512805,0.0,0.0
2021-04-25,2618193,76.95999999999998,197.2,1.93,0.10085478152456984,0.05067567567567576,0.0,5.92,0.0,0.0,0.1691757625573429,0.05067567567567567,0.0
2021-04-26,2618168,80.80999999999997,201.1,1.93,0.0845246272575845,0.03217423586189822,0.0,6.62,0.3,0.0,0.13313390758572072,0.030211480362537766,0.0
2021-04-27,2618146,85.03000000000003,203.7,1.93,0.09128452690626719,0.04280842055745047,0.0,7.3,0.5,0.0,0.13719705387255682,0.038356164383561646,0.0
2021-04-28,2618121,89.14000000000001,207.34,1.93,0.09752565776269613,0.05541844289881082,0.0,8.020000000000001,0.78,0.0,0.13986706030032556,0.047381546134663347,0.0
2021-04-29,2618093,92.87999999999997,212.28,1.93,0.09694243460088112,0.06718346253229955,0.0,8.76,1.1600000000000001,0.0,0.1326265035458806,0.0547945205479452,0.0
2021-04-30,2618064,95.63,218.51999999999998,1.93,0.0389609943301783,0.07884555055944809,0.0,9.44,1.6400000000000001,0.0,0.05092728113443071,0.061440677966101656,0.0
2021-05-01,2618052,91.81,226.06,1.93,0.10145564114496973,0.07929419453218604,0.0,9.34,2.2199999999999998,0.0,0.1286819425781539,0.05995717344753753,0.0
2021-05-02,2618022,93.83000000000001,233.34,1.93,0.10589078575082841,0.05264840669295531,0.0,9.98,2.7800000000000002,0.0,0.12845991889585923,0.03807615230460921,0.0
2021-05-03,2617990,98.80999999999997,238.28,1.93,0.06913166215394585,0.055257565023782824,0.0,10.879999999999999,3.16,0.0,0.08101161690502122,0.03860294117647058,0.0
2021-05-04,2617968,100.16999999999999,243.73999999999998,1.93,0.11778901492222578,0.04152940001996603,0.0,11.34,3.58,0.0,0.13425414604038635,0.028218694885361537,0.0
2021-05-05,2617930,107.79000000000002,247.89999999999998,1.93,0.06337374611686437,0.05547824473513329,0.0,12.540000000000001,3.9,0.0,0.07028920197496334,0.03668261562998408,0.0
2021-05-06,2617908,108.63,253.88,1.93,0.034300487056749034,0.05265580410567956,0.0,12.96,4.36,0.0,0.03709739057123305,0.033950617283950574,0.0
2021-05-07,2617896,106.63000000000005,259.59999999999997,1.93,0.06115200440861028,0.07802682171996667,0.0,13.0,4.8,0.0,0.06472097498848753,0.04923076923076927,0.0
2021-05-08,2617875,104.82,267.92,1.93,0.05628384269008739,0.059530623926731085,0.0,13.2,5.44,0.0,0.05767030685019512,0.03636363636363633,0.0
2021-05-09,2617856,104.47000000000003,274.15999999999997,1.93,0.05282940961018326,0.07418397626112758,0.0,13.479999999999999,5.92,0.0,0.042354612877129695,0.0741839762611276,0.0
2021-05-10,2617837,102.23000000000002,281.90999999999997,1.93,0.04262160514451007,0.06367993739606814,0.0030323779712413206,13.049999999999999,6.92,0.0,0.03453988659471475,0.06436781609195402,0.0030651340996168583
2021-05-11,2617822,99.75999999999999,288.42,2.24,0.02038266614783783,0.07768644747393745,0.0,12.619999999999997,7.76,0.04,0.016667917166853126,0.07923930269413645,0.0
2021-05-12,2617815,94.03999999999996,296.17,2.24,0.07104536804830743,0.09230114844746867,0.0,11.829999999999998,8.760000000000002,0.04,0.058423409898237924,0.0946745562130177,0.0
2021-05-13,2617792,92.03000000000003,304.84999999999997,2.24,0.11047474070758204,0.09768553732478547,0.0,11.4,9.88,0.04,0.09225944090125934,0.10175438596491229,0.0
2021-05-14,2617757,93.19,313.84,2.24,0.059226281214441304,0.0399184461852133,0.0,11.290000000000001,11.040000000000001,0.04,0.050572344885988066,0.04251550044286983,0.0
2021-05-15,2617738,94.97999999999996,317.56,2.24,0.03364293273396621,0.0979153506001265,0.0,11.38,11.520000000000001,0.04,0.029047382744125584,0.10544815465729343,0.0
2021-05-16,2617727,88.86999999999995,326.86,2.24,0.08825589760402418,0.10813547878924229,0.0034882412512658918,10.51,12.72,0.04,0.07720038341221457,0.11798287345385333,0.003805899143672693
2021-05-17,2617700,86.78000000000003,336.46999999999997,2.55,0.07699239368053754,0.07501728508873,0.00357225167089191,10.04,13.959999999999999,0.08,0.06884256000409106,0.0836653386454185,0.00398406374501992
2021-05-18,2617677,86.63,342.97999999999996,2.86,0.08047970484158336,0.1359806071799611,0.0,9.85,14.8,0.12,0.07322202167435359,0.1543147208121827,0.0
2021-05-19,2617653,81.81,354.76,2.86,0.11718040013806115,0.08336389194474994,0.0,9.049999999999997,16.32,0.12,0.10958119872693604,0.0972375690607734,0.0
2021-05-20,2617620,84.56,361.58,2.86,0.037790323996499176,0.04032639545884609,0.003666035950804163,9.16,17.2,0.12,0.03608887739584366,0.048034934497816734,0.0043668122270742364
2021-05-21,2617609,84.02999999999997,364.99,3.17,0.05531467291256368,0.07747233131024625,0.0,9.009999999999998,17.64,0.16,0.05336704770380871,0.09322974472807992,0.0
2021-05-22,2617593,82.15999999999997,371.5,3.17,0.042430504895071657,0.07168938656280414,0.0,8.649999999999999,18.48,0.16,0.04169133285444393,0.08786127167630037,0.0
2021-05-23,2617581,79.75,377.39,3.17,0.00753671227707344,0.06545454545454579,0.003636363636363637,8.25,19.24,0.16,0.04371293120702595,0.06545454545454535,0.0036363636363636364
2021-05-24,2617569,74.83999999999997,382.61,3.46,0.008031207369948041,0.05424906467129882,0.003874933190807057,8.04,19.779999999999998,0.19,0.044854892504993374,0.052238805970149474,0.00373134328358209
2021-05-25,2617557,71.08999999999997,386.67,3.75,0.0063411694513554676,0.02855535237023454,0.0,7.950000000000003,20.2,0.22,0.034022168777121505,0.02641509433962274,0.0
2021-05-26,2617548,69.50999999999999,388.7,3.75,0.008647106627833934,0.09178535462523373,0.0041720615738742636,8.010000000000002,20.41,0.22,0.04502324956559825,0.08239700374531836,0.0037453183520599243
2021-05-27,2617536,63.44,395.08,4.04,0.011053599098054949,0.15999369482976006,0.0,7.68,21.07,0.25,0.054784400529734836,0.1367187500000001,0.0
2021-05-28,2617522,53.99000000000001,405.22999999999996,4.04,0.012060663358793675,0.10205593628449694,0.0,7.049999999999997,22.12,0.25,0.05541746508436347,0.08085106382978731,0.0
2021-05-29,2617509,49.129999999999995,410.73999999999995,4.04,0.009175697190577158,0.06492977813962951,0.0,6.869999999999997,22.69,0.25,0.03937135397144593,0.048034934497816366,0.0
2021-05-30,2617500,46.39000000000004,413.92999999999995,4.04,0.01943537628836368,0.1687863763742193,0.0,6.809999999999999,23.02,0.25,0.07943674942882752,0.11894273127753287,0.0
2021-05-31,2617482,39.45999999999998,421.76,4.04,0.011424395669327292,0.16903193106943645,0.0,6.540000000000003,23.83,0.25,0.04135840854235362,0.10550458715596346,0.0
2021-06-01,2617473,33.24000000000001,428.42999999999995,4.04,0.018082960416332654,0.20938628158844869,0.0,6.120000000000001,24.52,0.25,0.05892917688616642,0.1176470588235292,0.0
2021-06-02,2617461,26.879999999999995,435.39,4.04,0.020498152155575853,0.35602678571428553,0.0,5.760000000000002,25.24,0.25,0.05739482603561235,0.1718750000000003,0.0
2021-06-03,2617450,17.860000000000014,444.96,4.04,0.030850652044443618,0.17861142217245216,0.0,5.099999999999998,26.23,0.25,0.06482266417808984,0.06470588235294086,0.0
2021-06-04,2617439,15.21999999999997,448.15,4.04,0.032910940216528003,0.30486202365308773,0.0,5.100000000000001,26.56,0.25,0.05892994236418295,0.09411764705882358,0.0
2021-06-05,2617429,11.079999999999984,452.78999999999996,4.04,0.04520816099483459,0.31407942238267356,0.0,4.920000000000002,27.04,0.25,0.061086149246678816,0.07317073170731693,0.0
2021-06-06,2617419,8.099999999999966,456.27,4.04,0.13357555668389415,0.07407407407407017,0.0,4.859999999999999,27.4,0.25,0.2597302491075709,0.07407407407407396,0.0
2021-06-07,2617410,8.580000000000041,456.86999999999995,4.04,0.09808029145771371,0.06993006993007225,0.0,5.759999999999998,27.759999999999998,0.25,0.1704485620645346,0.06250000000000054,0.0
2021-06-08,2617403,8.819999999999993,457.46999999999997,4.04,0.17719314815143894,0.05102040816326406,0.0,6.379999999999999,28.12,0.25,0.2857864411408003,0.04231974921630088,0.0
2021-06-09,2617390,9.930000000000007,457.91999999999996,4.04,0.13317348066428425,0.055387713997992735,0.005035246727089606,7.93,28.39,0.25,0.19455419590110143,0.04161412358133648,0.003783102143757885
2021-06-10,2617379,10.649999999999977,458.47,4.09,0.0677294863339501,0.06572769953051551,0.0,9.11,28.72,0.28,0.09237528734350477,0.04610318331503822,0.0
2021-06-11,2617373,10.670000000000016,459.17,4.09,0.05633557349188983,0.06091846298031643,0.0,9.530000000000005,29.139999999999997,0.28,0.07358698817959525,0.04092339979013645,0.0
2021-06-12,2617368,10.620000000000005,459.82,4.09,0.07924128101984089,0.04237288135593647,0.0,9.84,29.529999999999998,0.28,0.099776369089007,0.02743902439024386,0.0
2021-06-13,2617361,11.009999999999991,460.27000000000004,4.09,0.04367689918741054,0.08174386920980727,0.0,10.550000000000004,29.799999999999997,0.28,0.053178177257088885,0.051184834123222986,0.0
2021-06-14,2617357,10.590000000000032,461.17,4.09,0.05676149610089154,0.042492917847024296,0.0,10.569999999999997,30.34,0.28,0.06634704676693638,0.025543992431409618,0.0
2021-06-15,2617352,10.740000000000009,461.62,4.09,0.03358130681645386,0.05586592178771157,0.0,11.0,30.61,0.28,0.03825216131001521,0.032727272727272674,0.0
2021-06-16,2617349,10.5,462.22,4.09,0.034348918914301675,0.052380952380953465,0.0,11.060000000000002,30.97,0.28,0.03804468867090375,0.029837251356238537,0.0
2021-06-17,2617346,10.310000000000002,462.77000000000004,4.09,0.12826720601093589,0.05334626576139228,0.0,11.149999999999999,31.299999999999997,0.28,0.13837136409281386,0.02959641255605398,0.0
2021-06-18,2617335,11.080000000000041,463.32,4.09,0.04340139323379176,0.045126353790613555,0.0,12.360000000000003,31.63,0.28,0.045391208996937715,0.024271844660194226,0.0
2021-06-19,2617331,11.060000000000002,463.82,4.09,0.06521991482256516,0.04520795660036166,0.0,12.619999999999997,31.93,0.28,0.06668417598471997,0.023771790808240666,0.0
2021-06-20,2617325,11.28000000000003,464.32,4.09,0.08526405573662059,0.0957446808510672,0.0,13.160000000000004,32.23,0.28,0.23752129812344364,0.09574468085106365,0.0
2021-06-21,2617317,11.159999999999968,465.40000000000003,4.09,0.11849906331683424,0.07526881720429905,0.0,15.020000000000003,33.489999999999995,0.28,0.28614920282966483,0.06524633821571263,0.0
2021-06-22,2617306,11.639999999999986,466.24,4.09,0.21689751012651023,0.1340206185567014,0.0,18.33,34.47,0.28,0.4476395421759886,0.09929078014184399,0.0
2021-06-23,2617285,12.600000000000023,467.8,4.09,0.2767063906736501,0.10476190476190403,0.0,24.699999999999996,36.29,0.28,0.4587500687484209,0.0623481781376518,0.0
2021-06-24,2617256,14.759999999999991,469.12,4.09,0.05701750789152703,0.048780487804879924,0.0,34.47,37.83,0.28,0.07934812455922685,0.024369016536118462,0.0
2021-06-25,2617249,14.879999999999995,469.84000000000003,4.09,0.07271722355999043,0.04032258064515901,0.0,36.36,38.67,0.28,0.09671630724315554,0.019251925192519136,0.0
2021-06-26,2617240,15.360000000000014,470.44,4.09,0.03130891225107362,0.054687500000002026,0.0,39.169999999999995,39.37,0.28,0.0399014781611845,0.025019147306612307,0.0
2021-06-27,2617236,15.0,471.28000000000003,4.09,0.008015093785963512,0.032000000000001215,0.0,39.74999999999999,40.35,0.28,0.009829832001653365,0.01408805031446529,0.0
2021-06-28,2617235,14.639999999999986,471.76000000000005,4.09,0.04927313636306272,0.040983606557374756,0.0,39.58,40.91,0.28,0.05923233522371202,0.01768569984840836,0.0
2021-06-29,2617229,14.759999999999991,472.36,4.09,0.03258176919922263,0.024390243902439962,0.0,41.22,41.61,0.28,0.037917211753680465,0.010189228529839925,0.0
2021-06-30,2617225,14.879999999999995,472.72,4.09,0.0403988279879052,0.0241935483870977,0.0,42.36,42.03,0.28,0.04612104158392576,0.009915014164305822,0.0
2021-07-01,2617220,15.120000000000005,473.08000000000004,4.09,0.05566071378536512,0.08730158730158682,0.0,43.89000000000001,42.449999999999996,0.28,0.062318693903231755,0.03508771929824575,0.0
2021-07-02,2617213,14.639999999999986,474.40000000000003,4.09,0.03284903369836042,0.03278688524589903,0.0,45.07999999999999,43.99,0.28,0.034670741423424745,0.0124223602484471,0.0
2021-07-03,2617209,14.640000000000043,474.88,4.09,0.07391043878183591,0.04918032786885418,0.0,46.08,44.55,0.28,0.07631637754426567,0.01822916666666674,0.0
2021-07-04,2617200,15.0,475.6,4.09,0.0520988262265016,0.06399999999999864,0.0,48.75,45.39,0.28,0.15763234601864587,0.06399999999999995,0.0
2021-07-05,2617187,14.819999999999993,476.56,4.09,0.04461927243146365,0.08906882591093075,0.0,53.300000000000004,48.51,0.28,0.12199562047724566,0.08048780487804875,0.0
2021-07-06,2617176,14.160000000000025,477.88,4.09,0.02547228030440673,0.17796610169491767,0.0,55.5,52.8,0.28,0.06390559116370449,0.14756756756756753,0.0
2021-07-07,2617170,12.0,480.40000000000003,4.09,0.020038239778080905,0.28999999999999676,0.0,50.85000000000001,60.989999999999995,0.28,0.0464997501241602,0.2224188790560472,0.0
2021-07-08,2617166,8.760000000000048,483.88,4.09,0.06176179234091294,0.09589041095890723,0.0,41.900000000000006,72.3,0.28,0.126972811270794,0.06515513126491655,0.0
2021-07-09,2617157,8.45999999999998,484.72,4.09,0.09237532307165978,0.12765957446808354,0.0,44.47999999999999,75.03,0.28,0.17276760625744964,0.07891187050359694,0.0
2021-07-10,2617144,8.160000000000025,485.8,4.09,0.08840487726989663,0.05882352941176675,0.0,48.64,78.53999999999999,0.28,0.14583896694359638,0.032072368421052676,0.0
2021-07-11,2617132,8.399999999999977,486.28000000000003,4.09,0.09303603552067162,0.014285714285714866,0.0,54.16,80.1,0.28,0.14189026096764132,0.007200886262924679,0.0
