stdDay,Susceptible,Alpha_Infected,Alpha_Recovered,Alpha_Dead,Alpha_alpha,Alpha_beta,Alpha_gamma,Delta_Infected,Delta_Recovered,Delta_Dead,Delta_alpha,Delta_beta,Delta_gamma
2021-04-12,3308441,57.129999999999995,216.84,1.5899999999999999,0.06833118119027101,0.058813232977419666,0.0,0.34,0.0,0.0,0.883203706199136,0.0,0.0
2021-04-13,3308426,57.66999999999999,220.2,1.5899999999999999,0.12184498950984211,0.08011097624414783,0.0,0.64,0.0,0.0,0.8445673732010328,0.0,0.0
2021-04-14,3308399,60.07000000000002,224.82,1.5899999999999999,0.10398028805035109,0.07341434992508732,0.0,1.1800000000000002,0.0,0.0,0.40717704714371517,0.0,0.0
2021-04-15,3308375,61.900000000000034,229.23,1.5899999999999999,0.18499610489436252,0.06106623586429724,0.0,1.6600000000000001,0.0,0.0,0.5306422100538019,0.0,0.0
2021-04-16,3308331,69.56000000000003,233.01,1.5899999999999999,0.14217733065412358,0.08453133985048869,0.0,2.54,0.0,0.0,0.2995110575499952,0.0,0.0
2021-04-17,3308293,73.56000000000003,238.89,1.5899999999999999,0.23705242555537825,0.03996737357259414,0.0,3.3,0.0,0.0,0.4064703129103411,0.0,0.0
2021-04-18,3308226,88.04000000000002,241.83,1.5899999999999999,0.10346849384458376,0.028623353021353718,0.0,4.640000000000001,0.0,0.0,0.15101734413257883,0.0,0.0
2021-04-19,3308191,94.62,244.35,1.5899999999999999,0.07977003189516219,0.015535827520608739,0.0,5.34,0.0,0.0,0.10872717398329367,0.0,0.0
2021-04-20,3308162,100.69000000000003,245.82,1.5899999999999999,0.10598051716769666,0.052140232396464384,0.0,5.92,0.0,0.0,0.13865876135155122,0.0,0.0
2021-04-21,3308121,106.1,251.07,1.5899999999999999,0.1422808695681004,0.021771913289349694,0.0,6.74,0.0,0.0,0.17228943461738705,0.0,0.0
2021-04-22,3308063,118.87000000000003,253.38,1.5899999999999999,0.13794621929806117,0.0264995373096663,0.0,7.9,0.0,0.0,0.15966569705901204,0.0,0.0
2021-04-23,3308000,132.10000000000002,256.53000000000003,1.5899999999999999,0.10245904709249797,0.07312641937925789,0.0,9.16,0.0,0.0,0.11366174102216145,0.0,0.0
2021-04-24,3307948,135.96000000000004,266.19,1.5899999999999999,0.08615053350161093,0.024713150926743255,0.0,10.2,0.0,0.0,0.08833353344554319,0.0,0.0
2021-04-25,3307903,144.3,269.55,1.5899999999999999,0.062370975134045874,0.030630630630630738,0.0,11.1,0.0,0.0,0.10462228087001245,0.030630630630630633,0.0
2021-04-26,3307874,148.87,273.97,1.5899999999999999,0.058372126858639406,0.026197353395579884,0.0,11.92,0.34,0.0,0.0940664486408925,0.025167785234899327,0.0
2021-04-27,3307846,153.65000000000003,277.87,1.5899999999999999,0.11109345556877569,0.04568825252196575,0.0,12.74,0.64,0.0,0.17288205244485125,0.042386185243328114,0.0
2021-04-28,3307791,163.68,284.89000000000004,1.5899999999999999,0.07205324627385906,0.038123167155425276,0.0,14.4,1.1800000000000002,0.0,0.1056780945349933,0.03333333333333333,0.0
2021-04-29,3307753,169.21999999999997,291.13000000000005,1.5899999999999999,0.06786105303540536,0.0676043020919513,0.0,15.440000000000001,1.6600000000000001,0.0,0.09596730231197803,0.05699481865284973,0.0
2021-04-30,3307716,169.25,302.57000000000005,1.5899999999999999,0.07885245103096152,0.05837518463810928,0.0,16.040000000000003,2.54,0.0,0.10735883948990617,0.04738154613466332,0.0
2021-05-01,3307673,172.7,312.45000000000005,1.5899999999999999,0.10962726071822486,0.10086855819339906,0.0,17.0,3.3,0.0,0.14370116072893682,0.07882352941176475,0.0
2021-05-02,3307612,174.18999999999994,329.87000000000006,1.5899999999999999,0.07840044570188354,0.052241804925655715,0.0,18.1,4.640000000000001,0.0,0.09735572009845722,0.03867403314917123,0.0
2021-05-03,3307568,178.72999999999996,338.97,1.5899999999999999,0.06251725445209202,0.040731830134840115,0.0014547082191014396,19.16,5.34,0.0,0.07524889816299012,0.029227557411273513,0.0010438413361169103
2021-05-04,3307532,182.35000000000002,346.25,1.85,0.04595762478329819,0.057033177954483004,0.001425829448862077,20.020000000000003,5.9,0.02,0.05401290889261981,0.039960039960039946,0.0009990009990009988
2021-05-05,3307505,180.06000000000006,356.65,2.11,0.029304532632280823,0.08374986115739218,0.0,20.28,6.7,0.04,0.03357240024030341,0.05719921104536489,0.0
2021-05-06,3307488,170.25,371.73,2.11,0.05834024031461618,0.09621145374449337,0.0,19.799999999999997,7.86,0.04,0.06472744160028286,0.06363636363636369,0.0
2021-05-07,3307456,163.78999999999996,388.11,2.11,0.07011709246641441,0.0825447218999938,0.0,19.82,9.120000000000001,0.04,0.07476630692408459,0.05247225025227039,0.0
2021-05-08,3307419,161.74,401.63,2.11,0.057572916751282156,0.07233832076171626,0.0,20.26,10.16,0.04,0.059305439323328185,0.04442250740375125,0.0
2021-05-09,3307389,159.33999999999997,413.33,2.11,0.029157469460582744,0.05642023346303508,0.0,20.560000000000002,11.06,0.04,0.02337624706753616,0.05642023346303502,0.0
2021-05-10,3307373,154.98999999999995,422.32,2.11,0.018734973463841297,0.05600361313633144,0.0,19.880000000000003,12.22,0.04,0.015109971226466182,0.05633802816901413,0.0
2021-05-11,3307363,149.21000000000004,431.0,2.11,0.031137240847279837,0.11426848066483485,0.0,19.059999999999995,13.340000000000002,0.04,0.02521612895840337,0.11542497376705141,0.0
2021-05-12,3307347,136.8,448.05,2.11,0.06792412547929774,0.0861111111111109,0.0,17.340000000000003,15.540000000000001,0.04,0.055435033800071164,0.08765859284890433,0.0
2021-05-13,3307315,134.3,459.83,2.11,0.06918920529201852,0.08540580789277756,0.0,16.78,17.060000000000002,0.04,0.05728562494791473,0.08820023837902266,0.0
2021-05-14,3307283,132.10999999999996,471.3,2.11,0.08792105232011228,0.10090076451441972,0.0,16.26,18.540000000000003,0.04,0.07389776194178667,0.10578105781057802,0.0
2021-05-15,3307243,130.38,484.63,2.11,0.10022483925952469,0.14503758245129597,0.0,15.739999999999998,20.26,0.04,0.085882538728411,0.15501905972045754,0.0
2021-05-16,3307198,124.51999999999998,503.53999999999996,2.11,0.06996194638336012,0.10954063604240273,0.0,14.649999999999999,22.700000000000003,0.04,0.06151579308218902,0.12013651877133093,0.0
2021-05-17,3307168,119.58000000000004,517.18,2.11,0.03885483899839143,0.09332664325138049,0.0,13.79,24.46,0.04,0.03485480468676188,0.10442349528643954,0.0
2021-05-18,3307152,113.05999999999995,528.34,2.11,0.041095737891735075,0.07403148770564309,0.0,12.830000000000002,25.900000000000002,0.04,0.03746298378831589,0.08417770849571303,0.0
2021-05-19,3307136,109.32999999999993,536.71,2.11,0.031873501816992056,0.04820268910637506,0.0,12.23,26.98,0.04,0.029475822203612424,0.055600981193785745,0.0
2021-05-20,3307124,107.53999999999996,541.98,2.11,0.04860622928352722,0.09224474614097045,0.0,11.91,27.66,0.04,0.04540184050334852,0.10747271200671714,0.0
2021-05-21,3307106,102.84000000000003,551.9,2.11,0.05929922927512911,0.11153247763516165,0.0,11.169999999999998,28.94,0.04,0.05647824596660649,0.13249776186213078,0.0
