stdDay,Susceptible,Alpha_Infected,Alpha_Recovered,Alpha_Dead,Alpha_alpha,Alpha_beta,Alpha_gamma,Delta_Infected,Delta_Recovered,Delta_Dead,Delta_alpha,Delta_beta,Delta_gamma
2021-04-12,1536822,32.639999999999986,148.8,3.67,0.10371934402968738,0.08363970588235266,0.0,0.12,0.0,0.0,2.170127813544228,0.0,0.0
2021-04-13,1536809,33.29000000000002,151.53,3.67,0.046936174316815106,0.09462300991288687,0.006308200660859112,0.38,0.0,0.0,0.3162966078961084,0.0,0.0
2021-04-14,1536803,31.49000000000001,154.68,3.88,0.14885786059260417,0.12670689107653157,0.0066687837408701146,0.5,0.0,0.0,0.7211590815478627,0.0,0.0
2021-04-15,1536785,31.97,158.67,4.09,0.05702068351976871,0.06568658116984656,0.0,0.86,0.0,0.0,0.16305467371440122,0.0,0.0
2021-04-16,1536778,31.689999999999998,160.76999999999998,4.09,0.0986138694842937,0.11265383401704077,0.0,1.0,0.0,0.0,0.24039027107363586,0.0,0.0
2021-04-17,1536766,31.23999999999998,164.34,4.09,0.15838897941226412,0.04033290653008936,0.0,1.24,0.0,0.0,0.3069523397542884,0.0,0.0
2021-04-18,1536747,34.91999999999999,165.6,4.09,0.1566148049191704,0.08419243986254292,0.0,1.62,0.0,0.0,0.25968608678905164,0.0,0.0
2021-04-19,1536726,37.44,168.54,4.09,0.12520750283394697,0.08413461538461554,0.0,2.04,0.0,0.0,0.176763533412631,0.0,0.0
2021-04-20,1536708,38.97,171.69,4.09,0.10024428653633147,0.08622016936104658,0.0,2.4,0.0,0.0,0.12520896943336016,0.0,0.0
2021-04-21,1536693,39.51000000000002,175.04999999999998,4.09,0.15820027248694268,0.037205770690964264,0.0,2.7,0.0,0.0,0.17807671697889196,0.0,0.0
2021-04-22,1536669,44.28,176.51999999999998,4.09,0.08822536115895815,0.014227642276423303,0.0,3.1799999999999997,0.0,0.0,0.0944997337232382,0.0,0.0
2021-04-23,1536654,47.54999999999998,177.15,4.09,0.049295358062559955,0.02649842271293357,0.0,3.48,0.0,0.0,0.05181242873286307,0.0,0.0
2021-04-24,1536645,48.629999999999995,178.41,4.09,0.053556515284375356,0.021591610117211835,0.0,3.66,0.0,0.0,0.054738405596451725,0.0,0.0
2021-04-25,1536635,50.17999999999998,179.46,4.09,0.07426058090058098,0.031088082901553897,0.0,3.86,0.0,0.0,0.1245661357042003,0.031088082901554404,0.0
2021-04-26,1536623,52.34,181.01999999999998,4.09,0.011866084098383354,0.06457776079480367,0.0,4.22,0.12,0.0,0.018990088417960092,0.06161137440758294,0.0
