stdDay,Susceptible,Alpha_Infected,Alpha_Recovered,Alpha_Dead,Alpha_alpha,Alpha_beta,Alpha_gamma,Delta_Infected,Delta_Recovered,Delta_Dead,Delta_alpha,Delta_beta,Delta_gamma
2021-04-12,9501201,534.1499999999999,1971.1799999999998,26.93,0.07718431777550935,0.056220162875597134,0.0007862959842740837,3.24,0.0,0.0,0.9788224914479655,0.0,0.0
2021-04-13,9501043,544.7800000000002,2001.21,27.35,0.11830912316913685,0.06051984287235175,0.00038547670619332067,6.4,0.0,0.0,0.7746687995202212,0.0,0.0
2021-04-14,9500796,575.8200000000002,2034.1799999999998,27.56,0.09833921042493525,0.07184536834427405,0.0007293946024799444,11.34,0.0,0.0,0.38411127490765307,0.0,0.0
2021-04-15,9500579,590.4500000000003,2075.5499999999997,27.98,0.09546282276983654,0.058328393598103205,0.0007113218731475958,15.68,0.0,0.0,0.2765209169174353,0.0,0.0
2021-04-16,9500363,611.75,2109.99,28.4,0.09256765833649103,0.052864732325296517,0.00034327748263179544,20.0,0.0,0.0,0.21780101918210912,0.0,0.0
2021-04-17,9500146,635.6199999999999,2142.33,28.61,0.08375602448291265,0.049227525880242866,0.0,24.34,0.0,0.0,0.1682479118950412,0.0,0.0
2021-04-18,9499942,657.3699999999999,2173.62,28.61,0.054388045748174955,0.048557129166223095,0.0,28.42,0.0,0.0,0.09677115150077886,0.0,0.0
2021-04-19,9499805,661.0699999999997,2205.54,28.61,0.05842696093186365,0.0466970214954542,0.0,31.16,0.0,0.0,0.09534983475665815,0.0,0.0
2021-04-20,9499657,668.6799999999998,2236.41,28.61,0.08508322763374511,0.0621822097266255,0.0,34.120000000000005,0.0,0.0,0.12826551685033066,0.0,0.0
2021-04-21,9499439,683.7800000000002,2277.99,28.61,0.0877863930552135,0.07493638304717924,0.0,38.480000000000004,0.0,0.0,0.11999556181691569,0.0,0.0
2021-04-22,9499209,692.3399999999997,2329.23,28.61,0.07690189151119167,0.06491030418580411,0.0003033191784383409,43.08,0.0,0.0,0.09506866575397904,0.0,0.0
2021-04-23,9499005,700.23,2374.1699999999996,28.82,0.09430080778772147,0.06028019365065769,0.0,47.160000000000004,0.0,0.0,0.10770577190121389,0.0,0.0
2021-04-24,9498752,723.8000000000002,2416.3799999999997,28.82,0.06310541720958368,0.06208897485493236,0.0,52.22,0.0,0.0,0.06728294637524183,0.0,0.0
2021-04-25,9498577,724.3600000000001,2461.3199999999997,28.82,0.06616217601711935,0.05778894472361826,0.0003589375448671903,55.72,0.0,0.0,0.11098171460936151,0.0577889447236181,0.0003589375448671931
2021-04-26,9498423,729.98,2503.18,29.08,0.04945356319736562,0.056275514397655255,0.0,58.64,3.22,0.02,0.07943518035209468,0.05388813096862211,0.0
2021-04-27,9498307,724.8599999999997,2544.26,29.08,0.11034047604777601,0.08859641861876752,0.0,60.12,6.380000000000001,0.02,0.17165968593563596,0.08216899534264803,0.0
2021-04-28,9498050,740.31,2608.48,29.08,0.09542888667695211,0.07550890843025232,0.0007024084505139782,65.46,11.32,0.02,0.13925659421821632,0.0656889703635808,0.0006110601894286587
2021-04-29,9497823,754.2599999999998,2664.38,29.6,0.09366617290223352,0.07411237504308812,0.00034470872113064206,70.19999999999999,15.62,0.06,0.12985690207377748,0.0612535612535613,0.000284900284900285
2021-04-30,9497596,768.4700000000003,2720.2799999999997,29.86,0.07897617002820849,0.07274194178042093,0.0006766692258643791,74.96000000000001,19.92,0.08,0.10447002682131956,0.057363927427961536,0.0005336179295624333
2021-05-01,9497401,772.5,2776.18,30.38,0.07332805943811352,0.06832362459546952,0.0003365695792880279,78.42,24.22,0.12000000000000001,0.09320519932529177,0.05177250701351699,0.00025503698036215256
2021-05-02,9497219,775.8800000000001,2828.96,30.64,0.050946549838916555,0.04590916121049632,0.0,81.62,28.28,0.14,0.06249007452161248,0.03357020338152412,0.0
2021-05-03,9497092,779.6300000000001,2864.58,30.64,0.0734582711273621,0.04902325462078139,0.00033349152803252563,83.96000000000001,31.02,0.14,0.0880146796769972,0.03501667460695579,0.00023820867079561681
2021-05-04,9496908,798.19,2902.7999999999997,30.9,0.09280908926383823,0.07101066162191995,0.0,88.36,33.96000000000001,0.16,0.10817810855810253,0.04934359438660026,0.0
2021-05-05,9496670,815.29,2959.48,30.9,0.08093837219012046,0.0730292288633492,0.00031890492953427806,93.52,38.32000000000001,0.16,0.09104589732454442,0.048973481608212056,0.00021385799828913622
2021-05-06,9496458,821.21,3019.02,31.16,0.06784833854205653,0.06332119677061897,0.0012664239354123826,97.39999999999999,42.9,0.18000000000000002,0.0738129881355531,0.041067761806981594,0.0008213552361396304
2021-05-07,9496279,823.6600000000003,3071.02,32.2,0.09145679796190873,0.07923172182696768,0.0006313284607726438,100.47999999999999,46.900000000000006,0.26,0.09673477785250895,0.049960191082802516,0.00039808917197452215
2021-05-08,9496037,832.9000000000001,3136.28,32.72,0.07287883445867353,0.053691919798294865,0.0009364869732260789,105.1,51.92,0.3,0.07452291976382455,0.03273073263558514,0.000570884871550904
2021-05-09,9495842,847.8499999999999,3181.0,33.5,0.04842894180621755,0.05630712979890286,0.0,109.4,55.36,0.36,0.03882665162050199,0.056307129798903136,0.0
2021-05-10,9495701,841.0,3228.74,33.5,0.05644207204923575,0.042021403091557843,0.0007372175980974999,107.47,61.52,0.36,0.045691451272759934,0.042430445705778315,0.0007443937843119011
