stdDay,Susceptible,Alpha_Infected,Alpha_Recovered,Alpha_Dead,Alpha_alpha,Alpha_beta,Alpha_gamma,Delta_Infected,Delta_Recovered,Delta_Dead,Delta_alpha,Delta_beta,Delta_gamma
2021-04-12,675855,8.549999999999997,36.95,0.11,0.0,0.0,0.0,0.06,0.0,0.0,0.0,0.0,0.0
2021-04-13,675855,8.549999999999997,36.95,0.11,0.06087837537040478,0.04912280701754324,0.0,0.06,0.0,0.0,0.6673206530986677,0.0,0.0
2021-04-14,675853,8.649999999999999,37.37,0.11,0.09026213579005438,0.04855491329479789,0.0,0.1,0.0,0.0,0.6005903650645924,0.0,0.0
2021-04-15,675850,9.009999999999998,37.79,0.11,0.08665604220836887,0.09322974472808031,0.0,0.16,0.0,0.0,0.37537064437375156,0.0,0.0
2021-04-16,675847,8.949999999999996,38.63,0.11,0.02907912126784374,0.0234636871508373,0.0,0.22,0.0,0.0,0.09099934802349699,0.0,0.0
2021-04-17,675846,9.0,38.839999999999996,0.11,0.02891761338135216,0.046666666666666856,0.0,0.24,0.0,0.0,0.08341619244620815,0.0,0.0
2021-04-18,675845,8.840000000000003,39.26,0.11,0.05888210532087715,0.04751131221719474,0.0,0.26,0.0,0.0,0.15399935237767876,0.0,0.0
2021-04-19,675843,8.939999999999998,39.68,0.11,0.029111820547417365,0.0,0.0,0.3,0.0,0.0,0.06673325017792595,0.0,0.0
2021-04-20,675842,9.200000000000003,39.68,0.11,0.1980239592917459,0.06847826086956547,0.0,0.32,0.0,0.0,0.4379376022798228,0.0,0.0
2021-04-21,675835,10.39,40.31,0.11,0.10019740382753838,0.10105871029836354,0.0,0.46,0.0,0.0,0.1740888002956729,0.0,0.0
2021-04-22,675831,10.380000000000003,41.36,0.11,0.0752208950414571,0.04046242774566489,0.0,0.54,0.0,0.0,0.11122405848010325,0.0,0.0
2021-04-23,675828,10.740000000000002,41.78,0.11,0.07269984697107984,0.13687150837988812,0.0,0.6,0.0,0.0,0.1001020969832561,0.0,0.0
2021-04-24,675825,10.049999999999997,43.25,0.11,0.07769152462082002,0.14626865671641784,0.0,0.66,0.0,0.0,0.09100231030760385,0.0,0.0
2021-04-25,675822,9.36,44.72,0.11,0.033153766630554894,0.08333333333333345,0.0,0.72,0.0,0.0,0.05561276983189854,0.08333333333333333,0.0
2021-04-26,675821,8.89,45.5,0.11,0.174533022967229,0.0,0.0,0.7,0.06,0.0,0.2860089537656527,0.0,0.0
2021-04-27,675816,10.439999999999998,45.5,0.11,0.08917299158758987,0.049808429118773576,0.0,0.8999999999999999,0.06,0.0,0.13347183256981193,0.04444444444444446,0.0
2021-04-28,675813,10.850000000000001,46.019999999999996,0.11,0.02860123394235641,0.07188940092165909,0.0,0.9800000000000001,0.1,0.0,0.040858905631937725,0.06122448979591836,0.0
2021-04-29,675812,10.380000000000003,46.8,0.11,0.02989632441816342,0.07514450867052032,0.0,0.9600000000000001,0.16,0.0,0.04171019455114736,0.06249999999999999,0.0
2021-04-30,675811,9.910000000000004,47.58,0.11,0.21919981297023725,0.026236125126135008,0.0,0.94,0.22,0.0,0.298183959716548,0.02127659574468084,0.0
2021-05-01,675804,11.82,47.839999999999996,0.11,0.026254443400779374,0.021996615905245778,0.0,1.2,0.24,0.0,0.03336855064486153,0.016666666666666684,0.0
2021-05-02,675803,11.869999999999997,48.1,0.11,0.026143890496664872,0.04380791912384129,0.0,1.22,0.26,0.0,0.03282157379115938,0.03278688524590162,0.0
