stdDay,Susceptible,22D_Infected,22D_Recovered,22D_dead,22D_alpha,22D_beta,22D_gamma,23A_Infected,23A_Recovered,23A_dead,23A_alpha,23A_beta,23A_gamma
2022-12-19,710790,500.15999999999997,0.0,0.0,4.96605632418029,0.0,0.0,10.42,0.0,0.0,4.966056324180288,0.0,0.0
2022-12-20,708488,1605.12,0.0,0.0,2.05084577496229,0.0,0.0,33.44,0.0,0.0,2.050845774962291,0.0,0.0
2022-12-21,705447,3064.7999999999997,0.0,0.0,0.8140906130951018,0.0,0.0,63.85,0.0,0.0,0.8140906130951016,0.0,0.0
2022-12-22,703152,4166.4,0.0,0.0,0.5068176854000612,0.0,0.0,86.8,0.0,0.0,0.5068176854000613,0.0,0.0
2022-12-23,701216,5095.679999999999,0.0,0.0,0.43292086853597,0.0,0.0,106.16,0.0,0.0,0.43292086853597006,0.0,0.0
2022-12-24,699199,6063.839999999999,0.0,0.0,0.3306619682428669,0.0,0.0,126.33,0.0,0.0,0.330661968242867,0.0,0.0
2022-12-25,697371,6941.28,0.0,0.0,0.12373830827428303,0.07205587442085609,0.0,144.61,0.0,0.0,0.12373830827428318,0.07205587442085609,0.0
2022-12-26,696590,6816.0,500.15999999999997,0.0,0.34954816471143424,0.16211267605633803,7.042253521126761e-05,142.00000000000003,10.42,0.0,0.34954816471143396,0.16211267605633797,7.04225352112676e-05
2022-12-27,694427,6749.28,1605.12,0.48,0.4513015291757442,0.2162719578977313,0.00014223739421093806,140.61,33.44,0.01,0.4513015291757443,0.21627195789773132,0.000142237394210938
2022-12-28,691671,6612.48,3064.7999999999997,1.44,0.3982504382731454,0.16659407665505227,0.00014518002322880372,137.76000000000002,63.85,0.03,0.3982504382731451,0.16659407665505221,0.00014518002322880372
2022-12-29,689298,6649.92,4166.4,2.4,0.33596718192784575,0.13974303450267067,7.218131947451999e-05,138.54000000000002,86.8,0.05,0.33596718192784514,0.13974303450267067,7.218131947451999e-05
2022-12-30,687291,6684.000000000001,5095.679999999999,2.88,0.31185762052862015,0.1448473967684021,0.0002872531418312387,139.25,106.16,0.060000000000000005,0.3118576205286209,0.14484739676840216,0.00028725314183123877
2022-12-31,685427,6610.56,6063.839999999999,4.8,0.26675547445464115,0.13273308161487082,0.00014522218995062443,137.72000000000003,126.33,0.1,0.2667554744546409,0.13273308161487082,0.00014522218995062446
2023-01-01,683853,6488.64,6941.28,5.76,0.1820204039045549,0.05777481876017164,7.397544015386898e-05,135.18,144.61,0.12000000000000001,0.15330763039842457,0.05777481876017164,7.397544015386887e-05
2023-01-02,682967,6618.779999999999,7316.16,6.24,0.4230572866103401,0.1568627450980392,7.25209177522141e-05,136.23000000000002,152.42000000000002,0.13,0.3606302626587005,0.15877560008808628,7.340527049842184e-05
2023-01-03,680868,6776.969999999999,8354.4,6.72,0.4730762486261309,0.19520228066525297,7.082811344893065e-05,135.58999999999997,174.05,0.14,0.4148516289625516,0.2032598274209013,7.375175160410047e-05
2023-01-04,678472,6819.810000000001,9677.279999999999,7.199999999999999,0.3801466142746008,0.16701931578739007,0.00028153276997453,131.99,201.61,0.15,0.34470653237587323,0.17978634745056435,0.0003030532616107281
2023-01-05,676544,6779.73,10816.32,9.12,0.3280867159938834,0.14209415419198118,0.0002831971184693196,127.53999999999999,225.34,0.19,0.3060876054573342,0.15736239611102396,0.0003136270973812138
2023-01-06,674895,6756.299999999999,11779.68,11.04,0.30498895122398695,0.13242751209981787,0.0,123.96000000000001,245.41,0.23,0.29163296184318394,0.15037108744756383,0.0
2023-01-07,673368,6731.969999999999,12674.4,11.04,0.28990912871575686,0.11222866412060667,0.0,120.58999999999997,264.05,0.23,0.28393433414958597,0.13052491914752476,0.0
2023-01-08,671925,6798.959999999997,13429.92,11.04,0.11981229615791786,0.07427900737759875,0.00025150905432595597,119.27999999999997,279.79,0.23,0.119812296157918,0.07427900737759906,0.00025150905432595576
2023-01-09,671327,6634.799999999999,13934.939999999999,12.75,0.2985252776036133,0.1803264604810997,0.0,116.39999999999998,288.65000000000003,0.26,0.29852527760361347,0.1803264604810993,0.0
2023-01-10,669867,6270.57,15131.369999999999,12.75,0.3499436618543227,0.21779838196527607,0.00018180165439505482,110.01000000000005,309.64,0.26,0.3499436618543213,0.21779838196527612,0.0001818016543950551
2023-01-11,668255,5823.689999999999,16497.09,13.889999999999999,0.336284234640274,0.1887050993442301,0.00019575217774297753,102.16999999999996,333.6,0.28,0.33628423464027424,0.18870509934423002,0.0001957521777429771
2023-01-12,666820,5542.68,17596.05,15.03,0.2791847501771415,0.1695804195804196,0.0,97.24000000000001,352.88,0.3,0.2791847501771421,0.16958041958041967,0.0
2023-01-13,665687,5248.559999999998,18535.98,15.03,0.26274865128032926,0.1658340573414422,0.00010860121633362304,92.07999999999998,369.37,0.3,0.26274865128032826,0.16583405734144205,0.00010860121633362305
2023-01-14,664680,4952.16,19406.37,15.6,0.28360036908606434,0.16609116022099416,0.0,86.88,384.64,0.31,0.28360036908606434,0.16609116022099457,0.0
2023-01-15,663655,4713.9000000000015,20228.879999999997,15.6,0.17153937684699141,0.07230955259975827,0.0001209189842805317,82.69999999999999,399.07,0.31,0.13973612857753645,0.0723095525997584,0.00012091898428053217
