Date,City,Susceptible,Infected,Dead,Recovered,alpha,beta,gamma
2020-01-20,인천,2952838,1,0,0,0.0,0.0,0.0
2020-01-21,인천,2952838,1,0,0,0.0,0.0,0.0
2020-01-22,인천,2952838,1,0,0,0.0,0.0,0.0
2020-01-23,인천,2952838,1,0,0,0.0,0.0,0.0
2020-01-24,인천,2952838,1,0,0,0.0,0.0,0.0
2020-01-25,인천,2952838,1,0,0,0.0,0.0,0.0
2020-01-26,인천,2952838,1,0,0,0.0,0.0,0.0
2020-01-27,인천,2952838,1,0,0,0.0,0.0,0.0
2020-01-28,인천,2952838,1,0,0,0.0,0.0,0.0
2020-01-29,인천,2952838,1,0,0,0.0,0.0,0.0
2020-01-30,인천,2952838,1,0,0,0.0,0.0,0.0
2020-01-31,인천,2952838,1,0,0,0.0,0.0,0.0
2020-02-01,인천,2952838,1,0,0,0.0,0.0,0.0
2020-02-02,인천,2952838,1,0,0,0.0,1.0,0.0
2020-02-03,인천,2952838,0,0,1,0.0,0.0,0.0
2020-02-04,인천,2952838,0,0,1,0.0,0.0,0.0
2020-02-05,인천,2952838,0,0,1,0.0,0.0,0.0
2020-02-06,인천,2952838,0,0,1,0.0,0.0,0.0
2020-02-07,인천,2952838,0,0,1,0.0,0.0,0.0
2020-02-08,인천,2952838,0,0,1,0.0,0.0,0.0
2020-02-09,인천,2952838,0,0,1,0.0,0.0,0.0
2020-02-10,인천,2952838,0,0,1,0.0,0.0,0.0
2020-02-11,인천,2952838,0,0,1,0.0,0.0,0.0
2020-02-12,인천,2952838,0,0,1,0.0,0.0,0.0
2020-02-13,인천,2952838,0,0,1,0.0,0.0,0.0
2020-02-14,인천,2952838,0,0,1,0.0,0.0,0.0
2020-02-15,인천,2952838,0,0,1,0.0,0.0,0.0
2020-02-16,인천,2952838,0,0,1,0.0,0.0,0.0
2020-02-17,인천,2952838,0,0,1,0.0,0.0,0.0
2020-02-18,인천,2952838,0,0,1,0.0,0.0,0.0
2020-02-19,인천,2952838,0,0,1,0.0,0.0,0.0
2020-02-20,인천,2952838,0,0,1,0.0,0.0,0.0
2020-02-21,인천,2952838,0,0,1,0.0,0.0,0.0
2020-02-22,인천,2952838,0,0,1,0.0,0.0,0.0
2020-02-23,인천,2952837,1,0,1,0.0,0.0,0.0
2020-02-24,인천,2952837,1,0,1,0.0,0.0,0.0
2020-02-25,인천,2952837,1,0,1,1.0000006773147316,0.0,0.0
2020-02-26,인천,2952836,2,0,1,0.0,0.0,0.0
2020-02-27,인천,2952836,2,0,1,0.5000005079862208,0.0,0.0
2020-02-28,인천,2952835,3,0,1,0.6666675697535871,0.0,0.0
2020-02-29,인천,2952833,5,0,1,0.0,0.0,0.0
2020-03-01,인천,2952833,5,0,1,0.20000040638938946,0.0,0.0
2020-03-02,인천,2952832,6,0,1,0.0,0.0,0.0
2020-03-03,인천,2952832,6,0,1,0.16666706176759577,0.0,0.0
2020-03-04,인천,2952831,7,0,1,0.14285752989491876,0.0,0.0
2020-03-05,인천,2952830,8,0,1,0.0,0.0,0.0
2020-03-06,인천,2952830,8,0,1,0.0,0.0,0.0
2020-03-07,인천,2952830,8,0,1,0.0,0.125,0.0
2020-03-08,인천,2952830,7,0,2,0.0,0.0,0.0
2020-03-09,인천,2952830,7,0,2,0.5714303130991528,0.0,0.0
2020-03-10,인천,2952826,11,0,2,1.0909138937041698,0.09090909090909091,0.0
2020-03-11,인천,2952814,22,0,3,0.0,0.0,0.0
2020-03-12,인천,2952814,22,0,3,0.09090986059091738,0.045454545454545456,0.0
2020-03-13,인천,2952812,23,0,4,0.043478658427230074,0.08695652173913043,0.0
2020-03-14,인천,2952811,22,0,6,0.045454976476806186,0.0,0.0
