Date,City,Susceptible,Infected,Dead,Recovered,alpha,beta,gamma
2020-01-20,울산,1122757,0,0,0,0.0,0.0,0.0
2020-01-21,울산,1122757,0,0,0,0.0,0.0,0.0
2020-01-22,울산,1122757,0,0,0,0.0,0.0,0.0
2020-01-23,울산,1122757,0,0,0,0.0,0.0,0.0
2020-01-24,울산,1122757,0,0,0,0.0,0.0,0.0
2020-01-25,울산,1122757,0,0,0,0.0,0.0,0.0
2020-01-26,울산,1122757,0,0,0,0.0,0.0,0.0
2020-01-27,울산,1122757,0,0,0,0.0,0.0,0.0
2020-01-28,울산,1122757,0,0,0,0.0,0.0,0.0
2020-01-29,울산,1122757,0,0,0,0.0,0.0,0.0
2020-01-30,울산,1122757,0,0,0,0.0,0.0,0.0
2020-01-31,울산,1122757,0,0,0,0.0,0.0,0.0
2020-02-01,울산,1122757,0,0,0,0.0,0.0,0.0
2020-02-02,울산,1122757,0,0,0,0.0,0.0,0.0
2020-02-03,울산,1122757,0,0,0,0.0,0.0,0.0
2020-02-04,울산,1122757,0,0,0,0.0,0.0,0.0
2020-02-05,울산,1122757,0,0,0,0.0,0.0,0.0
2020-02-06,울산,1122757,0,0,0,0.0,0.0,0.0
2020-02-07,울산,1122757,0,0,0,0.0,0.0,0.0
2020-02-08,울산,1122757,0,0,0,0.0,0.0,0.0
2020-02-09,울산,1122757,0,0,0,0.0,0.0,0.0
2020-02-10,울산,1122757,0,0,0,0.0,0.0,0.0
2020-02-11,울산,1122757,0,0,0,0.0,0.0,0.0
2020-02-12,울산,1122757,0,0,0,0.0,0.0,0.0
2020-02-13,울산,1122757,0,0,0,0.0,0.0,0.0
2020-02-14,울산,1122757,0,0,0,0.0,0.0,0.0
2020-02-15,울산,1122757,0,0,0,0.0,0.0,0.0
2020-02-16,울산,1122757,0,0,0,0.0,0.0,0.0
2020-02-17,울산,1122757,0,0,0,0.0,0.0,0.0
2020-02-18,울산,1122757,0,0,0,0.0,0.0,0.0
2020-02-19,울산,1122757,0,0,0,0.0,0.0,0.0
2020-02-20,울산,1122757,0,0,0,0.0,0.0,0.0
2020-02-21,울산,1122757,0,0,0,0.0,0.0,0.0
2020-02-22,울산,1122757,0,0,0,0.0,0.0,0.0
2020-02-23,울산,1122756,1,0,0,0.0,0.0,0.0
2020-02-24,울산,1122756,1,0,0,1.0000008906654696,0.0,0.0
2020-02-25,울산,1122755,2,0,0,0.5000008906662629,0.0,0.0
2020-02-26,울산,1122754,3,0,0,1.0000026720011685,0.0,0.0
2020-02-27,울산,1122751,6,0,0,0.8333377866805136,0.0,0.0
2020-02-28,울산,1122746,11,0,0,0.5454598894949606,0.0,0.0
2020-02-29,울산,1122740,17,0,0,0.0,0.0,0.0
2020-03-01,울산,1122740,17,0,0,0.17647326026978116,0.0,0.0
2020-03-02,울산,1122737,20,0,0,0.0,0.0,0.0
2020-03-03,울산,1122737,20,0,0,0.15000267204162684,0.0,0.0
2020-03-04,울산,1122734,23,0,0,0.0,0.0,0.0
2020-03-05,울산,1122734,23,0,0,0.0,0.0,0.0
2020-03-06,울산,1122734,23,0,0,0.0,0.0,0.0
2020-03-07,울산,1122734,23,0,0,0.04347915155248744,0.043478260869565216,0.0
2020-03-08,울산,1122733,23,0,1,0.0,0.0,0.0
2020-03-09,울산,1122733,23,0,1,0.0,0.043478260869565216,0.0
2020-03-10,울산,1122733,22,0,2,0.04545551710950786,0.045454545454545456,0.0
2020-03-11,울산,1122732,22,0,3,0.0,0.13636363636363635,0.0
2020-03-12,울산,1122732,19,0,6,0.1052655018013391,0.2631578947368421,0.0
2020-03-13,울산,1122730,16,0,11,0.0,0.375,0.0
2020-03-14,울산,1122730,10,0,17,0.10000240485245784,0.0,0.0
2020-03-15,울산,1122729,11,0,17,0.0,0.2727272727272727,0.0
2020-03-16,울산,1122729,8,0,20,0.0,0.0,0.0
2020-03-17,울산,1122729,8,0,20,0.25000623480822176,0.375,0.0
2020-03-18,울산,1122727,7,0,23,0.8571657605607979,0.0,0.0
2020-03-19,울산,1122721,13,0,23,0.0,0.0,0.0
2020-03-20,울산,1122721,13,0,23,0.0,0.0,0.0
2020-03-21,울산,1122721,13,0,23,0.0,0.07692307692307693,0.0
2020-03-22,울산,1122721,12,0,24,0.0,0.0,0.0
2020-03-23,울산,1122721,12,0,24,0.0,0.0,0.0
2020-03-24,울산,1122721,12,0,24,0.08333600541303969,0.08333333333333333,0.0
