Date,City,Susceptible,Infected,Dead,Recovered,alpha,beta,gamma
2020-01-20,版合,2622174,0,0,0,0.0,0.0,0.0
2020-01-21,版合,2622174,0,0,0,0.0,0.0,0.0
2020-01-22,版合,2622174,0,0,0,0.0,0.0,0.0
2020-01-23,版合,2622174,0,0,0,0.0,0.0,0.0
2020-01-24,版合,2622174,0,0,0,0.0,0.0,0.0
2020-01-25,版合,2622174,0,0,0,0.0,0.0,0.0
2020-01-26,版合,2622174,0,0,0,0.0,0.0,0.0
2020-01-27,版合,2622174,0,0,0,0.0,0.0,0.0
2020-01-28,版合,2622174,0,0,0,0.0,0.0,0.0
2020-01-29,版合,2622174,0,0,0,0.0,0.0,0.0
2020-01-30,版合,2622174,0,0,0,0.0,0.0,0.0
2020-01-31,版合,2622174,0,0,0,0.0,0.0,0.0
2020-02-01,版合,2622174,0,0,0,0.0,0.0,0.0
2020-02-02,版合,2622174,0,0,0,0.0,0.0,0.0
2020-02-03,版合,2622174,0,0,0,0.0,0.0,0.0
2020-02-04,版合,2622174,0,0,0,0.0,0.0,0.0
2020-02-05,版合,2622174,0,0,0,0.0,0.0,0.0
2020-02-06,版合,2622174,0,0,0,0.0,0.0,0.0
2020-02-07,版合,2622174,0,0,0,0.0,0.0,0.0
2020-02-08,版合,2622174,0,0,0,0.0,0.0,0.0
2020-02-09,版合,2622174,0,0,0,0.0,0.0,0.0
2020-02-10,版合,2622174,0,0,0,0.0,0.0,0.0
2020-02-11,版合,2622174,0,0,0,0.0,0.0,0.0
2020-02-12,版合,2622174,0,0,0,0.0,0.0,0.0
2020-02-13,版合,2622174,0,0,0,0.0,0.0,0.0
2020-02-14,版合,2622174,0,0,0,0.0,0.0,0.0
2020-02-15,版合,2622174,0,0,0,0.0,0.0,0.0
2020-02-16,版合,2622174,0,0,0,0.0,0.0,0.0
2020-02-17,版合,2622174,0,0,0,0.0,0.0,0.0
2020-02-18,版合,2622174,0,0,0,0.0,0.0,0.0
2020-02-19,版合,2622169,5,0,0,0.8000015254546904,-0.2,0.2
2020-02-20,版合,2622165,9,1,-1,1.8888953720812127,0.0,0.0
2020-02-21,版合,2622148,26,1,-1,4.07696350179612,-0.07692307692307693,0.07692307692307693
2020-02-22,版合,2622042,132,3,-3,0.2954694193581671,0.0,0.0
2020-02-23,版合,2622003,171,3,-3,0.11111835747963167,-0.017543859649122806,0.017543859649122806
2020-02-24,版合,2621984,190,6,-6,0.23159572855396604,0.0,0.0
2020-02-25,版合,2621940,234,6,-6,0.15385988413746485,-0.004273504273504274,0.004273504273504274
2020-02-26,版合,2621904,270,7,-7,0.19631651061383043,0.0,0.0
2020-02-27,版合,2621851,323,7,-7,0.22913039151730247,0.0,0.0
2020-02-28,版合,2621777,397,7,-7,0.18894548312627568,0.0,0.0
2020-02-29,版合,2621702,472,7,-7,0.10171322397124631,0.0,0.0
2020-03-01,版合,2621654,520,7,-7,0.20773350305981234,0.0,0.0
2020-03-02,版合,2621546,628,7,-7,0.09397155038981447,0.0,0.0
2020-03-03,版合,2621487,687,7,-7,0.1383186261649762,0.00727802037845706,0.0
2020-03-04,版合,2621392,777,7,-2,0.10427820269995725,0.005148005148005148,0.0
2020-03-05,版合,2621311,854,7,2,0.1429041749392902,0.01522248243559719,0.00468384074941452
2020-03-06,版合,2621189,959,11,15,0.06780440660896757,0.1105318039624609,0.0
2020-03-07,版合,2621124,918,11,121,0.034872351773489026,0.04030501089324619,0.002178649237472767
2020-03-08,版合,2621092,911,13,158,0.02745369937004981,0.019758507135016465,0.0010976948408342481
2020-03-09,版合,2621067,917,14,176,0.01090973115684094,0.04798255179934569,0.0
2020-03-10,版合,2621057,883,14,220,0.020393738336433185,0.04077010192525481,0.0
2020-03-11,版合,2621039,865,14,256,0.009252559855543498,0.058959537572254334,0.0023121387283236996
2020-03-12,版合,2621031,820,16,307,0.00488017603871409,0.09024390243902439,0.0
2020-03-13,版合,2621027,750,16,381,0.00800350091777002,0.09866666666666667,0.0013333333333333333
2020-03-14,版合,2621021,681,17,455,0.005876299000923854,0.07048458149779736,0.0
2020-03-15,版合,2621017,637,17,503,0.01099386188685495,0.1695447409733124,0.0
2020-03-16,版合,2621010,536,17,611,0.009332500966501064,0.10634328358208955,0.0037313432835820895
2020-03-17,版合,2621005,482,19,668,0.01868052719728577,0.19294605809128632,0.004149377593360996
2020-03-18,版合,2620996,396,21,761,0.030316649923089613,0.20454545454545456,0.0
2020-03-19,版合,2620984,327,21,842,0.03977340172289659,0.37003058103975534,0.0030581039755351682
2020-03-20,版合,2620971,218,22,963,0.18357045691718726,0.2889908256880734,0.009174311926605505
2020-03-21,版合,2620931,193,24,1026,0.057021848956045625,0.16580310880829016,0.0
2020-03-22,版合,2620920,172,24,1058,0.01163347044123331,0.14534883720930233,0.0
2020-03-23,版合,2620918,149,24,1083,0.0067146256469971626,0.053691275167785234,0.013422818791946308
2020-03-24,版合,2620917,140,26,1091,0.035731414397545375,0.11428571428571428,0.014285714285714285
2020-03-25,版合,2620912,127,28,1107,0.09453368615235647,0.047244094488188976,0.015748031496062992
2020-03-26,版合,2620900,131,30,1113,0.06873568574864587,0.0,0.030534351145038167
2020-03-27,版合,2620891,136,34,1113,0.014713081296757925,0.03676470588235294,0.007352941176470588
2020-03-28,版合,2620889,132,35,1118,0.015158943812923436,0.015151515151515152,0.015151515151515152
2020-03-29,版合,2620887,130,37,1120,0.08465693543386706,0.046153846153846156,0.007692307692307693
2020-03-30,版合,2620876,134,38,1126,0.014932764988932833,0.03731343283582089,0.0
2020-03-31,版合,2620874,131,38,1131,0.015274748362452623,0.061068702290076333,0.007633587786259542
2020-04-01,版合,2620872,124,39,1139,0.016137044858450952,0.08064516129032258,0.016129032258064516
2020-04-02,版合,2620870,114,41,1149,0.04388147125914195,0.10526315789473684,0.008771929824561403
