Date,City,Susceptible,Infected,Dead,Recovered,alpha,beta,gamma
2020-01-20,傈合,1786855,0,0,0,0.0,0.0,0.0
2020-01-21,傈合,1786855,0,0,0,0.0,0.0,0.0
2020-01-22,傈合,1786855,0,0,0,0.0,0.0,0.0
2020-01-23,傈合,1786855,0,0,0,0.0,0.0,0.0
2020-01-24,傈合,1786855,0,0,0,0.0,0.0,0.0
2020-01-25,傈合,1786855,0,0,0,0.0,0.0,0.0
2020-01-26,傈合,1786855,0,0,0,0.0,0.0,0.0
2020-01-27,傈合,1786855,0,0,0,0.0,0.0,0.0
2020-01-28,傈合,1786855,0,0,0,0.0,0.0,0.0
2020-01-29,傈合,1786855,0,0,0,0.0,0.0,0.0
2020-01-30,傈合,1786855,0,0,0,0.0,0.0,0.0
2020-01-31,傈合,1786854,1,0,0,0.0,0.0,0.0
2020-02-01,傈合,1786854,1,0,0,0.0,0.0,0.0
2020-02-02,傈合,1786854,1,0,0,0.0,0.0,0.0
2020-02-03,傈合,1786854,1,0,0,0.0,0.0,0.0
2020-02-04,傈合,1786854,1,0,0,0.0,0.0,0.0
2020-02-05,傈合,1786854,1,0,0,0.0,0.0,0.0
2020-02-06,傈合,1786854,1,0,0,0.0,0.0,0.0
2020-02-07,傈合,1786854,1,0,0,0.0,0.0,0.0
2020-02-08,傈合,1786854,1,0,0,0.0,0.0,0.0
2020-02-09,傈合,1786854,1,0,0,0.0,0.0,0.0
2020-02-10,傈合,1786854,1,0,0,0.0,0.0,0.0
2020-02-11,傈合,1786854,1,0,0,0.0,0.0,0.0
2020-02-12,傈合,1786854,1,0,0,0.0,0.0,0.0
2020-02-13,傈合,1786854,1,0,0,0.0,1.0,0.0
2020-02-14,傈合,1786854,0,0,1,0.0,0.0,0.0
2020-02-15,傈合,1786854,0,0,1,0.0,0.0,0.0
2020-02-16,傈合,1786854,0,0,1,0.0,0.0,0.0
2020-02-17,傈合,1786854,0,0,1,0.0,0.0,0.0
2020-02-18,傈合,1786854,0,0,1,0.0,0.0,0.0
2020-02-19,傈合,1786854,0,0,1,0.0,0.0,0.0
2020-02-20,傈合,1786854,0,0,1,0.0,0.0,0.0
2020-02-21,傈合,1786853,1,0,1,1.0000011192862535,0.0,0.0
2020-02-22,傈合,1786852,2,0,1,0.0,0.0,0.0
2020-02-23,傈合,1786852,2,0,1,0.0,0.0,0.0
2020-02-24,傈合,1786852,2,0,1,0.0,0.0,0.0
2020-02-25,傈合,1786852,2,0,1,0.0,0.0,0.0
2020-02-26,傈合,1786852,2,0,1,0.0,0.0,0.0
2020-02-27,傈合,1786852,2,0,1,1.0000016789303199,0.0,0.0
2020-02-28,傈合,1786850,4,0,1,0.0,0.0,0.0
2020-02-29,傈合,1786850,4,0,1,0.0,0.0,0.0
2020-03-01,傈合,1786850,4,0,1,0.250000699555083,0.0,0.0
2020-03-02,傈合,1786849,5,0,1,0.2000006715732555,0.0,0.0
2020-03-03,傈合,1786848,6,0,1,0.0,0.0,0.0
2020-03-04,傈合,1786848,6,0,1,0.0,0.0,0.0
2020-03-05,傈合,1786848,6,0,1,0.0,0.16666666666666666,0.0
2020-03-06,傈合,1786848,5,0,2,0.0,0.2,0.0
2020-03-07,傈合,1786848,4,0,3,0.0,0.0,0.0
2020-03-08,傈合,1786848,4,0,3,0.0,0.0,0.0
2020-03-09,傈合,1786848,4,0,3,0.0,0.0,0.0
2020-03-10,傈合,1786848,4,0,3,0.0,0.0,0.0
2020-03-11,傈合,1786848,4,0,3,0.0,0.0,0.0
2020-03-12,傈合,1786848,4,0,3,0.0,0.5,0.0
2020-03-13,傈合,1786848,2,0,5,0.0,0.0,0.0
2020-03-14,傈合,1786848,2,0,5,0.0,0.0,0.0
2020-03-15,傈合,1786848,2,0,5,0.0,0.5,0.0
2020-03-16,傈合,1786848,1,0,6,0.0,1.0,0.0
2020-03-17,傈合,1786848,0,0,7,0.0,0.0,0.0
2020-03-18,傈合,1786846,2,0,7,0.5000025184039363,0.0,0.0
2020-03-19,傈合,1786845,3,0,7,0.0,0.0,0.0
2020-03-20,傈合,1786845,3,0,7,0.0,0.0,0.0
2020-03-21,傈合,1786845,3,0,7,0.0,0.0,0.0
2020-03-22,傈合,1786845,3,0,7,0.0,0.0,0.0
2020-03-23,傈合,1786845,3,0,7,0.0,0.0,0.0
2020-03-24,傈合,1786845,3,0,7,0.0,0.0,0.0
2020-03-25,傈合,1786845,3,0,7,0.0,0.0,0.0
2020-03-26,傈合,1786845,3,0,7,0.0,0.0,0.0
2020-03-27,傈合,1786845,3,0,7,0.0,0.0,0.0
2020-03-28,傈合,1786845,3,0,7,0.6666703976375492,0.0,0.0
2020-03-29,傈合,1786843,5,0,7,0.2000013431510211,0.0,0.0
2020-03-30,傈合,1786842,6,0,7,0.0,0.0,0.0
2020-03-31,傈合,1786842,6,0,7,0.1666678792342393,0.3333333333333333,0.0
2020-04-01,傈合,1786841,5,0,9,0.0,0.2,0.0
2020-04-02,傈合,1786841,4,0,10,0.2500019587640982,0.0,0.0
2020-04-03,傈合,1786840,5,0,10,0.0,0.0,0.0
2020-04-04,傈合,1786840,5,0,10,0.2000016789415952,0.0,0.0
2020-04-05,傈合,1786839,6,0,10,0.0,0.0,0.0
2020-04-06,傈合,1786839,6,0,10,0.0,0.0,0.0
2020-04-07,傈合,1786839,6,0,10,0.16666815906003096,0.0,0.0
2020-04-08,傈合,1786838,7,0,10,0.0,0.0,0.0
2020-04-09,傈合,1786838,7,0,10,0.0,0.0,0.0
2020-04-10,傈合,1786838,7,0,10,0.0,0.0,0.0
2020-04-11,傈合,1786838,7,0,10,0.0,0.2857142857142857,0.0
2020-04-12,傈合,1786838,5,0,12,0.0,0.2,0.0
2020-04-13,傈合,1786838,4,0,13,0.0,0.0,0.0
2020-04-14,傈合,1786838,4,0,13,0.0,0.25,0.0
2020-04-15,傈合,1786838,3,0,14,0.0,0.0,0.0
2020-04-16,傈合,1786838,3,0,14,0.0,0.3333333333333333,0.0
2020-04-17,傈合,1786838,2,0,15,0.0,0.0,0.0
2020-04-18,傈合,1786838,2,0,15,0.0,0.5,0.0
2020-04-19,傈合,1786838,1,0,16,0.0,0.0,0.0
2020-04-20,傈合,1786838,1,0,16,0.0,0.0,0.0
2020-04-21,傈合,1786838,1,0,16,0.0,1.0,0.0
2020-04-22,傈合,1786838,0,0,17,0.0,0.0,0.0
2020-04-23,傈合,1786838,0,0,17,0.0,0.0,0.0
2020-04-24,傈合,1786838,0,0,17,0.0,0.0,0.0
