Date,City,Susceptible,Infected,Dead,Recovered,alpha,beta,gamma
2020-01-20,충남,2121108,0,0,0,0.0,0.0,0.0
2020-01-21,충남,2121108,0,0,0,0.0,0.0,0.0
2020-01-22,충남,2121108,0,0,0,0.0,0.0,0.0
2020-01-23,충남,2121108,0,0,0,0.0,0.0,0.0
2020-01-24,충남,2121108,0,0,0,0.0,0.0,0.0
2020-01-25,충남,2121108,0,0,0,0.0,0.0,0.0
2020-01-26,충남,2121108,0,0,0,0.0,0.0,0.0
2020-01-27,충남,2121108,0,0,0,0.0,0.0,0.0
2020-01-28,충남,2121108,0,0,0,0.0,0.0,0.0
2020-01-29,충남,2121108,0,0,0,0.0,0.0,0.0
2020-01-30,충남,2121108,0,0,0,0.0,0.0,0.0
2020-01-31,충남,2121108,0,0,0,0.0,0.0,0.0
2020-02-01,충남,2121108,0,0,0,0.0,0.0,0.0
2020-02-02,충남,2121108,0,0,0,0.0,0.0,0.0
2020-02-03,충남,2121108,0,0,0,0.0,0.0,0.0
2020-02-04,충남,2121108,0,0,0,0.0,0.0,0.0
2020-02-05,충남,2121108,0,0,0,0.0,0.0,0.0
2020-02-06,충남,2121108,0,0,0,0.0,0.0,0.0
2020-02-07,충남,2121108,0,0,0,0.0,0.0,0.0
2020-02-08,충남,2121108,0,0,0,0.0,0.0,0.0
2020-02-09,충남,2121108,0,0,0,0.0,0.0,0.0
2020-02-10,충남,2121108,0,0,0,0.0,0.0,0.0
2020-02-11,충남,2121108,0,0,0,0.0,0.0,0.0
2020-02-12,충남,2121108,0,0,0,0.0,0.0,0.0
2020-02-13,충남,2121108,0,0,0,0.0,0.0,0.0
2020-02-14,충남,2121108,0,0,0,0.0,0.0,0.0
2020-02-15,충남,2121108,0,0,0,0.0,0.0,0.0
2020-02-16,충남,2121108,0,0,0,0.0,0.0,0.0
2020-02-17,충남,2121108,0,0,0,0.0,0.0,0.0
2020-02-18,충남,2121108,0,0,0,0.0,0.0,0.0
2020-02-19,충남,2121108,0,0,0,0.0,0.0,0.0
2020-02-20,충남,2121108,0,0,0,0.0,0.0,0.0
2020-02-21,충남,2121107,1,0,0,0.0,0.0,0.0
2020-02-22,충남,2121107,1,0,0,0.0,0.0,0.0
2020-02-23,충남,2121107,1,0,0,0.0,0.0,0.0
2020-02-24,충남,2121107,1,0,0,0.0,0.0,0.0
2020-02-25,충남,2121107,1,0,0,1.0000004714519353,0.0,0.0
2020-02-26,충남,2121106,2,0,0,2.5000023572607875,0.0,0.0
2020-02-27,충남,2121101,7,0,0,1.2857185287937054,0.0,0.0
2020-02-28,충남,2121092,16,0,0,2.0000150865686166,0.0,0.0
2020-02-29,충남,2121060,48,0,0,0.2500056575485842,0.0,0.0
2020-03-01,충남,2121048,60,0,0,0.28334134823917234,0.0,0.0
2020-03-02,충남,2121031,77,0,0,0.051949937823364475,0.0,0.0
2020-03-03,충남,2121027,81,0,0,0.012346150482062944,0.0,0.0
2020-03-04,충남,2121026,82,0,0,0.04878237368463624,0.0,0.0
2020-03-05,충남,2121022,86,0,0,0.046513513790291484,0.011627906976744186,0.0
2020-03-06,충남,2121018,89,0,1,0.022472863650665267,0.0,0.0
2020-03-07,충남,2121016,91,0,1,0.06593692585311696,0.0,0.0
2020-03-08,충남,2121010,97,0,1,0.04123901873825235,0.0,0.0
2020-03-09,충남,2121006,101,0,1,0.01980293248291678,0.0,0.0
2020-03-10,충남,2121004,103,0,1,0.07767371133066438,0.009708737864077669,0.0
2020-03-11,충남,2120996,110,0,2,0.018182778279638434,0.045454545454545456,0.0
2020-03-12,충남,2120994,107,0,7,0.009346296713869275,0.08411214953271028,0.0
2020-03-13,충남,2120993,99,0,16,0.0,0.32323232323232326,0.0
2020-03-14,충남,2120993,67,0,48,0.0,0.1791044776119403,0.0
2020-03-15,충남,2120993,55,0,60,0.0,0.3090909090909091,0.0
2020-03-16,충남,2120993,38,0,77,0.0,0.10526315789473684,0.0
2020-03-17,충남,2120993,34,0,81,0.08824007822529076,0.029411764705882353,0.0
2020-03-18,충남,2120990,36,0,82,0.0,0.1111111111111111,0.0
2020-03-19,충남,2120990,32,0,86,0.03125173857491077,0.125,0.0
2020-03-20,충남,2120989,29,0,90,0.0,0.06896551724137931,0.0
2020-03-21,충남,2120989,27,0,92,0.037039115033390344,0.2222222222222222,0.0
2020-03-22,충남,2120988,22,0,98,0.0,0.18181818181818182,0.0
2020-03-23,충남,2120988,18,0,102,0.0,0.1111111111111111,0.0
2020-03-24,충남,2120988,16,0,104,0.18751060826369598,0.5,0.0
2020-03-25,충남,2120985,11,0,112,0.09091436290214217,0.18181818181818182,0.0
2020-03-26,충남,2120984,10,0,114,0.0,0.1,0.0
2020-03-27,충남,2120984,9,0,115,0.22223521409559588,0.0,0.0
2020-03-28,충남,2120982,11,0,115,0.09091449149497732,0.0,0.0
2020-03-29,충남,2120981,12,0,115,0.0,0.0,0.0
2020-03-30,충남,2120981,12,0,115,0.08333832316272517,0.0,0.0
2020-03-31,충남,2120980,13,0,115,0.23078315756794573,0.23076923076923078,0.0
2020-04-01,충남,2120977,13,0,118,0.15385565599830064,0.0,0.0
2020-04-02,충남,2120975,15,0,118,0.06667084713398319,0.06666666666666667,0.0
2020-04-03,충남,2120974,15,0,119,0.0666708785680541,0.0,0.0
2020-04-04,충남,2120973,16,0,119,0.0,0.0625,0.0
2020-04-05,충남,2120973,15,0,120,0.06667091000215467,0.0,0.0
2020-04-06,충남,2120972,16,0,120,0.06250400759651707,0.0,0.0
2020-04-07,충남,2120971,17,0,120,0.0,0.17647058823529413,0.0
