Date,City,Susceptible,Infected,Dead,Recovered,alpha,beta,gamma
2020-01-20,전남,1834016,0,0,0,0.0,0.0,0.0
2020-01-21,전남,1834016,0,0,0,0.0,0.0,0.0
2020-01-22,전남,1834016,0,0,0,0.0,0.0,0.0
2020-01-23,전남,1834016,0,0,0,0.0,0.0,0.0
2020-01-24,전남,1834016,0,0,0,0.0,0.0,0.0
2020-01-25,전남,1834016,0,0,0,0.0,0.0,0.0
2020-01-26,전남,1834016,0,0,0,0.0,0.0,0.0
2020-01-27,전남,1834016,0,0,0,0.0,0.0,0.0
2020-01-28,전남,1834016,0,0,0,0.0,0.0,0.0
2020-01-29,전남,1834016,0,0,0,0.0,0.0,0.0
2020-01-30,전남,1834016,0,0,0,0.0,0.0,0.0
2020-01-31,전남,1834016,0,0,0,0.0,0.0,0.0
2020-02-01,전남,1834016,0,0,0,0.0,0.0,0.0
2020-02-02,전남,1834016,0,0,0,0.0,0.0,0.0
2020-02-03,전남,1834016,0,0,0,0.0,0.0,0.0
2020-02-04,전남,1834016,0,0,0,0.0,0.0,0.0
2020-02-05,전남,1834016,0,0,0,0.0,0.0,0.0
2020-02-06,전남,1834015,1,0,0,0.0,0.0,0.0
2020-02-07,전남,1834015,1,0,0,0.0,0.0,0.0
2020-02-08,전남,1834015,1,0,0,0.0,0.0,0.0
2020-02-09,전남,1834015,1,0,0,0.0,0.0,0.0
2020-02-10,전남,1834015,1,0,0,0.0,0.0,0.0
2020-02-11,전남,1834015,1,0,0,0.0,0.0,0.0
2020-02-12,전남,1834015,1,0,0,0.0,0.0,0.0
2020-02-13,전남,1834015,1,0,0,0.0,0.0,0.0
2020-02-14,전남,1834015,1,0,0,0.0,0.0,0.0
2020-02-15,전남,1834015,1,0,0,0.0,0.0,0.0
2020-02-16,전남,1834015,1,0,0,0.0,0.0,0.0
2020-02-17,전남,1834015,1,0,0,0.0,0.0,0.0
2020-02-18,전남,1834015,1,0,0,0.0,0.0,0.0
2020-02-19,전남,1834015,1,0,0,0.0,1.0,0.0
2020-02-20,전남,1834015,0,0,1,0.0,0.0,0.0
2020-02-21,전남,1834015,0,0,1,0.0,0.0,0.0
2020-02-22,전남,1834015,0,0,1,0.0,0.0,0.0
2020-02-23,전남,1834015,0,0,1,0.0,0.0,0.0
2020-02-24,전남,1834015,0,0,1,0.0,0.0,0.0
2020-02-25,전남,1834015,0,0,1,0.0,0.0,0.0
2020-02-26,전남,1834015,0,0,1,0.0,0.0,0.0
2020-02-27,전남,1834015,0,0,1,0.0,0.0,0.0
2020-02-28,전남,1834015,0,0,1,0.0,0.0,0.0
2020-02-29,전남,1834014,1,0,1,1.0000010905042165,0.0,0.0
2020-03-01,전남,1834013,2,0,1,0.5000008178786083,0.0,0.0
2020-03-02,전남,1834012,3,0,1,0.0,0.0,0.0
2020-03-03,전남,1834012,3,0,1,0.0,0.0,0.0
2020-03-04,전남,1834012,3,0,1,0.0,0.0,0.0
2020-03-05,전남,1834012,3,0,1,0.0,0.0,0.0
2020-03-06,전남,1834012,3,0,1,0.0,0.0,0.0
2020-03-07,전남,1834012,3,0,1,0.0,0.0,0.0
2020-03-08,전남,1834012,3,0,1,0.0,0.0,0.0
2020-03-09,전남,1834012,3,0,1,0.0,0.0,0.0
2020-03-10,전남,1834012,3,0,1,0.0,0.0,0.0
2020-03-11,전남,1834012,3,0,1,0.0,0.0,0.0
2020-03-12,전남,1834012,3,0,1,0.0,0.0,0.0
2020-03-13,전남,1834012,3,0,1,0.0,0.3333333333333333,0.0
2020-03-14,전남,1834012,2,0,2,0.0,0.5,0.0
2020-03-15,전남,1834012,1,0,3,0.0,1.0,0.0
2020-03-16,전남,1834012,0,0,4,0.0,0.0,0.0
2020-03-17,전남,1834012,0,0,4,0.0,0.0,0.0
2020-03-18,전남,1834011,1,0,4,0.0,0.0,0.0
2020-03-19,전남,1834011,1,0,4,0.0,0.0,0.0
2020-03-20,전남,1834011,1,0,4,0.0,0.0,0.0
2020-03-21,전남,1834011,1,0,4,1.0000027262650006,0.0,0.0
2020-03-22,전남,1834010,2,0,4,0.0,0.0,0.0
2020-03-23,전남,1834010,2,0,4,0.0,0.0,0.0
2020-03-24,전남,1834010,2,0,4,1.0000032715197844,0.0,0.0
2020-03-25,전남,1834008,4,0,4,0.0,0.0,0.0
2020-03-26,전남,1834008,4,0,4,0.0,0.0,0.0
2020-03-27,전남,1834008,4,0,4,0.0,0.0,0.0
2020-03-28,전남,1834008,4,0,4,0.250001090507784,0.0,0.0
2020-03-29,전남,1834007,5,0,4,0.0,0.0,0.0
2020-03-30,전남,1834007,5,0,4,0.0,0.0,0.0
2020-03-31,전남,1834007,5,0,4,0.6000029443726224,0.2,0.0
2020-04-01,전남,1834004,7,0,5,0.2857161551602785,0.0,0.0
2020-04-02,전남,1834002,9,0,5,0.11111195928660686,0.0,0.0
2020-04-03,전남,1834001,10,0,5,0.0,0.0,0.0
2020-04-04,전남,1834001,10,0,5,0.0,0.1,0.0
2020-04-05,전남,1834001,9,0,6,0.0,0.0,0.0
2020-04-06,전남,1834001,9,0,6,0.0,0.0,0.0
2020-04-07,전남,1834001,9,0,6,0.0,0.2222222222222222,0.0
2020-04-08,전남,1834001,7,0,8,0.0,0.0,0.0
2020-04-09,전남,1834001,7,0,8,0.0,0.0,0.0
2020-04-10,전남,1834001,7,0,8,0.0,0.0,0.0
2020-04-11,전남,1834001,7,0,8,0.0,0.14285714285714285,0.0
2020-04-12,전남,1834001,6,0,9,0.0,0.0,0.0
2020-04-13,전남,1834001,6,0,9,0.0,0.0,0.0
2020-04-14,전남,1834001,6,0,9,0.0,0.5,0.0
2020-04-15,전남,1834001,3,0,12,0.0,0.6666666666666666,0.0
2020-04-16,전남,1834001,1,0,14,0.0,1.0,0.0
2020-04-17,전남,1834001,0,0,15,0.0,0.0,0.0
2020-04-18,전남,1834001,0,0,15,0.0,0.0,0.0
2020-04-19,전남,1834001,0,0,15,0.0,0.0,0.0
2020-04-20,전남,1834001,0,0,15,0.0,0.0,0.0
2020-04-21,전남,1834001,0,0,15,0.0,0.0,0.0
2020-04-22,전남,1834001,0,0,15,0.0,0.0,0.0
2020-04-23,전남,1834001,0,0,15,0.0,0.0,0.0
2020-04-24,전남,1834001,0,0,15,0.0,0.0,0.0
2020-04-25,전남,1834001,0,0,15,0.0,0.0,0.0
2020-04-26,전남,1834001,0,0,15,0.0,0.0,0.0
2020-04-27,전남,1834001,0,0,15,0.0,0.0,0.0
2020-04-28,전남,1834001,0,0,15,0.0,0.0,0.0
2020-04-29,전남,1834001,0,0,15,0.0,0.0,0.0
2020-04-30,전남,1834001,0,0,15,0.0,0.0,0.0
2020-05-01,전남,1834001,0,0,15,0.0,0.0,0.0
2020-05-02,전남,1834001,0,0,15,0.0,0.0,0.0
2020-05-03,전남,1834001,0,0,15,0.0,0.0,0.0
2020-05-04,전남,1834000,1,0,15,0.0,0.0,0.0
2020-05-05,전남,1834000,1,0,15,0.0,0.0,0.0
2020-05-06,전남,1834000,1,0,15,0.0,0.0,0.0
2020-05-07,전남,1834000,1,0,15,0.0,0.0,0.0
2020-05-08,전남,1834000,1,0,15,0.0,0.0,0.0
2020-05-09,전남,1834000,1,0,15,0.0,0.0,0.0
2020-05-10,전남,1834000,1,0,15,0.0,0.0,0.0
2020-05-11,전남,1834000,1,0,15,0.0,0.0,0.0
2020-05-12,전남,1834000,1,0,15,0.0,0.0,0.0
2020-05-13,전남,1834000,1,0,15,1.0000087241003273,0.0,0.0
2020-05-14,전남,1833999,2,0,15,0.5000046346808259,0.0,0.0
2020-05-15,전남,1833998,3,0,15,0.0,0.0,0.0
2020-05-16,전남,1833998,3,0,15,0.0,0.0,0.0
2020-05-17,전남,1833998,3,0,15,0.0,0.3333333333333333,0.0
2020-05-18,전남,1833998,2,0,16,0.0,0.0,0.0
2020-05-19,전남,1833998,2,0,16,0.0,0.0,0.0
2020-05-20,전남,1833998,2,0,16,0.0,0.0,0.0
2020-05-21,전남,1833998,2,0,16,0.0,0.0,0.0
2020-05-22,전남,1833998,2,0,16,0.0,0.0,0.0
2020-05-23,전남,1833998,2,0,16,0.0,0.0,0.0
2020-05-24,전남,1833998,2,0,16,0.0,0.0,0.0
2020-05-25,전남,1833998,2,0,16,0.0,0.0,0.0
2020-05-26,전남,1833998,2,0,16,0.0,0.0,0.0
2020-05-27,전남,1833998,2,0,16,0.0,0.5,0.0
2020-05-28,전남,1833998,1,0,17,0.0,1.0,0.0
2020-05-29,전남,1833998,0,0,18,0.0,0.0,0.0
2020-05-30,전남,1833997,1,0,18,0.0,0.0,0.0
2020-05-31,전남,1833997,1,0,18,1.0000103598860848,0.0,0.0
2020-06-01,전남,1833996,2,0,18,0.0,0.0,0.0
2020-06-02,전남,1833996,2,0,18,0.0,0.0,0.0
2020-06-03,전남,1833996,2,0,18,0.0,0.0,0.0
2020-06-04,전남,1833996,2,0,18,0.0,0.0,0.0
2020-06-05,전남,1833996,2,0,18,0.0,0.0,0.0
2020-06-06,전남,1833996,2,0,18,0.0,0.0,0.0
2020-06-07,전남,1833996,2,0,18,0.0,0.0,0.0
2020-06-08,전남,1833996,2,0,18,0.0,0.0,0.0
2020-06-09,전남,1833996,2,0,18,0.0,0.0,0.0
2020-06-10,전남,1833996,2,0,18,0.0,0.0,0.0
2020-06-11,전남,1833996,2,0,18,0.0,0.0,0.0
2020-06-12,전남,1833996,2,0,18,0.0,0.5,0.0
2020-06-13,전남,1833996,1,0,19,0.0,0.0,0.0
