Date,City,Susceptible,Infected,Dead,Recovered,alpha,beta,gamma
2020-01-20,경기,13527299,0,0,0,0.0,0.0,0.0
2020-01-21,경기,13527299,0,0,0,0.0,0.0,0.0
2020-01-22,경기,13527299,0,0,0,0.0,0.0,0.0
2020-01-23,경기,13527299,0,0,0,0.0,0.0,0.0
2020-01-24,경기,13527299,0,0,0,0.0,0.0,0.0
2020-01-25,경기,13527299,0,0,0,0.0,0.0,0.0
2020-01-26,경기,13527298,1,0,0,1.0000000739245931,0.0,0.0
2020-01-27,경기,13527297,2,0,0,0.0,0.0,0.0
2020-01-28,경기,13527297,2,0,0,0.0,0.0,0.0
2020-01-29,경기,13527297,2,0,0,0.0,0.0,0.0
2020-01-30,경기,13527297,2,0,0,0.0,0.0,0.0
2020-01-31,경기,13527297,2,0,0,0.5000000739245986,0.0,0.0
2020-02-01,경기,13527296,3,0,0,0.6666668145158746,0.0,0.0
2020-02-02,경기,13527294,5,0,0,0.0,0.0,0.0
2020-02-03,경기,13527294,5,0,0,0.0,0.0,0.0
2020-02-04,경기,13527294,5,0,0,0.4000001478492299,0.0,0.0
2020-02-05,경기,13527292,7,0,0,0.0,0.0,0.0
2020-02-06,경기,13527292,7,0,0,0.0,0.0,0.0
2020-02-07,경기,13527292,7,0,0,0.0,0.0,0.0
2020-02-08,경기,13527292,7,0,0,0.42857165034530614,0.14285714285714285,0.0
2020-02-09,경기,13527289,9,0,1,0.1111111932496025,0.1111111111111111,0.0
2020-02-10,경기,13527288,9,0,2,0.0,0.0,0.0
2020-02-11,경기,13527288,9,0,2,0.0,0.0,0.0
2020-02-12,경기,13527288,9,0,2,0.0,0.0,0.0
2020-02-13,경기,13527288,9,0,2,0.0,0.0,0.0
2020-02-14,경기,13527288,9,0,2,0.0,0.1111111111111111,0.0
2020-02-15,경기,13527288,8,0,3,0.0,0.25,0.0
2020-02-16,경기,13527288,6,0,5,0.0,0.0,0.0
2020-02-17,경기,13527288,6,0,5,0.16666680219518748,0.0,0.0
2020-02-18,경기,13527287,7,0,5,0.0,0.2857142857142857,0.0
2020-02-19,경기,13527287,5,0,7,0.0,0.0,0.0
2020-02-20,경기,13527287,5,0,7,0.20000017741916765,0.0,0.0
2020-02-21,경기,13527286,6,0,7,0.3333336536735208,0.0,0.0
2020-02-22,경기,13527284,8,0,7,1.0000011088700438,0.375,0.0
2020-02-23,경기,13527276,13,0,10,0.9230784925554516,0.07692307692307693,0.0
2020-02-24,경기,13527264,24,0,11,0.2083338723681793,0.0,0.0
2020-02-25,경기,13527259,29,0,11,0.10344858175781876,0.0,0.034482758620689655
2020-02-26,경기,13527256,31,1,11,0.38709800468414385,0.0,0.0
2020-02-27,경기,13527244,43,1,11,0.2558149935943569,0.0,0.0
2020-02-28,경기,13527233,54,1,11,0.18518608871233092,0.0,0.0
2020-02-29,경기,13527223,64,1,11,0.1250007022875279,0.0,0.0
2020-03-01,경기,13527215,72,1,11,0.11111180107821324,0.0,0.0
2020-03-02,경기,13527207,80,1,11,0.025000170027707862,0.0125,0.0
2020-03-03,경기,13527205,81,1,12,0.11111188321772474,0.0,0.0
2020-03-04,경기,13527196,90,1,12,0.07777837000037226,0.0,0.0
2020-03-05,경기,13527189,97,1,12,0.1030936218320373,0.010309278350515464,0.0
2020-03-06,경기,13527179,106,1,13,0.09434045953105728,0.018867924528301886,0.0
2020-03-07,경기,13527169,114,1,15,0.0964921553787386,0.07017543859649122,0.0
2020-03-08,경기,13527158,117,1,23,0.10256517163851284,0.10256410256410256,0.0
2020-03-09,경기,13527146,117,1,35,0.08547105218716511,0.042735042735042736,0.0
2020-03-10,경기,13527136,122,1,40,0.09016502088838317,0.02459016393442623,0.0
2020-03-11,경기,13527125,130,1,43,0.023077219916393058,0.09230769230769231,0.0
2020-03-12,경기,13527122,121,1,55,0.06611656759161763,0.09090909090909091,0.008264462809917356
2020-03-13,경기,13527114,117,2,66,0.12820688156868512,0.08547008547008547,0.008547008547008548
2020-03-14,경기,13527099,121,3,76,0.09091043501237439,0.06611570247933884,0.0
2020-03-15,경기,13527088,124,3,84,0.1612928384405305,0.06451612903225806,0.0
2020-03-16,경기,13527068,136,3,92,0.22794506899273456,0.014705882352941176,0.0
2020-03-17,경기,13527037,165,3,94,0.09091085169246263,0.05454545454545454,0.0
2020-03-18,경기,13527022,171,3,103,0.10526531342421974,0.04093567251461988,0.0
2020-03-19,경기,13527004,182,3,110,0.07692475447914864,0.054945054945054944,0.0
2020-03-20,경기,13526990,186,3,120,0.06451760278834652,0.053763440860215055,0.0
2020-03-21,경기,13526978,188,3,130,0.08510840258346707,0.05851063829787234,0.0
2020-03-22,경기,13526962,193,3,141,0.07254066727924072,0.06217616580310881,0.0
2020-03-23,경기,13526948,195,3,153,0.07692507293873396,0.05128205128205128,0.005128205128205128
