stdDay,incDec,22D_variants,23A_variants
2022-12-19,780.0,374.4,7.8
2022-12-20,2304.0,1105.92,23.04
2022-12-21,3164.0,1518.72,31.64
2022-12-22,2555.0,1226.3999999999999,25.55
2022-12-23,2283.0,1095.84,22.830000000000002
2022-12-24,1888.0,906.24,18.88
2022-12-25,1856.0,890.88,18.56
2022-12-26,893.0,428.64,8.93
2022-12-27,2188.0,1050.24,21.88
2022-12-28,2525.0,1212.0,25.25
2022-12-29,2086.0,1001.28,20.86
2022-12-30,1964.0,942.7199999999999,19.64
2022-12-31,1797.0,862.56,17.97
2023-01-01,1900.0,912.0,19.0
2023-01-02,691.0,393.86999999999995,6.91
2023-01-03,2200.0,1254.0,22.0
2023-01-04,2592.0,1477.4399999999998,25.92
2023-01-05,2066.0,1177.62,20.66
2023-01-06,1877.0,1069.8899999999999,18.77
2023-01-07,1749.0,996.93,17.490000000000002
2023-01-08,1825.0,1040.25,18.25
2023-01-09,581.0,331.16999999999996,5.8100000000000005
2023-01-10,1853.0,1056.2099999999998,18.53
2023-01-11,1787.0,1018.5899999999999,17.87
2023-01-12,1511.0,861.27,15.11
2023-01-13,1353.0,771.2099999999999,13.530000000000001
2023-01-14,1219.0,694.8299999999999,12.19
2023-01-15,1210.0,689.6999999999999,12.1
2023-01-16,500.0,350.0,5.0
2023-01-17,1166.0,816.1999999999999,11.66
2023-01-18,1312.0,918.4,13.120000000000001
2023-01-19,1098.0,768.5999999999999,10.98
2023-01-20,967.0,676.9,9.67
2023-01-21,892.0,624.4,8.92
2023-01-22,677.0,473.9,6.7700000000000005
2023-01-23,379.0,265.3,3.79
2023-01-24,488.0,341.59999999999997,4.88
2023-01-25,633.0,443.09999999999997,6.33
2023-01-26,1078.0,754.5999999999999,10.78
2023-01-27,1244.0,870.8,12.44
2023-01-28,859.0,601.3,8.59
2023-01-29,816.0,571.1999999999999,8.16
2023-01-30,277.0,204.98,8.31
2023-01-31,733.0,542.42,21.99
2023-02-01,802.0,593.48,24.06
2023-02-02,631.0,466.94,18.93
2023-02-03,576.0,426.24,17.28
2023-02-04,512.0,378.88,15.36
2023-02-05,541.0,400.34,16.23
2023-02-06,161.0,119.14,4.83
2023-02-07,557.0,412.18,16.71
2023-02-08,582.0,430.68,17.46
2023-02-09,520.0,384.8,15.6
2023-02-10,479.0,354.46,14.37
2023-02-11,438.0,324.12,13.139999999999999
2023-02-12,456.0,337.44,13.68
2023-02-13,177.0,127.44,14.16
2023-02-14,491.0,353.52,39.28
2023-02-15,578.0,416.15999999999997,46.24
2023-02-16,494.0,355.68,39.52
2023-02-17,444.0,319.68,35.52
2023-02-18,385.0,277.2,30.8
2023-02-19,439.0,316.08,35.12
2023-02-20,123.0,88.56,9.84
2023-02-21,444.0,319.68,35.52
2023-02-22,526.0,378.71999999999997,42.08
2023-02-23,468.0,336.96,37.44
2023-02-24,419.0,301.68,33.52
2023-02-25,434.0,312.47999999999996,34.72
2023-02-26,402.0,289.44,32.160000000000004
2023-02-27,148.0,99.16000000000001,22.2
2023-02-28,365.0,244.55,54.75
2023-03-01,447.0,299.49,67.05
2023-03-02,287.0,192.29000000000002,43.05
2023-03-03,391.0,261.97,58.65
2023-03-04,421.0,282.07,63.15
2023-03-05,382.0,255.94000000000003,57.3
2023-03-06,125.0,83.75,18.75
2023-03-07,497.0,332.99,74.55
2023-03-08,524.0,351.08000000000004,78.6
2023-03-09,432.0,289.44,64.8
2023-03-10,427.0,286.09000000000003,64.05
2023-03-11,362.0,242.54000000000002,54.3
2023-03-12,429.0,287.43,64.35
2023-03-13,136.0,76.16000000000001,39.44
2023-03-14,444.0,248.64000000000001,128.76
2023-03-15,450.0,252.00000000000003,130.5
2023-03-16,448.0,250.88000000000002,129.92
2023-03-17,348.0,194.88000000000002,100.91999999999999
2023-03-18,378.0,211.68,109.61999999999999
2023-03-19,368.0,206.08,106.72
2023-03-20,198.0,110.88000000000001,57.419999999999995
2023-03-21,482.0,269.92,139.78
2023-03-22,526.0,294.56,152.54
2023-03-23,482.0,269.92,139.78
2023-03-24,458.0,256.48,132.82
2023-03-25,431.0,241.36,124.99
2023-03-26,410.0,229.60000000000002,118.89999999999999
2023-03-27,136.0,53.04,62.56
2023-03-28,513.0,200.07,235.98000000000002
2023-03-29,612.0,238.68,281.52000000000004
2023-03-30,516.0,201.24,237.36
2023-03-31,429.0,167.31,197.34
2023-04-01,451.0,175.89000000000001,207.46
2023-04-02,443.0,172.77,203.78
2023-04-03,171.0,66.69,78.66
2023-04-04,519.0,202.41,238.74
2023-04-05,563.0,219.57000000000002,258.98
2023-04-06,489.0,190.71,224.94
2023-04-07,445.0,173.55,204.70000000000002
2023-04-08,409.0,159.51000000000002,188.14000000000001
2023-04-09,378.0,147.42000000000002,173.88
2023-04-10,140.0,36.4,78.4
2023-04-11,418.0,108.68,234.08
2023-04-12,492.0,127.92,275.52000000000004
2023-04-13,389.0,101.14,217.84000000000003
2023-04-14,439.0,114.14,245.84000000000003
2023-04-15,350.0,91.0,196.00000000000003
2023-04-16,369.0,95.94,206.64000000000001
2023-04-17,130.0,33.800000000000004,72.80000000000001
2023-04-18,444.0,115.44,248.64000000000001
2023-04-19,537.0,139.62,300.72
2023-04-20,431.0,112.06,241.36
2023-04-21,460.0,119.60000000000001,257.6
2023-04-22,412.0,107.12,230.72000000000003
2023-04-23,412.0,107.12,230.72000000000003
2023-04-24,119.0,22.61,76.16
2023-04-25,391.0,74.29,250.24
2023-04-26,462.0,87.78,295.68
2023-04-27,418.0,79.42,267.52
2023-04-28,394.0,74.86,252.16
2023-04-29,463.0,87.97,296.32
2023-04-30,539.0,102.41,344.96
2023-05-01,142.0,26.98,90.88
2023-05-02,483.0,91.77,309.12
2023-05-03,589.0,111.91,376.96
2023-05-04,659.0,125.21000000000001,421.76
