stdDay,incDec,22D_variants,23A_variants
2022-12-19,1370.0,657.6,13.700000000000001
2022-12-20,2748.0,1319.04,27.48
2022-12-21,3901.0,1872.48,39.01
2022-12-22,3300.0,1584.0,33.0
2022-12-23,2832.0,1359.36,28.32
2022-12-24,2930.0,1406.3999999999999,29.3
2022-12-25,2576.0,1236.48,25.76
2022-12-26,1359.0,652.3199999999999,13.59
2022-12-27,2731.0,1310.8799999999999,27.310000000000002
2022-12-28,3882.0,1863.36,38.82
2022-12-29,3207.0,1539.36,32.07
2022-12-30,2864.0,1374.72,28.64
2022-12-31,3004.0,1441.9199999999998,30.04
2023-01-01,2787.0,1337.76,27.87
2023-01-02,1216.0,693.1199999999999,12.16
2023-01-03,2816.0,1605.12,28.16
2023-01-04,3716.0,2118.12,37.160000000000004
2023-01-05,2930.0,1670.1,29.3
2023-01-06,2619.0,1492.83,26.19
2023-01-07,2398.0,1366.86,23.98
2023-01-08,2285.0,1302.4499999999998,22.85
2023-01-09,914.0,520.9799999999999,9.14
2023-01-10,2284.0,1301.8799999999999,22.84
2023-01-11,2563.0,1460.9099999999999,25.63
2023-01-12,2007.0,1143.99,20.07
2023-01-13,1834.0,1045.3799999999999,18.34
2023-01-14,1687.0,961.5899999999999,16.87
2023-01-15,1721.0,980.9699999999999,17.21
2023-01-16,696.0,487.2,6.96
2023-01-17,1610.0,1127.0,16.1
2023-01-18,1759.0,1231.3,17.59
2023-01-19,1390.0,972.9999999999999,13.9
2023-01-20,1314.0,919.8,13.14
2023-01-21,1364.0,954.8,13.64
2023-01-22,1052.0,736.4,10.52
2023-01-23,515.0,360.5,5.15
2023-01-24,574.0,401.79999999999995,5.74
2023-01-25,946.0,662.1999999999999,9.46
2023-01-26,1505.0,1053.5,15.05
2023-01-27,1865.0,1305.5,18.650000000000002
2023-01-28,1345.0,941.4999999999999,13.450000000000001
2023-01-29,1146.0,802.1999999999999,11.46
2023-01-30,469.0,347.06,14.07
2023-01-31,875.0,647.5,26.25
2023-02-01,1231.0,910.9399999999999,36.93
2023-02-02,936.0,692.64,28.08
2023-02-03,828.0,612.72,24.84
2023-02-04,812.0,600.88,24.36
2023-02-05,881.0,651.9399999999999,26.43
2023-02-06,325.0,240.5,9.75
2023-02-07,786.0,581.64,23.58
2023-02-08,959.0,709.66,28.77
2023-02-09,816.0,603.84,24.48
2023-02-10,721.0,533.54,21.63
2023-02-11,726.0,537.24,21.779999999999998
2023-02-12,718.0,531.32,21.54
2023-02-13,292.0,210.23999999999998,23.36
2023-02-14,699.0,503.28,55.92
2023-02-15,924.0,665.28,73.92
2023-02-16,763.0,549.36,61.04
2023-02-17,682.0,491.03999999999996,54.56
2023-02-18,646.0,465.12,51.68
2023-02-19,627.0,451.44,50.160000000000004
2023-02-20,241.0,173.51999999999998,19.28
2023-02-21,534.0,384.47999999999996,42.72
2023-02-22,869.0,625.68,69.52
2023-02-23,666.0,479.52,53.28
2023-02-24,629.0,452.88,50.32
2023-02-25,636.0,457.91999999999996,50.88
2023-02-26,568.0,408.96,45.44
2023-02-27,227.0,152.09,34.05
2023-02-28,539.0,361.13,80.85
2023-03-01,755.0,505.85,113.25
2023-03-02,501.0,335.67,75.14999999999999
2023-03-03,494.0,330.98,74.1
2023-03-04,605.0,405.35,90.75
2023-03-05,482.0,322.94,72.3
2023-03-06,231.0,154.77,34.65
2023-03-07,510.0,341.70000000000005,76.5
2023-03-08,772.0,517.24,115.8
2023-03-09,592.0,396.64000000000004,88.8
2023-03-10,564.0,377.88,84.6
2023-03-11,515.0,345.05,77.25
2023-03-12,532.0,356.44,79.8
2023-03-13,240.0,134.4,69.6
2023-03-14,535.0,299.6,155.14999999999998
2023-03-15,638.0,357.28000000000003,185.01999999999998
2023-03-16,569.0,318.64000000000004,165.01
2023-03-17,480.0,268.8,139.2
2023-03-18,479.0,268.24,138.91
2023-03-19,419.0,234.64000000000001,121.50999999999999
2023-03-20,236.0,132.16000000000003,68.44
2023-03-21,511.0,286.16,148.19
2023-03-22,725.0,406.00000000000006,210.24999999999997
2023-03-23,517.0,289.52000000000004,149.92999999999998
2023-03-24,479.0,268.24,138.91
2023-03-25,503.0,281.68,145.86999999999998
2023-03-26,421.0,235.76000000000002,122.08999999999999
2023-03-27,193.0,75.27,88.78
2023-03-28,434.0,169.26000000000002,199.64000000000001
2023-03-29,589.0,229.71,270.94
2023-03-30,439.0,171.21,201.94
2023-03-31,412.0,160.68,189.52
2023-04-01,424.0,165.36,195.04000000000002
2023-04-02,363.0,141.57,166.98000000000002
2023-04-03,181.0,70.59,83.26
2023-04-04,422.0,164.58,194.12
2023-04-05,567.0,221.13,260.82
2023-04-06,439.0,171.21,201.94
2023-04-07,371.0,144.69,170.66
2023-04-08,343.0,133.77,157.78
2023-04-09,347.0,135.33,159.62
2023-04-10,159.0,41.34,89.04
2023-04-11,361.0,93.86,202.16000000000003
2023-04-12,483.0,125.58,270.48
2023-04-13,399.0,103.74000000000001,223.44000000000003
2023-04-14,366.0,95.16,204.96
2023-04-15,367.0,95.42,205.52
2023-04-16,327.0,85.02,183.12
2023-04-17,147.0,38.22,82.32000000000001
2023-04-18,337.0,87.62,188.72000000000003
2023-04-19,511.0,132.86,286.16
2023-04-20,471.0,122.46000000000001,263.76000000000005
2023-04-21,445.0,115.7,249.20000000000002
2023-04-22,448.0,116.48,250.88000000000002
2023-04-23,404.0,105.04,226.24
2023-04-24,198.0,37.62,126.72
2023-04-25,391.0,74.29,250.24
2023-04-26,592.0,112.48,378.88
2023-04-27,479.0,91.01,306.56
2023-04-28,452.0,85.88,289.28000000000003
2023-04-29,433.0,82.27,277.12
2023-04-30,444.0,84.36,284.16
2023-05-01,156.0,29.64,99.84
2023-05-02,388.0,73.72,248.32
2023-05-03,597.0,113.43,382.08
2023-05-04,667.0,126.73,426.88
