stdDay,incDec,22D_variants,23A_variants
2022-12-19,973.0,467.03999999999996,9.73
2022-12-20,3625.0,1740.0,36.25
2022-12-21,3616.0,1735.6799999999998,36.160000000000004
2022-12-22,3197.0,1534.56,31.970000000000002
2022-12-23,2657.0,1275.36,26.57
2022-12-24,2828.0,1357.44,28.28
2022-12-25,2486.0,1193.28,24.86
2022-12-26,845.0,405.59999999999997,8.45
2022-12-27,3464.0,1662.72,34.64
2022-12-28,3522.0,1690.56,35.22
2022-12-29,2648.0,1271.04,26.48
2022-12-30,2703.0,1297.44,27.03
2022-12-31,2611.0,1253.28,26.11
2023-01-01,2477.0,1188.96,24.77
2023-01-02,594.0,338.58,5.94
2023-01-03,3063.0,1745.9099999999999,30.63
2023-01-04,3150.0,1795.4999999999998,31.5
2023-01-05,2714.0,1546.9799999999998,27.14
2023-01-06,2148.0,1224.36,21.48
2023-01-07,2007.0,1143.99,20.07
2023-01-08,2014.0,1147.9799999999998,20.14
2023-01-09,563.0,320.90999999999997,5.63
2023-01-10,2398.0,1366.86,23.98
2023-01-11,2377.0,1354.8899999999999,23.77
2023-01-12,1893.0,1079.01,18.93
2023-01-13,1724.0,982.68,17.240000000000002
2023-01-14,1536.0,875.52,15.36
2023-01-15,1522.0,867.54,15.22
2023-01-16,592.0,414.4,5.92
2023-01-17,1676.0,1173.1999999999998,16.76
2023-01-18,1740.0,1218.0,17.400000000000002
2023-01-19,1355.0,948.4999999999999,13.55
2023-01-20,1268.0,887.5999999999999,12.68
2023-01-21,1301.0,910.6999999999999,13.01
2023-01-22,1028.0,719.5999999999999,10.28
2023-01-23,342.0,239.39999999999998,3.42
2023-01-24,520.0,364.0,5.2
2023-01-25,1089.0,762.3,10.89
2023-01-26,1416.0,991.1999999999999,14.16
2023-01-27,1599.0,1119.3,15.99
2023-01-28,1180.0,826.0,11.8
2023-01-29,1132.0,792.4,11.32
2023-01-30,322.0,238.28,9.66
2023-01-31,927.0,685.98,27.81
2023-02-01,1080.0,799.2,32.4
2023-02-02,916.0,677.84,27.48
2023-02-03,856.0,633.4399999999999,25.68
2023-02-04,789.0,583.86,23.669999999999998
2023-02-05,862.0,637.88,25.86
2023-02-06,294.0,217.56,8.82
2023-02-07,851.0,629.74,25.529999999999998
2023-02-08,989.0,731.86,29.669999999999998
2023-02-09,820.0,606.8,24.599999999999998
2023-02-10,771.0,570.54,23.13
2023-02-11,745.0,551.3,22.349999999999998
2023-02-12,595.0,440.3,17.849999999999998
2023-02-13,390.0,280.8,31.2
2023-02-14,785.0,565.1999999999999,62.800000000000004
2023-02-15,845.0,608.4,67.6
2023-02-16,683.0,491.76,54.64
2023-02-17,598.0,430.56,47.84
2023-02-18,539.0,388.08,43.12
2023-02-19,565.0,406.8,45.2
2023-02-20,226.0,162.72,18.080000000000002
2023-02-21,565.0,406.8,45.2
2023-02-22,602.0,433.44,48.160000000000004
2023-02-23,509.0,366.47999999999996,40.72
2023-02-24,557.0,401.03999999999996,44.56
2023-02-25,504.0,362.88,40.32
2023-02-26,355.0,255.6,28.400000000000002
2023-02-27,241.0,161.47,36.15
2023-02-28,507.0,339.69,76.05
2023-03-01,541.0,362.47,81.14999999999999
2023-03-02,339.0,227.13000000000002,50.85
2023-03-03,434.0,290.78000000000003,65.1
2023-03-04,503.0,337.01000000000005,75.45
2023-03-05,513.0,343.71000000000004,76.95
2023-03-06,0.0,0.0,0.0
2023-03-07,641.0,429.47,96.14999999999999
2023-03-08,564.0,377.88,84.6
2023-03-09,469.0,314.23,70.35
2023-03-10,409.0,274.03000000000003,61.349999999999994
2023-03-11,415.0,278.05,62.25
2023-03-12,359.0,240.53,53.85
2023-03-13,214.0,119.84000000000002,62.059999999999995
2023-03-14,517.0,289.52000000000004,149.92999999999998
2023-03-15,427.0,239.12000000000003,123.83
2023-03-16,386.0,216.16000000000003,111.94
2023-03-17,395.0,221.20000000000002,114.55
2023-03-18,378.0,211.68,109.61999999999999
2023-03-19,429.0,240.24,124.41
2023-03-20,112.0,62.720000000000006,32.48
2023-03-21,535.0,299.6,155.14999999999998
2023-03-22,500.0,280.0,145.0
2023-03-23,399.0,223.44000000000003,115.71
2023-03-24,400.0,224.00000000000003,115.99999999999999
2023-03-25,352.0,197.12,102.08
2023-03-26,367.0,205.52,106.42999999999999
2023-03-27,115.0,44.85,52.900000000000006
2023-03-28,445.0,173.55,204.70000000000002
2023-03-29,416.0,162.24,191.36
2023-03-30,371.0,144.69,170.66
2023-03-31,370.0,144.3,170.20000000000002
2023-04-01,372.0,145.08,171.12
2023-04-02,364.0,141.96,167.44
2023-04-03,144.0,56.160000000000004,66.24000000000001
2023-04-04,411.0,160.29,189.06
2023-04-05,496.0,193.44,228.16
2023-04-06,373.0,145.47,171.58
2023-04-07,337.0,131.43,155.02
2023-04-08,313.0,122.07000000000001,143.98000000000002
2023-04-09,322.0,125.58,148.12
2023-04-10,90.0,23.400000000000002,50.400000000000006
2023-04-11,377.0,98.02000000000001,211.12000000000003
2023-04-12,403.0,104.78,225.68000000000004
2023-04-13,340.0,88.4,190.4
2023-04-14,328.0,85.28,183.68
2023-04-15,351.0,91.26,196.56000000000003
2023-04-16,288.0,74.88,161.28000000000003
2023-04-17,99.0,25.740000000000002,55.440000000000005
2023-04-18,435.0,113.10000000000001,243.60000000000002
2023-04-19,513.0,133.38,287.28000000000003
2023-04-20,399.0,103.74000000000001,223.44000000000003
2023-04-21,442.0,114.92,247.52
2023-04-22,494.0,128.44,276.64000000000004
2023-04-23,334.0,86.84,187.04000000000002
2023-04-24,168.0,31.92,107.52
2023-04-25,429.0,81.51,274.56
2023-04-26,429.0,81.51,274.56
2023-04-27,396.0,75.24,253.44
2023-04-28,379.0,72.01,242.56
2023-04-29,452.0,85.88,289.28000000000003
2023-04-30,396.0,75.24,253.44
2023-05-01,122.0,23.18,78.08
2023-05-02,480.0,91.2,307.2
2023-05-03,464.0,88.16,296.96
2023-05-04,586.0,111.34,375.04
