stdDay,incDec,22D_variants,23A_variants
2023-02-25,2401,1728.72,192.08
2023-02-26,2359,1698.48,188.72
2023-02-27,1068,715.5600000000001,160.2
2023-02-28,2842,1904.14,426.3
2023-03-01,3200,2144.0,480.0
2023-03-02,2059,1379.53,308.84999999999997
2023-03-03,2715,1819.0500000000002,407.25
2023-03-04,3060,2050.2000000000003,459.0
2023-03-05,2607,1746.69,391.05
2023-03-06,1299,870.33,194.85
2023-03-07,3433,2300.11,514.9499999999999
2023-03-08,3472,2326.2400000000002,520.8
2023-03-09,2893,1938.3100000000002,433.95
2023-03-10,2729,1828.43,409.34999999999997
2023-03-11,2755,1845.8500000000001,413.25
2023-03-12,2422,1622.74,363.3
2023-03-13,1285,719.6,372.65
2023-03-14,3308,1852.4800000000002,959.3199999999999
2023-03-15,3353,1877.6800000000003,972.3699999999999
2023-03-16,2776,1554.5600000000002,805.04
2023-03-17,2491,1394.96,722.39
2023-03-18,2594,1452.64,752.26
2023-03-19,2454,1374.2400000000002,711.66
2023-03-20,1206,675.36,349.73999999999995
2023-03-21,3478,1947.6800000000003,1008.6199999999999
2023-03-22,3845,2153.2000000000003,1115.05
2023-03-23,3316,1856.9600000000003,961.64
2023-03-24,3045,1705.2000000000003,883.05
2023-03-25,3000,1680.0000000000002,869.9999999999999
2023-03-26,2672,1496.3200000000002,774.88
2023-03-27,1323,515.97,608.58
2023-03-28,3591,1400.49,1651.8600000000001
2023-03-29,3803,1483.17,1749.38
2023-03-30,3083,1202.3700000000001,1418.18
2023-03-31,2966,1156.74,1364.3600000000001
2023-04-01,2779,1083.81,1278.3400000000001
2023-04-02,2742,1069.38,1261.3200000000002
2023-04-03,1385,540.15,637.1
2023-04-04,3938,1535.8200000000002,1811.48
2023-04-05,4155,1620.45,1911.3000000000002
2023-04-06,3585,1398.15,1649.1000000000001
2023-04-07,3063,1194.57,1408.98
2023-04-08,2871,1119.69,1320.66
2023-04-09,2811,1096.29,1293.06
2023-04-10,1277,332.02000000000004,715.1200000000001
2023-04-11,3717,966.4200000000001,2081.52
2023-04-12,4131,1074.06,2313.36
2023-04-13,3402,884.52,1905.1200000000001
2023-04-14,3481,905.0600000000001,1949.3600000000001
2023-04-15,3421,889.46,1915.7600000000002
2023-04-16,2977,774.02,1667.1200000000001
2023-04-17,1744,453.44,976.6400000000001
2023-04-18,4615,1199.9,2584.4
2023-04-19,4873,1266.98,2728.88
2023-04-20,4164,1082.64,2331.84
2023-04-21,3888,1010.88,2177.28
2023-04-22,3874,1007.24,2169.44
2023-04-23,3391,881.6600000000001,1898.9600000000003
2023-04-24,1598,303.62,1022.72
2023-04-25,4388,833.72,2808.32
2023-04-26,4802,912.38,3073.28
2023-04-27,4171,792.49,2669.44
2023-04-28,3908,742.52,2501.12
2023-04-29,4185,795.15,2678.4
2023-04-30,3754,713.26,2402.56
2023-05-01,1953,371.07,1249.92
2023-05-02,4790,910.1,3065.6
2023-05-03,6025,1144.75,3856.0
2023-05-04,5890,1119.1,3769.6
