stdDay,incDec,22D_variants,23A_variants
2022-12-19,801.0,384.47999999999996,8.01
2022-12-20,2644.0,1269.12,26.44
2022-12-21,2365.0,1135.2,23.650000000000002
2022-12-22,2179.0,1045.92,21.79
2022-12-23,1984.0,952.3199999999999,19.84
2022-12-24,1822.0,874.56,18.22
2022-12-25,1704.0,817.92,17.04
2022-12-26,765.0,367.2,7.65
2022-12-27,2563.0,1230.24,25.63
2022-12-28,2348.0,1127.04,23.48
2022-12-29,1993.0,956.64,19.93
2022-12-30,1810.0,868.8,18.1
2022-12-31,1740.0,835.1999999999999,17.400000000000002
2023-01-01,1655.0,794.4,16.55
2023-01-02,739.0,421.22999999999996,7.390000000000001
2023-01-03,2364.0,1347.4799999999998,23.64
2023-01-04,2191.0,1248.87,21.91
2023-01-05,1726.0,983.8199999999999,17.26
2023-01-06,1653.0,942.2099999999999,16.53
2023-01-07,1505.0,857.8499999999999,15.05
2023-01-08,1272.0,725.04,12.72
2023-01-09,625.0,356.24999999999994,6.25
2023-01-10,1777.0,1012.8899999999999,17.77
2023-01-11,1494.0,851.5799999999999,14.94
2023-01-12,1271.0,724.4699999999999,12.71
2023-01-13,1138.0,648.66,11.38
2023-01-14,1037.0,591.0899999999999,10.370000000000001
2023-01-15,915.0,521.55,9.15
2023-01-16,430.0,301.0,4.3
2023-01-17,1173.0,821.0999999999999,11.73
2023-01-18,1020.0,714.0,10.200000000000001
2023-01-19,886.0,620.1999999999999,8.86
2023-01-20,763.0,534.1,7.63
2023-01-21,798.0,558.5999999999999,7.98
2023-01-22,467.0,326.9,4.67
2023-01-23,335.0,234.49999999999997,3.35
2023-01-24,403.0,282.09999999999997,4.03
2023-01-25,618.0,432.59999999999997,6.18
2023-01-26,1019.0,713.3,10.19
2023-01-27,892.0,624.4,8.92
2023-01-28,612.0,428.4,6.12
2023-01-29,500.0,350.0,5.0
2023-01-30,201.0,148.74,6.029999999999999
2023-01-31,549.0,406.26,16.47
2023-02-01,571.0,422.54,17.13
2023-02-02,444.0,328.56,13.32
2023-02-03,413.0,305.62,12.389999999999999
2023-02-04,371.0,274.54,11.129999999999999
2023-02-05,353.0,261.21999999999997,10.59
2023-02-06,151.0,111.74,4.53
2023-02-07,431.0,318.94,12.93
2023-02-08,480.0,355.2,14.399999999999999
2023-02-09,332.0,245.68,9.959999999999999
2023-02-10,340.0,251.6,10.2
2023-02-11,317.0,234.57999999999998,9.51
2023-02-12,253.0,187.22,7.59
2023-02-13,129.0,92.88,10.32
2023-02-14,385.0,277.2,30.8
2023-02-15,351.0,252.72,28.080000000000002
2023-02-16,290.0,208.79999999999998,23.2
2023-02-17,265.0,190.79999999999998,21.2
2023-02-18,280.0,201.6,22.400000000000002
2023-02-19,235.0,169.2,18.8
2023-02-20,143.0,102.96,11.44
2023-02-21,316.0,227.51999999999998,25.28
2023-02-22,265.0,190.79999999999998,21.2
2023-02-23,241.0,173.51999999999998,19.28
