stdDay,incDec,22D_variants,23A_variants
2022-12-19,565.0,271.2,5.65
2022-12-20,1718.0,824.64,17.18
2022-12-21,2057.0,987.36,20.57
2022-12-22,1750.0,840.0,17.5
2022-12-23,1547.0,742.56,15.47
2022-12-24,1667.0,800.16,16.67
2022-12-25,1477.0,708.9599999999999,14.77
2022-12-26,616.0,295.68,6.16
2022-12-27,1763.0,846.24,17.63
2022-12-28,2262.0,1085.76,22.62
2022-12-29,1798.0,863.04,17.98
2022-12-30,1497.0,718.56,14.97
2022-12-31,1602.0,768.9599999999999,16.02
2023-01-01,1433.0,687.8399999999999,14.33
2023-01-02,597.0,340.28999999999996,5.97
2023-01-03,1615.0,920.55,16.15
2023-01-04,2182.0,1243.7399999999998,21.82
2023-01-05,1629.0,928.53,16.29
2023-01-06,1448.0,825.3599999999999,14.48
2023-01-07,1419.0,808.8299999999999,14.19
2023-01-08,1343.0,765.51,13.43
2023-01-09,388.0,221.15999999999997,3.88
2023-01-10,1327.0,756.39,13.27
2023-01-11,1414.0,805.9799999999999,14.14
2023-01-12,1137.0,648.0899999999999,11.370000000000001
2023-01-13,937.0,534.0899999999999,9.370000000000001
2023-01-14,933.0,531.81,9.33
2023-01-15,913.0,520.41,9.13
2023-01-16,287.0,200.89999999999998,2.87
2023-01-17,916.0,641.1999999999999,9.16
2023-01-18,916.0,641.1999999999999,9.16
2023-01-19,666.0,466.2,6.66
2023-01-20,642.0,449.4,6.42
2023-01-21,689.0,482.29999999999995,6.890000000000001
2023-01-22,459.0,321.29999999999995,4.59
2023-01-23,210.0,147.0,2.1
2023-01-24,289.0,202.29999999999998,2.89
2023-01-25,494.0,345.79999999999995,4.94
2023-01-26,820.0,574.0,8.2
2023-01-27,834.0,583.8,8.34
2023-01-28,691.0,483.7,6.91
2023-01-29,565.0,395.5,5.65
2023-01-30,195.0,144.3,5.85
2023-01-31,531.0,392.94,15.93
2023-02-01,533.0,394.42,15.99
2023-02-02,443.0,327.82,13.29
2023-02-03,397.0,293.78,11.91
2023-02-04,416.0,307.84,12.48
2023-02-05,408.0,301.92,12.24
2023-02-06,111.0,82.14,3.33
2023-02-07,459.0,339.65999999999997,13.77
2023-02-08,473.0,350.02,14.19
2023-02-09,436.0,322.64,13.08
2023-02-10,360.0,266.4,10.799999999999999
2023-02-11,320.0,236.8,9.6
2023-02-12,333.0,246.42,9.99
2023-02-13,136.0,97.92,10.88
2023-02-14,341.0,245.51999999999998,27.28
2023-02-15,388.0,279.36,31.04
2023-02-16,328.0,236.16,26.240000000000002
2023-02-17,262.0,188.64,20.96
2023-02-18,263.0,189.35999999999999,21.04
2023-02-19,272.0,195.84,21.76
2023-02-20,69.0,49.68,5.5200000000000005
2023-02-21,238.0,171.35999999999999,19.04
2023-02-22,289.0,208.07999999999998,23.12
2023-02-23,210.0,151.2,16.8
2023-02-24,207.0,149.04,16.56
2023-02-25,236.0,169.92,18.88
2023-02-26,175.0,126.0,14.0
2023-02-27,78.0,52.260000000000005,11.7
2023-02-28,201.0,134.67000000000002,30.15
2023-03-01,268.0,179.56,40.199999999999996
2023-03-02,165.0,110.55000000000001,24.75
2023-03-03,172.0,115.24000000000001,25.8
2023-03-04,198.0,132.66,29.7
2023-03-05,198.0,132.66,29.7
