stdDay,incDec,22D_variants,23A_variants
2022-12-19,1105.0,530.4,11.05
2022-12-20,3420.0,1641.6,34.2
2022-12-21,3801.0,1824.48,38.01
2022-12-22,3143.0,1508.6399999999999,31.43
2022-12-23,2653.0,1273.44,26.53
2022-12-24,2583.0,1239.84,25.830000000000002
2022-12-25,2337.0,1121.76,23.37
2022-12-26,1003.0,481.44,10.03
2022-12-27,3497.0,1678.56,34.97
2022-12-28,3632.0,1743.36,36.32
2022-12-29,2896.0,1390.08,28.96
2022-12-30,2772.0,1330.56,27.72
2022-12-31,2682.0,1287.36,26.82
2023-01-01,2427.0,1164.96,24.27
2023-01-02,968.0,551.76,9.68
2023-01-03,3312.0,1887.84,33.12
2023-01-04,3348.0,1908.36,33.480000000000004
2023-01-05,2746.0,1565.2199999999998,27.46
2023-01-06,2602.0,1483.1399999999999,26.02
2023-01-07,2332.0,1329.2399999999998,23.32
2023-01-08,2097.0,1195.29,20.97
2023-01-09,876.0,499.31999999999994,8.76
2023-01-10,2717.0,1548.6899999999998,27.17
2023-01-11,2243.0,1278.51,22.43
2023-01-12,1913.0,1090.4099999999999,19.13
2023-01-13,1686.0,961.0199999999999,16.86
2023-01-14,1553.0,885.2099999999999,15.530000000000001
2023-01-15,1382.0,787.7399999999999,13.82
2023-01-16,599.0,419.29999999999995,5.99
2023-01-17,1617.0,1131.8999999999999,16.17
2023-01-18,1447.0,1012.9,14.47
2023-01-19,1237.0,865.9,12.370000000000001
2023-01-20,1181.0,826.6999999999999,11.81
2023-01-21,1157.0,809.9,11.57
2023-01-22,798.0,558.5999999999999,7.98
2023-01-23,276.0,193.2,2.7600000000000002
2023-01-24,548.0,383.59999999999997,5.48
2023-01-25,892.0,624.4,8.92
2023-01-26,1447.0,1012.9,14.47
2023-01-27,1344.0,940.8,13.44
2023-01-28,984.0,688.8,9.84
2023-01-29,731.0,511.7,7.3100000000000005
2023-01-30,293.0,216.82,8.79
2023-01-31,843.0,623.8199999999999,25.29
2023-02-01,754.0,557.96,22.619999999999997
2023-02-02,708.0,523.92,21.24
2023-02-03,515.0,381.1,15.45
2023-02-04,610.0,451.4,18.3
2023-02-05,558.0,412.92,16.74
2023-02-06,243.0,179.82,7.29
2023-02-07,645.0,477.3,19.349999999999998
2023-02-08,742.0,549.08,22.259999999999998
2023-02-09,544.0,402.56,16.32
2023-02-10,558.0,412.92,16.74
2023-02-11,482.0,356.68,14.459999999999999
2023-02-12,500.0,370.0,15.0
2023-02-13,210.0,151.2,16.8
2023-02-14,520.0,374.4,41.6
2023-02-15,605.0,435.59999999999997,48.4
2023-02-16,539.0,388.08,43.12
2023-02-17,425.0,306.0,34.0
2023-02-18,408.0,293.76,32.64
2023-02-19,443.0,318.96,35.44
2023-02-20,146.0,105.11999999999999,11.68
2023-02-21,417.0,300.24,33.36
2023-02-22,551.0,396.71999999999997,44.08
2023-02-23,430.0,309.59999999999997,34.4
2023-02-24,399.0,287.28,31.92
2023-02-25,396.0,285.12,31.68
2023-02-26,377.0,271.44,30.16
2023-02-27,157.0,105.19000000000001,23.55
2023-02-28,405.0,271.35,60.75
2023-03-01,512.0,343.04,76.8
2023-03-02,372.0,249.24,55.8
2023-03-03,389.0,260.63,58.349999999999994
2023-03-04,431.0,288.77000000000004,64.64999999999999
2023-03-05,386.0,258.62,57.9
2023-03-06,183.0,122.61000000000001,27.45
2023-03-07,487.0,326.29,73.05
2023-03-08,520.0,348.40000000000003,78.0
2023-03-09,480.0,321.6,72.0
2023-03-10,412.0,276.04,61.8
2023-03-11,413.0,276.71000000000004,61.949999999999996
2023-03-12,381.0,255.27,57.15
2023-03-13,145.0,81.2,42.05
2023-03-14,456.0,255.36,132.23999999999998
2023-03-15,434.0,243.04000000000002,125.85999999999999
2023-03-16,398.0,222.88000000000002,115.41999999999999
2023-03-17,355.0,198.8,102.94999999999999
2023-03-18,303.0,169.68,87.86999999999999
2023-03-19,348.0,194.88000000000002,100.91999999999999
2023-03-20,0.0,0.0,0.0
2023-03-21,623.0,348.88000000000005,180.67
2023-03-22,479.0,268.24,138.91
2023-03-23,480.0,268.8,139.2
2023-03-24,388.0,217.28000000000003,112.52
2023-03-25,398.0,222.88000000000002,115.41999999999999
2023-03-26,322.0,180.32000000000002,93.38
2023-03-27,140.0,54.6,64.4
2023-03-28,463.0,180.57,212.98000000000002
2023-03-29,545.0,212.55,250.70000000000002
2023-03-30,476.0,185.64000000000001,218.96
2023-03-31,435.0,169.65,200.10000000000002
2023-04-01,398.0,155.22,183.08
2023-04-02,396.0,154.44,182.16
2023-04-03,154.0,60.06,70.84
2023-04-04,544.0,212.16,250.24
2023-04-05,596.0,232.44,274.16
2023-04-06,536.0,209.04000000000002,246.56
2023-04-07,485.0,189.15,223.10000000000002
2023-04-08,460.0,179.4,211.60000000000002
2023-04-09,413.0,161.07,189.98000000000002
2023-04-10,149.0,38.74,83.44000000000001
2023-04-11,467.0,121.42,261.52000000000004
2023-04-12,597.0,155.22,334.32000000000005
2023-04-13,565.0,146.9,316.40000000000003
2023-04-14,512.0,133.12,286.72
2023-04-15,466.0,121.16000000000001,260.96000000000004
2023-04-16,448.0,116.48,250.88000000000002
2023-04-17,215.0,55.9,120.4
2023-04-18,550.0,143.0,308.00000000000006
2023-04-19,743.0,193.18,416.08000000000004
2023-04-20,588.0,152.88,329.28000000000003
2023-04-21,563.0,146.38,315.28000000000003
2023-04-22,509.0,132.34,285.04
2023-04-23,527.0,137.02,295.12
2023-04-24,233.0,44.27,149.12
2023-04-25,566.0,107.54,362.24
2023-04-26,632.0,120.08,404.48
2023-04-27,528.0,100.32000000000001,337.92
2023-04-28,559.0,106.21000000000001,357.76
2023-04-29,532.0,101.08,340.48
2023-04-30,522.0,99.18,334.08
2023-05-01,217.0,41.230000000000004,138.88
2023-05-02,636.0,120.84,407.04
2023-05-03,818.0,155.42000000000002,523.52
2023-05-04,783.0,148.77,501.12
