stdDay,incDec,22D_variants,23A_variants
2022-12-19,921.0,442.08,9.21
2022-12-20,1924.0,923.52,19.240000000000002
2022-12-21,2487.0,1193.76,24.87
2022-12-22,1947.0,934.56,19.47
2022-12-23,1715.0,823.1999999999999,17.150000000000002
2022-12-24,1710.0,820.8,17.1
2022-12-25,1262.0,605.76,12.620000000000001
2022-12-26,878.0,421.44,8.78
2022-12-27,1937.0,929.76,19.37
2022-12-28,2280.0,1094.3999999999999,22.8
2022-12-29,1871.0,898.0799999999999,18.71
2022-12-30,1673.0,803.04,16.73
2022-12-31,1629.0,781.92,16.29
2023-01-01,1400.0,672.0,14.0
2023-01-02,705.0,401.84999999999997,7.05
2023-01-03,1719.0,979.8299999999999,17.19
2023-01-04,2103.0,1198.7099999999998,21.03
2023-01-05,1639.0,934.2299999999999,16.39
2023-01-06,1497.0,853.29,14.97
2023-01-07,1356.0,772.92,13.56
2023-01-08,1226.0,698.8199999999999,12.26
2023-01-09,608.0,346.55999999999995,6.08
2023-01-10,1389.0,791.7299999999999,13.89
2023-01-11,1609.0,917.1299999999999,16.09
2023-01-12,1207.0,687.9899999999999,12.07
2023-01-13,1140.0,649.8,11.4
2023-01-14,974.0,555.18,9.74
2023-01-15,834.0,475.37999999999994,8.34
2023-01-16,509.0,356.29999999999995,5.09
2023-01-17,913.0,639.0999999999999,9.13
2023-01-18,1009.0,706.3,10.09
2023-01-19,828.0,579.5999999999999,8.28
2023-01-20,730.0,510.99999999999994,7.3
2023-01-21,680.0,475.99999999999994,6.8
2023-01-22,451.0,315.7,4.51
2023-01-23,303.0,212.1,3.0300000000000002
2023-01-24,321.0,224.7,3.21
2023-01-25,439.0,307.29999999999995,4.39
2023-01-26,779.0,545.3,7.79
2023-01-27,821.0,574.6999999999999,8.21
2023-01-28,633.0,443.09999999999997,6.33
2023-01-29,439.0,307.29999999999995,4.39
2023-01-30,243.0,179.82,7.29
2023-01-31,490.0,362.6,14.7
2023-02-01,610.0,451.4,18.3
2023-02-02,432.0,319.68,12.959999999999999
2023-02-03,419.0,310.06,12.57
2023-02-04,427.0,315.98,12.809999999999999
2023-02-05,333.0,246.42,9.99
2023-02-06,222.0,164.28,6.66
2023-02-07,428.0,316.71999999999997,12.84
2023-02-08,551.0,407.74,16.53
2023-02-09,411.0,304.14,12.33
2023-02-10,337.0,249.38,10.11
2023-02-11,361.0,267.14,10.83
2023-02-12,327.0,241.98,9.81
2023-02-13,169.0,121.67999999999999,13.52
2023-02-14,289.0,208.07999999999998,23.12
2023-02-15,451.0,324.71999999999997,36.08
2023-02-16,288.0,207.35999999999999,23.04
2023-02-17,269.0,193.68,21.52
2023-02-18,260.0,187.2,20.8
2023-02-19,236.0,169.92,18.88
2023-02-20,128.0,92.16,10.24
2023-02-21,248.0,178.56,19.84
2023-02-22,282.0,203.04,22.56
2023-02-23,228.0,164.16,18.240000000000002
2023-02-24,244.0,175.68,19.52
2023-02-25,211.0,151.92,16.88
2023-02-26,165.0,118.8,13.200000000000001
2023-02-27,133.0,89.11,19.95
2023-02-28,227.0,152.09,34.05
2023-03-01,282.0,188.94,42.3
2023-03-02,175.0,117.25,26.25
2023-03-03,217.0,145.39000000000001,32.55
2023-03-04,286.0,191.62,42.9
2023-03-05,181.0,121.27000000000001,27.15
2023-03-06,119.0,79.73,17.849999999999998
2023-03-07,280.0,187.60000000000002,42.0
2023-03-08,314.0,210.38000000000002,47.1
2023-03-09,273.0,182.91000000000003,40.949999999999996
2023-03-10,283.0,189.61,42.449999999999996
2023-03-11,268.0,179.56,40.199999999999996
2023-03-12,241.0,161.47,36.15
2023-03-13,132.0,73.92,38.279999999999994
2023-03-14,297.0,166.32000000000002,86.13
2023-03-15,388.0,217.28000000000003,112.52
2023-03-16,293.0,164.08,84.97
2023-03-17,226.0,126.56000000000002,65.53999999999999
2023-03-18,249.0,139.44000000000003,72.21
2023-03-19,198.0,110.88000000000001,57.419999999999995
2023-03-20,122.0,68.32000000000001,35.379999999999995
2023-03-21,241.0,134.96,69.89
2023-03-22,374.0,209.44000000000003,108.46
2023-03-23,269.0,150.64000000000001,78.00999999999999
2023-03-24,259.0,145.04000000000002,75.11
2023-03-25,256.0,143.36,74.24
2023-03-26,183.0,102.48,53.06999999999999
2023-03-27,127.0,49.53,58.42
2023-03-28,238.0,92.82000000000001,109.48
2023-03-29,346.0,134.94,159.16
2023-03-30,246.0,95.94,113.16000000000001
2023-03-31,262.0,102.18,120.52000000000001
2023-04-01,210.0,81.9,96.60000000000001
2023-04-02,198.0,77.22,91.08
2023-04-03,133.0,51.870000000000005,61.18
2023-04-04,266.0,103.74000000000001,122.36
2023-04-05,381.0,148.59,175.26000000000002
2023-04-06,276.0,107.64,126.96000000000001
2023-04-07,276.0,107.64,126.96000000000001
2023-04-08,264.0,102.96000000000001,121.44000000000001
2023-04-09,223.0,86.97,102.58
2023-04-10,147.0,38.22,82.32000000000001
2023-04-11,317.0,82.42,177.52
2023-04-12,414.0,107.64,231.84000000000003
2023-04-13,296.0,76.96000000000001,165.76000000000002
2023-04-14,288.0,74.88,161.28000000000003
2023-04-15,276.0,71.76,154.56
2023-04-16,195.0,50.7,109.20000000000002
2023-04-17,185.0,48.1,103.60000000000001
2023-04-18,370.0,96.2,207.20000000000002
2023-04-19,417.0,108.42,233.52
2023-04-20,420.0,109.2,235.20000000000002
2023-04-21,470.0,122.2,263.20000000000005
2023-04-22,422.0,109.72,236.32000000000002
2023-04-23,289.0,75.14,161.84
2023-04-24,203.0,38.57,129.92000000000002
2023-04-25,327.0,62.13,209.28
2023-04-26,443.0,84.17,283.52
2023-04-27,400.0,76.0,256.0
2023-04-28,362.0,68.78,231.68
2023-04-29,317.0,60.230000000000004,202.88
2023-04-30,262.0,49.78,167.68
2023-05-01,197.0,37.43,126.08
2023-05-02,349.0,66.31,223.36
2023-05-03,457.0,86.83,292.48
2023-05-04,549.0,104.31,351.36
