stdDay,incDec,22D_variants,23A_variants
2023-03-07,2748.0,1841.16,412.2
2023-03-08,2447.0,1639.49,367.05
2023-03-09,2131.0,1427.77,319.65
2023-03-10,2170.0,1453.9,325.5
2023-03-11,1932.0,1294.44,289.8
2023-03-12,1829.0,1225.43,274.34999999999997
2023-03-13,690.0,386.40000000000003,200.1
2023-03-14,2398.0,1342.88,695.42
2023-03-15,2312.0,1294.72,670.4799999999999
2023-03-16,1979.0,1108.24,573.91
2023-03-17,1988.0,1113.2800000000002,576.52
2023-03-18,1890.0,1058.4,548.0999999999999
2023-03-19,1870.0,1047.2,542.3
2023-03-20,689.0,385.84000000000003,199.80999999999997
2023-03-21,2842.0,1591.5200000000002,824.18
2023-03-22,2723.0,1524.88,789.67
2023-03-23,2467.0,1381.5200000000002,715.43
2023-03-24,2193.0,1228.0800000000002,635.9699999999999
2023-03-25,2213.0,1239.2800000000002,641.77
2023-03-26,2207.0,1235.92,640.03
2023-03-27,773.0,301.47,355.58000000000004
2023-03-28,3116.0,1215.24,1433.3600000000001
2023-03-29,2971.0,1158.69,1366.66
2023-03-30,2735.0,1066.65,1258.1000000000001
2023-03-31,2482.0,967.98,1141.72
2023-04-01,2108.0,822.12,969.6800000000001
2023-04-02,2401.0,936.39,1104.46
2023-04-03,842.0,328.38,387.32
2023-04-04,3588.0,1399.32,1650.48
2023-04-05,3353.0,1307.67,1542.38
2023-04-06,2887.0,1125.93,1328.02
2023-04-07,2667.0,1040.13,1226.8200000000002
2023-04-08,2451.0,955.89,1127.46
2023-04-09,2285.0,891.15,1051.1000000000001
2023-04-10,828.0,215.28,463.68000000000006
2023-04-11,3488.0,906.88,1953.2800000000002
2023-04-12,3498.0,909.48,1958.88
2023-04-13,2817.0,732.4200000000001,1577.5200000000002
2023-04-14,3011.0,782.86,1686.16
2023-04-15,2767.0,719.4200000000001,1549.5200000000002
2023-04-16,2604.0,677.0400000000001,1458.2400000000002
2023-04-17,1057.0,274.82,591.9200000000001
2023-04-18,4373.0,1136.98,2448.88
2023-04-19,4253.0,1105.78,2381.6800000000003
2023-04-20,3684.0,957.84,2063.0400000000004
2023-04-21,3482.0,905.32,1949.92
2023-04-22,3286.0,854.36,1840.16
2023-04-23,2963.0,770.38,1659.2800000000002
2023-04-24,1021.0,193.99,653.44
2023-04-25,4147.0,787.9300000000001,2654.08
2023-04-26,4217.0,801.23,2698.88
2023-04-27,3724.0,707.5600000000001,2383.36
2023-04-28,3596.0,683.24,2301.44
2023-04-29,3503.0,665.57,2241.92
2023-04-30,3342.0,634.98,2138.88
2023-05-01,1112.0,211.28,711.6800000000001
2023-05-02,3963.0,752.97,2536.32
2023-05-03,5137.0,976.03,3287.6800000000003
2023-05-04,4927.0,936.13,3153.28
