stdDay,incDec,22D_variants,23A_variants
2022-12-19,1550.0,744.0,15.5
2022-12-20,5622.0,2698.56,56.22
2022-12-21,5297.0,2542.56,52.97
2022-12-22,4212.0,2021.76,42.12
2022-12-23,4318.0,2072.64,43.18
2022-12-24,3758.0,1803.84,37.58
2022-12-25,3638.0,1746.24,36.38
2022-12-26,1551.0,744.48,15.51
2022-12-27,5699.0,2735.52,56.99
2022-12-28,5102.0,2448.96,51.02
2022-12-29,4367.0,2096.16,43.67
2022-12-30,4155.0,1994.3999999999999,41.550000000000004
2022-12-31,3960.0,1900.8,39.6
2023-01-01,3635.0,1744.8,36.35
2023-01-02,1344.0,766.0799999999999,13.44
2023-01-03,5191.0,2958.87,51.910000000000004
2023-01-04,4808.0,2740.56,48.08
2023-01-05,4088.0,2330.16,40.88
2023-01-06,3542.0,2018.9399999999998,35.42
2023-01-07,3365.0,1918.0499999999997,33.65
2023-01-08,3074.0,1752.1799999999998,30.740000000000002
2023-01-09,1187.0,676.5899999999999,11.870000000000001
2023-01-10,3575.0,2037.7499999999998,35.75
2023-01-11,3424.0,1951.6799999999998,34.24
2023-01-12,2709.0,1544.1299999999999,27.09
2023-01-13,2533.0,1443.81,25.330000000000002
2023-01-14,2147.0,1223.79,21.47
2023-01-15,2010.0,1145.6999999999998,20.1
2023-01-16,851.0,595.6999999999999,8.51
2023-01-17,2521.0,1764.6999999999998,25.21
2023-01-18,2272.0,1590.3999999999999,22.72
2023-01-19,1732.0,1212.3999999999999,17.32
2023-01-20,1639.0,1147.3,16.39
2023-01-21,1556.0,1089.1999999999998,15.56
2023-01-22,938.0,656.5999999999999,9.38
2023-01-23,543.0,380.09999999999997,5.43
2023-01-24,644.0,450.79999999999995,6.44
2023-01-25,1210.0,847.0,12.1
2023-01-26,2228.0,1559.6,22.28
2023-01-27,1735.0,1214.5,17.35
2023-01-28,1133.0,793.0999999999999,11.33
2023-01-29,1145.0,801.5,11.450000000000001
2023-01-30,537.0,397.38,16.11
2023-01-31,1131.0,836.9399999999999,33.93
2023-02-01,1126.0,833.24,33.78
2023-02-02,937.0,693.38,28.11
2023-02-03,742.0,549.08,22.259999999999998
2023-02-04,733.0,542.42,21.99
2023-02-05,827.0,611.98,24.81
2023-02-06,300.0,222.0,9.0
2023-02-07,787.0,582.38,23.61
2023-02-08,966.0,714.84,28.98
2023-02-09,784.0,580.16,23.52
2023-02-10,700.0,518.0,21.0
2023-02-11,659.0,487.65999999999997,19.77
2023-02-12,639.0,472.86,19.169999999999998
2023-02-13,241.0,173.51999999999998,19.28
2023-02-14,807.0,581.04,64.56
2023-02-15,740.0,532.8,59.2
2023-02-16,582.0,419.03999999999996,46.56
2023-02-17,586.0,421.91999999999996,46.88
2023-02-18,564.0,406.08,45.12
2023-02-19,531.0,382.32,42.480000000000004
2023-02-20,181.0,130.32,14.48
2023-02-21,562.0,404.64,44.96
2023-02-22,593.0,426.96,47.44
2023-02-23,614.0,442.08,49.120000000000005
2023-02-24,488.0,351.36,39.04
2023-02-25,418.0,300.96,33.44
2023-02-26,465.0,334.8,37.2
2023-02-27,184.0,123.28,27.599999999999998
2023-02-28,591.0,395.97,88.64999999999999
2023-03-01,607.0,406.69,91.05
2023-03-02,348.0,233.16000000000003,52.199999999999996
2023-03-03,580.0,388.6,87.0
2023-03-04,501.0,335.67,75.14999999999999
2023-03-05,507.0,339.69,76.05
2023-03-06,0.0,0.0,0.0
