stdDay,incDec,22D_variants,23A_variants
2022-12-19,1042.0,500.15999999999997,10.42
2022-12-20,2302.0,1104.96,23.02
2022-12-21,3041.0,1459.6799999999998,30.41
2022-12-22,2295.0,1101.6,22.95
2022-12-23,1936.0,929.28,19.36
2022-12-24,2017.0,968.16,20.17
2022-12-25,1828.0,877.4399999999999,18.28
2022-12-26,781.0,374.88,7.8100000000000005
2022-12-27,2163.0,1038.24,21.63
2022-12-28,2756.0,1322.8799999999999,27.560000000000002
2022-12-29,2373.0,1139.04,23.73
2022-12-30,2007.0,963.36,20.07
2022-12-31,1864.0,894.7199999999999,18.64
2023-01-01,1574.0,755.52,15.74
2023-01-02,886.0,505.02,8.86
2023-01-03,2099.0,1196.4299999999998,20.990000000000002
2023-01-04,2396.0,1365.7199999999998,23.96
2023-01-05,1928.0,1098.9599999999998,19.28
2023-01-06,1649.0,939.93,16.490000000000002
2023-01-07,1527.0,870.3899999999999,15.27
2023-01-08,1443.0,822.5099999999999,14.43
2023-01-09,598.0,340.85999999999996,5.98
2023-01-10,1460.0,832.1999999999999,14.6
2023-01-11,1612.0,918.8399999999999,16.12
2023-01-12,1435.0,817.9499999999999,14.35
2023-01-13,1133.0,645.81,11.33
2023-01-14,1007.0,573.9899999999999,10.07
2023-01-15,1025.0,584.25,10.25
2023-01-16,479.0,335.29999999999995,4.79
2023-01-17,1032.0,722.4,10.32
2023-01-18,1316.0,921.1999999999999,13.16
2023-01-19,933.0,653.0999999999999,9.33
2023-01-20,894.0,625.8,8.94
2023-01-21,899.0,629.3,8.99
2023-01-22,570.0,399.0,5.7
2023-01-23,319.0,223.29999999999998,3.19
2023-01-24,363.0,254.1,3.63
2023-01-25,559.0,391.29999999999995,5.59
2023-01-26,952.0,666.4,9.52
2023-01-27,1050.0,735.0,10.5
2023-01-28,710.0,496.99999999999994,7.1000000000000005
2023-01-29,674.0,471.79999999999995,6.74
2023-01-30,277.0,204.98,8.31
2023-01-31,609.0,450.65999999999997,18.27
2023-02-01,755.0,558.7,22.65
2023-02-02,606.0,448.44,18.18
2023-02-03,485.0,358.9,14.549999999999999
2023-02-04,522.0,386.28,15.66
2023-02-05,393.0,290.82,11.79
2023-02-06,290.0,214.6,8.7
2023-02-07,440.0,325.6,13.2
2023-02-08,665.0,492.09999999999997,19.95
2023-02-09,517.0,382.58,15.51
2023-02-10,408.0,301.92,12.24
2023-02-11,415.0,307.1,12.45
2023-02-12,411.0,304.14,12.33
2023-02-13,171.0,123.11999999999999,13.68
2023-02-14,415.0,298.8,33.2
2023-02-15,535.0,385.2,42.800000000000004
2023-02-16,394.0,283.68,31.52
2023-02-17,335.0,241.2,26.8
2023-02-18,315.0,226.79999999999998,25.2
2023-02-19,299.0,215.28,23.92
2023-02-20,196.0,141.12,15.68
2023-02-21,317.0,228.23999999999998,25.36
2023-02-22,450.0,324.0,36.0
2023-02-23,286.0,205.92,22.88
2023-02-24,256.0,184.32,20.48
2023-02-25,273.0,196.56,21.84
2023-02-26,284.0,204.48,22.72
2023-02-27,139.0,93.13000000000001,20.849999999999998
2023-02-28,319.0,213.73000000000002,47.85
2023-03-01,393.0,263.31,58.949999999999996
2023-03-02,261.0,174.87,39.15
2023-03-03,298.0,199.66000000000003,44.699999999999996
2023-03-04,363.0,243.21,54.449999999999996
2023-03-05,247.0,165.49,37.05
2023-03-06,0.0,0.0,0.0
2023-03-07,549.0,367.83000000000004,82.35
2023-03-08,464.0,310.88,69.6
2023-03-09,363.0,243.21,54.449999999999996
2023-03-10,329.0,220.43,49.35
2023-03-11,345.0,231.15,51.75
2023-03-12,293.0,196.31,43.949999999999996
2023-03-13,138.0,77.28,40.019999999999996
2023-03-14,359.0,201.04000000000002,104.11
2023-03-15,469.0,262.64000000000004,136.01
2023-03-16,324.0,181.44000000000003,93.96
2023-03-17,326.0,182.56000000000003,94.53999999999999
2023-03-18,303.0,169.68,87.86999999999999
2023-03-19,290.0,162.4,84.1
2023-03-20,0.0,0.0,0.0
2023-03-21,518.0,290.08000000000004,150.22
2023-03-22,501.0,280.56,145.29
2023-03-23,392.0,219.52,113.67999999999999
2023-03-24,342.0,191.52,99.17999999999999
2023-03-25,416.0,232.96000000000004,120.63999999999999
2023-03-26,336.0,188.16000000000003,97.44
2023-03-27,236.0,92.04,108.56
2023-03-28,320.0,124.80000000000001,147.20000000000002
2023-03-29,526.0,205.14000000000001,241.96
2023-03-30,386.0,150.54,177.56
2023-03-31,359.0,140.01,165.14000000000001
2023-04-01,386.0,150.54,177.56
2023-04-02,296.0,115.44,136.16
2023-04-03,183.0,71.37,84.18
2023-04-04,327.0,127.53,150.42000000000002
2023-04-05,534.0,208.26000000000002,245.64000000000001
2023-04-06,414.0,161.46,190.44
2023-04-07,333.0,129.87,153.18
2023-04-08,335.0,130.65,154.1
2023-04-09,234.0,91.26,107.64
2023-04-10,190.0,49.4,106.4
2023-04-11,352.0,91.52000000000001,197.12
2023-04-12,388.0,100.88000000000001,217.28000000000003
2023-04-13,363.0,94.38000000000001,203.28000000000003
2023-04-14,330.0,85.8,184.8
2023-04-15,354.0,92.04,198.24
2023-04-16,305.0,79.3,170.8
2023-04-17,155.0,40.300000000000004,86.80000000000001
2023-04-18,373.0,96.98,208.88000000000002
2023-04-19,507.0,131.82,283.92
2023-04-20,415.0,107.9,232.40000000000003
2023-04-21,405.0,105.3,226.8
2023-04-22,427.0,111.02000000000001,239.12000000000003
2023-04-23,325.0,84.5,182.00000000000003
2023-04-24,200.0,38.0,128.0
2023-04-25,356.0,67.64,227.84
2023-04-26,541.0,102.79,346.24
2023-04-27,436.0,82.84,279.04
2023-04-28,385.0,73.15,246.4
2023-04-29,426.0,80.94,272.64
2023-04-30,401.0,76.19,256.64
2023-05-01,265.0,50.35,169.6
2023-05-02,392.0,74.48,250.88
2023-05-03,600.0,114.0,384.0
2023-05-04,590.0,112.1,377.6
