,Alpha_origin,Alpha_Predicted
2021-06-13,1.8,1.9709039
2021-06-14,1.68,1.7730488
2021-06-15,1.44,1.6429594
2021-06-16,1.44,1.6180456
2021-06-17,2.04,2.0686102
2021-06-18,2.6399999,2.6992524
2021-06-19,2.6399999,2.6899405
2021-06-20,2.6399999,2.3374667
2021-06-21,1.08,1.9972397
2021-06-22,2.1599998,2.3309698
2021-06-23,3.36,2.5870178
2021-06-24,1.8,2.5337121
2021-06-25,3.48,2.7070436
2021-06-26,1.44,2.6343179
2021-06-27,3.0,2.925717
2021-06-28,3.7199998,3.0879
2021-06-29,2.04,3.1560602
2021-06-30,3.6,3.7387753
2021-07-01,4.3199997,3.9991653
2021-07-02,2.6399999,3.1476252
2021-07-03,1.92,2.7473714
2021-07-04,3.96,2.6880245
2021-07-05,1.3199999,1.773947
2021-07-06,1.38,1.6165713
2021-07-07,3.42,3.3377178
2021-07-08,3.84,4.3762903
2021-07-09,4.92,5.0379653
2021-07-10,5.0400004,4.9037676
2021-07-11,3.96,3.87697
2021-07-12,3.36,3.5088038
2021-07-13,4.2599998,4.2299175
2021-07-14,5.76,5.450116
2021-07-15,5.4000006,5.6716523
2021-07-16,5.82,5.8096256
2021-07-17,4.86,5.060127
2021-07-18,4.98,4.111781
2021-07-19,2.01,3.0022912
2021-07-20,2.1299999,2.9429753
2021-07-21,3.84,3.008339
2021-07-22,3.9,2.9412882
2021-07-23,2.91,2.7785747
2021-07-24,2.5200002,2.6465514
2021-07-25,2.6399999,2.5601609
2021-07-26,2.1299999,2.5041802
2021-07-27,1.95,2.6378577
2021-07-28,3.06,3.0076447
2021-07-29,2.88,3.1530924
2021-07-30,3.5700002,3.204249
2021-07-31,2.88,2.9613369
2021-08-01,2.6699998,2.2578502
2021-08-02,0.62,0.7315794
2021-08-03,0.48,0.58782345
2021-08-04,0.83000004,0.91904986
2021-08-05,0.90000004,1.0288445
2021-08-06,1.03,1.0427895
2021-08-07,0.90000004,0.95028096
2021-08-08,0.75,0.8646534
2021-08-09,0.65,0.8685916
2021-08-10,0.65999997,0.9268576
2021-08-11,1.11,0.96185094
2021-08-12,1.14,0.96569645
2021-08-13,0.97,0.93013424
2021-08-14,0.79,0.9198783
2021-08-15,1.0,0.9336079
