stdDay,23A_alpha,predicted_23A_alpha,23A_Infected,predicted_23A_Infected
2023-02-19,0.115784456,0.344732523,352.4,312.948252
2023-02-20,0.300718836,0.355732918,339.28,334.1194058
2023-02-21,0.338123041,0.383021414,321.68,318.776384
2023-02-22,0.304449588,0.379677534,302.24,306.8646691
2023-02-23,0.349413039,0.363715649,288.32,298.8016426
2023-02-24,0.319972297,0.377107352,285.04,285.48778
2023-02-25,0.227721864,0.366066277,282.24,268.0733333
2023-02-26,0.308313791,0.369576216,265.44,301.4536709
2023-02-27,0.607408748,0.379871666,283.51,294.3237219
2023-02-28,0.58481727,0.306052238,314.36,313.2624968
2023-03-01,0.331822206,0.318654805,347.35,323.5278906
2023-03-02,0.41290556,0.322740436,357.48,367.3079529
2023-03-03,0.452735834,0.335823596,378.02,390.7011851
2023-03-04,0.422677102,0.332336634,413.15,422.4418105
2023-03-05,0,0.326414853,461.7,380.8013483
2023-03-06,0.513001014,0.327100337,425.55,483.5074727
2023-03-07,0.431281292,0.267583013,445.65,428.8443958
2023-03-08,0.356072304,0.346067846,449.1,465.0002004
2023-03-09,0.297730457,0.330070972,468.6,445.5060499
2023-03-10,0.304653806,0.375406593,464.85,455.293514
2023-03-11,0.271353505,0.356802225,451.65,441.0748755
2023-03-12,0.329693633,0.368705302,428.55,517.0552013
2023-03-13,0.695890657,0.372230768,490.61,475.5270673
2023-03-14,0.518225347,0.273677886,544.39,525.9644891
2023-03-15,0.437154472,0.319106519,583.62,583.1843869
2023-03-16,0.417742747,0.315722466,625.21,633.2810483
2023-03-17,0.368553924,0.339443892,678.41,668.8653083
2023-03-18,0.391120454,0.329601794,725.78,744.3647102
2023-03-19,0.093101289,0.341718763,796.34,698.8209468
2023-03-20,0.461930897,0.338208407,766.76,801.7613767
2023-03-21,0.429011272,0.311203659,771.98,787.786852
2023-03-22,0.333372645,0.354879767,793.15,775.6493748
2023-03-23,0.332754112,0.337260097,796.92,794.5931405
2023-03-24,0.292403704,0.372894078,798.37,789.3936942
2023-03-25,0.307874485,0.358511895,790.83,780.2185735
2023-03-26,0.156641154,0.367056429,772.85,811.7250619
2023-03-27,0.590595412,0.370923221,793.27,821.1245062
2023-03-28,0.519870008,0.277074635,842.82,836.9044619
2023-03-29,0.439636427,0.340157539,889.18,894.905021
2023-03-30,0.413079723,0.317571878,944.13,940.2254662
2023-03-31,0.392904418,0.347054511,998.33,1009.421772
2023-04-01,0.359715804,0.332998365,1067.37,1055.39373
2023-04-02,0.134657948,0.34386611,1128.38,1079.988724
2023-04-03,0.379898116,0.349045098,1141.72,1112.92274
2023-04-04,0.465016959,0.353050113,1126.08,1179.031111
2023-04-05,0.338795216,0.354967564,1162.88,1126.970886
2023-04-06,0.305964192,0.338230461,1163.8,1147.712
2023-04-07,0.288023387,0.369451016,1148.62,1136.301322
2023-04-08,0.303567226,0.367563725,1121.48,1128.832453
2023-04-09,0.105136413,0.366666257,1102.16,1105.362337
2023-04-10,0.446865146,0.368015796,1086.32,1124.541664
2023-04-11,0.468346066,0.333470076,1108.38,1083.889359
2023-04-12,0.396170475,0.358990401,1105.9,1127.242204
2023-04-13,0.375915915,0.334028482,1124.72,1134.080431
2023-04-14,0.392403843,0.359480202,1153.38,1175.993455
2023-04-15,0.308038552,0.345598519,1205.96,1165.966222
2023-04-16,0.104774315,0.351146013,1219.12,1210.945595
2023-04-17,0.458520362,0.36101374,1224.16,1251.466276
2023-04-18,0.526982603,0.326383501,1256.64,1284.167843
2023-04-19,0.390915794,0.343883991,1318.24,1288.136075
2023-04-20,0.422619016,0.327379435,1351.28,1380.519055
2023-04-21,0.451222978,0.346556485,1415.12,1427.747368
2023-04-22,0.288876375,0.358576685,1495.2,1443.799425
2023-04-23,0.163300875,0.386652976,1520.96,1512.251618
2023-04-24,0.403259956,0.366920859,1573.04,1710.250155
2023-04-25,0.395640471,0.364135236,1604,1710.318646
2023-04-26,0.368278738,0.361073285,1591.28,1644.660391
2023-04-27,0.346079386,0.368648499,1621.28,1630.174171
2023-04-28,0.414157023,0.374430001,1616.32,1577.934768
2023-04-29,0.360187702,0.370818436,1628.96,1469.702195
2023-04-30,0.106661747,0.374046892,1695.36,1457.246571
2023-05-01,0.427119357,0.381757528,1665.92,1600.185386
2023-05-02,0.40513652,0.368578166,1698.56,1600.198929
2023-05-03,0.505227105,0.361117423,1720.96,1596.056726
2023-05-04,0,0.368986517,1842.56,1609.619863
