,Date,City,Susceptible,Infected,Dead,Recovered,alpha,beta,gamma
0,2020-04-29,인천,2952746,5,0,88,0.0,0.0,0.0
1,2020-04-30,인천,2952746,5,0,88,0.2000062992211317,0.2,0.0
2,2020-05-01,인천,2952745,5,0,89,0.2000063669568486,0.2,0.0
3,2020-05-02,인천,2952744,5,0,90,0.0,0.2,0.0
4,2020-05-03,인천,2952744,4,0,91,0.2500080433657642,0.25,0.0
5,2020-05-04,인천,2952743,4,0,92,0.2500081280355249,0.0,0.0
6,2020-05-05,인천,2952742,5,0,92,0.0,0.0,0.0
7,2020-05-06,인천,2952742,5,0,92,0.0,0.0,0.0
8,2020-05-07,인천,2952742,5,0,92,0.0,0.0,0.0
9,2020-05-08,인천,2952742,5,0,92,0.2000065701642744,0.0,0.0
10,2020-05-09,인천,2952741,6,0,92,0.5000165947504369,0.0,0.0
11,2020-05-10,인천,2952738,9,0,92,0.3333447351802519,0.0,0.0
12,2020-05-11,인천,2952735,12,0,92,0.0833362684652251,0.0833333333333333,0.0
13,2020-05-12,인천,2952734,12,0,93,0.1666725933773016,0.0,0.0
14,2020-05-13,인천,2952732,14,0,93,0.8571739179657542,0.0,0.0
15,2020-05-14,인천,2952720,26,0,93,0.1923154426583468,0.0384615384615384,0.0
16,2020-05-15,인천,2952715,30,0,94,0.0,0.0333333333333333,0.0
17,2020-05-16,인천,2952715,29,0,95,0.0,0.0,0.0
18,2020-05-17,인천,2952715,29,0,95,0.0,0.0344827586206896,0.0
19,2020-05-18,인천,2952715,28,0,96,0.0714315710891743,0.0357142857142857,0.0
20,2020-05-19,인천,2952713,29,0,97,0.2758738407227756,0.0,0.0
21,2020-05-20,인천,2952705,37,0,97,0.162169521424171,0.0,0.0
22,2020-05-21,인천,2952699,43,0,97,0.0232569166103976,0.0,0.0
23,2020-05-22,인천,2952698,44,0,97,0.0,0.0227272727272727,0.0
24,2020-05-23,인천,2952698,43,0,98,0.0465138489737891,0.0697674418604651,0.0
25,2020-05-24,인천,2952696,42,0,101,0.023810676912283,0.0714285714285714,0.0
26,2020-05-25,인천,2952695,40,0,104,0.0750036576754456,0.025,0.0
27,2020-05-26,인천,2952692,42,0,105,0.2619178008536262,0.0476190476190476,0.0
28,2020-05-27,인천,2952681,51,0,107,0.4313956320626948,0.2352941176470588,0.0
29,2020-05-28,인천,2952659,61,0,119,0.295099956000204,0.081967213114754,0.0
30,2020-05-29,인천,2952641,74,0,124,0.0675720985547002,0.0,0.0
31,2020-05-30,인천,2952636,79,0,124,0.037977294384502,0.0,0.0
32,2020-05-31,인천,2952633,82,0,124,0.2195275101008853,0.0,0.0
33,2020-06-01,인천,2952615,100,0,124,0.0900068278458248,0.02,0.0
34,2020-06-02,인천,2952606,107,0,126,0.1495445104059223,0.0747663551401869,0.0
35,2020-06-03,인천,2952590,115,0,134,0.0608746985145098,0.0521739130434782,0.0
36,2020-06-04,인천,2952583,116,0,140,0.0517286226074382,0.0086206896551724,0.0
37,2020-06-05,인천,2952577,121,0,141,0.0909171578221022,0.0,0.0
38,2020-06-06,인천,2952566,132,0,141,0.0454587482703027,0.0151515151515151,0.0
39,2020-06-07,인천,2952560,136,0,143,0.0294145439490994,0.0073529411764705,0.0
40,2020-06-08,인천,2952556,139,0,144,0.021584802499765,0.0215827338129496,0.0
41,2020-06-09,인천,2952553,139,0,147,0.0575595318171507,0.079136690647482,0.0
42,2020-06-10,인천,2952545,136,0,158,0.0441220400784846,0.1617647058823529,0.0
43,2020-06-11,인천,2952539,120,0,180,0.0083341800621995,0.15,0.0
44,2020-06-12,인천,2952538,103,0,198,0.0097097276329128,0.0485436893203883,0.0
45,2020-06-13,인천,2952537,99,0,203,0.0808163462558648,0.0303030303030303,0.0
46,2020-06-14,인천,2952529,104,0,206,0.0769311534411555,0.173076923076923,0.0
47,2020-06-15,인천,2952521,94,0,224,0.0212788873312425,0.0851063829787234,0.0106382978723404
48,2020-06-16,인천,2952519,87,1,232,0.0229909972880239,0.1839080459770115,0.0
