,Date,City,Susceptible,Infected,Dead,Recovered,alpha,beta,gamma
0,2020-10-28,堡林,1440399,10,3,496,0.2000706748616182,0.0,0.0
1,2020-10-29,堡林,1440397,12,3,496,0.0,0.0,0.0
2,2020-10-30,堡林,1440397,12,3,496,0.0,0.0833333333333333,0.0
3,2020-10-31,堡林,1440397,11,3,497,0.2728240263558651,0.0,0.0
4,2020-11-01,堡林,1440394,14,3,497,0.0,0.1428571428571428,0.0
5,2020-11-02,堡林,1440394,12,3,499,0.1667261411345321,0.0,0.0
6,2020-11-03,堡林,1440392,14,3,499,0.0,0.0714285714285714,0.0
7,2020-11-04,堡林,1440392,13,3,500,0.0,0.0,0.0
8,2020-11-05,堡林,1440392,13,3,500,0.0,0.4615384615384615,0.0
9,2020-11-06,堡林,1440392,7,3,506,0.0,0.0,0.0
10,2020-11-07,堡林,1440392,7,3,506,0.2858166388038811,0.0,0.0
11,2020-11-08,堡林,1440390,9,3,506,0.1111510694248702,0.0,0.0
12,2020-11-09,堡林,1440389,10,3,506,0.5001801596652016,0.0,0.0
13,2020-11-10,堡林,1440384,15,3,506,0.2667636778340591,0.0,0.0
14,2020-11-11,堡林,1440380,19,3,506,0.3159052326104003,0.1052631578947368,0.0
15,2020-11-12,堡林,1440374,23,3,508,0.21747189935754,0.0,0.0
16,2020-11-13,堡林,1440369,28,3,508,0.2858212027612369,0.0,0.0
17,2020-11-14,堡林,1440361,36,3,508,0.2500949414764771,0.0833333333333333,0.0
18,2020-11-15,堡林,1440352,42,3,511,0.0952748587382343,0.0,0.0
19,2020-11-16,堡林,1440348,46,3,511,0.3914564849726533,0.0434782608695652,0.0
20,2020-11-17,堡林,1440330,62,3,513,0.1452195431020176,0.0,0.0
21,2020-11-18,堡林,1440321,71,3,513,0.1127219772439029,0.0,0.0
22,2020-11-19,堡林,1440313,79,3,513,0.0506538280836232,0.0,0.0
23,2020-11-20,堡林,1440309,83,3,513,0.0843724238658392,0.0,0.0
24,2020-11-21,堡林,1440302,90,3,513,0.0889262884527766,0.0222222222222222,0.0
25,2020-11-22,堡林,1440294,96,3,515,0.010421107310961,0.0104166666666666,0.0
26,2020-11-23,堡林,1440293,96,3,516,0.0312633436391067,0.0520833333333333,0.0
27,2020-11-24,堡林,1440290,94,3,521,0.1490000757826105,0.0425531914893617,0.0
28,2020-11-25,堡林,1440276,104,3,525,0.1346744544902398,0.0576923076923076,0.0
29,2020-11-26,堡林,1440262,112,3,531,0.1161234900316748,0.0446428571428571,0.0
30,2020-11-27,堡林,1440249,120,3,536,0.1333943413025571,0.0666666666666666,0.0
31,2020-11-28,堡林,1440233,128,3,544,0.0625292921353697,0.0703125,0.0
32,2020-11-29,堡林,1440225,127,3,553,0.1024107481018864,0.0314960629921259,0.0
33,2020-11-30,堡林,1440212,136,3,557,0.1618428806478,0.1323529411764706,0.0
34,2020-12-01,堡林,1440190,140,3,575,0.0714641818093446,0.0642857142857142,0.0
35,2020-12-02,堡林,1440180,141,3,584,0.0212873509014682,0.0567375886524822,0.0
36,2020-12-03,堡林,1440177,136,3,592,0.0073566733566123,0.0294117647058823,0.0
37,2020-12-04,堡林,1440176,133,3,596,0.0451357114832163,0.0526315789473684,0.0
38,2020-12-05,堡林,1440170,132,3,603,0.0378981984660481,0.0606060606060606,0.0
