deathCnt,defCnt,gubun,gubunEn,incDec,isolClearCnt,isolIngCnt,localOccCnt,overFlowCnt,qurRate,stdDay
0,1,인천,Incheon,0,0,1,0,1,0.00,2020-01-20
0,1,인천,Incheon,0,0,1,0,0,0.00,2020-01-21
0,1,인천,Incheon,0,0,1,0,0,0.00,2020-01-22
0,1,인천,Incheon,0,0,1,0,0,0.00,2020-01-23
0,1,인천,Incheon,0,0,1,0,0,0.00,2020-01-24
0,1,인천,Incheon,0,0,1,0,0,0.00,2020-01-25
0,1,인천,Incheon,0,0,1,0,0,0.00,2020-01-26
0,1,인천,Incheon,0,0,1,0,0,0.00,2020-01-27
0,1,인천,Incheon,0,0,1,0,0,0.00,2020-01-28
0,1,인천,Incheon,0,0,1,0,0,0.00,2020-01-29
0,1,인천,Incheon,0,0,1,0,0,0.00,2020-01-30
0,1,인천,Incheon,0,0,1,0,0,0.00,2020-01-31
0,1,인천,Incheon,0,0,1,0,0,0.00,2020-02-01
0,1,인천,Incheon,0,0,1,0,0,0.00,2020-02-02
0,1,인천,Incheon,0,0,1,0,0,0.00,2020-02-03
0,1,인천,Incheon,0,0,1,0,0,0.00,2020-02-04
0,1,인천,Incheon,0,0,1,0,0,0.00,2020-02-05
0,1,인천,Incheon,0,0,1,0,0,0.00,2020-02-06
0,1,인천,Incheon,0,1,0,0,0,0.00,2020-02-07
0,1,인천,Incheon,0,1,0,0,0,0.00,2020-02-08
0,1,인천,Incheon,0,1,0,0,0,0.00,2020-02-09
0,1,인천,Incheon,0,1,0,0,0,0.00,2020-02-10
0,1,인천,Incheon,0,1,0,0,0,0.00,2020-02-11
0,1,인천,Incheon,0,1,0,0,0,0.00,2020-02-12
0,1,인천,Incheon,0,1,0,0,0,0.00,2020-02-13
0,1,인천,Incheon,0,1,0,0,0,0.00,2020-02-14
0,1,인천,Incheon,0,1,0,0,0,0.00,2020-02-15
0,1,인천,Incheon,0,1,0,0,0,0.00,2020-02-16
0,1,인천,Incheon,0,1,0,0,0,0.00,2020-02-17
0,1,인천,Incheon,0,1,0,0,0,0.00,2020-02-18
0,1,인천,Incheon,0,1,0,0,0,0.00,2020-02-19
0,1,인천,Incheon,0,1,0,0,0,0.00,2020-02-20
0,1,인천,Incheon,0,1,0,0,0,0.00,2020-02-21
0,1,인천,Incheon,0,1,0,0,0,0.00,2020-02-22
0,2,인천,Incheon,1,1,1,1,0,0.00,2020-02-23
0,2,인천,Incheon,0,1,1,0,0,0.00,2020-02-24
0,2,인천,Incheon,0,1,1,0,0,0.00,2020-02-25
0,3,인천,Incheon,1,1,2,1,0,0.00,2020-02-26
0,3,인천,Incheon,0,1,2,0,0,0.00,2020-02-27
0,4,인천,Incheon,1,1,3,1,0,0.00,2020-02-28
0,6,인천,Incheon,2,1,5,2,0,0.00,2020-02-29
0,6,인천,Incheon,0,1,5,0,0,0.00,2020-03-01
0,7,인천,Incheon,1,1,6,1,0,0.24,2020-03-02
0,7,인천,Incheon,0,1,6,0,0,0.24,2020-03-03
0,8,인천,Incheon,1,1,7,1,0,0.27,2020-03-04
0,9,인천,Incheon,1,1,8,1,0,0.30,2020-03-05
0,9,인천,Incheon,0,1,8,0,0,0.30,2020-03-06
0,9,인천,Incheon,0,1,8,0,0,0.30,2020-03-07
0,9,인천,Incheon,0,1,8,0,0,0.30,2020-03-08
0,9,인천,Incheon,0,1,8,0,0,0.30,2020-03-09
0,13,인천,Incheon,4,1,12,4,0,0.44,2020-03-10
0,25,인천,Incheon,12,2,23,12,0,0.85,2020-03-11
0,25,인천,Incheon,0,2,23,0,0,0.85,2020-03-12
0,27,인천,Incheon,2,2,25,2,0,0.91,2020-03-13
0,28,인천,Incheon,1,3,25,1,0,0.95,2020-03-14
0,29,인천,Incheon,1,3,26,1,0,0.98,2020-03-15
0,30,인천,Incheon,1,3,27,1,0,1.01,2020-03-16
0,31,인천,Incheon,1,4,27,1,0,1.05,2020-03-17
0,32,인천,Incheon,1,4,28,1,0,1.08,2020-03-18
0,32,인천,Incheon,0,5,27,0,0,1.08,2020-03-19
0,36,인천,Incheon,4,5,31,4,0,1.22,2020-03-20
0,40,인천,Incheon,4,6,34,1,3,1.35,2020-03-21
0,40,인천,Incheon,0,7,33,0,0,1.35,2020-03-22
