deathCnt,defCnt,gubun,gubunEn,incDec,isolClearCnt,isolIngCnt,localOccCnt,overFlowCnt,qurRate,stdDay
0,0,技辆,Sejong,0,0,0,0,0,0.00,2020-01-20
0,0,技辆,Sejong,0,0,0,0,0,0.00,2020-01-21
0,0,技辆,Sejong,0,0,0,0,0,0.00,2020-01-22
0,0,技辆,Sejong,0,0,0,0,0,0.00,2020-01-23
0,0,技辆,Sejong,0,0,0,0,0,0.00,2020-01-24
0,0,技辆,Sejong,0,0,0,0,0,0.00,2020-01-25
0,0,技辆,Sejong,0,0,0,0,0,0.00,2020-01-26
0,0,技辆,Sejong,0,0,0,0,0,0.00,2020-01-27
0,0,技辆,Sejong,0,0,0,0,0,0.00,2020-01-28
0,0,技辆,Sejong,0,0,0,0,0,0.00,2020-01-29
0,0,技辆,Sejong,0,0,0,0,0,0.00,2020-01-30
0,0,技辆,Sejong,0,0,0,0,0,0.00,2020-01-31
0,0,技辆,Sejong,0,0,0,0,0,0.00,2020-02-01
0,0,技辆,Sejong,0,0,0,0,0,0.00,2020-02-02
0,0,技辆,Sejong,0,0,0,0,0,0.00,2020-02-03
0,0,技辆,Sejong,0,0,0,0,0,0.00,2020-02-04
0,0,技辆,Sejong,0,0,0,0,0,0.00,2020-02-05
0,0,技辆,Sejong,0,0,0,0,0,0.00,2020-02-06
0,0,技辆,Sejong,0,0,0,0,0,0.00,2020-02-07
0,0,技辆,Sejong,0,0,0,0,0,0.00,2020-02-08
0,0,技辆,Sejong,0,0,0,0,0,0.00,2020-02-09
0,0,技辆,Sejong,0,0,0,0,0,0.00,2020-02-10
0,0,技辆,Sejong,0,0,0,0,0,0.00,2020-02-11
0,0,技辆,Sejong,0,0,0,0,0,0.00,2020-02-12
0,0,技辆,Sejong,0,0,0,0,0,0.00,2020-02-13
0,0,技辆,Sejong,0,0,0,0,0,0.00,2020-02-14
0,0,技辆,Sejong,0,0,0,0,0,0.00,2020-02-15
0,0,技辆,Sejong,0,0,0,0,0,0.00,2020-02-16
0,0,技辆,Sejong,0,0,0,0,0,0.00,2020-02-17
0,0,技辆,Sejong,0,0,0,0,0,0.00,2020-02-18
0,0,技辆,Sejong,0,0,0,0,0,0.00,2020-02-19
0,0,技辆,Sejong,0,0,0,0,0,0.00,2020-02-20
0,0,技辆,Sejong,0,0,0,0,0,0.00,2020-02-21
0,1,技辆,Sejong,1,0,1,1,0,0.00,2020-02-22
0,1,技辆,Sejong,0,0,1,0,0,0.00,2020-02-23
0,1,技辆,Sejong,0,0,1,0,0,0.00,2020-02-24
0,1,技辆,Sejong,0,0,1,0,0,0.00,2020-02-25
0,1,技辆,Sejong,0,0,1,0,0,0.00,2020-02-26
0,1,技辆,Sejong,0,0,1,0,0,0.00,2020-02-27
0,1,技辆,Sejong,0,0,1,0,0,0.00,2020-02-28
0,1,技辆,Sejong,0,0,1,0,0,0.00,2020-02-29
0,1,技辆,Sejong,0,0,1,0,0,0.00,2020-03-01
0,1,技辆,Sejong,0,0,1,0,0,0.29,2020-03-02
0,1,技辆,Sejong,0,0,1,0,0,0.29,2020-03-03
0,1,技辆,Sejong,0,0,1,0,0,0.29,2020-03-04
0,1,技辆,Sejong,0,0,1,0,0,0.29,2020-03-05
0,1,技辆,Sejong,0,0,1,0,0,0.29,2020-03-06
0,2,技辆,Sejong,1,0,2,1,0,0.58,2020-03-07
0,3,技辆,Sejong,1,0,3,1,0,0.88,2020-03-08
0,6,技辆,Sejong,3,0,6,3,0,1.75,2020-03-09
0,8,技辆,Sejong,2,0,8,2,0,2.34,2020-03-10
0,10,技辆,Sejong,2,0,10,2,0,2.92,2020-03-11
0,15,技辆,Sejong,5,0,15,5,0,4.38,2020-03-12
0,32,技辆,Sejong,17,0,32,17,0,9.35,2020-03-13
0,38,技辆,Sejong,6,0,38,6,0,11.10,2020-03-14
0,39,技辆,Sejong,1,0,39,1,0,11.39,2020-03-15
0,40,技辆,Sejong,1,0,40,1,0,11.68,2020-03-16
0,40,技辆,Sejong,0,0,40,0,0,11.68,2020-03-17
0,41,技辆,Sejong,1,0,41,1,0,11.98,2020-03-18
0,41,技辆,Sejong,0,0,41,0,0,11.98,2020-03-19
0,41,技辆,Sejong,0,0,41,0,0,11.98,2020-03-20
0,41,技辆,Sejong,0,0,41,0,0,11.98,2020-03-21
0,41,技辆,Sejong,0,2,39,0,0,11.98,2020-03-22
0,42,技辆,Sejong,1,2,40,1,0,12.27,2020-03-23
0,42,技辆,Sejong,0,2,40,0,0,12.27,2020-03-24
