,Alpha_origin,Alpha_Predicted
2021-06-13,40.30000000000001,40.33312655086847
2021-06-14,41.150000000000034,40.12371810449574
2021-06-15,40.96999999999997,41.1198681962412
2021-06-16,40.94,38.10790425012211
2021-06-17,38.079999999999984,38.86504726890757
2021-06-18,36.150000000000034,37.563839557399696
2021-06-19,35.660000000000025,35.764778463264186
2021-06-20,35.27999999999997,34.6896598639456
2021-06-21,34.31999999999999,31.579300699300695
2021-06-22,30.720000000000027,29.359687499999968
2021-06-23,26.279999999999973,26.932602739726082
2021-06-24,23.04000000000002,23.67937499999998
2021-06-25,20.75999999999999,21.70820809248558
2021-06-26,19.56,19.868466257668693
2021-06-27,18.720000000000027,17.679230769230735
2021-06-28,16.91999999999996,17.657872340425598
2021-06-29,15.960000000000036,16.283909774436037
2021-06-30,15.360000000000014,15.960000000000061
2021-07-01,15.360000000000014,15.119999999999962
2021-07-02,15.119999999999948,14.750476190476201
2021-07-03,14.519999999999982,13.495537190082636
2021-07-04,12.960000000000036,12.503333333333297
2021-07-05,11.159999999999968,13.099354838709699
2021-07-06,11.279999999999973,11.100638297872333
2021-07-07,11.220000000000027,11.822887700534718
2021-07-08,11.759999999999993,11.735204081632714
2021-07-09,12.300000000000011,11.071609756097553
2021-07-10,11.58000000000004,12.746113989637278
2021-07-11,12.0,13.143300000000078
2021-07-12,13.620000000000005,13.162995594713623
2021-07-13,14.939999999999998,15.260963855421696
2021-07-14,16.74000000000001,16.921290322580663
2021-07-15,18.96000000000004,17.481645569620277
2021-07-16,19.80000000000001,19.7069090909091
2021-07-17,20.579999999999984,21.878134110787176
2021-07-18,22.739999999999952,21.150158311345674
2021-07-19,23.370000000000005,23.14867779204101
2021-07-20,23.79000000000002,23.635233291298842
2021-07-21,24.059999999999945,24.027306733167126
2021-07-22,24.30000000000001,24.713481481481438
2021-07-23,24.96000000000004,25.000961538461514
2021-07-24,25.67999999999995,25.630654205607527
2021-07-25,26.370000000000005,25.270989761092128
2021-07-26,25.94999999999999,26.156601156069343
2021-07-27,25.74000000000001,24.46800699300698
2021-07-28,24.269999999999985,24.276415327564898
2021-07-29,22.889999999999983,24.20638269986897
2021-07-30,22.83000000000004,22.52905387647829
2021-07-31,22.470000000000027,20.970680907877227
2021-08-01,20.640000000000043,21.675276162790713
2021-08-02,19.910000000000025,20.090567553992976
2021-08-03,19.379999999999995,19.514525560507895
2021-08-04,19.08000000000004,19.074476099397604
2021-08-05,19.149999999999977,18.80997735754423
2021-08-06,18.19,18.081323258292542
2021-08-07,17.310000000000002,17.524084090569527
2021-08-08,15.870000000000005,16.28130089448936
2021-08-09,14.930000000000009,15.145062256849668
2021-08-10,13.659999999999968,13.733312566190094
2021-08-11,12.670000000000016,12.744063285319625
2021-08-12,11.379999999999995,11.696230687973737
2021-08-13,10.089999999999977,10.378581004602744
2021-08-14,9.529999999999973,9.492145236474675
2021-08-15,9.409999999999968,9.28967247298738
