,Infected,predicted_Infected
2021-12-10,974,976.0677618069815
2021-12-11,1030,1014.66213592233
2021-12-12,1073,1060.7176141658904
2021-12-13,1105,1137.0886877828054
2021-12-14,1171,1171.054654141759
2021-12-15,1241,1245.5439161966158
2021-12-16,1320,1293.648484848485
2021-12-17,1376,1363.168604651163
2021-12-18,1421,1409.891625615764
2021-12-19,1456,1447.3509615384614
2021-12-20,1483,1524.7255563047872
2021-12-21,1553,1513.557630392788
2021-12-22,1585,1572.596214511041
2021-12-23,1605,1605.7383177570093
2021-12-24,1626,1614.8708487084868
2021-12-25,1636,1635.938875305624
2021-12-26,1646,1643.9513973268529
2021-12-27,1654,1620.1257557436518
2021-12-28,1628,1641.8083538083536
2021-12-29,1616,1708.5940594059407
2021-12-30,1696,1594.0849056603772
2021-12-31,1673,1670.656306037059
2022-01-01,1648,1659.802791262136
2022-01-02,1635,1634.896636085627
2022-01-03,1622,1582.5832305795316
2022-01-04,1570,1582.7414012738852
2022-01-05,1532,1494.1644908616188
2022-01-06,1458,1496.2743484224966
2022-01-07,1424,1407.8300561797753
2022-01-08,1375,1401.216
2022-01-09,1353,1382.1138211382117
2022-01-10,1360,1321.1647058823528
2022-01-11,1328,1308.7951807228915
2022-01-12,1278,1199.1486697965572
2022-01-13,1154,1280.214904679376
2022-01-14,1156,1191.9342560553632
2022-01-15,1194,1198.5996649916246
2022-01-16,1238,1230.64943457189
2022-01-17,1276,1295.242946708464
2022-01-18,1335,1319.9670411985019
2022-01-19,1381,1399.768283852281
2022-01-20,1448,1458.2520718232045
2022-01-21,1529,1546.4905166775668
2022-01-22,1633,1588.924066135946
2022-01-23,1697,1733.07778432528
2022-01-24,1801,1866.6057745696833
2022-01-25,1981,2021.9202423018676
2022-01-26,2224,2163.6011690647483
2022-01-27,2429,2480.3688760806917
2022-01-28,2709,2819.0387596899227
2022-01-29,3144,2965.7690839694665
2022-01-30,3442,3514.849506101104
2022-01-31,3848,3829.3144490644495
2022-02-01,4281,4309.112824106518
2022-02-02,4794,5003.429912390488
2022-02-03,5603,5563.196144922363
2022-02-04,6502,6561.249154106429
2022-02-05,7614,7244.939322301025
2022-02-06,8484,8574.275813295615
2022-02-07,9554,9361.348963784803
2022-02-08,10542,10697.724909884273
2022-02-09,11804,11845.907150118604
2022-02-10,13264,12806.058504221955
2022-02-11,14390,14176.533703961084
2022-02-12,15380,15530.533810143044
2022-02-13,16599,16363.082113380326
2022-02-14,17660,17534.2211211778
2022-02-15,18655,19464.339855266684
2022-02-16,20561,20131.17747191284
2022-02-17,22188,21900.04114836849
2022-02-18,23633,23323.077730292385
2022-02-19,24842,25327.32304162305
2022-02-20,26623,26202.464109980094
2022-02-21,28081,27795.773441116773
2022-02-22,29318,30438.16423357664
2022-02-23,31779,31296.888888888883
2022-02-24,33924,34317.64785992219
2022-02-25,36634,36342.777310694975
2022-02-26,39246,39032.95479794119
2022-02-27,41816,41571.702793189215
2022-02-28,44294,44043.02722716395
2022-03-01,46653,47950.274923370416
2022-03-02,50504,49157.282492475846
2022-03-03,53215,54327.7454852955
2022-03-04,57244,57394.558381664465
2022-03-05,61740,61008.34467120181
2022-03-06,65800,64871.10000000001
2022-03-07,69137,69417.53908905506
2022-03-08,72938,74497.30238010365
2022-03-09,78593,78653.8416398407
2022-03-10,84752,82890.24327449499
2022-03-11,89386,91080.00268498425
2022-03-12,96060,96114.60884863629
2022-03-13,103291,102666.67667076511
2022-03-14,110395,110140.88822863356
2022-03-15,117716,118820.26657378775
2022-03-16,126700,130097.0845777427
2022-03-17,140026,130636.92385699798
2022-03-18,144377,142872.54972744966
2022-03-19,147312,147154.5362360161
2022-03-20,150146,149111.38332023495
2022-03-21,151980,156363.0599947361
2022-03-22,158273,157961.33238139166
2022-03-23,164502,161006.42325929168
2022-03-24,167343,168403.61786271314
2022-03-25,171312,168679.30582796302
2022-03-26,172680,170723.69784572622
2022-03-27,172087,168434.4202641687
2022-03-28,167856,176021.74112334385
2022-03-29,171694,165756.0157955432
2022-03-30,169546,164281.26198199898
2022-03-31,162226,169282.62919630637
2022-04-01,161974,161764.28277377848
2022-04-02,161513,160799.65766223153
2022-04-03,160342,158681.4708747552
2022-04-04,157531,157991.79795722748
2022-04-05,155222,152022.2559559856
2022-04-06,149794,150415.9354313257
2022-04-07,145156,145085.2037945383
2022-04-08,140593,139973.07396527566
2022-04-09,135573,136320.44455016853
2022-04-10,131453,132293.33243820982
2022-04-11,128273,124317.38113242849
2022-04-12,121310,122726.94538784932
2022-04-13,116065,116334.89467108948
2022-04-14,111305,110543.55734243745
2022-04-15,106010,106170.7537024809
2022-04-16,101120,101443.35087025317
2022-04-17,96764,97961.95940639079
2022-04-18,93742,91315.85090994432
2022-04-19,88464,87758.08480285766
2022-04-20,82817,83782.13864303222
2022-04-21,78434,77631.56655277048
2022-04-22,73523,74289.49977558044
2022-04-23,69638,69560.62573594876
2022-04-24,65885,67169.99165212111
2022-04-25,63550,61094.21188040912
2022-04-26,58929,59161.92367085815
2022-04-27,54860,54764.44052132702
2022-04-28,50983,50528.76037951678
2022-04-29,48052,47636.37588504865
2022-04-30,45477,45111.13622570103
2022-05-01,43061,42739.04331712733
2022-05-02,41921,41923.934112520794
2022-05-03,38891,39045.35535630959
2022-05-04,36130,36161.707412055206
2022-05-05,33988,34092.78820727474
2022-05-06,31833,31894.392699782056
2022-05-07,30119,29774.114791586155
2022-05-08,29150,27995.448708624255
2022-05-09,28510,27963.718120733356
2022-05-10,27272,26183.9324854837
