,Infected,predicted_Infected
2020-12-29,237,233.70464135021098
2020-12-30,244,235.05737704918036
2020-12-31,242,257.107438016529
2021-01-01,255,245.79607843137254
2021-01-02,259,266.81467181467184
2021-01-03,271,317.2988929889298
2021-01-04,332,268.55120481927713
2021-01-05,329,325.94528875379933
2021-01-06,323,342.24148606811144
2021-01-07,336,308.58035714285717
2021-01-08,321,312.97196261682245
2021-01-09,299,325.2943143812709
2021-01-10,303,310.8415841584158
2021-01-11,315,295.3047619047619
2021-01-12,307,309.8697068403909
2021-01-13,302,330.38079470198676
2021-01-14,325,291.77846153846156
2021-01-15,314,317.7547770700637
2021-01-16,307,302.7491856677525
2021-01-17,296,241.65878378378375
2021-01-18,233,276.94420600858365
2021-01-19,218,212.69266055045873
2021-01-20,199,193.89949748743717
2021-01-21,177,177.63841807909606
2021-01-22,158,178.12025316455697
2021-01-23,159,154.0251572327044
2021-01-24,155,150.7935483870968
2021-01-25,147,160.27210884353738
2021-01-26,152,251.44736842105266
2021-01-27,260,159.59999999999997
2021-01-28,273,305.7142857142857
2021-01-29,321,295.9626168224299
2021-01-30,348,322.8448275862069
2021-01-31,350,368.88
2021-02-01,371,365.09433962264154
2021-02-02,387,366.20671834625324
2021-02-03,382,393.07853403141354
2021-02-04,388,393.81443298969066
2021-02-05,400,392.8500000000001
2021-02-06,405,393.0864197530864
2021-02-07,398,395.84170854271355
2021-02-08,389,393.9074550128535
2021-02-09,385,289.9818181818182
2021-02-10,287,343.4146341463415
2021-02-11,256,233.1875
2021-02-12,208,219.0769230769231
2021-02-13,178,190.47191011235958
2021-02-14,163,146.33128834355827
2021-02-15,134,136.23880597014923
2021-02-16,112,130.41071428571428
2021-02-17,109,116.11009174311927
2021-02-18,113,99.35398230088497
2021-02-19,103,105.32038834951457
2021-02-20,96,98.70833333333334
2021-02-21,92,93.91304347826087
2021-02-22,90,90.97777777777779
2021-02-23,89,111.23595505617976
2021-02-24,110,90.61818181818182
2021-02-25,112,114.91071428571426
2021-02-26,117,120.61538461538461
2021-02-27,126,128.14285714285717
2021-02-28,138,130.56521739130434
2021-03-01,143,139.93006993006992
2021-03-02,145,143.00000000000003
2021-03-03,145,134.99999999999997
2021-03-04,135,147.14814814814812
2021-03-05,137,133.02919708029196
2021-03-06,135,134.97037037037038
2021-03-07,133,145.1503759398496
2021-03-08,143,157.1818181818182
2021-03-09,169,114.23076923076924
2021-03-10,135,151.47407407407405
2021-03-11,121,124.9586776859504
2021-03-12,112,111.27678571428571
2021-03-13,103,97.86407766990291
2021-03-14,90,94.9888888888889
2021-03-15,83,87.83132530120481
2021-03-16,81,80.95061728395062
2021-03-17,79,75.87341772151898
2021-03-18,74,74.72972972972973
2021-03-19,70,71.88571428571429
2021-03-20,68,67.94117647058823
2021-03-21,66,54.60606060606061
2021-03-22,53,26.150943396226417
2021-03-23,21,55.52380952380952
2021-03-24,22,24.81818181818182
2021-03-25,26,22.846153846153847
2021-03-26,27,27.925925925925924
2021-03-27,29,27.931034482758623
2021-03-28,30,29.96666666666667
2021-03-29,31,29.032258064516128
2021-03-30,30,32.03333333333334
2021-03-31,31,31.93548387096774
2021-04-01,33,30.060606060606062
2021-04-02,32,35.0625
2021-04-03,34,33.882352941176464
2021-04-04,36,32.111111111111114
2021-04-05,34,41.294117647058826
2021-04-06,39,34.00000000000001
2021-04-07,39,34.0
2021-04-08,34,41.294117647058826
2021-04-09,36,30.22222222222222
2021-04-10,32,33.75
2021-04-11,30,34.13333333333333
2021-04-12,32,37.5
2021-04-13,40,34.4
2021-04-14,43,40.93023255813954
2021-04-15,44,52.77272727272727
2021-04-16,54,44.81481481481481
2021-04-17,55,62.836363636363636
2021-04-18,64,64.453125
2021-04-19,75,62.29333333333333
2021-04-20,73,90.41095890410958
2021-04-21,88,80.4659090909091
2021-04-22,97,97.97938144329898
2021-04-23,108,109.57407407407406
2021-04-24,122,115.08196721311477
2021-04-25,130,132.32307692307694
2021-04-26,141,127.23404255319149
2021-04-27,138,148.15217391304347
2021-04-28,145,141.80689655172412
2021-04-29,149,138.18791946308724
2021-04-30,142,149.0
2021-05-01,142,144.00000000000003
2021-05-02,144,136.08333333333331
2021-05-03,138,143.99999999999997
2021-05-04,138,129.0
2021-05-05,129,136.93023255813952
2021-05-06,128,134.0390625
2021-05-07,133,118.37593984962407
2021-05-08,123,130.83739837398375
2021-05-09,121,116.90082644628099
2021-05-10,115,139.9391304347826
2021-05-11,133,123.64661654135337
2021-05-12,143,146.95104895104896
2021-05-13,158,149.3354430379747
2021-05-14,165,164.70303030303032
2021-05-15,172,164.0406976744186
2021-05-16,171,194.1286549707602
2021-05-17,193,200.99061124011703
2021-05-18,200,211.33664770345462
2021-05-19,196,212.23573284566515
2021-05-20,203,210.2142006270584
2021-05-21,195,222.25991656635716
2021-05-22,205,227.14286803945393
2021-05-23,208,226.23654626699445
2021-05-24,215,235.86469969446074
2021-05-25,212,217.94888848595994
2021-05-26,211,204.41727982153665
2021-05-27,203,218.05460692915213
2021-05-28,200,209.3443073146599
2021-05-29,198,203.9329302437434
