stdDay,Susceptible,Delta_Infected,Delta_Recovered,Delta_Dead,Delta_alpha,Delta_beta,Delta_gamma,Omicron_Infected,Omicron_Recovered,Omicron_Dead,Omicron_alpha,Omicron_beta,Omicron_gamma
2021-10-03,9432499,6057.0,42626.369999999995,132.12,0.0952998331248683,0.12828132738979692,0.0001650982334489021,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-04,9431928,5850.0,43403.369999999995,133.12,0.09003715294811665,0.14290598290598291,0.0010256410256410256,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-05,9431407,5529.0,44239.369999999995,139.12,0.12617298785516834,0.1893651654910472,0.0007234581298607343,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-06,9430717,5168.0,45286.369999999995,143.12,0.16316958406011312,0.18227554179566563,0.0005804953560371517,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-07,9429883,5057.0,46228.369999999995,146.12,0.1549682818400111,0.17975084041922088,0.0009887284951552303,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-08,9429108,4918.0,47137.369999999995,151.12,0.14640679464588355,0.1602277348515657,0.0008133387555917039,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-09,9428396,4838.0,47925.369999999995,155.12,0.12187236788159839,0.15088879702356345,0.0010334849111202976,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-10,9427813,4686.0,48655.369999999995,160.12,0.11029302025016544,0.12078531796841656,0.0010670081092616305,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-11,9427302,4626.0,49221.369999999995,165.12,0.10538877669719955,0.11132728058798097,0.0012970168612191958,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-12,9426820,4587.0,49736.369999999995,171.12,0.1285626966972549,0.1499890996293874,0.0004360148245040331,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-13,9426237,4480.0,50424.369999999995,173.12,0.16799522590888752,0.18504464285714287,0.0011160714285714285,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-14,9425493,4390.0,51253.369999999995,178.12,0.15693466687633503,0.1763097949886105,0.00022779043280182233,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-15,9424812,4296.0,52027.369999999995,179.12,0.13777146320423203,0.16410614525139663,0.0016294227188081937,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-16,9424227,4169.0,52732.369999999995,186.12,0.12256151425280842,0.13792276325257855,0.001918925401775006,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-17,9423722,4091.0,53307.369999999995,194.12,0.0878045013891269,0.12393057932045955,0.0009777560498655585,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-18,9423367,3935.0,53814.369999999995,198.12,0.07663122982339184,0.11969504447268106,0.0027954256670902162,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-19,9423069,3751.0,54285.369999999995,209.12,0.1356965865424367,0.15409224206878167,0.0013329778725673154,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-20,9422566,3671.0,54863.369999999995,214.12,0.13948815104637793,0.20157995096703896,0.001089621356578589,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-21,9422060,3433.0,55603.369999999995,218.12,0.1529988132993038,0.19691232158461985,0.0014564520827264782,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-22,9421541,3271.0,56279.369999999995,223.12,0.17048630008160431,0.17578722103332314,0.003057169061449098,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-23,9420990,3237.0,56854.369999999995,233.12,0.16259398483820528,0.15353722582638246,0.002471424158171146,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-24,9420470,3252.0,57351.369999999995,241.12,0.14162132792681373,0.10762607626076261,0.0015375153751537515,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-25,9420015,3352.0,57701.369999999995,246.12,0.1289474161423391,0.08681384248210024,0.002088305489260143,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-26,9419588,3481.0,57992.369999999995,253.12,0.21170729427366525,0.14363688595231255,0.0008618213157138753,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-27,9418860,3706.0,58492.369999999995,256.12,0.21471340678367196,0.13572584997301673,0.0008094981111710739,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-28,9418074,3986.0,58995.369999999995,259.12,0.19558327127468894,0.12920220772704466,0.0010035122930255895,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-29,9417304,4237.0,59510.369999999995,263.12,0.1687174568045692,0.12957281095114467,0.0004720320981826764,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-30,9416598,4392.0,60059.369999999995,265.12,0.17522561935401101,0.11657559198542805,0.0018214936247723133,0.0,0.0,0.0,0.0,0.0,0.0
2021-10-31,9415838,4632.0,60571.369999999995,273.12,0.14123598491321737,0.09758203799654577,0.0006476683937823834,0.0,0.0,0.0,0.0,0.0,0.0
2021-11-01,9415192,4823.000000000007,61023.369999999995,276.12,0.12599264144662925,0.08791208791208778,0.0006220194899440173,0.0,0.0,0.0,0.0,0.0,0.0
