stdDay,Susceptible,Delta_Infected,Delta_Recovered,Delta_Dead,Delta_alpha,Delta_beta,Delta_gamma,Omicron_Infected,Omicron_Recovered,Omicron_Dead,Omicron_alpha,Omicron_beta,Omicron_gamma
2021-04-12,1536822,0.12,0.0,0.0,2.170127813544228,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-13,1536809,0.38,0.0,0.0,0.3162966078961084,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-14,1536803,0.5,0.0,0.0,0.7211590815478627,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-15,1536785,0.86,0.0,0.0,0.16305467371440122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-16,1536778,1.0,0.0,0.0,0.24039027107363586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-17,1536766,1.24,0.0,0.0,0.3069523397542884,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-18,1536747,1.62,0.0,0.0,0.25968608678905164,0.07407407407407407,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-19,1536726,1.92,0.12,0.0,0.18781125425092046,0.13541666666666669,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-20,1536708,2.02,0.38,0.0,0.14876313200003183,0.0594059405940594,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-21,1536693,2.2,0.5,0.0,0.21854869811045832,0.1636363636363636,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-22,1536669,2.32,0.86,0.0,0.1295298074309903,0.060344827586206906,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-23,1536654,2.48,1.0,0.0,0.0727045370928885,0.0967741935483871,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-24,1536645,2.42,1.24,0.0,0.08278618367066667,0.1570247933884298,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-25,1536635,2.2399999999999998,1.62,0.0,0.21465414456170234,0.1875,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-26,1536623,2.3,2.04,0.0,0.034842683966865906,0.15652173913043474,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-27,1536621,2.02,2.4,0.0,0.21819828012629047,0.14851485148514865,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-28,1536610,2.16,2.7,0.0,0.24115857972106466,0.222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-29,1536597,2.2,3.1799999999999997,0.0,0.0728541173657232,0.13636363636363646,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-30,1536593,2.06,3.48,0.0,0.07780557060043294,0.0873786407766991,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01,1536589,2.04,3.66,0.0,0.07856857483890439,0.09803921568627438,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-02,1536585,2.0000000000000004,3.86,0.0,0.20035038738501285,0.23999999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-03,1536575,1.92,4.34,0.0,0.459139292474063,0.041666666666666706,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-04,1536553,2.7199999999999998,4.42,0.0,0.7071337406443092,0.1617647058823531,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-05,1536505,4.2,4.86,0.0,0.11449189649794268,0.1238095238095237,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-06,1536493,4.159999999999999,5.38,0.0,0.07706245526463387,0.038461538461538505,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-07,1536485,4.319999999999999,5.54,0.0,0.2504542836409077,0.03703703703703708,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-08,1536458,5.239999999999999,5.7,0.0,0.05353315401273034,0.030534351145038198,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-09,1536451,5.36,5.86,0.0,0.02803654767800464,0.07462686567164169,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-10,1536446,5.109999999999999,6.26,0.0,0.07057990665743402,0.17221135029354206,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-11,1536434,4.590000000000001,7.14,0.0,0.1113167098474635,0.41830065359477137,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-12,1536417,3.1799999999999997,9.06,0.0,0.1606758967424098,0.15094339622641467,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-13,1536400,3.210000000000001,9.54,0.0,0.2340823736517213,0.09968847352024929,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-14,1536375,3.6400000000000006,9.86,0.0,0.09908790940570289,0.2967032967032967,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-15,1536363,2.92,10.94,0.0,0.05146729557411691,0.0958904109589045,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-16,1536358,2.789999999999999,11.22,0.0,0.3770591201392677,0.05376344086021456,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-17,1536323,3.6900000000000013,11.37,0.0,0.20364283998989047,0.09756097560975639,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-18,1536298,4.08,11.73,0.0,0.11787518552045624,0.12499999999999994,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-19,1536282,4.049999999999999,12.24,0.0,0.0593747858887983,0.1259259259259259,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-20,1536274,3.780000000000001,12.75,0.0,0.05566415163498755,0.19841269841269835,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-21,1536267,3.2399999999999984,13.5,0.0,0.2690446254652543,0.111111111111111,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-22,1536238,3.75,13.86,0.0,0.15230068778405428,0.0400000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-23,1536219,4.17,14.01,0.0,0.14417130958279467,0.24460431654676293,0.007194244604316546,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-24,1536199,3.7200000000000006,15.030000000000001,0.03,0.16969416596711498,0.2016129032258064,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-25,1536178,3.5999999999999996,15.780000000000001,0.03,0.20875361340504378,0.13333333333333247,0.0,0.0,0.0,0.0,0.0,0.0,0.0
