stdDay,Susceptible,Delta_Infected,Delta_Recovered,Delta_Dead,Delta_alpha,Delta_beta,Delta_gamma,Omicron_Infected,Omicron_Recovered,Omicron_Dead,Omicron_alpha,Omicron_beta,Omicron_gamma
2021-04-12,370108.0,0.1,0.0,0.0,0.4003577334183535,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-13,370106.0,0.14,0.0,0.0,0.2859713549245737,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-14,370104.0,0.18,0.0,0.0,0.333635050328196,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-15,370101.0,0.24,0.0,0.0,0.2502283160542663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-16,370098.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-17,370098.0,0.3,0.0,0.0,0.13345618367747641,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-18,370096.0,0.34,0.0,0.0,0.05887804626844036,0.29411764705882354,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-19,370095.0,0.26,0.1,0.0,0.07699457623666273,0.15384615384615388,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-20,370094.0,0.24,0.14,0.0,0.08341101630036334,0.1666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-21,370093.0,0.22000000000000003,0.18,0.0,0.09099408183151998,0.2727272727272727,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-22,370092.0,0.18,0.24,0.0,0.3336458682345651,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-23,370089.0,0.18,0.3,0.0,0.11121619094025731,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-24,370088.0,0.2,0.3,0.0,0.0,0.20000000000000018,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-25,370088.0,0.15999999999999998,0.34,0.0,0.25023710576943864,0.12499999999999978,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-26,370087.0,0.18000000000000005,0.36,0.0,0.4448671678701373,0.11111111111111117,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-27,370085.0,0.24,0.38,0.0,0.3336521790039225,0.08333333333333341,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-28,370083.0,0.29999999999999993,0.4,0.0,0.0,0.06666666666666655,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-29,370083.0,0.27999999999999997,0.42,0.0,0.1429945637677417,0.2142857142857143,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-30,370082.0,0.26,0.48,0.0,0.6159782468168177,0.07692307692307698,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01,370078.0,0.4,0.5,0.0,0.10009754700360464,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-02,370077.0,0.44000000000000006,0.5,0.0,0.36399206356809766,0.09090909090909098,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-03,370073.0,0.56,0.54,0.0,0.42899528316999996,0.14285714285714277,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-04,370067.0,0.7200000000000001,0.62,0.0,0.0,0.11111111111111105,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-05,370067.0,0.6400000000000001,0.7,0.0,0.06256282646115432,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-06,370066.0,0.6800000000000002,0.7,0.0,0.0,0.05882352941176475,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-07,370066.0,0.6400000000000001,0.74,0.0,0.31281497759859045,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-08,370061.0,0.68,0.9,0.0,0.058883614895286734,0.058823529411764754,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-09,370060.0,0.68,0.9400000000000001,0.0,0.309139813575541,0.23529411764705885,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-10,370053.0,0.73,1.1,0.0,0.0,0.3287671232876712,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-11,370053.0,0.49,1.34,0.0,0.061288352683291865,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-12,370052.0,0.52,1.34,0.0,0.11550528449639925,0.07692307692307698,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-13,370050.0,0.5399999999999998,1.3800000000000001,0.0,0.3892976925040161,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-14,370043.0,0.7499999999999998,1.3800000000000001,0.0,0.12012841750823557,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-15,370040.0,0.6400000000000001,1.58,0.0,0.0,0.06250000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-16,370040.0,0.6000000000000001,1.62,0.0,0.0,0.34999999999999987,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-17,370040.0,0.3900000000000001,1.83,0.0,0.30802408055677966,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-18,370036.0,0.5099999999999998,1.83,0.0,0.17666277939252978,0.05882352941176478,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-19,370033.0,0.5700000000000001,1.86,0.0,0.47420393657635374,0.10526315789473653,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-20,370024.0,0.7800000000000002,1.92,0.0,0.038504674956634816,0.2692307692307691,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-21,370023.0,0.6000000000000001,2.13,0.0,0.0,0.1500000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-22,370023.0,0.5099999999999998,2.22,0.0,0.05888966202577871,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-23,370022.0,0.54,2.22,0.0,0.7786543022366839,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-24,370008.0,0.96,2.22,0.0,0.4380096173596247,0.12499999999999965,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-25,369994.0,1.2600000000000002,2.34,0.0,0.21454344047277987,0.07142857142857166,0.0,0.0,0.0,0.0,0.0,0.0,0.0
