stdDay,Susceptible,Delta_Infected,Delta_Recovered,Delta_Dead,Delta_alpha,Delta_beta,Delta_gamma,Omicron_Infected,Omicron_Recovered,Omicron_Dead,Omicron_alpha,Omicron_beta,Omicron_gamma
2021-04-12,2380065,0.32,0.0,0.0,0.5646471314859047,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-13,2380056,0.5,0.0,0.0,0.44168120413973455,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-14,2380045,0.72,0.0,0.0,0.5019127789600617,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-15,2380027,1.08,0.0,0.0,0.07435801109570356,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-16,2380023,1.16,0.0,0.0,0.20768996625315142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-17,2380011,1.4,0.0,0.0,0.18642740966923502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-18,2379998,1.66,0.0,0.0,0.29026854401426705,0.1927710843373494,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-19,2379974,1.82,0.32,0.0,0.1654706875226091,0.0989010989010989,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-20,2379959,1.94,0.5,0.0,0.2587272760910379,0.11340206185567009,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-21,2379934,2.2199999999999998,0.72,0.0,0.21705348676600822,0.16216216216216223,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-22,2379910,2.34,1.08,0.0,0.10296230766752762,0.03418803418803413,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-23,2379898,2.5,1.16,0.0,0.03212440197016847,0.096,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-24,2379894,2.34,1.4,0.0,0.12012349986226135,0.11111111111111112,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-25,2379880,2.3599999999999994,1.66,0.0,0.11910620475665634,0.19491525423728825,0.008474576271186442,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-26,2379873,2.1599999999999997,2.12,0.02,0.22308846825953413,0.13888888888888884,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-27,2379861,2.3400000000000003,2.42,0.02,0.4976614000838524,0.21367521367521364,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-28,2379832,2.9999999999999996,2.92,0.02,0.25432523528271467,0.16000000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-29,2379813,3.2800000000000002,3.4,0.02,0.17140155908745158,0.06707317073170738,0.0060975609756097554,0.0,0.0,0.0,0.0,0.0,0.0
2021-04-30,2379799,3.5999999999999996,3.62,0.04,0.13385724312571498,0.022222222222222122,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-01,2379787,4.0,3.6999999999999997,0.04,0.10039343857244366,0.06999999999999995,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-02,2379777,4.120000000000001,3.9799999999999995,0.04,0.11696372089298028,0.06796116504854373,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-03,2379765,4.319999999999999,4.26,0.04,0.09295774691727654,0.11111111111111123,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-04,2379755,4.239999999999999,4.74,0.04,0.05682723879574888,0.27358490566037724,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-05,2379749,3.3200000000000003,5.8999999999999995,0.04,0.08467051706430091,0.2289156626506026,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-06,2379742,2.839999999999999,6.66,0.04,0.12726169475514576,0.19718309859154923,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-07,2379733,2.6400000000000006,7.22,0.04,0.19774913888034978,0.18181818181818193,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-08,2379720,2.6799999999999997,7.7,0.04,0.0899071030807337,0.14925373134328407,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-09,2379714,2.5199999999999996,8.100000000000001,0.04,0.047807865827174036,0.19047619047618997,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-10,2379710,2.16,8.58,0.04,0.1115518744347467,0.18518518518518534,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-11,2379702,2.0,8.98,0.04,0.09035732205124844,0.1200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-12,2379696,1.9399999999999995,9.22,0.04,0.07762676105834747,0.1443298969072162,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-13,2379691,1.8100000000000005,9.5,0.04,0.1497642094862165,0.19889502762431,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-14,2379682,1.7199999999999989,9.860000000000001,0.04,0.08755628048250268,0.30232558139534876,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-15,2379677,1.3499999999999996,10.38,0.04,0.13386410564683082,0.17777777777777798,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-16,2379671,1.2899999999999991,10.620000000000001,0.04,0.4436205383990302,0.09302325581395295,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-17,2379652,1.7400000000000002,10.74,0.04,0.39813449686094343,0.13793103448275873,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-18,2379629,2.1899999999999995,10.98,0.04,0.31632909601074743,0.08219178082191769,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-19,2379606,2.700000000000001,11.16,0.04,0.10040107479977774,0.055555555555555663,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-20,2379597,2.8200000000000003,11.31,0.04,0.2029391102242692,0.09574468085106366,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-21,2379578,3.120000000000001,11.58,0.04,0.5406275333758273,0.04807692307692318,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-22,2379522,4.649999999999999,11.73,0.04,0.36922988951616775,0.03870967741935479,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2021-05-23,2379465,6.18,11.91,0.04,0.2339581147993637,0.09223300970873792,0.0,0.0,0.0,0.0,0.0,0.0,0.0
