deathCnt,defCnt,gubun,gubunEn,incDec,isolClearCnt,isolIngCnt,localOccCnt,overFlowCnt,qurRate,stdDay
0.0,1.0,전국,Nation,0.0,0.0,1.0,0.0,1.0,0.0,2020-01-20
0.0,1.0,전국,Nation,0.0,0.0,1.0,0.0,0.0,0.0,2020-01-21
0.0,1.0,전국,Nation,0.0,0.0,1.0,0.0,0.0,0.0,2020-01-22
0.0,1.0,전국,Nation,0.0,0.0,1.0,0.0,0.0,0.0,2020-01-23
0.0,2.0,전국,Nation,1.0,0.0,2.0,0.0,1.0,0.0,2020-01-24
0.0,2.0,전국,Nation,0.0,0.0,2.0,0.0,0.0,0.0,2020-01-25
0.0,3.0,전국,Nation,1.0,0.0,3.0,0.0,1.0,0.0,2020-01-26
0.0,4.0,전국,Nation,1.0,0.0,4.0,0.0,1.0,0.0,2020-01-27
0.0,4.0,전국,Nation,0.0,0.0,4.0,0.0,0.0,0.0,2020-01-28
0.0,4.0,전국,Nation,0.0,0.0,4.0,0.0,0.0,0.0,2020-01-29
0.0,7.0,전국,Nation,3.0,0.0,7.0,1.0,2.0,0.0,2020-01-30
0.0,11.0,전국,Nation,4.0,0.0,11.0,3.0,1.0,0.0,2020-01-31
0.0,12.0,전국,Nation,1.0,0.0,12.0,0.0,1.0,0.0,2020-02-01
0.0,15.0,전국,Nation,3.0,0.0,15.0,1.0,2.0,0.0,2020-02-02
0.0,15.0,전국,Nation,0.0,0.0,15.0,0.0,0.0,0.0,2020-02-03
0.0,16.0,전국,Nation,1.0,0.0,16.0,0.0,1.0,0.0,2020-02-04
0.0,21.0,전국,Nation,5.0,0.0,21.0,3.0,2.0,0.0,2020-02-05
0.0,24.0,전국,Nation,3.0,0.0,24.0,1.0,2.0,0.0,2020-02-06
0.0,24.0,전국,Nation,0.0,2.0,22.0,0.0,0.0,0.0,2020-02-07
0.0,24.0,전국,Nation,0.0,2.0,22.0,0.0,0.0,0.0,2020-02-08
0.0,27.0,전국,Nation,3.0,2.0,25.0,1.0,2.0,0.0,2020-02-09
0.0,28.0,전국,Nation,1.0,3.0,25.0,1.0,0.0,0.0,2020-02-10
0.0,28.0,전국,Nation,0.0,4.0,24.0,0.0,0.0,0.0,2020-02-11
0.0,28.0,전국,Nation,0.0,4.0,24.0,0.0,0.0,0.0,2020-02-12
0.0,28.0,전국,Nation,0.0,7.0,21.0,0.0,0.0,0.0,2020-02-13
0.0,28.0,전국,Nation,0.0,7.0,21.0,0.0,0.0,0.0,2020-02-14
0.0,28.0,전국,Nation,0.0,7.0,21.0,0.0,0.0,0.0,2020-02-15
0.0,30.0,전국,Nation,2.0,9.0,21.0,2.0,0.0,0.0,2020-02-16
0.0,30.0,전국,Nation,0.0,9.0,21.0,0.0,0.0,0.0,2020-02-17
0.0,32.0,전국,Nation,2.0,10.0,22.0,2.0,0.0,0.0,2020-02-18
