Date,city,Death,Death_n,Inf_AC,Inf_n,Infected,Recovered,Recovered_n,Susceptible,Susceptible_n
2020-01-20,인천,0,0.0,1,0.0,1,0,0.0,2952838,0.0
2020-01-21,인천,0,0.0,1,0.0,1,0,0.0,2952838,0.0
2020-01-22,인천,0,0.0,1,0.0,1,0,0.0,2952838,0.0
2020-01-23,인천,0,0.0,1,0.0,1,0,0.0,2952838,0.0
2020-01-24,인천,0,0.0,1,0.0,1,0,0.0,2952838,0.0
2020-01-25,인천,0,0.0,1,0.0,1,0,0.0,2952838,0.0
2020-01-26,인천,0,0.0,1,0.0,1,0,0.0,2952838,0.0
2020-01-27,인천,0,0.0,1,0.0,1,0,0.0,2952838,0.0
2020-01-28,인천,0,0.0,1,0.0,1,0,0.0,2952838,0.0
2020-01-29,인천,0,0.0,1,0.0,1,0,0.0,2952838,0.0
2020-01-30,인천,0,0.0,1,0.0,1,0,0.0,2952838,0.0
2020-01-31,인천,0,0.0,1,0.0,1,0,0.0,2952838,0.0
2020-02-01,인천,0,0.0,1,0.0,1,0,0.0,2952838,0.0
2020-02-02,인천,0,0.0,1,0.0,1,0,0.0,2952838,0.0
2020-02-03,인천,0,0.0,1,0.0,0,1,1.0,2952838,0.0
2020-02-04,인천,0,0.0,1,0.0,0,1,0.0,2952838,0.0
2020-02-05,인천,0,0.0,1,0.0,0,1,0.0,2952838,0.0
2020-02-06,인천,0,0.0,1,0.0,0,1,0.0,2952838,0.0
2020-02-07,인천,0,0.0,1,0.0,0,1,0.0,2952838,0.0
2020-02-08,인천,0,0.0,1,0.0,0,1,0.0,2952838,0.0
2020-02-09,인천,0,0.0,1,0.0,0,1,0.0,2952838,0.0
2020-02-10,인천,0,0.0,1,0.0,0,1,0.0,2952838,0.0
2020-02-11,인천,0,0.0,1,0.0,0,1,0.0,2952838,0.0
2020-02-12,인천,0,0.0,1,0.0,0,1,0.0,2952838,0.0
2020-02-13,인천,0,0.0,1,0.0,0,1,0.0,2952838,0.0
2020-02-14,인천,0,0.0,1,0.0,0,1,0.0,2952838,0.0
2020-02-15,인천,0,0.0,1,0.0,0,1,0.0,2952838,0.0
2020-02-16,인천,0,0.0,1,0.0,0,1,0.0,2952838,0.0
2020-02-17,인천,0,0.0,1,0.0,0,1,0.0,2952838,0.0
2020-02-18,인천,0,0.0,1,0.0,0,1,0.0,2952838,0.0
2020-02-19,인천,0,0.0,1,0.0,0,1,0.0,2952838,0.0
2020-02-20,인천,0,0.0,1,0.0,0,1,0.0,2952838,0.0
2020-02-21,인천,0,0.0,1,0.0,0,1,0.0,2952838,0.0
2020-02-22,인천,0,0.0,1,0.0,0,1,0.0,2952838,0.0
2020-02-23,인천,0,0.0,2,1.0,1,1,0.0,2952837,-1.0
2020-02-24,인천,0,0.0,2,0.0,1,1,0.0,2952837,0.0
2020-02-25,인천,0,0.0,2,0.0,1,1,0.0,2952837,0.0
2020-02-26,인천,0,0.0,3,1.0,2,1,0.0,2952836,-1.0
2020-02-27,인천,0,0.0,3,0.0,2,1,0.0,2952836,0.0
2020-02-28,인천,0,0.0,4,1.0,3,1,0.0,2952835,-1.0
2020-02-29,인천,0,0.0,6,2.0,5,1,0.0,2952833,-2.0
2020-03-01,인천,0,0.0,6,0.0,5,1,0.0,2952833,0.0
2020-03-02,인천,0,0.0,7,1.0,6,1,0.0,2952832,-1.0
2020-03-03,인천,0,0.0,7,0.0,6,1,0.0,2952832,0.0
2020-03-04,인천,0,0.0,8,1.0,7,1,0.0,2952831,-1.0
2020-03-05,인천,0,0.0,9,1.0,8,1,0.0,2952830,-1.0
2020-03-06,인천,0,0.0,9,0.0,8,1,0.0,2952830,0.0
2020-03-07,인천,0,0.0,9,0.0,8,1,0.0,2952830,0.0
2020-03-08,인천,0,0.0,9,0.0,7,2,1.0,2952830,0.0
2020-03-09,인천,0,0.0,9,0.0,7,2,0.0,2952830,0.0
2020-03-10,인천,0,0.0,13,4.0,11,2,0.0,2952826,-4.0
2020-03-11,인천,0,0.0,25,12.0,22,3,1.0,2952814,-12.0
2020-03-12,인천,0,0.0,25,0.0,22,3,0.0,2952814,0.0
2020-03-13,인천,0,0.0,27,2.0,23,4,1.0,2952812,-2.0
2020-03-14,인천,0,0.0,28,1.0,22,6,2.0,2952811,-1.0
2020-03-15,인천,0,0.0,29,1.0,23,6,0.0,2952810,-1.0
2020-03-16,인천,0,0.0,30,1.0,23,7,1.0,2952809,-1.0
2020-03-17,인천,0,0.0,31,1.0,24,7,0.0,2952808,-1.0
2020-03-18,인천,0,0.0,32,1.0,24,8,1.0,2952807,-1.0
2020-03-19,인천,0,0.0,32,0.0,23,9,1.0,2952807,0.0
2020-03-20,인천,0,0.0,36,4.0,27,9,0.0,2952803,-4.0
2020-03-21,인천,0,0.0,40,4.0,31,9,0.0,2952799,-4.0
2020-03-22,인천,0,0.0,40,0.0,31,9,0.0,2952799,0.0
2020-03-23,인천,0,0.0,40,0.0,31,9,0.0,2952799,0.0
2020-03-24,인천,0,0.0,41,1.0,28,13,4.0,2952798,-1.0
2020-03-25,인천,0,0.0,42,1.0,17,25,12.0,2952797,-1.0
2020-03-26,인천,0,0.0,43,1.0,18,25,0.0,2952796,-1.0
2020-03-27,인천,0,0.0,46,3.0,19,27,2.0,2952793,-3.0
2020-03-28,인천,0,0.0,51,5.0,23,28,1.0,2952788,-5.0
2020-03-29,인천,0,0.0,58,7.0,29,29,1.0,2952781,-7.0
2020-03-30,인천,0,0.0,58,0.0,28,30,1.0,2952781,0.0
2020-03-31,인천,0,0.0,64,6.0,33,31,1.0,2952775,-6.0
2020-04-01,인천,0,0.0,69,5.0,37,32,1.0,2952770,-5.0
2020-04-02,인천,0,0.0,73,4.0,41,32,0.0,2952766,-4.0
2020-04-03,인천,0,0.0,74,1.0,38,36,4.0,2952765,-1.0
2020-04-04,인천,0,0.0,77,3.0,37,40,4.0,2952762,-3.0
2020-04-05,인천,0,0.0,79,2.0,39,40,0.0,2952760,-2.0
2020-04-06,인천,0,0.0,80,1.0,40,40,0.0,2952759,-1.0
2020-04-07,인천,0,0.0,80,0.0,39,41,1.0,2952759,0.0
2020-04-08,인천,0,0.0,84,4.0,42,42,1.0,2952755,-4.0
2020-04-09,인천,0,0.0,84,0.0,41,43,1.0,2952755,0.0
2020-04-10,인천,0,0.0,85,1.0,39,46,3.0,2952754,-1.0
2020-04-11,인천,0,0.0,85,0.0,34,51,5.0,2952754,0.0
2020-04-12,인천,0,0.0,86,1.0,28,58,7.0,2952753,-1.0
2020-04-13,인천,0,0.0,87,1.0,29,58,0.0,2952752,-1.0
2020-04-14,인천,0,0.0,88,1.0,24,64,6.0,2952751,-1.0
2020-04-15,인천,0,0.0,88,0.0,19,69,5.0,2952751,0.0
2020-04-16,인천,0,0.0,88,0.0,15,73,4.0,2952751,0.0
2020-04-17,인천,0,0.0,89,1.0,15,74,1.0,2952750,-1.0
2020-04-18,인천,0,0.0,90,1.0,13,77,3.0,2952749,-1.0
2020-04-19,인천,0,0.0,91,1.0,12,79,2.0,2952748,-1.0
2020-04-20,인천,0,0.0,92,1.0,12,80,1.0,2952747,-1.0
2020-04-21,인천,0,0.0,92,0.0,12,80,0.0,2952747,0.0
2020-04-22,인천,0,0.0,92,0.0,8,84,4.0,2952747,0.0
2020-04-23,인천,0,0.0,92,0.0,8,84,0.0,2952747,0.0
2020-04-24,인천,0,0.0,92,0.0,7,85,1.0,2952747,0.0
2020-04-25,인천,0,0.0,92,0.0,7,85,0.0,2952747,0.0
2020-04-26,인천,0,0.0,92,0.0,6,86,1.0,2952747,0.0
2020-04-27,인천,0,0.0,92,0.0,5,87,1.0,2952747,0.0
2020-04-28,인천,0,0.0,93,1.0,5,88,1.0,2952746,-1.0
2020-04-29,인천,0,0.0,93,0.0,5,88,0.0,2952746,0.0
2020-04-30,인천,0,0.0,93,0.0,5,88,0.0,2952746,0.0
2020-05-01,인천,0,0.0,94,1.0,5,89,1.0,2952745,-1.0
2020-05-02,인천,0,0.0,95,1.0,5,90,1.0,2952744,-1.0
2020-05-03,인천,0,0.0,95,0.0,4,90,0.0,2952745,1.0
2020-05-04,인천,0,0.0,96,1.0,4,91,1.0,2952743,-2.0
2020-05-05,인천,0,0.0,97,1.0,5,91,0.0,2952742,-1.0
2020-05-06,인천,0,0.0,97,0.0,5,91,0.0,2952742,0.0
2020-05-07,인천,0,0.0,97,0.0,5,91,0.0,2952742,0.0
2020-05-08,인천,0,0.0,97,0.0,5,91,0.0,2952742,0.0
2020-05-09,인천,0,0.0,98,1.0,6,91,0.0,2952741,-1.0
2020-05-10,인천,0,0.0,101,3.0,9,91,0.0,2952738,-3.0
2020-05-11,인천,0,0.0,104,3.0,12,91,0.0,2952735,-3.0
2020-05-12,인천,0,0.0,105,1.0,12,92,1.0,2952734,-1.0
2020-05-13,인천,0,0.0,107,2.0,14,92,0.0,2952732,-2.0
2020-05-14,인천,0,0.0,119,12.0,26,92,0.0,2952720,-12.0
2020-05-15,인천,0,0.0,124,5.0,30,93,1.0,2952715,-5.0
2020-05-16,인천,0,0.0,124,0.0,29,94,1.0,2952715,0.0
2020-05-17,인천,0,0.0,124,0.0,29,94,0.0,2952715,0.0
2020-05-18,인천,0,0.0,124,0.0,28,95,1.0,2952715,0.0
