Date,city,Death,Death_n,Inf_AC,Inf_n,Infected,Recovered,Recovered_n,Susceptible,Susceptible_n
2020-01-20,충북,0,0.0,0,0.0,0,0,0.0,1597774,0.0
2020-01-21,충북,0,0.0,0,0.0,0,0,0.0,1597774,0.0
2020-01-22,충북,0,0.0,0,0.0,0,0,0.0,1597774,0.0
2020-01-23,충북,0,0.0,0,0.0,0,0,0.0,1597774,0.0
2020-01-24,충북,0,0.0,0,0.0,0,0,0.0,1597774,0.0
2020-01-25,충북,0,0.0,0,0.0,0,0,0.0,1597774,0.0
2020-01-26,충북,0,0.0,0,0.0,0,0,0.0,1597774,0.0
2020-01-27,충북,0,0.0,0,0.0,0,0,0.0,1597774,0.0
2020-01-28,충북,0,0.0,0,0.0,0,0,0.0,1597774,0.0
2020-01-29,충북,0,0.0,0,0.0,0,0,0.0,1597774,0.0
2020-01-30,충북,0,0.0,0,0.0,0,0,0.0,1597774,0.0
2020-01-31,충북,0,0.0,0,0.0,0,0,0.0,1597774,0.0
2020-02-01,충북,0,0.0,0,0.0,0,0,0.0,1597774,0.0
2020-02-02,충북,0,0.0,0,0.0,0,0,0.0,1597774,0.0
2020-02-03,충북,0,0.0,0,0.0,0,0,0.0,1597774,0.0
2020-02-04,충북,0,0.0,0,0.0,0,0,0.0,1597774,0.0
2020-02-05,충북,0,0.0,0,0.0,0,0,0.0,1597774,0.0
2020-02-06,충북,0,0.0,0,0.0,0,0,0.0,1597774,0.0
2020-02-07,충북,0,0.0,0,0.0,0,0,0.0,1597774,0.0
2020-02-08,충북,0,0.0,0,0.0,0,0,0.0,1597774,0.0
2020-02-09,충북,0,0.0,0,0.0,0,0,0.0,1597774,0.0
2020-02-10,충북,0,0.0,0,0.0,0,0,0.0,1597774,0.0
2020-02-11,충북,0,0.0,0,0.0,0,0,0.0,1597774,0.0
2020-02-12,충북,0,0.0,0,0.0,0,0,0.0,1597774,0.0
2020-02-13,충북,0,0.0,0,0.0,0,0,0.0,1597774,0.0
2020-02-14,충북,0,0.0,0,0.0,0,0,0.0,1597774,0.0
2020-02-15,충북,0,0.0,0,0.0,0,0,0.0,1597774,0.0
2020-02-16,충북,0,0.0,0,0.0,0,0,0.0,1597774,0.0
2020-02-17,충북,0,0.0,0,0.0,0,0,0.0,1597774,0.0
2020-02-18,충북,0,0.0,0,0.0,0,0,0.0,1597774,0.0
2020-02-19,충북,0,0.0,0,0.0,0,0,0.0,1597774,0.0
2020-02-20,충북,0,0.0,0,0.0,0,0,0.0,1597774,0.0
2020-02-21,충북,0,0.0,1,1.0,1,0,0.0,1597773,-1.0
2020-02-22,충북,0,0.0,3,2.0,3,0,0.0,1597771,-2.0
2020-02-23,충북,0,0.0,3,0.0,3,0,0.0,1597771,0.0
2020-02-24,충북,0,0.0,3,0.0,3,0,0.0,1597771,0.0
2020-02-25,충북,0,0.0,3,0.0,3,0,0.0,1597771,0.0
2020-02-26,충북,0,0.0,5,2.0,5,0,0.0,1597769,-2.0
2020-02-27,충북,0,0.0,7,2.0,7,0,0.0,1597767,-2.0
2020-02-28,충북,0,0.0,10,3.0,10,0,0.0,1597764,-3.0
2020-02-29,충북,0,0.0,10,0.0,10,0,0.0,1597764,0.0
2020-03-01,충북,0,0.0,11,1.0,11,0,0.0,1597763,-1.0
2020-03-02,충북,0,0.0,11,0.0,11,0,0.0,1597763,0.0
2020-03-03,충북,0,0.0,11,0.0,11,0,0.0,1597763,0.0
2020-03-04,충북,0,0.0,11,0.0,11,0,0.0,1597763,0.0
2020-03-05,충북,0,0.0,12,1.0,12,0,0.0,1597762,-1.0
2020-03-06,충북,0,0.0,15,3.0,14,1,1.0,1597759,-3.0
2020-03-07,충북,0,0.0,20,5.0,17,3,2.0,1597754,-5.0
2020-03-08,충북,0,0.0,24,4.0,21,3,0.0,1597750,-4.0
2020-03-09,충북,0,0.0,25,1.0,22,3,0.0,1597749,-1.0
2020-03-10,충북,0,0.0,25,0.0,22,3,0.0,1597749,0.0
2020-03-11,충북,0,0.0,27,2.0,22,5,2.0,1597747,-2.0
2020-03-12,충북,0,0.0,27,0.0,20,7,2.0,1597747,0.0
2020-03-13,충북,0,0.0,27,0.0,17,10,3.0,1597747,0.0
2020-03-14,충북,0,0.0,28,1.0,18,10,0.0,1597746,-1.0
2020-03-15,충북,0,0.0,31,3.0,20,11,1.0,1597743,-3.0
2020-03-16,충북,0,0.0,31,0.0,20,11,0.0,1597743,0.0
2020-03-17,충북,0,0.0,31,0.0,20,11,0.0,1597743,0.0
2020-03-18,충북,0,0.0,32,1.0,21,11,0.0,1597742,-1.0
2020-03-19,충북,0,0.0,33,1.0,21,12,1.0,1597741,-1.0
2020-03-20,충북,0,0.0,33,0.0,18,15,3.0,1597741,0.0
2020-03-21,충북,0,0.0,34,1.0,14,20,5.0,1597740,-1.0
2020-03-22,충북,0,0.0,35,1.0,11,24,4.0,1597739,-1.0
2020-03-23,충북,0,0.0,37,2.0,12,25,1.0,1597737,-2.0
2020-03-24,충북,0,0.0,38,1.0,13,25,0.0,1597736,-1.0
2020-03-25,충북,0,0.0,38,0.0,11,27,2.0,1597736,0.0
2020-03-26,충북,0,0.0,39,1.0,12,27,0.0,1597735,-1.0
2020-03-27,충북,0,0.0,41,2.0,14,27,0.0,1597733,-2.0
2020-03-28,충북,0,0.0,41,0.0,13,28,1.0,1597733,0.0
2020-03-29,충북,0,0.0,41,0.0,10,31,3.0,1597733,0.0
2020-03-30,충북,0,0.0,44,3.0,13,31,0.0,1597730,-3.0
2020-03-31,충북,0,0.0,44,0.0,13,31,0.0,1597730,0.0
2020-04-01,충북,0,0.0,44,0.0,12,32,1.0,1597730,0.0
2020-04-02,충북,0,0.0,44,0.0,11,33,1.0,1597730,0.0
2020-04-03,충북,0,0.0,45,1.0,12,33,0.0,1597729,-1.0
2020-04-04,충북,0,0.0,45,0.0,11,34,1.0,1597729,0.0
2020-04-05,충북,0,0.0,45,0.0,10,35,1.0,1597729,0.0
2020-04-06,충북,0,0.0,45,0.0,8,37,2.0,1597729,0.0
2020-04-07,충북,0,0.0,45,0.0,7,38,1.0,1597729,0.0
2020-04-08,충북,0,0.0,45,0.0,7,38,0.0,1597729,0.0
2020-04-09,충북,0,0.0,45,0.0,6,39,1.0,1597729,0.0
2020-04-10,충북,0,0.0,45,0.0,4,41,2.0,1597729,0.0
2020-04-11,충북,0,0.0,45,0.0,4,41,0.0,1597729,0.0
2020-04-12,충북,0,0.0,45,0.0,4,41,0.0,1597729,0.0
2020-04-13,충북,0,0.0,45,0.0,1,44,3.0,1597729,0.0
2020-04-14,충북,0,0.0,45,0.0,1,44,0.0,1597729,0.0
2020-04-15,충북,0,0.0,45,0.0,1,44,0.0,1597729,0.0
2020-04-16,충북,0,0.0,45,0.0,1,44,0.0,1597729,0.0
2020-04-17,충북,0,0.0,45,0.0,0,45,1.0,1597729,0.0
2020-04-18,충북,0,0.0,45,0.0,0,45,0.0,1597729,0.0
2020-04-19,충북,0,0.0,45,0.0,0,45,0.0,1597729,0.0
2020-04-20,충북,0,0.0,45,0.0,0,45,0.0,1597729,0.0
2020-04-21,충북,0,0.0,45,0.0,0,45,0.0,1597729,0.0
2020-04-22,충북,0,0.0,45,0.0,0,45,0.0,1597729,0.0
2020-04-23,충북,0,0.0,45,0.0,0,45,0.0,1597729,0.0
