Date,city,Death,Death_n,Inf_AC,Inf_n,Infected,Recovered,Recovered_n,Susceptible,Susceptible_n
2020-01-20,경북,0,0.0,0,0.0,0,0,0.0,2622174,0.0
2020-01-21,경북,0,0.0,0,0.0,0,0,0.0,2622174,0.0
2020-01-22,경북,0,0.0,0,0.0,0,0,0.0,2622174,0.0
2020-01-23,경북,0,0.0,0,0.0,0,0,0.0,2622174,0.0
2020-01-24,경북,0,0.0,0,0.0,0,0,0.0,2622174,0.0
2020-01-25,경북,0,0.0,0,0.0,0,0,0.0,2622174,0.0
2020-01-26,경북,0,0.0,0,0.0,0,0,0.0,2622174,0.0
2020-01-27,경북,0,0.0,0,0.0,0,0,0.0,2622174,0.0
2020-01-28,경북,0,0.0,0,0.0,0,0,0.0,2622174,0.0
2020-01-29,경북,0,0.0,0,0.0,0,0,0.0,2622174,0.0
2020-01-30,경북,0,0.0,0,0.0,0,0,0.0,2622174,0.0
2020-01-31,경북,0,0.0,0,0.0,0,0,0.0,2622174,0.0
2020-02-01,경북,0,0.0,0,0.0,0,0,0.0,2622174,0.0
2020-02-02,경북,0,0.0,0,0.0,0,0,0.0,2622174,0.0
2020-02-03,경북,0,0.0,0,0.0,0,0,0.0,2622174,0.0
2020-02-04,경북,0,0.0,0,0.0,0,0,0.0,2622174,0.0
2020-02-05,경북,0,0.0,0,0.0,0,0,0.0,2622174,0.0
2020-02-06,경북,0,0.0,0,0.0,0,0,0.0,2622174,0.0
2020-02-07,경북,0,0.0,0,0.0,0,0,0.0,2622174,0.0
2020-02-08,경북,0,0.0,0,0.0,0,0,0.0,2622174,0.0
2020-02-09,경북,0,0.0,0,0.0,0,0,0.0,2622174,0.0
2020-02-10,경북,0,0.0,0,0.0,0,0,0.0,2622174,0.0
2020-02-11,경북,0,0.0,0,0.0,0,0,0.0,2622174,0.0
2020-02-12,경북,0,0.0,0,0.0,0,0,0.0,2622174,0.0
2020-02-13,경북,0,0.0,0,0.0,0,0,0.0,2622174,0.0
2020-02-14,경북,0,0.0,0,0.0,0,0,0.0,2622174,0.0
2020-02-15,경북,0,0.0,0,0.0,0,0,0.0,2622174,0.0
2020-02-16,경북,0,0.0,0,0.0,0,0,0.0,2622174,0.0
2020-02-17,경북,0,0.0,0,0.0,0,0,0.0,2622174,0.0
2020-02-18,경북,0,0.0,0,0.0,0,0,0.0,2622174,0.0
2020-02-19,경북,0,0.0,5,5.0,5,0,0.0,2622169,-5.0
2020-02-20,경북,1,1.0,9,4.0,9,-1,-1.0,2622165,-4.0
2020-02-21,경북,1,0.0,26,17.0,26,-1,0.0,2622148,-17.0
2020-02-22,경북,3,2.0,132,106.0,132,-3,-2.0,2622042,-106.0
2020-02-23,경북,3,0.0,171,39.0,171,-3,0.0,2622003,-39.0
2020-02-24,경북,6,3.0,190,19.0,190,-6,-3.0,2621984,-19.0
2020-02-25,경북,6,0.0,234,44.0,234,-6,0.0,2621940,-44.0
2020-02-26,경북,7,1.0,270,36.0,270,-7,-1.0,2621904,-36.0
2020-02-27,경북,7,0.0,323,53.0,323,-7,0.0,2621851,-53.0
2020-02-28,경북,7,0.0,397,74.0,397,-7,0.0,2621777,-74.0
2020-02-29,경북,7,0.0,472,75.0,472,-7,0.0,2621702,-75.0
2020-03-01,경북,7,0.0,520,48.0,520,-7,0.0,2621654,-48.0
2020-03-02,경북,7,0.0,628,108.0,628,-7,0.0,2621546,-108.0
2020-03-03,경북,7,0.0,687,59.0,687,-7,0.0,2621487,-59.0
2020-03-04,경북,7,0.0,782,95.0,777,-2,5.0,2621392,-95.0
2020-03-05,경북,7,0.0,863,81.0,854,2,4.0,2621311,-81.0
2020-03-06,경북,11,4.0,985,122.0,959,15,13.0,2621189,-122.0
2020-03-07,경북,11,0.0,1050,65.0,918,121,106.0,2621124,-65.0
2020-03-08,경북,13,2.0,1082,32.0,911,158,37.0,2621092,-32.0
2020-03-09,경북,14,1.0,1107,25.0,917,176,18.0,2621067,-25.0
2020-03-10,경북,14,0.0,1117,10.0,883,220,44.0,2621057,-10.0
2020-03-11,경북,14,0.0,1135,18.0,865,256,36.0,2621039,-18.0
2020-03-12,경북,16,2.0,1143,8.0,820,307,51.0,2621031,-8.0
2020-03-13,경북,16,0.0,1147,4.0,750,381,74.0,2621027,-4.0
2020-03-14,경북,17,1.0,1153,6.0,681,455,74.0,2621021,-6.0
2020-03-15,경북,17,0.0,1157,4.0,637,503,48.0,2621017,-4.0
2020-03-16,경북,17,0.0,1164,7.0,536,611,108.0,2621010,-7.0
2020-03-17,경북,19,2.0,1169,5.0,482,668,57.0,2621005,-5.0
2020-03-18,경북,21,2.0,1178,9.0,396,761,93.0,2620996,-9.0
2020-03-19,경북,21,0.0,1190,12.0,327,842,81.0,2620984,-12.0
