incDec,stdDay,delta_variants,omicron_variants
17.0,2021-04-12,0.34,0.0
13.0,2021-04-13,0.26,0.0
11.0,2021-04-14,0.22,0.0
10.0,2021-04-15,0.2,0.0
6.0,2021-04-16,0.12,0.0
4.0,2021-04-17,0.08,0.0
5.0,2021-04-18,0.1,0.0
21.0,2021-04-19,0.42,0.0
8.0,2021-04-20,0.16,0.0
17.0,2021-04-21,0.34,0.0
13.0,2021-04-22,0.26,0.0
2.0,2021-04-23,0.04,0.0
10.0,2021-04-24,0.2,0.0
6.0,2021-04-25,0.12,0.0
4.0,2021-04-26,0.16,0.0
8.0,2021-04-27,0.32,0.0
10.0,2021-04-28,0.4,0.0
4.0,2021-04-29,0.16,0.0
31.0,2021-04-30,1.24,0.0
13.0,2021-05-01,0.52,0.0
9.0,2021-05-02,0.36,0.0
5.0,2021-05-03,0.2,0.0
13.0,2021-05-04,0.52,0.0
18.0,2021-05-05,0.72,0.0
18.0,2021-05-06,0.72,0.0
7.0,2021-05-07,0.28,0.0
9.0,2021-05-08,0.36,0.0
2.0,2021-05-09,0.08,0.0
4.0,2021-05-10,0.12,0.0
7.0,2021-05-11,0.21,0.0
8.0,2021-05-12,0.24,0.0
18.0,2021-05-13,0.54,0.0
31.0,2021-05-14,0.9299999999999999,0.0
10.0,2021-05-15,0.3,0.0
4.0,2021-05-16,0.12,0.0
2.0,2021-05-17,0.06,0.0
12.0,2021-05-18,0.36,0.0
10.0,2021-05-19,0.3,0.0
8.0,2021-05-20,0.24,0.0
15.0,2021-05-21,0.44999999999999996,0.0
5.0,2021-05-22,0.15,0.0
12.0,2021-05-23,0.36,0.0
11.0,2021-05-24,0.32999999999999996,0.0
15.0,2021-05-25,0.44999999999999996,0.0
17.0,2021-05-26,0.51,0.0
23.0,2021-05-27,0.69,0.0
18.0,2021-05-28,0.54,0.0
11.0,2021-05-29,0.32999999999999996,0.0
7.0,2021-05-30,0.21,0.0
6.0,2021-05-31,0.18,0.0
19.0,2021-06-01,0.57,0.0
23.0,2021-06-02,0.69,0.0
15.0,2021-06-03,0.44999999999999996,0.0
18.0,2021-06-04,0.54,0.0
31.0,2021-06-05,0.9299999999999999,0.0
18.0,2021-06-06,0.54,0.0
20.0,2021-06-07,2.8000000000000003,0.0
22.0,2021-06-08,3.08,0.0
25.0,2021-06-09,3.5000000000000004,0.0
22.0,2021-06-10,3.08,0.0
15.0,2021-06-11,2.1,0.0
22.0,2021-06-12,3.08,0.0
11.0,2021-06-13,1.54,0.0
10.0,2021-06-14,1.4000000000000001,0.0
15.0,2021-06-15,2.1,0.0
29.0,2021-06-16,4.0600000000000005,0.0
18.0,2021-06-17,2.5200000000000005,0.0
13.0,2021-06-18,1.8200000000000003,0.0
5.0,2021-06-19,0.7000000000000001,0.0
8.0,2021-06-20,1.12,0.0
15.0,2021-06-21,5.8500000000000005,0.0
31.0,2021-06-22,12.09,0.0
58.0,2021-06-23,22.62,0.0
15.0,2021-06-24,5.8500000000000005,0.0
9.0,2021-06-25,3.5100000000000002,0.0
13.0,2021-06-26,5.07,0.0
15.0,2021-06-27,5.8500000000000005,0.0
7.0,2021-06-28,2.73,0.0
25.0,2021-06-29,9.75,0.0
26.0,2021-06-30,10.14,0.0
16.0,2021-07-01,6.24,0.0
25.0,2021-07-02,9.75,0.0
28.0,2021-07-03,10.92,0.0
32.0,2021-07-04,12.48,0.0
19.0,2021-07-05,11.209999999999999,0.0
26.0,2021-07-06,15.34,0.0
30.0,2021-07-07,17.7,0.0
13.0,2021-07-08,7.67,0.0
29.0,2021-07-09,17.11,0.0
48.0,2021-07-10,28.32,0.0
32.0,2021-07-11,18.88,0.0
25.0,2021-07-12,14.75,0.0
31.0,2021-07-13,18.29,0.0
41.0,2021-07-14,24.189999999999998,0.0
60.0,2021-07-15,35.4,0.0
49.0,2021-07-16,28.91,0.0
33.0,2021-07-17,19.47,0.0
45.0,2021-07-18,26.549999999999997,0.0
83.0,2021-07-19,63.910000000000004,0.0
73.0,2021-07-20,56.21,0.0
73.0,2021-07-21,56.21,0.0
81.0,2021-07-22,62.370000000000005,0.0
67.0,2021-07-23,51.59,0.0
68.0,2021-07-24,52.36,0.0
54.0,2021-07-25,41.58,0.0
71.0,2021-07-26,54.67,0.0
71.0,2021-07-27,54.67,0.0
75.0,2021-07-28,57.75,0.0
69.0,2021-07-29,53.13,0.0
85.0,2021-07-30,65.45,0.0
86.0,2021-07-31,66.22,0.0
69.0,2021-08-01,53.13,0.0
64.0,2021-08-02,60.8,0.0
78.0,2021-08-03,74.1,0.0
59.0,2021-08-04,56.05,0.0
70.0,2021-08-05,66.5,0.0
50.0,2021-08-06,47.5,0.0
57.0,2021-08-07,54.15,0.0
33.0,2021-08-08,31.349999999999998,0.0
42.0,2021-08-09,39.9,0.0
51.0,2021-08-10,48.449999999999996,0.0
43.0,2021-08-11,40.85,0.0
51.0,2021-08-12,48.449999999999996,0.0
58.0,2021-08-13,55.099999999999994,0.0
42.0,2021-08-14,39.9,0.0
44.0,2021-08-15,41.8,0.0
31.0,2021-08-16,30.38,0.0
33.0,2021-08-17,32.339999999999996,0.0
34.0,2021-08-18,33.32,0.0
49.0,2021-08-19,48.019999999999996,0.0
58.0,2021-08-20,56.839999999999996,0.0
28.0,2021-08-21,27.439999999999998,0.0
23.0,2021-08-22,22.54,0.0
30.0,2021-08-23,29.4,0.0
63.0,2021-08-24,61.74,0.0
64.0,2021-08-25,62.72,0.0
50.0,2021-08-26,49.0,0.0
57.0,2021-08-27,55.86,0.0
46.0,2021-08-28,45.08,0.0
18.0,2021-08-29,17.64,0.0
29.0,2021-08-30,28.71,0.0
34.0,2021-08-31,33.66,0.0
30.0,2021-09-01,29.7,0.0
61.0,2021-09-02,60.39,0.0
46.0,2021-09-03,45.54,0.0
50.0,2021-09-04,49.5,0.0
38.0,2021-09-05,37.62,0.0
30.0,2021-09-06,29.7,0.0
34.0,2021-09-07,33.66,0.0
39.0,2021-09-08,38.61,0.0
38.0,2021-09-09,37.62,0.0
48.0,2021-09-10,47.519999999999996,0.0
65.0,2021-09-11,64.35,0.0
45.0,2021-09-12,44.55,0.0
39.0,2021-09-13,39.0,0.0
41.0,2021-09-14,41.0,0.0
37.0,2021-09-15,37.0,0.0
36.0,2021-09-16,36.0,0.0
43.0,2021-09-17,43.0,0.0
44.0,2021-09-18,44.0,0.0
48.0,2021-09-19,48.0,0.0
49.0,2021-09-20,49.0,0.0
44.0,2021-09-21,44.0,0.0
16.0,2021-09-22,16.0,0.0
43.0,2021-09-23,43.0,0.0
71.0,2021-09-24,71.0,0.0
80.0,2021-09-25,80.0,0.0
53.0,2021-09-26,53.0,0.0
51.0,2021-09-27,51.0,0.0
54.0,2021-09-28,54.0,0.0
29.0,2021-09-29,29.0,0.0
36.0,2021-09-30,36.0,0.0
38.0,2021-10-01,38.0,0.0
35.0,2021-10-02,35.0,0.0
41.0,2021-10-03,41.0,0.0
38.0,2021-10-04,38.0,0.0
39.0,2021-10-05,39.0,0.0
31.0,2021-10-06,31.0,0.0
30.0,2021-10-07,30.0,0.0
31.0,2021-10-08,31.0,0.0
30.0,2021-10-09,30.0,0.0
10.0,2021-10-10,10.0,0.0
22.0,2021-10-11,22.0,0.0
23.0,2021-10-12,23.0,0.0
21.0,2021-10-13,21.0,0.0
6.0,2021-10-14,6.0,0.0
12.0,2021-10-15,12.0,0.0
9.0,2021-10-16,9.0,0.0
8.0,2021-10-17,8.0,0.0
5.0,2021-10-18,5.0,0.0
15.0,2021-10-19,15.0,0.0
9.0,2021-10-20,9.0,0.0
8.0,2021-10-21,8.0,0.0
5.0,2021-10-22,5.0,0.0
8.0,2021-10-23,8.0,0.0
8.0,2021-10-24,8.0,0.0
4.0,2021-10-25,4.0,0.0
13.0,2021-10-26,13.0,0.0
15.0,2021-10-27,15.0,0.0
6.0,2021-10-28,6.0,0.0
9.0,2021-10-29,9.0,0.0
7.0,2021-10-30,7.0,0.0
11.0,2021-10-31,11.0,0.0
9.0,2021-11-01,9.0,0.0
28.0,2021-11-02,28.0,0.0
19.0,2021-11-03,19.0,0.0
17.0,2021-11-04,17.0,0.0
24.0,2021-11-05,24.0,0.0
21.0,2021-11-06,21.0,0.0
23.0,2021-11-07,23.0,0.0
22.0,2021-11-08,21.78,0.44
25.0,2021-11-09,24.75,0.5
23.0,2021-11-10,22.77,0.46
34.0,2021-11-11,33.66,0.68
25.0,2021-11-12,24.75,0.5
32.0,2021-11-13,31.68,0.64
18.0,2021-11-14,17.82,0.36
33.0,2021-11-15,32.67,0.66
35.0,2021-11-16,34.65,0.7000000000000001
45.0,2021-11-17,44.55,0.9
36.0,2021-11-18,35.64,0.72
53.0,2021-11-19,52.47,1.06
32.0,2021-11-20,31.68,0.64
43.0,2021-11-21,42.57,0.86
36.0,2021-11-22,35.28,0.72
68.0,2021-11-23,66.64,1.36
51.0,2021-11-24,49.98,1.02
50.0,2021-11-25,49.0,1.0
44.0,2021-11-26,43.12,0.88
38.0,2021-11-27,37.24,0.76
53.0,2021-11-28,51.94,1.06
43.0,2021-11-29,42.14,0.86
43.0,2021-11-30,42.14,0.86
88.0,2021-12-01,86.24,1.76
166.0,2021-12-02,162.68,3.3200000000000003
97.0,2021-12-03,95.06,1.94
126.0,2021-12-04,123.48,2.52
142.0,2021-12-05,139.16,2.84
106.0,2021-12-06,101.75999999999999,4.24
120.0,2021-12-07,115.19999999999999,4.8
184.0,2021-12-08,176.64,7.36
167.0,2021-12-09,160.32,6.68
157.0,2021-12-10,150.72,6.28
118.0,2021-12-11,113.28,4.72
115.0,2021-12-12,110.39999999999999,4.6000000000000005
78.0,2021-12-13,74.88,3.12
151.0,2021-12-14,144.96,6.04
164.0,2021-12-15,157.44,6.5600000000000005
129.0,2021-12-16,123.83999999999999,5.16
162.0,2021-12-17,155.51999999999998,6.48
120.0,2021-12-18,115.19999999999999,4.8
149.0,2021-12-19,143.04,5.96
112.0,2021-12-20,92.96,19.040000000000003
126.0,2021-12-21,104.58,21.42
157.0,2021-12-22,130.31,26.69
133.0,2021-12-23,110.39,22.610000000000003
81.0,2021-12-24,67.22999999999999,13.770000000000001
104.0,2021-12-25,86.32,17.68
84.0,2021-12-26,69.72,14.280000000000001
40.0,2021-12-27,33.199999999999996,6.800000000000001
80.0,2021-12-28,66.39999999999999,13.600000000000001
79.0,2021-12-29,65.57,13.430000000000001
89.0,2021-12-30,73.86999999999999,15.13
71.0,2021-12-31,58.93,12.07
65.0,2022-01-01,53.949999999999996,11.05
59.0,2022-01-02,48.97,10.030000000000001
49.0,2022-01-03,19.6,29.4
34.0,2022-01-04,13.600000000000001,20.4
51.0,2022-01-05,20.400000000000002,30.599999999999998
41.0,2022-01-06,16.400000000000002,24.599999999999998
29.0,2022-01-07,11.600000000000001,17.4
47.0,2022-01-08,18.8,28.2
40.0,2022-01-09,16.0,24.0
33.0,2022-01-10,13.200000000000001,19.8
43.0,2022-01-11,17.2,25.8
90.0,2022-01-12,36.0,54.0
68.0,2022-01-13,27.200000000000003,40.8
66.0,2022-01-14,26.400000000000002,39.6
53.0,2022-01-15,21.200000000000003,31.799999999999997
54.0,2022-01-16,21.6,32.4
82.0,2022-01-17,8.200000000000001,72.98
108.0,2022-01-18,10.8,96.12
117.0,2022-01-19,11.700000000000001,104.13
97.0,2022-01-20,9.700000000000001,86.33
111.0,2022-01-21,11.100000000000001,98.79
119.0,2022-01-22,11.9,105.91
159.0,2022-01-23,15.9,141.51
158.0,2022-01-24,15.8,140.62
226.0,2022-01-25,22.6,201.14000000000001
370.0,2022-01-26,37.0,329.3
413.0,2022-01-27,41.300000000000004,367.57
369.0,2022-01-28,36.9,328.41
429.0,2022-01-29,42.900000000000006,381.81
450.0,2022-01-30,45.0,400.5
445.0,2022-01-31,4.45,445.0
462.0,2022-02-01,4.62,462.0
481.0,2022-02-02,4.8100000000000005,481.0
559.0,2022-02-03,5.59,559.0
763.0,2022-02-04,7.63,763.0
1032.0,2022-02-05,10.32,1032.0
1190.0,2022-02-06,11.9,1190.0
969.0,2022-02-07,9.69,969.0
943.0,2022-02-08,9.43,943.0
1130.0,2022-02-09,11.3,1130.0
1450.0,2022-02-10,14.5,1450.0
