incDec,stdDay,delta_variants,omicron_variants
12.0,2021-04-12,0.24,0.0
16.0,2021-04-13,0.32,0.0
26.0,2021-04-14,0.52,0.0
17.0,2021-04-15,0.34,0.0
12.0,2021-04-16,0.24,0.0
23.0,2021-04-17,0.46,0.0
19.0,2021-04-18,0.38,0.0
11.0,2021-04-19,0.22,0.0
18.0,2021-04-20,0.36,0.0
15.0,2021-04-21,0.3,0.0
14.0,2021-04-22,0.28,0.0
10.0,2021-04-23,0.2,0.0
18.0,2021-04-24,0.36,0.0
15.0,2021-04-25,0.3,0.0
14.0,2021-04-26,0.56,0.0
14.0,2021-04-27,0.56,0.0
20.0,2021-04-28,0.8,0.0
25.0,2021-04-29,1.0,0.0
14.0,2021-04-30,0.56,0.0
13.0,2021-05-01,0.52,0.0
17.0,2021-05-02,0.68,0.0
15.0,2021-05-03,0.6,0.0
13.0,2021-05-04,0.52,0.0
16.0,2021-05-05,0.64,0.0
19.0,2021-05-06,0.76,0.0
14.0,2021-05-07,0.56,0.0
22.0,2021-05-08,0.88,0.0
11.0,2021-05-09,0.44,0.0
13.0,2021-05-10,0.39,0.0
21.0,2021-05-11,0.63,0.0
20.0,2021-05-12,0.6,0.0
17.0,2021-05-13,0.51,0.0
34.0,2021-05-14,1.02,0.0
16.0,2021-05-15,0.48,0.0
15.0,2021-05-16,0.44999999999999996,0.0
14.0,2021-05-17,0.42,0.0
16.0,2021-05-18,0.48,0.0
23.0,2021-05-19,0.69,0.0
13.0,2021-05-20,0.39,0.0
12.0,2021-05-21,0.36,0.0
15.0,2021-05-22,0.44999999999999996,0.0
12.0,2021-05-23,0.36,0.0
18.0,2021-05-24,0.54,0.0
11.0,2021-05-25,0.32999999999999996,0.0
19.0,2021-05-26,0.57,0.0
30.0,2021-05-27,0.8999999999999999,0.0
26.0,2021-05-28,0.78,0.0
18.0,2021-05-29,0.54,0.0
18.0,2021-05-30,0.54,0.0
12.0,2021-05-31,0.36,0.0
17.0,2021-06-01,0.51,0.0
20.0,2021-06-02,0.6,0.0
22.0,2021-06-03,0.6599999999999999,0.0
10.0,2021-06-04,0.3,0.0
16.0,2021-06-05,0.48,0.0
23.0,2021-06-06,0.69,0.0
15.0,2021-06-07,2.1,0.0
13.0,2021-06-08,1.8200000000000003,0.0
23.0,2021-06-09,3.22,0.0
22.0,2021-06-10,3.08,0.0
18.0,2021-06-11,2.5200000000000005,0.0
20.0,2021-06-12,2.8000000000000003,0.0
15.0,2021-06-13,2.1,0.0
14.0,2021-06-14,1.9600000000000002,0.0
12.0,2021-06-15,1.6800000000000002,0.0
12.0,2021-06-16,1.6800000000000002,0.0
17.0,2021-06-17,2.3800000000000003,0.0
22.0,2021-06-18,3.08,0.0
22.0,2021-06-19,3.08,0.0
22.0,2021-06-20,3.08,0.0
9.0,2021-06-21,3.5100000000000002,0.0
18.0,2021-06-22,7.0200000000000005,0.0
28.0,2021-06-23,10.92,0.0
15.0,2021-06-24,5.8500000000000005,0.0
29.0,2021-06-25,11.31,0.0
12.0,2021-06-26,4.68,0.0
25.0,2021-06-27,9.75,0.0
31.0,2021-06-28,12.09,0.0
17.0,2021-06-29,6.63,0.0
30.0,2021-06-30,11.700000000000001,0.0
36.0,2021-07-01,14.040000000000001,0.0
22.0,2021-07-02,8.58,0.0
16.0,2021-07-03,6.24,0.0
33.0,2021-07-04,12.870000000000001,0.0
22.0,2021-07-05,12.979999999999999,0.0
23.0,2021-07-06,13.569999999999999,0.0
57.0,2021-07-07,33.629999999999995,0.0
64.0,2021-07-08,37.76,0.0
82.0,2021-07-09,48.379999999999995,0.0
84.0,2021-07-10,49.559999999999995,0.0
66.0,2021-07-11,38.94,0.0
56.0,2021-07-12,33.04,0.0
71.0,2021-07-13,41.89,0.0
96.0,2021-07-14,56.64,0.0
90.0,2021-07-15,53.099999999999994,0.0
97.0,2021-07-16,57.23,0.0
81.0,2021-07-17,47.79,0.0
83.0,2021-07-18,48.97,0.0
67.0,2021-07-19,51.59,0.0
71.0,2021-07-20,54.67,0.0
128.0,2021-07-21,98.56,0.0
130.0,2021-07-22,100.10000000000001,0.0
97.0,2021-07-23,74.69,0.0
