incDec,stdDay,delta_variants,omicron_variants
176,2021-04-12,3.52,0.0
168,2021-04-13,3.36,0.0
238,2021-04-14,4.76,0.0
224,2021-04-15,4.48,0.0
221,2021-04-16,4.42,0.0
209,2021-04-17,4.18,0.0
184,2021-04-18,3.68,0.0
146,2021-04-19,2.92,0.0
189,2021-04-20,3.7800000000000002,0.0
234,2021-04-21,4.68,0.0
222,2021-04-22,4.44,0.0
298,2021-04-23,5.96,0.0
244,2021-04-24,4.88,0.0
191,2021-04-25,3.8200000000000003,0.0
150,2021-04-26,6.0,0.0
195,2021-04-27,7.8,0.0
194,2021-04-28,7.76,0.0
182,2021-04-29,7.28,0.0
151,2021-04-30,6.04,0.0
190,2021-05-01,7.6000000000000005,0.0
145,2021-05-02,5.8,0.0
130,2021-05-03,5.2,0.0
124,2021-05-04,4.96,0.0
168,2021-05-05,6.72,0.0
142,2021-05-06,5.68,0.0
139,2021-05-07,5.5600000000000005,0.0
194,2021-05-08,7.76,0.0
149,2021-05-09,5.96,0.0
137,2021-05-10,4.109999999999999,0.0
137,2021-05-11,4.109999999999999,0.0
187,2021-05-12,5.609999999999999,0.0
226,2021-05-13,6.779999999999999,0.0
173,2021-05-14,5.1899999999999995,0.0
170,2021-05-15,5.1,0.0
161,2021-05-16,4.83,0.0
150,2021-05-17,4.5,0.0
137,2021-05-18,4.109999999999999,0.0
164,2021-05-19,4.92,0.0
187,2021-05-20,5.609999999999999,0.0
164,2021-05-21,4.92,0.0
165,2021-05-22,4.95,0.0
151,2021-05-23,4.53,0.0
122,2021-05-24,3.6599999999999997,0.0
136,2021-05-25,4.08,0.0
189,2021-05-26,5.67,0.0
170,2021-05-27,5.1,0.0
149,2021-05-28,4.47,0.0
139,2021-05-29,4.17,0.0
160,2021-05-30,4.8,0.0
130,2021-05-31,3.9,0.0
116,2021-06-01,3.48,0.0
192,2021-06-02,5.76,0.0
211,2021-06-03,6.33,0.0
209,2021-06-04,6.27,0.0
211,2021-06-05,6.33,0.0
160,2021-06-06,4.8,0.0
151,2021-06-07,21.14,0.0
130,2021-06-08,18.200000000000003,0.0
161,2021-06-09,22.540000000000003,0.0
180,2021-06-10,25.200000000000003,0.0
173,2021-06-11,24.220000000000002,0.0
174,2021-06-12,24.360000000000003,0.0
149,2021-06-13,20.860000000000003,0.0
122,2021-06-14,17.080000000000002,0.0
120,2021-06-15,16.8,0.0
190,2021-06-16,26.6,0.0
183,2021-06-17,25.62,0.0
153,2021-06-18,21.42,0.0
145,2021-06-19,20.3,0.0
113,2021-06-20,15.820000000000002,0.0
91,2021-06-21,35.49,0.0
92,2021-06-22,35.88,0.0
191,2021-06-23,74.49000000000001,0.0
185,2021-06-24,72.15,0.0
183,2021-06-25,71.37,0.0
188,2021-06-26,73.32000000000001,0.0
173,2021-06-27,67.47,0.0
162,2021-06-28,63.18,0.0
230,2021-06-29,89.7,0.0
240,2021-06-30,93.60000000000001,0.0
249,2021-07-01,97.11,0.0
264,2021-07-02,102.96000000000001,0.0
252,2021-07-03,98.28,0.0
231,2021-07-04,90.09,0.0
220,2021-07-05,129.79999999999998,0.0
229,2021-07-06,135.10999999999999,0.0
367,2021-07-07,216.53,0.0
392,2021-07-08,231.28,0.0
405,2021-07-09,238.95,0.0
451,2021-07-10,266.09,0.0
407,2021-07-11,240.13,0.0
327,2021-07-12,192.92999999999998,0.0
318,2021-07-13,187.61999999999998,0.0
464,2021-07-14,273.76,0.0
496,2021-07-15,292.64,0.0
456,2021-07-16,269.03999999999996,0.0
393,2021-07-17,231.86999999999998,0.0
373,2021-07-18,220.07,0.0
340,2021-07-19,261.8,0.0
383,2021-07-20,294.91,0.0
465,2021-07-21,358.05,0.0
373,2021-07-22,287.21,0.0
415,2021-07-23,319.55,0.0
464,2021-07-24,357.28000000000003,0.0
320,2021-07-25,246.4,0.0
350,2021-07-26,269.5,0.0
373,2021-07-27,287.21,0.0
556,2021-07-28,428.12,0.0
469,2021-07-29,361.13,0.0
524,2021-07-30,403.48,0.0
395,2021-07-31,304.15000000000003,0.0
406,2021-08-01,312.62,0.0
337,2021-08-02,320.15,0.0
360,2021-08-03,342.0,0.0
487,2021-08-04,462.65,0.0
486,2021-08-05,461.7,0.0
462,2021-08-06,438.9,0.0
514,2021-08-07,488.29999999999995,0.0
462,2021-08-08,438.9,0.0
408,2021-08-09,387.59999999999997,0.0
420,2021-08-10,399.0,0.0
666,2021-08-11,632.6999999999999,0.0
575,2021-08-12,546.25,0.0
540,2021-08-13,513.0,0.0
573,2021-08-14,544.35,0.0
510,2021-08-15,484.5,0.0
396,2021-08-16,388.08,0.0
385,2021-08-17,377.3,0.0
515,2021-08-18,504.7,0.0
649,2021-08-19,636.02,0.0
645,2021-08-20,632.1,0.0
599,2021-08-21,587.02,0.0
524,2021-08-22,513.52,0.0
396,2021-08-23,388.08,0.0
474,2021-08-24,464.52,0.0
587,2021-08-25,575.26,0.0
514,2021-08-26,503.71999999999997,0.0
548,2021-08-27,537.04,0.0
542,2021-08-28,531.16,0.0
480,2021-08-29,470.4,0.0
408,2021-08-30,403.92,0.0
433,2021-08-31,428.67,0.0
639,2021-09-01,632.61,0.0
697,2021-09-02,690.03,0.0
520,2021-09-03,514.8,0.0
580,2021-09-04,574.2,0.0
448,2021-09-05,443.52,0.0
400,2021-09-06,396.0,0.0
481,2021-09-07,476.19,0.0
703,2021-09-08,695.97,0.0
643,2021-09-09,636.57,0.0
613,2021-09-10,606.87,0.0
572,2021-09-11,566.28,0.0
488,2021-09-12,483.12,0.0
402,2021-09-13,402.0,0.0
461,2021-09-14,461.0,0.0
690,2021-09-15,690.0,0.0
656,2021-09-16,656.0,0.0
659,2021-09-17,659.0,0.0
672,2021-09-18,672.0,0.0
547,2021-09-19,547.0,0.0
507,2021-09-20,507.0,0.0
502,2021-09-21,502.0,0.0
529,2021-09-22,529.0,0.0
548,2021-09-23,548.0,0.0
708,2021-09-24,708.0,0.0
1102,2021-09-25,1102.0,0.0
931,2021-09-26,931.0,0.0
755,2021-09-27,755.0,0.0
721,2021-09-28,721.0,0.0
990,2021-09-29,990.0,0.0
884,2021-09-30,884.0,0.0
825,2021-10-01,825.0,0.0
759,2021-10-02,759.0,0.0
678,2021-10-03,678.0,0.0
534,2021-10-04,534.0,0.0
497,2021-10-05,497.0,0.0
685,2021-10-06,685.0,0.0
855,2021-10-07,855.0,0.0
759,2021-10-08,759.0,0.0
638,2021-10-09,638.0,0.0
550,2021-10-10,550.0,0.0
359,2021-10-11,359.0,0.0
411,2021-10-12,411.0,0.0
509,2021-10-13,509.0,0.0
690,2021-10-14,690.0,0.0
611,2021-10-15,611.0,0.0
587,2021-10-16,587.0,0.0
491,2021-10-17,491.0,0.0
365,2021-10-18,365.0,0.0
401,2021-10-19,401.0,0.0
588,2021-10-20,588.0,0.0
526,2021-10-21,526.0,0.0
518,2021-10-22,518.0,0.0
518,2021-10-23,518.0,0.0
521,2021-10-24,521.0,0.0
401,2021-10-25,401.0,0.0
431,2021-10-26,431.0,0.0
739,2021-10-27,739.0,0.0
707,2021-10-28,707.0,0.0
762,2021-10-29,762.0,0.0
718,2021-10-30,718.0,0.0
701,2021-10-31,701.0,0.0
564,2021-11-01,564.0,0.0
501,2021-11-02,501.0,0.0
899,2021-11-03,899.0,0.0
871,2021-11-04,871.0,0.0
742,2021-11-05,742.0,0.0
693,2021-11-06,693.0,0.0
703,2021-11-07,703.0,0.0
544,2021-11-08,538.56,10.88
528,2021-11-09,522.72,10.56
866,2021-11-10,857.34,17.32
821,2021-11-11,812.79,16.42
791,2021-11-12,783.09,15.82
648,2021-11-13,641.52,12.96
800,2021-11-14,792.0,16.0
602,2021-11-15,595.98,12.040000000000001
659,2021-11-16,652.41,13.18
963,2021-11-17,953.37,19.26
966,2021-11-18,956.34,19.32
849,2021-11-19,840.51,16.98
993,2021-11-20,983.0699999999999,19.86
992,2021-11-21,982.08,19.84
820,2021-11-22,803.6,16.4
772,2021-11-23,756.56,15.44
1184,2021-11-24,1160.32,23.68
1102,2021-11-25,1079.96,22.04
1120,2021-11-26,1097.6,22.400000000000002
1109,2021-11-27,1086.82,22.18
1090,2021-11-28,1068.2,21.8
910,2021-11-29,891.8,18.2
907,2021-11-30,888.86,18.14
1581,2021-12-01,1549.3799999999999,31.62
1493,2021-12-02,1463.1399999999999,29.86
1465,2021-12-03,1435.7,29.3
1675,2021-12-04,1641.5,33.5
1485,2021-12-05,1455.3,29.7
1314,2021-12-06,1261.44,52.56
1321,2021-12-07,1268.1599999999999,52.84
2268,2021-12-08,2177.2799999999997,90.72
2141,2021-12-09,2055.36,85.64
2030,2021-12-10,1948.8,81.2
2058,2021-12-11,1975.6799999999998,82.32000000000001
