incDec,stdDay,delta_variants,omicron_variants
162.0,2021-04-12,3.24,0.0
158.0,2021-04-13,3.16,0.0
247.0,2021-04-14,4.94,0.0
217.0,2021-04-15,4.34,0.0
216.0,2021-04-16,4.32,0.0
217.0,2021-04-17,4.34,0.0
204.0,2021-04-18,4.08,0.0
137.0,2021-04-19,2.74,0.0
148.0,2021-04-20,2.96,0.0
218.0,2021-04-21,4.36,0.0
230.0,2021-04-22,4.6000000000000005,0.0
204.0,2021-04-23,4.08,0.0
253.0,2021-04-24,5.0600000000000005,0.0
175.0,2021-04-25,3.5,0.0
154.0,2021-04-26,6.16,0.0
116.0,2021-04-27,4.64,0.0
257.0,2021-04-28,10.28,0.0
227.0,2021-04-29,9.08,0.0
227.0,2021-04-30,9.08,0.0
195.0,2021-05-01,7.8,0.0
182.0,2021-05-02,7.28,0.0
127.0,2021-05-03,5.08,0.0
184.0,2021-05-04,7.36,0.0
238.0,2021-05-05,9.52,0.0
212.0,2021-05-06,8.48,0.0
179.0,2021-05-07,7.16,0.0
242.0,2021-05-08,9.68,0.0
195.0,2021-05-09,7.8,0.0
141.0,2021-05-10,4.2299999999999995,0.0
163.0,2021-05-11,4.89,0.0
222.0,2021-05-12,6.66,0.0
227.0,2021-05-13,6.81,0.0
231.0,2021-05-14,6.93,0.0
254.0,2021-05-15,7.62,0.0
213.0,2021-05-16,6.39,0.0
195.0,2021-05-17,5.85,0.0
172.0,2021-05-18,5.16,0.0
249.0,2021-05-19,7.47,0.0
242.0,2021-05-20,7.26,0.0
172.0,2021-05-21,5.16,0.0
208.0,2021-05-22,6.24,0.0
181.0,2021-05-23,5.43,0.0
139.0,2021-05-24,4.17,0.0
138.0,2021-05-25,4.14,0.0
261.0,2021-05-26,7.83,0.0
218.0,2021-05-27,6.54,0.0
214.0,2021-05-28,6.42,0.0
194.0,2021-05-29,5.819999999999999,0.0
160.0,2021-05-30,4.8,0.0
130.0,2021-05-31,3.9,0.0
147.0,2021-06-01,4.41,0.0
258.0,2021-06-02,7.739999999999999,0.0
215.0,2021-06-03,6.45,0.0
206.0,2021-06-04,6.18,0.0
277.0,2021-06-05,8.31,0.0
179.0,2021-06-06,5.37,0.0
159.0,2021-06-07,22.26,0.0
139.0,2021-06-08,19.46,0.0
183.0,2021-06-09,25.62,0.0
212.0,2021-06-10,29.680000000000003,0.0
204.0,2021-06-11,28.560000000000002,0.0
208.0,2021-06-12,29.120000000000005,0.0
176.0,2021-06-13,24.64,0.0
122.0,2021-06-14,17.080000000000002,0.0
131.0,2021-06-15,18.340000000000003,0.0
201.0,2021-06-16,28.140000000000004,0.0
201.0,2021-06-17,28.140000000000004,0.0
200.0,2021-06-18,28.000000000000004,0.0
197.0,2021-06-19,27.580000000000002,0.0
165.0,2021-06-20,23.1,0.0
134.0,2021-06-21,52.260000000000005,0.0
131.0,2021-06-22,51.09,0.0
236.0,2021-06-23,92.04,0.0
252.0,2021-06-24,98.28,0.0
269.0,2021-06-25,104.91,0.0
263.0,2021-06-26,102.57000000000001,0.0
242.0,2021-06-27,94.38000000000001,0.0
185.0,2021-06-28,72.15,0.0
205.0,2021-06-29,79.95,0.0
375.0,2021-06-30,146.25,0.0
333.0,2021-07-01,129.87,0.0
346.0,2021-07-02,134.94,0.0
359.0,2021-07-03,140.01,0.0
289.0,2021-07-04,112.71000000000001,0.0
307.0,2021-07-05,181.13,0.0
320.0,2021-07-06,188.79999999999998,0.0
582.0,2021-07-07,343.38,0.0
550.0,2021-07-08,324.5,0.0
503.0,2021-07-09,296.77,0.0
509.0,2021-07-10,300.31,0.0
509.0,2021-07-11,300.31,0.0
403.0,2021-07-12,237.76999999999998,0.0
417.0,2021-07-13,246.03,0.0
637.0,2021-07-14,375.83,0.0
519.0,2021-07-15,306.21,0.0
569.0,2021-07-16,335.71,0.0
559.0,2021-07-17,329.81,0.0
522.0,2021-07-18,307.97999999999996,0.0
419.0,2021-07-19,322.63,0.0
394.0,2021-07-20,303.38,0.0
604.0,2021-07-21,465.08,0.0
499.0,2021-07-22,384.23,0.0
519.0,2021-07-23,399.63,0.0
465.0,2021-07-24,358.05,0.0
489.0,2021-07-25,376.53000000000003,0.0
341.0,2021-07-26,262.57,0.0
351.0,2021-07-27,270.27,0.0
573.0,2021-07-28,441.21000000000004,0.0
514.0,2021-07-29,395.78000000000003,0.0
488.0,2021-07-30,375.76,0.0
475.0,2021-07-31,365.75,0.0
473.0,2021-08-01,364.21000000000004,0.0
364.0,2021-08-02,345.8,0.0
311.0,2021-08-03,295.45,0.0
486.0,2021-08-04,461.7,0.0
466.0,2021-08-05,442.7,0.0
464.0,2021-08-06,440.79999999999995,0.0
503.0,2021-08-07,477.84999999999997,0.0
450.0,2021-08-08,427.5,0.0
415.0,2021-08-09,394.25,0.0
359.0,2021-08-10,341.05,0.0
660.0,2021-08-11,627.0,0.0
526.0,2021-08-12,499.7,0.0
524.0,2021-08-13,497.79999999999995,0.0
513.0,2021-08-14,487.34999999999997,0.0
488.0,2021-08-15,463.59999999999997,0.0
364.0,2021-08-16,356.71999999999997,0.0
365.0,2021-08-17,357.7,0.0
509.0,2021-08-18,498.82,0.0
575.0,2021-08-19,563.5,0.0
554.0,2021-08-20,542.92,0.0
525.0,2021-08-21,514.5,0.0
497.0,2021-08-22,487.06,0.0
388.0,2021-08-23,380.24,0.0
436.0,2021-08-24,427.28,0.0
677.0,2021-08-25,663.46,0.0
570.0,2021-08-26,558.6,0.0
556.0,2021-08-27,544.88,0.0
569.0,2021-08-28,557.62,0.0
517.0,2021-08-29,506.65999999999997,0.0
442.0,2021-08-30,437.58,0.0
456.0,2021-08-31,451.44,0.0
664.0,2021-09-01,657.36,0.0
559.0,2021-09-02,553.41,0.0
542.0,2021-09-03,536.58,0.0
565.0,2021-09-04,559.35,0.0
508.0,2021-09-05,502.92,0.0
464.0,2021-09-06,459.36,0.0
482.0,2021-09-07,477.18,0.0
671.0,2021-09-08,664.29,0.0
667.0,2021-09-09,660.33,0.0
670.0,2021-09-10,663.3,0.0
659.0,2021-09-11,652.41,0.0
658.0,2021-09-12,651.42,0.0
556.0,2021-09-13,556.0,0.0
539.0,2021-09-14,539.0,0.0
808.0,2021-09-15,808.0,0.0
