incDec,stdDay,delta_variants,omicron_variants
20.0,2021-04-12,0.4,0.0
8.0,2021-04-13,0.16,0.0
29.0,2021-04-14,0.58,0.0
20.0,2021-04-15,0.4,0.0
9.0,2021-04-16,0.18,0.0
12.0,2021-04-17,0.24,0.0
10.0,2021-04-18,0.2,0.0
10.0,2021-04-19,0.2,0.0
14.0,2021-04-20,0.28,0.0
20.0,2021-04-21,0.4,0.0
19.0,2021-04-22,0.38,0.0
30.0,2021-04-23,0.6,0.0
15.0,2021-04-24,0.3,0.0
15.0,2021-04-25,0.3,0.0
16.0,2021-04-26,0.64,0.0
10.0,2021-04-27,0.4,0.0
22.0,2021-04-28,0.88,0.0
10.0,2021-04-29,0.4,0.0
12.0,2021-04-30,0.48,0.0
5.0,2021-05-01,0.2,0.0
11.0,2021-05-02,0.44,0.0
9.0,2021-05-03,0.36,0.0
7.0,2021-05-04,0.28,0.0
11.0,2021-05-05,0.44,0.0
6.0,2021-05-06,0.24,0.0
5.0,2021-05-07,0.2,0.0
9.0,2021-05-08,0.36,0.0
9.0,2021-05-09,0.36,0.0
4.0,2021-05-10,0.12,0.0
4.0,2021-05-11,0.12,0.0
12.0,2021-05-12,0.36,0.0
10.0,2021-05-13,0.3,0.0
4.0,2021-05-14,0.12,0.0
5.0,2021-05-15,0.15,0.0
20.0,2021-05-16,0.6,0.0
23.0,2021-05-17,0.69,0.0
13.0,2021-05-18,0.39,0.0
21.0,2021-05-19,0.63,0.0
13.0,2021-05-20,0.39,0.0
12.0,2021-05-21,0.36,0.0
6.0,2021-05-22,0.18,0.0
9.0,2021-05-23,0.27,0.0
7.0,2021-05-24,0.21,0.0
9.0,2021-05-25,0.27,0.0
13.0,2021-05-26,0.39,0.0
9.0,2021-05-27,0.27,0.0
14.0,2021-05-28,0.42,0.0
22.0,2021-05-29,0.6599999999999999,0.0
6.0,2021-05-30,0.18,0.0
7.0,2021-05-31,0.21,0.0
11.0,2021-06-01,0.32999999999999996,0.0
5.0,2021-06-02,0.15,0.0
5.0,2021-06-03,0.15,0.0
22.0,2021-06-04,0.6599999999999999,0.0
24.0,2021-06-05,0.72,0.0
17.0,2021-06-06,0.51,0.0
11.0,2021-06-07,1.54,0.0
6.0,2021-06-08,0.8400000000000001,0.0
23.0,2021-06-09,3.22,0.0
24.0,2021-06-10,3.3600000000000003,0.0
16.0,2021-06-11,2.24,0.0
12.0,2021-06-12,1.6800000000000002,0.0
6.0,2021-06-13,0.8400000000000001,0.0
23.0,2021-06-14,3.22,0.0
14.0,2021-06-15,1.9600000000000002,0.0
17.0,2021-06-16,2.3800000000000003,0.0
18.0,2021-06-17,2.5200000000000005,0.0
19.0,2021-06-18,2.66,0.0
10.0,2021-06-19,1.4000000000000001,0.0
6.0,2021-06-20,0.8400000000000001,0.0
3.0,2021-06-21,1.17,0.0
16.0,2021-06-22,6.24,0.0
10.0,2021-06-23,3.9000000000000004,0.0
6.0,2021-06-24,2.34,0.0
10.0,2021-06-25,3.9000000000000004,0.0
5.0,2021-06-26,1.9500000000000002,0.0
4.0,2021-06-27,1.56,0.0
5.0,2021-06-28,1.9500000000000002,0.0
10.0,2021-06-29,3.9000000000000004,0.0
5.0,2021-06-30,1.9500000000000002,0.0
4.0,2021-07-01,1.56,0.0
7.0,2021-07-02,2.73,0.0
6.0,2021-07-03,2.34,0.0
2.0,2021-07-04,0.78,0.0
3.0,2021-07-05,1.77,0.0
2.0,2021-07-06,1.18,0.0
5.0,2021-07-07,2.9499999999999997,0.0
8.0,2021-07-08,4.72,0.0
14.0,2021-07-09,8.26,0.0
19.0,2021-07-10,11.209999999999999,0.0
8.0,2021-07-11,4.72,0.0
14.0,2021-07-12,8.26,0.0
8.0,2021-07-13,4.72,0.0
10.0,2021-07-14,5.8999999999999995,0.0
12.0,2021-07-15,7.08,0.0
14.0,2021-07-16,8.26,0.0
11.0,2021-07-17,6.489999999999999,0.0
29.0,2021-07-18,17.11,0.0
4.0,2021-07-19,3.08,0.0
44.0,2021-07-20,33.88,0.0
15.0,2021-07-21,11.55,0.0
28.0,2021-07-22,21.560000000000002,0.0
35.0,2021-07-23,26.95,0.0
31.0,2021-07-24,23.87,0.0
41.0,2021-07-25,31.57,0.0
31.0,2021-07-26,23.87,0.0
13.0,2021-07-27,10.01,0.0
40.0,2021-07-28,30.8,0.0
30.0,2021-07-29,23.1,0.0
37.0,2021-07-30,28.490000000000002,0.0
19.0,2021-07-31,14.63,0.0
17.0,2021-08-01,13.09,0.0
26.0,2021-08-02,24.7,0.0
39.0,2021-08-03,37.05,0.0
45.0,2021-08-04,42.75,0.0
45.0,2021-08-05,42.75,0.0
41.0,2021-08-06,38.949999999999996,0.0
43.0,2021-08-07,40.85,0.0
55.0,2021-08-08,52.25,0.0
38.0,2021-08-09,36.1,0.0
47.0,2021-08-10,44.65,0.0
56.0,2021-08-11,53.199999999999996,0.0
75.0,2021-08-12,71.25,0.0
52.0,2021-08-13,49.4,0.0
45.0,2021-08-14,42.75,0.0
44.0,2021-08-15,41.8,0.0
37.0,2021-08-16,36.26,0.0
43.0,2021-08-17,42.14,0.0
33.0,2021-08-18,32.339999999999996,0.0
59.0,2021-08-19,57.82,0.0
44.0,2021-08-20,43.12,0.0
41.0,2021-08-21,40.18,0.0
46.0,2021-08-22,45.08,0.0
43.0,2021-08-23,42.14,0.0
30.0,2021-08-24,29.4,0.0
59.0,2021-08-25,57.82,0.0
38.0,2021-08-26,37.24,0.0
33.0,2021-08-27,32.339999999999996,0.0
45.0,2021-08-28,44.1,0.0
30.0,2021-08-29,29.4,0.0
38.0,2021-08-30,37.62,0.0
15.0,2021-08-31,14.85,0.0
49.0,2021-09-01,48.51,0.0
27.0,2021-09-02,26.73,0.0
30.0,2021-09-03,29.7,0.0
30.0,2021-09-04,29.7,0.0
17.0,2021-09-05,16.83,0.0
24.0,2021-09-06,23.759999999999998,0.0
36.0,2021-09-07,35.64,0.0
39.0,2021-09-08,38.61,0.0
33.0,2021-09-09,32.67,0.0
32.0,2021-09-10,31.68,0.0
30.0,2021-09-11,29.7,0.0
45.0,2021-09-12,44.55,0.0
35.0,2021-09-13,35.0,0.0
21.0,2021-09-14,21.0,0.0
37.0,2021-09-15,37.0,0.0
41.0,2021-09-16,41.0,0.0
37.0,2021-09-17,37.0,0.0
41.0,2021-09-18,41.0,0.0
