incDec,stdDay,delta_variants,omicron_variants
18.0,2021-04-12,0.36,0.0
14.0,2021-04-13,0.28,0.0
10.0,2021-04-14,0.2,0.0
4.0,2021-04-15,0.08,0.0
13.0,2021-04-16,0.26,0.0
7.0,2021-04-17,0.14,0.0
22.0,2021-04-18,0.44,0.0
13.0,2021-04-19,0.26,0.0
16.0,2021-04-20,0.32,0.0
8.0,2021-04-21,0.16,0.0
6.0,2021-04-22,0.12,0.0
10.0,2021-04-23,0.2,0.0
14.0,2021-04-24,0.28,0.0
6.0,2021-04-25,0.12,0.0
7.0,2021-04-26,0.28,0.0
14.0,2021-04-27,0.56,0.0
38.0,2021-04-28,1.52,0.0
16.0,2021-04-29,0.64,0.0
12.0,2021-04-30,0.48,0.0
17.0,2021-05-01,0.68,0.0
16.0,2021-05-02,0.64,0.0
10.0,2021-05-03,0.4,0.0
19.0,2021-05-04,0.76,0.0
10.0,2021-05-05,0.4,0.0
15.0,2021-05-06,0.6,0.0
9.0,2021-05-07,0.36,0.0
3.0,2021-05-08,0.12,0.0
10.0,2021-05-09,0.4,0.0
15.0,2021-05-10,0.44999999999999996,0.0
18.0,2021-05-11,0.54,0.0
10.0,2021-05-12,0.3,0.0
19.0,2021-05-13,0.57,0.0
22.0,2021-05-14,0.6599999999999999,0.0
12.0,2021-05-15,0.36,0.0
18.0,2021-05-16,0.54,0.0
16.0,2021-05-17,0.48,0.0
15.0,2021-05-18,0.44999999999999996,0.0
17.0,2021-05-19,0.51,0.0
19.0,2021-05-20,0.57,0.0
41.0,2021-05-21,1.23,0.0
17.0,2021-05-22,0.51,0.0
24.0,2021-05-23,0.72,0.0
31.0,2021-05-24,0.9299999999999999,0.0
22.0,2021-05-25,0.6599999999999999,0.0
19.0,2021-05-26,0.57,0.0
17.0,2021-05-27,0.51,0.0
21.0,2021-05-28,0.63,0.0
12.0,2021-05-29,0.36,0.0
7.0,2021-05-30,0.21,0.0
4.0,2021-05-31,0.12,0.0
12.0,2021-06-01,0.36,0.0
7.0,2021-06-02,0.21,0.0
13.0,2021-06-03,0.39,0.0
9.0,2021-06-04,0.27,0.0
10.0,2021-06-05,0.3,0.0
13.0,2021-06-06,0.39,0.0
9.0,2021-06-07,1.2600000000000002,0.0
4.0,2021-06-08,0.56,0.0
5.0,2021-06-09,0.7000000000000001,0.0
7.0,2021-06-10,0.9800000000000001,0.0
5.0,2021-06-11,0.7000000000000001,0.0
5.0,2021-06-12,0.7000000000000001,0.0
10.0,2021-06-13,1.4000000000000001,0.0
7.0,2021-06-14,0.9800000000000001,0.0
7.0,2021-06-15,0.9800000000000001,0.0
8.0,2021-06-16,1.12,0.0
5.0,2021-06-17,0.7000000000000001,0.0
7.0,2021-06-18,0.9800000000000001,0.0
12.0,2021-06-19,1.6800000000000002,0.0
10.0,2021-06-20,1.4000000000000001,0.0
11.0,2021-06-21,4.29,0.0
12.0,2021-06-22,4.68,0.0
9.0,2021-06-23,3.5100000000000002,0.0
7.0,2021-06-24,2.73,0.0
4.0,2021-06-25,1.56,0.0
7.0,2021-06-26,2.73,0.0
24.0,2021-06-27,9.36,0.0
8.0,2021-06-28,3.12,0.0
11.0,2021-06-29,4.29,0.0
8.0,2021-06-30,3.12,0.0
15.0,2021-07-01,5.8500000000000005,0.0
27.0,2021-07-02,10.530000000000001,0.0
16.0,2021-07-03,6.24,0.0
7.0,2021-07-04,2.73,0.0
12.0,2021-07-05,7.08,0.0
13.0,2021-07-06,7.67,0.0
16.0,2021-07-07,9.44,0.0
78.0,2021-07-08,46.019999999999996,0.0
52.0,2021-07-09,30.68,0.0
29.0,2021-07-10,17.11,0.0
32.0,2021-07-11,18.88,0.0
45.0,2021-07-12,26.549999999999997,0.0
36.0,2021-07-13,21.24,0.0
36.0,2021-07-14,21.24,0.0
51.0,2021-07-15,30.09,0.0
39.0,2021-07-16,23.009999999999998,0.0
52.0,2021-07-17,30.68,0.0
40.0,2021-07-18,23.599999999999998,0.0
33.0,2021-07-19,25.41,0.0
30.0,2021-07-20,23.1,0.0
49.0,2021-07-21,37.730000000000004,0.0
39.0,2021-07-22,30.03,0.0
28.0,2021-07-23,21.560000000000002,0.0
39.0,2021-07-24,30.03,0.0
47.0,2021-07-25,36.19,0.0
65.0,2021-07-26,50.050000000000004,0.0
38.0,2021-07-27,29.26,0.0
31.0,2021-07-28,23.87,0.0
47.0,2021-07-29,36.19,0.0
37.0,2021-07-30,28.490000000000002,0.0
63.0,2021-07-31,48.51,0.0
46.0,2021-08-01,35.42,0.0
38.0,2021-08-02,36.1,0.0
51.0,2021-08-03,48.449999999999996,0.0
55.0,2021-08-04,52.25,0.0
71.0,2021-08-05,67.45,0.0
53.0,2021-08-06,50.349999999999994,0.0
54.0,2021-08-07,51.3,0.0
86.0,2021-08-08,81.7,0.0
68.0,2021-08-09,64.6,0.0
66.0,2021-08-10,62.699999999999996,0.0
86.0,2021-08-11,81.7,0.0
85.0,2021-08-12,80.75,0.0
72.0,2021-08-13,68.39999999999999,0.0
64.0,2021-08-14,60.8,0.0
62.0,2021-08-15,58.9,0.0
43.0,2021-08-16,42.14,0.0
42.0,2021-08-17,41.16,0.0
70.0,2021-08-18,68.6,0.0
83.0,2021-08-19,81.34,0.0
76.0,2021-08-20,74.48,0.0
75.0,2021-08-21,73.5,0.0
51.0,2021-08-22,49.98,0.0
68.0,2021-08-23,66.64,0.0
60.0,2021-08-24,58.8,0.0
76.0,2021-08-25,74.48,0.0
92.0,2021-08-26,90.16,0.0
60.0,2021-08-27,58.8,0.0
63.0,2021-08-28,61.74,0.0
77.0,2021-08-29,75.46,0.0
60.0,2021-08-30,59.4,0.0
38.0,2021-08-31,37.62,0.0
86.0,2021-09-01,85.14,0.0
95.0,2021-09-02,94.05,0.0
81.0,2021-09-03,80.19,0.0
99.0,2021-09-04,98.01,0.0
73.0,2021-09-05,72.27,0.0
62.0,2021-09-06,61.38,0.0
85.0,2021-09-07,84.15,0.0
84.0,2021-09-08,83.16,0.0
152.0,2021-09-09,150.48,0.0
79.0,2021-09-10,78.21,0.0
92.0,2021-09-11,91.08,0.0
79.0,2021-09-12,78.21,0.0
58.0,2021-09-13,58.0,0.0
59.0,2021-09-14,59.0,0.0
