incDec,stdDay,delta_variants,omicron_variants
34.0,2021-04-12,0.68,0.0
32.0,2021-04-13,0.64,0.0
30.0,2021-04-14,0.6,0.0
21.0,2021-04-15,0.42,0.0
24.0,2021-04-16,0.48,0.0
26.0,2021-04-17,0.52,0.0
21.0,2021-04-18,0.42,0.0
28.0,2021-04-19,0.56,0.0
21.0,2021-04-20,0.42,0.0
39.0,2021-04-21,0.78,0.0
32.0,2021-04-22,0.64,0.0
38.0,2021-04-23,0.76,0.0
50.0,2021-04-24,1.0,0.0
43.0,2021-04-25,0.86,0.0
13.0,2021-04-26,0.52,0.0
18.0,2021-04-27,0.72,0.0
33.0,2021-04-28,1.32,0.0
46.0,2021-04-29,1.84,0.0
61.0,2021-04-30,2.44,0.0
52.0,2021-05-01,2.08,0.0
52.0,2021-05-02,2.08,0.0
21.0,2021-05-03,0.84,0.0
29.0,2021-05-04,1.16,0.0
22.0,2021-05-05,0.88,0.0
38.0,2021-05-06,1.52,0.0
35.0,2021-05-07,1.4000000000000001,0.0
48.0,2021-05-08,1.92,0.0
28.0,2021-05-09,1.12,0.0
24.0,2021-05-10,0.72,0.0
19.0,2021-05-11,0.57,0.0
31.0,2021-05-12,0.9299999999999999,0.0
31.0,2021-05-13,0.9299999999999999,0.0
26.0,2021-05-14,0.78,0.0
22.0,2021-05-15,0.6599999999999999,0.0
11.0,2021-05-16,0.32999999999999996,0.0
16.0,2021-05-17,0.48,0.0
6.0,2021-05-18,0.18,0.0
27.0,2021-05-19,0.8099999999999999,0.0
25.0,2021-05-20,0.75,0.0
13.0,2021-05-21,0.39,0.0
29.0,2021-05-22,0.87,0.0
24.0,2021-05-23,0.72,0.0
12.0,2021-05-24,0.36,0.0
7.0,2021-05-25,0.21,0.0
15.0,2021-05-26,0.44999999999999996,0.0
6.0,2021-05-27,0.18,0.0
12.0,2021-05-28,0.36,0.0
8.0,2021-05-29,0.24,0.0
7.0,2021-05-30,0.21,0.0
3.0,2021-05-31,0.09,0.0
2.0,2021-06-01,0.06,0.0
14.0,2021-06-02,0.42,0.0
8.0,2021-06-03,0.24,0.0
15.0,2021-06-04,0.44999999999999996,0.0
5.0,2021-06-05,0.15,0.0
7.0,2021-06-06,0.21,0.0
10.0,2021-06-07,1.4000000000000001,0.0
3.0,2021-06-08,0.42000000000000004,0.0
6.0,2021-06-09,0.8400000000000001,0.0
7.0,2021-06-10,0.9800000000000001,0.0
15.0,2021-06-11,2.1,0.0
6.0,2021-06-12,0.8400000000000001,0.0
2.0,2021-06-13,0.28,0.0
0.0,2021-06-14,0.0,0.0
4.0,2021-06-15,0.56,0.0
7.0,2021-06-16,0.9800000000000001,0.0
22.0,2021-06-17,3.08,0.0
11.0,2021-06-18,1.54,0.0
5.0,2021-06-19,0.7000000000000001,0.0
5.0,2021-06-20,0.7000000000000001,0.0
0.0,2021-06-21,0.0,0.0
5.0,2021-06-22,1.9500000000000002,0.0
5.0,2021-06-23,1.9500000000000002,0.0
13.0,2021-06-24,5.07,0.0
16.0,2021-06-25,6.24,0.0
22.0,2021-06-26,8.58,0.0
6.0,2021-06-27,2.34,0.0
8.0,2021-06-28,3.12,0.0
13.0,2021-06-29,5.07,0.0
4.0,2021-06-30,1.56,0.0
2.0,2021-07-01,0.78,0.0
11.0,2021-07-02,4.29,0.0
1.0,2021-07-03,0.39,0.0
13.0,2021-07-04,5.07,0.0
1.0,2021-07-05,0.59,0.0
3.0,2021-07-06,1.77,0.0
1.0,2021-07-07,0.59,0.0
9.0,2021-07-08,5.31,0.0
16.0,2021-07-09,9.44,0.0
30.0,2021-07-10,17.7,0.0
22.0,2021-07-11,12.979999999999999,0.0
8.0,2021-07-12,4.72,0.0
7.0,2021-07-13,4.13,0.0
11.0,2021-07-14,6.489999999999999,0.0
19.0,2021-07-15,11.209999999999999,0.0
14.0,2021-07-16,8.26,0.0
11.0,2021-07-17,6.489999999999999,0.0
12.0,2021-07-18,7.08,0.0
14.0,2021-07-19,10.780000000000001,0.0
9.0,2021-07-20,6.93,0.0
18.0,2021-07-21,13.86,0.0
25.0,2021-07-22,19.25,0.0
22.0,2021-07-23,16.94,0.0
19.0,2021-07-24,14.63,0.0
9.0,2021-07-25,6.93,0.0
3.0,2021-07-26,2.31,0.0
5.0,2021-07-27,3.85,0.0
18.0,2021-07-28,13.86,0.0
14.0,2021-07-29,10.780000000000001,0.0
18.0,2021-07-30,13.86,0.0
17.0,2021-07-31,13.09,0.0
20.0,2021-08-01,15.4,0.0
13.0,2021-08-02,12.35,0.0
8.0,2021-08-03,7.6,0.0
15.0,2021-08-04,14.25,0.0
13.0,2021-08-05,12.35,0.0
24.0,2021-08-06,22.799999999999997,0.0
21.0,2021-08-07,19.95,0.0
58.0,2021-08-08,55.099999999999994,0.0
25.0,2021-08-09,23.75,0.0
51.0,2021-08-10,48.449999999999996,0.0
48.0,2021-08-11,45.599999999999994,0.0
54.0,2021-08-12,51.3,0.0
39.0,2021-08-13,37.05,0.0
26.0,2021-08-14,24.7,0.0
29.0,2021-08-15,27.549999999999997,0.0
31.0,2021-08-16,30.38,0.0
22.0,2021-08-17,21.56,0.0
32.0,2021-08-18,31.36,0.0
68.0,2021-08-19,66.64,0.0
30.0,2021-08-20,29.4,0.0
27.0,2021-08-21,26.46,0.0
36.0,2021-08-22,35.28,0.0
37.0,2021-08-23,36.26,0.0
26.0,2021-08-24,25.48,0.0
38.0,2021-08-25,37.24,0.0
40.0,2021-08-26,39.2,0.0
20.0,2021-08-27,19.6,0.0
22.0,2021-08-28,21.56,0.0
36.0,2021-08-29,35.28,0.0
36.0,2021-08-30,35.64,0.0
24.0,2021-08-31,23.759999999999998,0.0
71.0,2021-09-01,70.29,0.0
42.0,2021-09-02,41.58,0.0
35.0,2021-09-03,34.65,0.0
47.0,2021-09-04,46.53,0.0
41.0,2021-09-05,40.589999999999996,0.0
39.0,2021-09-06,38.61,0.0
47.0,2021-09-07,46.53,0.0
49.0,2021-09-08,48.51,0.0
70.0,2021-09-09,69.3,0.0
41.0,2021-09-10,40.589999999999996,0.0
31.0,2021-09-11,30.69,0.0
34.0,2021-09-12,33.66,0.0
17.0,2021-09-13,17.0,0.0
35.0,2021-09-14,35.0,0.0
31.0,2021-09-15,31.0,0.0
31.0,2021-09-16,31.0,0.0
17.0,2021-09-17,17.0,0.0
34.0,2021-09-18,34.0,0.0
30.0,2021-09-19,30.0,0.0
15.0,2021-09-20,15.0,0.0
16.0,2021-09-21,16.0,0.0
20.0,2021-09-22,20.0,0.0
23.0,2021-09-23,23.0,0.0
30.0,2021-09-24,30.0,0.0
26.0,2021-09-25,26.0,0.0
27.0,2021-09-26,27.0,0.0
20.0,2021-09-27,20.0,0.0
17.0,2021-09-28,17.0,0.0
27.0,2021-09-29,27.0,0.0
