incDec,stdDay,delta_variants,omicron_variants
15.0,2021-04-12,0.3,0.0
10.0,2021-04-13,0.2,0.0
14.0,2021-04-14,0.28,0.0
19.0,2021-04-15,0.38,0.0
24.0,2021-04-16,0.48,0.0
29.0,2021-04-17,0.58,0.0
28.0,2021-04-18,0.56,0.0
19.0,2021-04-19,0.38,0.0
21.0,2021-04-20,0.42,0.0
16.0,2021-04-21,0.32,0.0
23.0,2021-04-22,0.46,0.0
22.0,2021-04-23,0.44,0.0
32.0,2021-04-24,0.64,0.0
24.0,2021-04-25,0.48,0.0
25.0,2021-04-26,1.0,0.0
22.0,2021-04-27,0.88,0.0
25.0,2021-04-28,1.0,0.0
28.0,2021-04-29,1.12,0.0
29.0,2021-04-30,1.16,0.0
12.0,2021-05-01,0.48,0.0
30.0,2021-05-02,1.2,0.0
32.0,2021-05-03,1.28,0.0
22.0,2021-05-04,0.88,0.0
38.0,2021-05-05,1.52,0.0
22.0,2021-05-06,0.88,0.0
12.0,2021-05-07,0.48,0.0
21.0,2021-05-08,0.84,0.0
19.0,2021-05-09,0.76,0.0
19.0,2021-05-10,0.57,0.0
15.0,2021-05-11,0.44999999999999996,0.0
7.0,2021-05-12,0.21,0.0
23.0,2021-05-13,0.69,0.0
35.0,2021-05-14,1.05,0.0
19.0,2021-05-15,0.57,0.0
11.0,2021-05-16,0.32999999999999996,0.0
27.0,2021-05-17,0.8099999999999999,0.0
23.0,2021-05-18,0.69,0.0
24.0,2021-05-19,0.72,0.0
33.0,2021-05-20,0.99,0.0
11.0,2021-05-21,0.32999999999999996,0.0
16.0,2021-05-22,0.48,0.0
12.0,2021-05-23,0.36,0.0
12.0,2021-05-24,0.36,0.0
12.0,2021-05-25,0.36,0.0
9.0,2021-05-26,0.27,0.0
12.0,2021-05-27,0.36,0.0
14.0,2021-05-28,0.42,0.0
13.0,2021-05-29,0.39,0.0
9.0,2021-05-30,0.27,0.0
18.0,2021-05-31,0.54,0.0
9.0,2021-06-01,0.27,0.0
12.0,2021-06-02,0.36,0.0
11.0,2021-06-03,0.32999999999999996,0.0
11.0,2021-06-04,0.32999999999999996,0.0
10.0,2021-06-05,0.3,0.0
10.0,2021-06-06,0.3,0.0
9.0,2021-06-07,1.2600000000000002,0.0
7.0,2021-06-08,0.9800000000000001,0.0
13.0,2021-06-09,1.8200000000000003,0.0
11.0,2021-06-10,1.54,0.0
6.0,2021-06-11,0.8400000000000001,0.0
5.0,2021-06-12,0.7000000000000001,0.0
7.0,2021-06-13,0.9800000000000001,0.0
4.0,2021-06-14,0.56,0.0
5.0,2021-06-15,0.7000000000000001,0.0
3.0,2021-06-16,0.42000000000000004,0.0
3.0,2021-06-17,0.42000000000000004,0.0
11.0,2021-06-18,1.54,0.0
4.0,2021-06-19,0.56,0.0
6.0,2021-06-20,0.8400000000000001,0.0
8.0,2021-06-21,3.12,0.0
11.0,2021-06-22,4.29,0.0
21.0,2021-06-23,8.19,0.0
29.0,2021-06-24,11.31,0.0
7.0,2021-06-25,2.73,0.0
9.0,2021-06-26,3.5100000000000002,0.0
4.0,2021-06-27,1.56,0.0
1.0,2021-06-28,0.39,0.0
6.0,2021-06-29,2.34,0.0
4.0,2021-06-30,1.56,0.0
5.0,2021-07-01,1.9500000000000002,0.0
7.0,2021-07-02,2.73,0.0
4.0,2021-07-03,1.56,0.0
9.0,2021-07-04,3.5100000000000002,0.0
13.0,2021-07-05,7.67,0.0
11.0,2021-07-06,6.489999999999999,0.0
6.0,2021-07-07,3.54,0.0
4.0,2021-07-08,2.36,0.0
9.0,2021-07-09,5.31,0.0
13.0,2021-07-10,7.67,0.0
12.0,2021-07-11,7.08,0.0
13.0,2021-07-12,7.67,0.0
8.0,2021-07-13,4.72,0.0
22.0,2021-07-14,12.979999999999999,0.0
13.0,2021-07-15,7.67,0.0
12.0,2021-07-16,7.08,0.0
16.0,2021-07-17,9.44,0.0
15.0,2021-07-18,8.85,0.0
19.0,2021-07-19,14.63,0.0
19.0,2021-07-20,14.63,0.0
25.0,2021-07-21,19.25,0.0
29.0,2021-07-22,22.330000000000002,0.0
16.0,2021-07-23,12.32,0.0
21.0,2021-07-24,16.17,0.0
28.0,2021-07-25,21.560000000000002,0.0
22.0,2021-07-26,16.94,0.0
25.0,2021-07-27,19.25,0.0
33.0,2021-07-28,25.41,0.0
22.0,2021-07-29,16.94,0.0
37.0,2021-07-30,28.490000000000002,0.0
19.0,2021-07-31,14.63,0.0
28.0,2021-08-01,21.560000000000002,0.0
31.0,2021-08-02,29.45,0.0
25.0,2021-08-03,23.75,0.0
48.0,2021-08-04,45.599999999999994,0.0
60.0,2021-08-05,57.0,0.0
